"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_SUB_CATEGORY1","TITLE_SPEC.TABLE_SUB_CATEGORY2","TITLE"
"0003173026","地方財政状況調査 市町村分 調査表","年度次","0","2017-07-07","0","該当なし","15516852","2021-03-09","","00200251","地方財政状況調査","00200","総務省","43","地域改善対策特定事業状況 事務組合分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","地域改善対策特定事業状況","事務組合分","",""
"0003172987","地方財政状況調査 市町村分 調査表","年度次","0","2017-07-07","0","該当なし","1223728","2021-08-20","","00200251","地方財政状況調査","00200","総務省","44","土地開発基金の状況 市町村分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","土地開発基金の状況","市町村分","",""
"0003173007","地方財政状況調査 市町村分 調査表","年度次","0","2017-07-07","0","該当なし","941772","2021-03-09","","00200251","地方財政状況調査","00200","総務省","44","土地開発基金の状況 事務組合分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","土地開発基金の状況","事務組合分","",""
"0003172908","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","6627852","2021-09-30","","00200251","地方財政状況調査","00200","総務省","45","一部事務組合負担金等の性質別内訳の状況 事務組合分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","一部事務組合負担金等の性質別内訳の状況","事務組合分","",""
"0003172947","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","8435443","2021-09-30","","00200251","地方財政状況調査","00200","総務省","45","一部事務組合負担金等の性質別内訳の状況 市町村分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","一部事務組合負担金等の性質別内訳の状況","市町村分","",""
"0003172968","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","37322553","2021-09-30","","00200251","地方財政状況調査","00200","総務省","46","施設の管理費等の状況 市町村分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","施設の管理費等の状況","市町村分","",""
"0003172969","地方財政状況調査 市町村分 調査表","年度次","0","2017-07-07","0","該当なし","454040","2021-08-20","","00200251","地方財政状況調査","00200","総務省","46","廃棄物処理の委託業務 市町村分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","廃棄物処理の委託業務","市町村分","",""
"0003172988","地方財政状況調査 市町村分 調査表","年度次","0","2017-07-07","0","該当なし","1530478","2021-08-20","","00200251","地方財政状況調査","00200","総務省","46","施設の使用料・手数料収入額 市町村分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","施設の使用料・手数料収入額","市町村分","",""
"0003173008","地方財政状況調査 市町村分 調査表","年度次","0","2017-07-07","0","該当なし","1195286","2021-03-09","","00200251","地方財政状況調査","00200","総務省","46","施設の使用料・手数料収入額 事務組合分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","施設の使用料・手数料収入額","事務組合分","",""
"0003173027","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","29372697","2021-09-30","","00200251","地方財政状況調査","00200","総務省","46","施設の管理費等の状況 事務組合分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","施設の管理費等の状況","事務組合分","",""
"0003173028","地方財政状況調査 市町村分 調査表","年度次","0","2017-07-07","0","該当なし","354672","2021-03-09","","00200251","地方財政状況調査","00200","総務省","46","廃棄物処理の委託業務 事務組合分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","廃棄物処理の委託業務","事務組合分","",""
"0003172912","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","9389435","2021-10-13","","00200251","地方財政状況調査","00200","総務省","47","扶助費の内訳 事務組合分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","扶助費の内訳","事務組合分","",""
"0003172951","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","11777830","2021-10-13","","00200251","地方財政状況調査","00200","総務省","47","扶助費の内訳 市町村分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","扶助費の内訳","市町村分","",""
"0003172971","地方財政状況調査 市町村分 調査表","年度次","0","2017-03-31","0","該当なし","877275","2021-08-20","","00200251","地方財政状況調査","00200","総務省","48","財産区の決算状況 市町村分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","財産区の決算状況","市町村分","",""
"0003173030","地方財政状況調査 市町村分 調査表","年度次","0","2017-03-31","0","該当なし","763065","2021-03-09","","00200251","地方財政状況調査","00200","総務省","48","財産区の決算状況 事務組合分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","財産区の決算状況","事務組合分","",""
"0003177882","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","2597490","2021-09-30","","00200251","地方財政状況調査","00200","総務省","48","財産区の決算状況 事務組合分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","財産区の決算状況","事務組合分","",""
"0003177900","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","3262680","2021-09-30","","00200251","地方財政状況調査","00200","総務省","48","財産区の決算状況 市町村分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","財産区の決算状況","市町村分","",""
"0003172991","地方財政状況調査 市町村分 調査表","年度次","0","2017-03-24","0","該当なし","969144","2021-08-20","","00200251","地方財政状況調査","00200","総務省","49","道府県税の徴収実績（特別区のみ該当） 市町村分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","道府県税の徴収実績（特別区のみ該当）","市町村分","",""
"0003173011","地方財政状況調査 市町村分 調査表","年度次","0","2017-03-24","0","該当なし","886776","2021-03-09","","00200251","地方財政状況調査","00200","総務省","49","道府県税の徴収実績（特別区のみ該当） 事務組合分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","道府県税の徴収実績（特別区のみ該当）","事務組合分","",""
"0003172979","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","19988922","2022-09-09","","00200251","地方財政状況調査","00200","総務省","50","収益事業会計決算の状況 市町村分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","収益事業会計決算の状況","市町村分","",""
"0003173038","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","16052310","2022-09-09","","00200251","地方財政状況調査","00200","総務省","50","収益事業会計決算の状況 事務組合分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","収益事業会計決算の状況","事務組合分","",""
"0003172999","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","7598600","2022-09-09","","00200251","地方財政状況調査","00200","総務省","51","収益金の使途状況 市町村分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","収益金の使途状況","市町村分","",""
"0003173019","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","6057700","2022-09-09","","00200251","地方財政状況調査","00200","総務省","51","収益金の使途状況 事務組合分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","収益金の使途状況","事務組合分","",""
"0003173039","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","113687","2022-09-09","","00200251","地方財政状況調査","00200","総務省","51","宝くじ事業会計決算の状況 事務組合分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","宝くじ事業会計決算の状況","事務組合分","",""
"0003173040","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","134617","2022-09-09","","00200251","地方財政状況調査","00200","総務省","51","宝くじ事業会計決算の状況 市町村分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","宝くじ事業会計決算の状況","市町村分","",""
"0003173060","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","6389233","2022-09-06","","00200251","地方財政状況調査","00200","総務省","52","国民健康保険事業会計（事業勘定）決算の状況 市町村分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","国民健康保険事業会計（事業勘定）決算の状況","市町村分","",""
"0003173080","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","5093518","2022-09-06","","00200251","地方財政状況調査","00200","総務省","52","国民健康保険事業会計（事業勘定）決算の状況 事務組合分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","国民健康保険事業会計（事業勘定）決算の状況","事務組合分","",""
"0003173041","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","3283799","2022-09-09","","00200251","地方財政状況調査","00200","総務省","53","国民健康保険事業会計（直診勘定）決算の状況 市町村分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","国民健康保険事業会計（直診勘定）決算の状況","市町村分","",""
"0003173100","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","2619126","2022-09-09","","00200251","地方財政状況調査","00200","総務省","53","国民健康保険事業会計（直診勘定）決算の状況 事務組合分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","国民健康保険事業会計（直診勘定）決算の状況","事務組合分","",""
"0003173042","地方財政状況調査 市町村分 調査表","年度次","0","2017-07-07","0","該当なし","2797842","2021-08-20","","00200251","地方財政状況調査","00200","総務省","54","老人保健医療事業会計決算の状況 市町村分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","老人保健医療事業会計決算の状況","市町村分","",""
"0003173101","地方財政状況調査 市町村分 調査表","年度次","0","2017-07-07","0","該当なし","2207666","2021-03-09","","00200251","地方財政状況調査","00200","総務省","54","老人保健医療事業会計決算の状況 事務組合分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","老人保健医療事業会計決算の状況","事務組合分","",""
"0003173062","地方財政状況調査 市町村分 調査表","年度次","0","2017-07-07","0","該当なし","1593360","2021-08-20","","00200251","地方財政状況調査","00200","総務省","55","翌年度負担金等精算予定額の内訳 市町村分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","翌年度負担金等精算予定額の内訳","市町村分","",""
"0003173082","地方財政状況調査 市町村分 調査表","年度次","0","2017-07-07","0","該当なし","1281420","2021-03-09","","00200251","地方財政状況調査","00200","総務省","55","翌年度負担金等精算予定額の内訳 事務組合分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","翌年度負担金等精算予定額の内訳","事務組合分","",""
"0003173061","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","3041901","2021-09-30","","00200251","地方財政状況調査","00200","総務省","56","農業共済事業会計決算の状況（法適を含む。） 市町村分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","農業共済事業会計決算の状況（法適を含む。）","市町村分","",""
"0003173081","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","2429354","2021-09-30","","00200251","地方財政状況調査","00200","総務省","56","農業共済事業会計決算の状況（法適を含む。） 事務組合分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","農業共済事業会計決算の状況（法適を含む。）","事務組合分","",""
"0003173045","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","4274469","2021-09-30","","00200251","地方財政状況調査","00200","総務省","57","交通災害共済事業会計決算の状況（直営分のみ） 市町村分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","交通災害共済事業会計決算の状況（直営分のみ）","市町村分","",""
"0003173104","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","3410628","2021-09-30","","00200251","地方財政状況調査","00200","総務省","57","交通災害共済事業会計決算の状況（直営分のみ） 事務組合分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","交通災害共済事業会計決算の状況（直営分のみ）","事務組合分","",""
"0003173065","地方財政状況調査 市町村分 調査表","年度次","0","2017-07-07","0","該当なし","1458208","2021-08-20","","00200251","地方財政状況調査","00200","総務省","58","公益質屋事業会計決算の状況 市町村分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","公益質屋事業会計決算の状況","市町村分","",""
"0003173085","地方財政状況調査 市町村分 調査表","年度次","0","2017-07-07","0","該当なし","1123392","2021-03-09","","00200251","地方財政状況調査","00200","総務省","58","公益質屋事業会計決算の状況 事務組合分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","公益質屋事業会計決算の状況","事務組合分","",""
"0003173046","地方財政状況調査 市町村分 調査表","年度次","0","2017-07-07","0","該当なし","2270200","2021-08-20","","00200251","地方財政状況調査","00200","総務省","59","公立大学附属病院事業会計決算の状況 市町村分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","公立大学附属病院事業会計決算の状況","市町村分","",""
"0003173105","地方財政状況調査 市町村分 調査表","年度次","0","2017-07-07","0","該当なし","1773360","2021-03-09","","00200251","地方財政状況調査","00200","総務省","59","公立大学附属病院事業会計決算の状況 事務組合分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","公立大学附属病院事業会計決算の状況","事務組合分","",""
"0003173066","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","8709280","2021-09-30","","00200251","地方財政状況調査","00200","総務省","60","事業債現在高等の状況 市町村分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","事業債現在高等の状況","市町村分","",""
"0003173086","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","6910240","2021-09-30","","00200251","地方財政状況調査","00200","総務省","60","事業債現在高等の状況 事務組合分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","事業債現在高等の状況","事務組合分","",""
"0003173047","地方財政状況調査 市町村分 調査表","年度次","0","2017-07-07","0","該当なし","16370301","2021-08-20","","00200251","地方財政状況調査","00200","総務省","61","事業債の借入先別及び利率別現在高の状況 市町村分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","事業債の借入先別及び利率別現在高の状況","市町村分","",""
"0003173106","地方財政状況調査 市町村分 調査表","年度次","0","2017-07-07","0","該当なし","13179788","2021-03-09","","00200251","地方財政状況調査","00200","総務省","61","事業債の借入先別及び利率別現在高の状況 事務組合分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","事業債の借入先別及び利率別現在高の状況","事務組合分","",""
"0003172883","地方財政状況調査 市町村分 調査表","年度次","0","2017-07-07","0","該当なし","5476536","2021-03-09","","00200251","地方財政状況調査","00200","総務省","62","普通建設事業費支出金（歳入）の状況 事務組合分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","普通建設事業費支出金（歳入）の状況","事務組合分","",""
"0003172922","地方財政状況調査 市町村分 調査表","年度次","0","2017-07-07","0","該当なし","7108764","2021-08-20","","00200251","地方財政状況調査","00200","総務省","62","普通建設事業費支出金（歳入）の状況 市町村分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","普通建設事業費支出金（歳入）の状況","市町村分","",""
"0003173044","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","2907544","2022-09-06","","00200251","地方財政状況調査","00200","総務省","63","介護保険事業会計（保険事業勘定）決算の状況 市町村分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","介護保険事業会計（保険事業勘定）決算の状況","市町村分","",""
"0003173103","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","2369695","2022-09-06","","00200251","地方財政状況調査","00200","総務省","63","介護保険事業会計（保険事業勘定）決算の状況 事務組合分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","介護保険事業会計（保険事業勘定）決算の状況","事務組合分","",""
"0003173064","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","1699135","2021-09-30","","00200251","地方財政状況調査","00200","総務省","64","介護保険事業会計（介護サービス事業勘定）決算の状況 市町村分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","介護保険事業会計（介護サービス事業勘定）決算の状況","市町村分","",""
"0003173084","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","1377693","2021-09-30","","00200251","地方財政状況調査","00200","総務省","64","介護保険事業会計（介護サービス事業勘定）決算の状況 事務組合分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","介護保険事業会計（介護サービス事業勘定）決算の状況","事務組合分","",""
"0003172970","地方財政状況調査 市町村分 調査表","年度次","0","2017-07-07","0","該当なし","1037772","2021-08-20","","00200251","地方財政状況調査","00200","総務省","70","道路関係経費財源の内訳 市町村分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","道路関係経費財源の内訳","市町村分","",""
"0003172989","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","3308155","2021-09-30","","00200251","地方財政状況調査","00200","総務省","70","道路関係経費の状況 市町村分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","道路関係経費の状況","市町村分","",""
"0003173009","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","2663830","2021-09-30","","00200251","地方財政状況調査","00200","総務省","70","道路関係経費の状況 事務組合分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","道路関係経費の状況","事務組合分","",""
"0003173029","地方財政状況調査 市町村分 調査表","年度次","0","2017-07-07","0","該当なし","817784","2021-03-09","","00200251","地方財政状況調査","00200","総務省","70","道路関係経費財源の内訳 事務組合分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","道路関係経費財源の内訳","事務組合分","",""
"0003172914","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","23540240","2021-09-30","","00200251","地方財政状況調査","00200","総務省","71","投資的経費の状況　その２　用地取得費の状況　(1)　補助事業費 市町村分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","投資的経費の状況　その２　用地取得費の状況　(1)　補助事業費","市町村分","",""
"0003172934","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","18746240","2021-09-30","","00200251","地方財政状況調査","00200","総務省","71","投資的経費の状況　その２　用地取得費の状況　(1)　補助事業費 事務組合分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","投資的経費の状況　その２　用地取得費の状況　(1)　補助事業費","事務組合分","",""
"0003172895","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","23540240","2021-09-30","","00200251","地方財政状況調査","00200","総務省","72","投資的経費の状況　その２　用地取得費の状況　(2)　単独事業費 市町村分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","投資的経費の状況　その２　用地取得費の状況　(2)　単独事業費","市町村分","",""
"0003172954","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","18746240","2021-09-30","","00200251","地方財政状況調査","00200","総務省","72","投資的経費の状況　その２　用地取得費の状況　(2)　単独事業費 事務組合分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","投資的経費の状況　その２　用地取得費の状況　(2)　単独事業費","事務組合分","",""
"0003172915","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","25257094","2022-04-28","","00200251","地方財政状況調査","00200","総務省","73","投資的経費の状況　その２　用地取得費の状況　(3)　合計 市町村分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","投資的経費の状況　その２　用地取得費の状況　(3)　合計","市町村分","",""
"0003172935","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","20132038","2022-04-28","","00200251","地方財政状況調査","00200","総務省","73","投資的経費の状況　その２　用地取得費の状況　(3)　合計 事務組合分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","投資的経費の状況　その２　用地取得費の状況　(3)　合計","事務組合分","",""
"0003172899","地方財政状況調査 市町村分 調査表","年度次","0","2017-07-07","0","該当なし","6559770","2021-08-20","","00200251","地方財政状況調査","00200","総務省","74","その他特定目的基金の状況 市町村分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","その他特定目的基金の状況","市町村分","",""
"0003172919","地方財政状況調査 市町村分 調査表","年度次","0","2017-03-24","0","該当なし","442813","2021-08-20","","00200251","地方財政状況調査","00200","総務省","74","地域福祉基金の状況 市町村分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","地域福祉基金の状況","市町村分","",""
"0003172939","地方財政状況調査 市町村分 調査表","年度次","0","2017-03-24","0","該当なし","396508","2021-03-09","","00200251","地方財政状況調査","00200","総務省","74","地域福祉基金の状況 事務組合分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","地域福祉基金の状況","事務組合分","",""
"0003172958","地方財政状況調査 市町村分 調査表","年度次","0","2017-07-07","0","該当なし","5131326","2021-03-09","","00200251","地方財政状況調査","00200","総務省","74","その他特定目的基金の状況 事務組合分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","その他特定目的基金の状況","事務組合分","",""
"0003172972","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","3009312","2021-09-30","","00200251","地方財政状況調査","00200","総務省","74","復旧・復興事業経費の歳出内訳及び財源内訳（その１） 市町村分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","復旧・復興事業経費の歳出内訳及び財源内訳（その１）","市町村分","",""
"0003173031","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","2524896","2021-09-30","","00200251","地方財政状況調査","00200","総務省","74","復旧・復興事業経費の歳出内訳及び財源内訳（その１） 事務組合分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","復旧・復興事業経費の歳出内訳及び財源内訳（その１）","事務組合分","",""
"0003172896","地方財政状況調査 市町村分 調査表","年度次","0","2017-07-07","0","該当なし","615944","2021-08-20","","00200251","地方財政状況調査","00200","総務省","75","投資的経費の状況　その２　用地取得費の状況　(4) 取得先別内訳 市町村分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","投資的経費の状況　その２　用地取得費の状況　(4) 取得先別内訳","市町村分","",""
"0003172955","地方財政状況調査 市町村分 調査表","年度次","0","2017-07-07","0","該当なし","484148","2021-03-09","","00200251","地方財政状況調査","00200","総務省","75","投資的経費の状況　その２　用地取得費の状況　(4) 取得先別内訳 事務組合分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","投資的経費の状況　その２　用地取得費の状況　(4) 取得先別内訳","事務組合分","",""
"0003172992","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","4137804","2021-09-30","","00200251","地方財政状況調査","00200","総務省","75","復旧・復興事業経費の歳出内訳及び財源内訳（その２） 市町村分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","復旧・復興事業経費の歳出内訳及び財源内訳（その２）","市町村分","",""
"0003173012","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","3471732","2021-09-30","","00200251","地方財政状況調査","00200","総務省","75","復旧・復興事業経費の歳出内訳及び財源内訳（その２） 事務組合分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","復旧・復興事業経費の歳出内訳及び財源内訳（その２）","事務組合分","",""
"0003172973","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","4075110","2021-09-30","","00200251","地方財政状況調査","00200","総務省","76","復旧・復興事業経費の歳出内訳及び財源内訳（その３） 市町村分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","復旧・復興事業経費の歳出内訳及び財源内訳（その３）","市町村分","",""
"0003173032","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","3419130","2021-09-30","","00200251","地方財政状況調査","00200","総務省","76","復旧・復興事業経費の歳出内訳及び財源内訳（その３） 事務組合分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","復旧・復興事業経費の歳出内訳及び財源内訳（その３）","事務組合分","",""
"0003172993","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","4367682","2021-09-30","","00200251","地方財政状況調査","00200","総務省","77","復旧・復興事業経費の歳出内訳及び財源内訳（その４） 市町村分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","復旧・復興事業経費の歳出内訳及び財源内訳（その４）","市町村分","",""
"0003173013","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","3664606","2021-09-30","","00200251","地方財政状況調査","00200","総務省","77","復旧・復興事業経費の歳出内訳及び財源内訳（その４） 事務組合分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","復旧・復興事業経費の歳出内訳及び財源内訳（その４）","事務組合分","",""
"0003172974","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","4513968","2021-09-30","","00200251","地方財政状況調査","00200","総務省","78","復旧・復興事業経費の歳出内訳及び財源内訳（その５） 市町村分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","復旧・復興事業経費の歳出内訳及び財源内訳（その５）","市町村分","",""
"0003173033","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","3787344","2021-09-30","","00200251","地方財政状況調査","00200","総務省","78","復旧・復興事業経費の歳出内訳及び財源内訳（その５） 事務組合分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","復旧・復興事業経費の歳出内訳及び財源内訳（その５）","事務組合分","",""
"0003172994","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","12873168","2021-09-30","","00200251","地方財政状況調査","00200","総務省","79","復旧・復興事業経費の歳出内訳及び財源内訳（その６） 市町村分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","復旧・復興事業経費の歳出内訳及び財源内訳（その６）","市町村分","",""
"0003173014","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","10800944","2021-09-30","","00200251","地方財政状況調査","00200","総務省","79","復旧・復興事業経費の歳出内訳及び財源内訳（その６） 事務組合分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","復旧・復興事業経費の歳出内訳及び財源内訳（その６）","事務組合分","",""
"0003172975","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","4712499","2021-09-30","","00200251","地方財政状況調査","00200","総務省","80","復旧・復興事業経費の歳出内訳及び財源内訳（その７） 市町村分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","復旧・復興事業経費の歳出内訳及び財源内訳（その７）","市町村分","",""
"0003173034","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","3953917","2021-09-30","","00200251","地方財政状況調査","00200","総務省","80","復旧・復興事業経費の歳出内訳及び財源内訳（その７） 事務組合分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","復旧・復興事業経費の歳出内訳及び財源内訳（その７）","事務組合分","",""
"0003172995","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","3009312","2021-09-30","","00200251","地方財政状況調査","00200","総務省","81","全国防災事業経費の歳出内訳及び財源内訳（その１） 市町村分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","全国防災事業経費の歳出内訳及び財源内訳（その１）","市町村分","",""
"0003173015","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","2524896","2021-09-30","","00200251","地方財政状況調査","00200","総務省","81","全国防災事業経費の歳出内訳及び財源内訳（その１） 事務組合分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","全国防災事業経費の歳出内訳及び財源内訳（その１）","事務組合分","",""
"0003172976","地方財政状況調査 市町村分 調査表","年度次","0","2021-03-15","0","該当なし","4137804","2021-09-30","","00200251","地方財政状況調査","00200","総務省","82","全国防災事業経費の歳出内訳及び財源内訳（その２） 市町村分","13","行財政","02","財政","地方財政状況調査","市町村分","調査表","全国防災事業経費の歳出内訳及び財源内訳（その２）","市町村分","",""
