"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","TITLE_SPEC.TABLE_NAME","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY3","TITLE_SPEC.TABLE_CATEGORY"
"0003187849","法人建物調査 平成20年法人建物調査 全国編 報告書掲載表","-","200801-200812","2020-01-08","0","該当なし","96","2020-01-09","","00600480","法人建物調査","00600","国土交通省","31-1","2．建物の所有規模に関する事項 主な建物の構造，延べ床面積別総延べ床面積・1法人当たり総延べ床面積・1工場当たり延べ床面積＜工場敷地内の建物＞","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成20年法人建物調査","全国編","主な建物の構造，延べ床面積別総延べ床面積・1法人当たり総延べ床面積・1工場当たり延べ床面積＜工場敷地内の建物＞","報告書掲載表","2．建物の所有規模に関する事項"
"0003187830","法人建物調査 平成20年法人建物調査 全国編 報告書掲載表","-","200801-200812","2020-01-08","0","該当なし","204","2020-01-09","","00600480","法人建物調査","00600","国土交通省","31-2","2．建物の所有規模に関する事項 主な建物の建築時期，延べ床面積別総延べ床面積・1法人当たり総延べ床面積・1工場当たり延べ床面積＜工場敷地内の建物＞","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成20年法人建物調査","全国編","主な建物の建築時期，延べ床面積別総延べ床面積・1法人当たり総延べ床面積・1工場当たり延べ床面積＜工場敷地内の建物＞","報告書掲載表","2．建物の所有規模に関する事項"
"0003187868","法人建物調査 平成20年法人建物調査 全国編 報告書掲載表","-","200801-200812","2020-01-08","0","該当なし","108","2020-01-09","","00600480","法人建物調査","00600","国土交通省","31-3","2．建物の所有規模に関する事項 工場の敷地の権原，延べ床面積別総延べ床面積・1法人当たり総延べ床面積・1工場当たり延べ床面積＜工場敷地内の建物＞","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成20年法人建物調査","全国編","工場の敷地の権原，延べ床面積別総延べ床面積・1法人当たり総延べ床面積・1工場当たり延べ床面積＜工場敷地内の建物＞","報告書掲載表","2．建物の所有規模に関する事項"
"0003187812","法人建物調査 平成20年法人建物調査 全国編 報告書掲載表","-","200801-200812","2020-01-08","0","該当なし","427","2020-01-09","","00600480","法人建物調査","00600","国土交通省","32-1","3．建物の構造に関する事項 法人業種，建物の構造別建物数＜工場敷地以外の建物＞","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成20年法人建物調査","全国編","法人業種，建物の構造別建物数＜工場敷地以外の建物＞","報告書掲載表","3．建物の構造に関する事項"
"0003187850","法人建物調査 平成20年法人建物調査 全国編 報告書掲載表","-","200801-200812","2020-01-08","0","該当なし","1830","2020-01-09","","00600480","法人建物調査","00600","国土交通省","32-2","3．建物の構造に関する事項 法人業種，建物の構造，階数別建物数＜工場敷地以外の建物＞","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成20年法人建物調査","全国編","法人業種，建物の構造，階数別建物数＜工場敷地以外の建物＞","報告書掲載表","3．建物の構造に関する事項"
"0003187831","法人建物調査 平成20年法人建物調査 全国編 報告書掲載表","-","200801-200812","2020-01-08","0","該当なし","427","2020-01-09","","00600480","法人建物調査","00600","国土交通省","32-3","3．建物の構造に関する事項 会社法人業種，建物の構造別建物数＜工場敷地以外の建物＞","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成20年法人建物調査","全国編","会社法人業種，建物の構造別建物数＜工場敷地以外の建物＞","報告書掲載表","3．建物の構造に関する事項"
"0003187869","法人建物調査 平成20年法人建物調査 全国編 報告書掲載表","-","200801-200812","2020-01-08","0","該当なし","1830","2020-01-09","","00600480","法人建物調査","00600","国土交通省","32-4","3．建物の構造に関する事項 会社法人業種，建物の構造，階数別建物数＜工場敷地以外の建物＞","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成20年法人建物調査","全国編","会社法人業種，建物の構造，階数別建物数＜工場敷地以外の建物＞","報告書掲載表","3．建物の構造に関する事項"
"0003187813","法人建物調査 平成20年法人建物調査 全国編 報告書掲載表","-","200801-200812","2020-01-08","0","該当なし","126","2020-01-09","","00600480","法人建物調査","00600","国土交通省","32-5","3．建物の構造に関する事項 資本金額，建物の構造別建物数＜工場敷地以外の建物＞","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成20年法人建物調査","全国編","資本金額，建物の構造別建物数＜工場敷地以外の建物＞","報告書掲載表","3．建物の構造に関する事項"
"0003187851","法人建物調査 平成20年法人建物調査 全国編 報告書掲載表","-","200801-200812","2020-01-08","0","該当なし","540","2020-01-09","","00600480","法人建物調査","00600","国土交通省","32-6","3．建物の構造に関する事項 資本金額，建物の構造，階数別建物数＜工場敷地以外の建物＞","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成20年法人建物調査","全国編","資本金額，建物の構造，階数別建物数＜工場敷地以外の建物＞","報告書掲載表","3．建物の構造に関する事項"
"0003187832","法人建物調査 平成20年法人建物調査 全国編 報告書掲載表","-","200801-200812","2020-01-08","0","該当なし","56","2020-01-09","","00600480","法人建物調査","00600","国土交通省","32-7","3．建物の構造に関する事項 支所・支社・支店の数，建物の構造別建物数＜工場敷地以外の建物＞","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成20年法人建物調査","全国編","支所・支社・支店の数，建物の構造別建物数＜工場敷地以外の建物＞","報告書掲載表","3．建物の構造に関する事項"
"0003187870","法人建物調査 平成20年法人建物調査 全国編 報告書掲載表","-","200801-200812","2020-01-08","0","該当なし","240","2020-01-09","","00600480","法人建物調査","00600","国土交通省","32-8","3．建物の構造に関する事項 支所・支社・支店の数，建物の構造，階数別建物数＜工場敷地以外の建物＞","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成20年法人建物調査","全国編","支所・支社・支店の数，建物の構造，階数別建物数＜工場敷地以外の建物＞","報告書掲載表","3．建物の構造に関する事項"
"0003187814","法人建物調査 平成20年法人建物調査 全国編 報告書掲載表","-","200801-200812","2020-01-08","0","該当なし","399","2020-01-09","","00600480","法人建物調査","00600","国土交通省","33-1","3．建物の構造に関する事項 建物所在地，建物の構造別建物数＜工場敷地以外の建物＞","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成20年法人建物調査","全国編","建物所在地，建物の構造別建物数＜工場敷地以外の建物＞","報告書掲載表","3．建物の構造に関する事項"
"0003187852","法人建物調査 平成20年法人建物調査 全国編 報告書掲載表","-","200801-200812","2020-01-08","0","該当なし","1710","2020-01-09","","00600480","法人建物調査","00600","国土交通省","33-2","3．建物の構造に関する事項 建物所在地，建物の構造，階数別建物数＜工場敷地以外の建物＞","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成20年法人建物調査","全国編","建物所在地，建物の構造，階数別建物数＜工場敷地以外の建物＞","報告書掲載表","3．建物の構造に関する事項"
"0003187833","法人建物調査 平成20年法人建物調査 全国編 報告書掲載表","-","200801-200812","2020-01-08","0","該当なし","112","2020-01-09","","00600480","法人建物調査","00600","国土交通省","34-1","3．建物の構造に関する事項 組織形態及び上場の有無，建物の構造別建物数＜工場敷地以外の建物＞","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成20年法人建物調査","全国編","組織形態及び上場の有無，建物の構造別建物数＜工場敷地以外の建物＞","報告書掲載表","3．建物の構造に関する事項"
"0003187871","法人建物調査 平成20年法人建物調査 全国編 報告書掲載表","-","200801-200812","2020-01-08","0","該当なし","480","2020-01-09","","00600480","法人建物調査","00600","国土交通省","34-2","3．建物の構造に関する事項 組織形態及び上場の有無，建物の構造，階数別建物数＜工場敷地以外の建物＞","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成20年法人建物調査","全国編","組織形態及び上場の有無，建物の構造，階数別建物数＜工場敷地以外の建物＞","報告書掲載表","3．建物の構造に関する事項"
"0003187815","法人建物調査 平成20年法人建物調査 全国編 報告書掲載表","-","200801-200812","2020-01-08","0","該当なし","91","2020-01-09","","00600480","法人建物調査","00600","国土交通省","34-3","3．建物の構造に関する事項 常用雇用者数，建物の構造別建物数＜工場敷地以外の建物＞","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成20年法人建物調査","全国編","常用雇用者数，建物の構造別建物数＜工場敷地以外の建物＞","報告書掲載表","3．建物の構造に関する事項"
"0003187853","法人建物調査 平成20年法人建物調査 全国編 報告書掲載表","-","200801-200812","2020-01-08","0","該当なし","390","2020-01-09","","00600480","法人建物調査","00600","国土交通省","34-4","3．建物の構造に関する事項 常用雇用者数，建物の構造，階数別建物数＜工場敷地以外の建物＞","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成20年法人建物調査","全国編","常用雇用者数，建物の構造，階数別建物数＜工場敷地以外の建物＞","報告書掲載表","3．建物の構造に関する事項"
"0003187834","法人建物調査 平成20年法人建物調査 全国編 報告書掲載表","-","200801-200812","2020-01-08","0","該当なし","84","2020-01-09","","00600480","法人建物調査","00600","国土交通省","35-1","3．建物の構造に関する事項 建物の主な利用現況，建物の構造別建物数＜工場敷地以外の建物＞","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成20年法人建物調査","全国編","建物の主な利用現況，建物の構造別建物数＜工場敷地以外の建物＞","報告書掲載表","3．建物の構造に関する事項"
"0003187872","法人建物調査 平成20年法人建物調査 全国編 報告書掲載表","-","200801-200812","2020-01-08","0","該当なし","360","2020-01-09","","00600480","法人建物調査","00600","国土交通省","35-2","3．建物の構造に関する事項 建物の主な利用現況，建物の構造，階数別建物数＜工場敷地以外の建物＞","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成20年法人建物調査","全国編","建物の主な利用現況，建物の構造，階数別建物数＜工場敷地以外の建物＞","報告書掲載表","3．建物の構造に関する事項"
"0003187816","法人建物調査 平成20年法人建物調査 全国編 報告書掲載表","-","200801-200812","2020-01-08","0","該当なし","427","2020-01-09","","00600480","法人建物調査","00600","国土交通省","36-1","3．建物の構造に関する事項 法人業種，建物の構造別総延べ床面積＜工場敷地以外の建物＞","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成20年法人建物調査","全国編","法人業種，建物の構造別総延べ床面積＜工場敷地以外の建物＞","報告書掲載表","3．建物の構造に関する事項"
"0003187854","法人建物調査 平成20年法人建物調査 全国編 報告書掲載表","-","200801-200812","2020-01-08","0","該当なし","1830","2020-01-09","","00600480","法人建物調査","00600","国土交通省","36-2","3．建物の構造に関する事項 法人業種，建物の構造，階数別総延べ床面積＜工場敷地以外の建物＞","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成20年法人建物調査","全国編","法人業種，建物の構造，階数別総延べ床面積＜工場敷地以外の建物＞","報告書掲載表","3．建物の構造に関する事項"
"0003187835","法人建物調査 平成20年法人建物調査 全国編 報告書掲載表","-","200801-200812","2020-01-08","0","該当なし","427","2020-01-09","","00600480","法人建物調査","00600","国土交通省","36-3","3．建物の構造に関する事項 会社法人業種，建物の構造別総延べ床面積＜工場敷地以外の建物＞","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成20年法人建物調査","全国編","会社法人業種，建物の構造別総延べ床面積＜工場敷地以外の建物＞","報告書掲載表","3．建物の構造に関する事項"
"0003187873","法人建物調査 平成20年法人建物調査 全国編 報告書掲載表","-","200801-200812","2020-01-08","0","該当なし","1830","2020-01-09","","00600480","法人建物調査","00600","国土交通省","36-4","3．建物の構造に関する事項 会社法人業種，建物の構造，階数別総延べ床面積＜工場敷地以外の建物＞","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成20年法人建物調査","全国編","会社法人業種，建物の構造，階数別総延べ床面積＜工場敷地以外の建物＞","報告書掲載表","3．建物の構造に関する事項"
"0003187817","法人建物調査 平成20年法人建物調査 全国編 報告書掲載表","-","200801-200812","2020-01-08","0","該当なし","126","2020-01-09","","00600480","法人建物調査","00600","国土交通省","36-5","3．建物の構造に関する事項 資本金額，建物の構造別総延べ床面積＜工場敷地以外の建物＞","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成20年法人建物調査","全国編","資本金額，建物の構造別総延べ床面積＜工場敷地以外の建物＞","報告書掲載表","3．建物の構造に関する事項"
"0003187855","法人建物調査 平成20年法人建物調査 全国編 報告書掲載表","-","200801-200812","2020-01-08","0","該当なし","540","2020-01-09","","00600480","法人建物調査","00600","国土交通省","36-6","3．建物の構造に関する事項 資本金額，建物の構造，階数別総延べ床面積＜工場敷地以外の建物＞","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成20年法人建物調査","全国編","資本金額，建物の構造，階数別総延べ床面積＜工場敷地以外の建物＞","報告書掲載表","3．建物の構造に関する事項"
"0003187836","法人建物調査 平成20年法人建物調査 全国編 報告書掲載表","-","200801-200812","2020-01-08","0","該当なし","56","2020-01-09","","00600480","法人建物調査","00600","国土交通省","36-7","3．建物の構造に関する事項 支所・支社・支店の数，建物の構造別総延べ床面積＜工場敷地以外の建物＞","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成20年法人建物調査","全国編","支所・支社・支店の数，建物の構造別総延べ床面積＜工場敷地以外の建物＞","報告書掲載表","3．建物の構造に関する事項"
"0003187874","法人建物調査 平成20年法人建物調査 全国編 報告書掲載表","-","200801-200812","2020-01-08","0","該当なし","240","2020-01-09","","00600480","法人建物調査","00600","国土交通省","36-8","3．建物の構造に関する事項 支所・支社・支店の数，建物の構造，階数別総延べ床面積＜工場敷地以外の建物＞","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成20年法人建物調査","全国編","支所・支社・支店の数，建物の構造，階数別総延べ床面積＜工場敷地以外の建物＞","報告書掲載表","3．建物の構造に関する事項"
"0003187818","法人建物調査 平成20年法人建物調査 全国編 報告書掲載表","-","200801-200812","2020-01-08","0","該当なし","399","2020-01-09","","00600480","法人建物調査","00600","国土交通省","37-1","3．建物の構造に関する事項 建物所在地，建物の構造別総延べ床面積＜工場敷地以外の建物＞","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成20年法人建物調査","全国編","建物所在地，建物の構造別総延べ床面積＜工場敷地以外の建物＞","報告書掲載表","3．建物の構造に関する事項"
"0003187856","法人建物調査 平成20年法人建物調査 全国編 報告書掲載表","-","200801-200812","2020-01-08","0","該当なし","1710","2020-01-09","","00600480","法人建物調査","00600","国土交通省","37-2","3．建物の構造に関する事項 建物所在地，建物の構造，階数別総延べ床面積＜工場敷地以外の建物＞","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成20年法人建物調査","全国編","建物所在地，建物の構造，階数別総延べ床面積＜工場敷地以外の建物＞","報告書掲載表","3．建物の構造に関する事項"
"0003187837","法人建物調査 平成20年法人建物調査 全国編 報告書掲載表","-","200801-200812","2020-01-08","0","該当なし","112","2020-01-09","","00600480","法人建物調査","00600","国土交通省","38-1","3．建物の構造に関する事項 組織形態及び上場の有無，建物の構造別総延べ床面積＜工場敷地以外の建物＞","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成20年法人建物調査","全国編","組織形態及び上場の有無，建物の構造別総延べ床面積＜工場敷地以外の建物＞","報告書掲載表","3．建物の構造に関する事項"
"0003187875","法人建物調査 平成20年法人建物調査 全国編 報告書掲載表","-","200801-200812","2020-01-08","0","該当なし","480","2020-01-09","","00600480","法人建物調査","00600","国土交通省","38-2","3．建物の構造に関する事項 組織形態及び上場の有無，建物の構造，階数別総延べ床面積＜工場敷地以外の建物＞","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成20年法人建物調査","全国編","組織形態及び上場の有無，建物の構造，階数別総延べ床面積＜工場敷地以外の建物＞","報告書掲載表","3．建物の構造に関する事項"
"0003187819","法人建物調査 平成20年法人建物調査 全国編 報告書掲載表","-","200801-200812","2020-01-08","0","該当なし","91","2020-01-09","","00600480","法人建物調査","00600","国土交通省","38-3","3．建物の構造に関する事項 常用雇用者数，建物の構造別総延べ床面積＜工場敷地以外の建物＞","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成20年法人建物調査","全国編","常用雇用者数，建物の構造別総延べ床面積＜工場敷地以外の建物＞","報告書掲載表","3．建物の構造に関する事項"
"0003187857","法人建物調査 平成20年法人建物調査 全国編 報告書掲載表","-","200801-200812","2020-01-08","0","該当なし","390","2020-01-09","","00600480","法人建物調査","00600","国土交通省","38-4","3．建物の構造に関する事項 常用雇用者数，建物の構造，階数別総延べ床面積＜工場敷地以外の建物＞","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成20年法人建物調査","全国編","常用雇用者数，建物の構造，階数別総延べ床面積＜工場敷地以外の建物＞","報告書掲載表","3．建物の構造に関する事項"
"0003187838","法人建物調査 平成20年法人建物調査 全国編 報告書掲載表","-","200801-200812","2020-01-08","0","該当なし","84","2020-01-09","","00600480","法人建物調査","00600","国土交通省","39-1","3．建物の構造に関する事項 建物の主な利用現況，建物の構造別総延べ床面積＜工場敷地以外の建物＞","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成20年法人建物調査","全国編","建物の主な利用現況，建物の構造別総延べ床面積＜工場敷地以外の建物＞","報告書掲載表","3．建物の構造に関する事項"
"0003187876","法人建物調査 平成20年法人建物調査 全国編 報告書掲載表","-","200801-200812","2020-01-08","0","該当なし","360","2020-01-09","","00600480","法人建物調査","00600","国土交通省","39-2","3．建物の構造に関する事項 建物の主な利用現況，建物の構造・建物の構造，階数別総延べ床面積＜工場敷地以外の建物＞","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成20年法人建物調査","全国編","建物の主な利用現況，建物の構造・建物の構造，階数別総延べ床面積＜工場敷地以外の建物＞","報告書掲載表","3．建物の構造に関する事項"
"0003187745","法人建物調査 平成20年法人建物調査 全国編 報告書掲載表","-","200801-200812","2020-01-08","0","該当なし","976","2020-01-09","","00600480","法人建物調査","00600","国土交通省","4-1","1．建物の所有に関する総括的な事項 法人業種，建物の建築時期別法人数","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成20年法人建物調査","全国編","法人業種，建物の建築時期別法人数","報告書掲載表","1．建物の所有に関する総括的な事項"
"0003187783","法人建物調査 平成20年法人建物調査 全国編 報告書掲載表","-","200801-200812","2020-01-08","0","該当なし","244","2020-01-09","","00600480","法人建物調査","00600","国土交通省","4-2","1．建物の所有に関する総括的な事項 法人業種，新耐震基準別法人数","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成20年法人建物調査","全国編","法人業種，新耐震基準別法人数","報告書掲載表","1．建物の所有に関する総括的な事項"
"0003187667","法人建物調査 平成20年法人建物調査 全国編 報告書掲載表","-","200801-200812","2020-01-08","0","該当なし","976","2020-01-09","","00600480","法人建物調査","00600","国土交通省","4-3","1．建物の所有に関する総括的な事項 会社法人業種，建物の建築時期別法人数","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成20年法人建物調査","全国編","会社法人業種，建物の建築時期別法人数","報告書掲載表","1．建物の所有に関する総括的な事項"
"0003187765","法人建物調査 平成20年法人建物調査 全国編 報告書掲載表","-","200801-200812","2020-01-08","0","該当なし","244","2020-01-09","","00600480","法人建物調査","00600","国土交通省","4-4","1．建物の所有に関する総括的な事項 会社法人業種，新耐震基準別法人数","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成20年法人建物調査","全国編","会社法人業種，新耐震基準別法人数","報告書掲載表","1．建物の所有に関する総括的な事項"
"0003187746","法人建物調査 平成20年法人建物調査 全国編 報告書掲載表","-","200801-200812","2020-01-08","0","該当なし","288","2020-01-09","","00600480","法人建物調査","00600","国土交通省","4-5","1．建物の所有に関する総括的な事項 資本金額，建物の建築時期別法人数","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成20年法人建物調査","全国編","資本金額，建物の建築時期別法人数","報告書掲載表","1．建物の所有に関する総括的な事項"
"0003187784","法人建物調査 平成20年法人建物調査 全国編 報告書掲載表","-","200801-200812","2020-01-08","0","該当なし","72","2020-01-09","","00600480","法人建物調査","00600","国土交通省","4-6","1．建物の所有に関する総括的な事項 資本金額，新耐震基準別法人数","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成20年法人建物調査","全国編","資本金額，新耐震基準別法人数","報告書掲載表","1．建物の所有に関する総括的な事項"
"0003187668","法人建物調査 平成20年法人建物調査 全国編 報告書掲載表","-","200801-200812","2020-01-08","0","該当なし","128","2020-01-09","","00600480","法人建物調査","00600","国土交通省","4-7","1．建物の所有に関する総括的な事項 支所・支社・支店の数，建物の建築時期別法人数","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成20年法人建物調査","全国編","支所・支社・支店の数，建物の建築時期別法人数","報告書掲載表","1．建物の所有に関する総括的な事項"
"0003187766","法人建物調査 平成20年法人建物調査 全国編 報告書掲載表","-","200801-200812","2020-01-08","0","該当なし","32","2020-01-09","","00600480","法人建物調査","00600","国土交通省","4-8","1．建物の所有に関する総括的な事項 支所・支社・支店の数，新耐震基準別法人数","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成20年法人建物調査","全国編","支所・支社・支店の数，新耐震基準別法人数","報告書掲載表","1．建物の所有に関する総括的な事項"
"0003187880","法人建物調査 平成20年法人建物調査 全国編 報告書掲載表","-","200801-200812","2020-01-08","0","該当なし","427","2020-01-09","","00600480","法人建物調査","00600","国土交通省","40-1","3．建物の構造に関する事項 法人業種，主な建物の構造別工場数＜工場敷地内の建物＞","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成20年法人建物調査","全国編","法人業種，主な建物の構造別工場数＜工場敷地内の建物＞","報告書掲載表","3．建物の構造に関する事項"
"0003187858","法人建物調査 平成20年法人建物調査 全国編 報告書掲載表","-","200801-200812","2020-01-08","0","該当なし","126","2020-01-09","","00600480","法人建物調査","00600","国土交通省","40-2","3．建物の構造に関する事項 資本金額，主な建物の構造別工場数＜工場敷地内の建物＞","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成20年法人建物調査","全国編","資本金額，主な建物の構造別工場数＜工場敷地内の建物＞","報告書掲載表","3．建物の構造に関する事項"
"0003187839","法人建物調査 平成20年法人建物調査 全国編 報告書掲載表","-","200801-200812","2020-01-08","0","該当なし","399","2020-01-09","","00600480","法人建物調査","00600","国土交通省","40-3","3．建物の構造に関する事項 建物所在地，主な建物の構造別工場数＜工場敷地内の建物＞","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成20年法人建物調査","全国編","建物所在地，主な建物の構造別工場数＜工場敷地内の建物＞","報告書掲載表","3．建物の構造に関する事項"
"0003187877","法人建物調査 平成20年法人建物調査 全国編 報告書掲載表","-","200801-200812","2020-01-08","0","該当なし","112","2020-01-09","","00600480","法人建物調査","00600","国土交通省","40-4","3．建物の構造に関する事項 組織形態及び上場の有無，主な建物の構造別工場数＜工場敷地内の建物＞","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成20年法人建物調査","全国編","組織形態及び上場の有無，主な建物の構造別工場数＜工場敷地内の建物＞","報告書掲載表","3．建物の構造に関する事項"
"0003187881","法人建物調査 平成20年法人建物調査 全国編 報告書掲載表","-","200801-200812","2020-01-08","0","該当なし","427","2020-01-09","","00600480","法人建物調査","00600","国土交通省","41-1","3．建物の構造に関する事項 法人業種，主な建物の構造別総延べ床面積＜工場敷地内の建物＞","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成20年法人建物調査","全国編","法人業種，主な建物の構造別総延べ床面積＜工場敷地内の建物＞","報告書掲載表","3．建物の構造に関する事項"
"0003187859","法人建物調査 平成20年法人建物調査 全国編 報告書掲載表","-","200801-200812","2020-01-08","0","該当なし","126","2020-01-09","","00600480","法人建物調査","00600","国土交通省","41-2","3．建物の構造に関する事項 資本金額，主な建物の構造別総延べ床面積＜工場敷地内の建物＞","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成20年法人建物調査","全国編","資本金額，主な建物の構造別総延べ床面積＜工場敷地内の建物＞","報告書掲載表","3．建物の構造に関する事項"
"0003187900","法人建物調査 平成20年法人建物調査 全国編 報告書掲載表","-","200801-200812","2020-01-08","0","該当なし","399","2020-01-09","","00600480","法人建物調査","00600","国土交通省","41-3","3．建物の構造に関する事項 建物所在地，主な建物の構造別総延べ床面積＜工場敷地内の建物＞","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成20年法人建物調査","全国編","建物所在地，主な建物の構造別総延べ床面積＜工場敷地内の建物＞","報告書掲載表","3．建物の構造に関する事項"
"0003187878","法人建物調査 平成20年法人建物調査 全国編 報告書掲載表","-","200801-200812","2020-01-08","0","該当なし","112","2020-01-09","","00600480","法人建物調査","00600","国土交通省","41-4","3．建物の構造に関する事項 組織形態及び上場の有無，主な建物の構造別総延べ床面積＜工場敷地内の建物＞","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成20年法人建物調査","全国編","組織形態及び上場の有無，主な建物の構造別総延べ床面積＜工場敷地内の建物＞","報告書掲載表","3．建物の構造に関する事項"
"0003187882","法人建物調査 平成20年法人建物調査 全国編 報告書掲載表","-","200801-200812","2020-01-08","0","該当なし","976","2020-01-09","","00600480","法人建物調査","00600","国土交通省","42-1","4．建物の建築時期に関する事項 法人業種，建物の建築時期別建物数＜工場敷地以外の建物＞","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成20年法人建物調査","全国編","法人業種，建物の建築時期別建物数＜工場敷地以外の建物＞","報告書掲載表","4．建物の建築時期に関する事項"
"0003187920","法人建物調査 平成20年法人建物調査 全国編 報告書掲載表","-","200801-200812","2020-01-08","0","該当なし","244","2020-01-09","","00600480","法人建物調査","00600","国土交通省","42-2","4．建物の建築時期に関する事項 法人業種，新耐震基準別建物数＜工場敷地以外の建物＞","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成20年法人建物調査","全国編","法人業種，新耐震基準別建物数＜工場敷地以外の建物＞","報告書掲載表","4．建物の建築時期に関する事項"
"0003187901","法人建物調査 平成20年法人建物調査 全国編 報告書掲載表","-","200801-200812","2020-01-08","0","該当なし","976","2020-01-09","","00600480","法人建物調査","00600","国土交通省","42-3","4．建物の建築時期に関する事項 会社法人業種，建物の建築時期別建物数＜工場敷地以外の建物＞","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成20年法人建物調査","全国編","会社法人業種，建物の建築時期別建物数＜工場敷地以外の建物＞","報告書掲載表","4．建物の建築時期に関する事項"
"0003187879","法人建物調査 平成20年法人建物調査 全国編 報告書掲載表","-","200801-200812","2020-01-08","0","該当なし","244","2020-01-09","","00600480","法人建物調査","00600","国土交通省","42-4","4．建物の建築時期に関する事項 会社法人業種，新耐震基準別建物数＜工場敷地以外の建物＞","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成20年法人建物調査","全国編","会社法人業種，新耐震基準別建物数＜工場敷地以外の建物＞","報告書掲載表","4．建物の建築時期に関する事項"
"0003187883","法人建物調査 平成20年法人建物調査 全国編 報告書掲載表","-","200801-200812","2020-01-08","0","該当なし","288","2020-01-09","","00600480","法人建物調査","00600","国土交通省","42-5","4．建物の建築時期に関する事項 資本金額，建物の建築時期別建物数＜工場敷地以外の建物＞","08","住宅・土地・建設","01","住宅・土地","法人建物調査","平成20年法人建物調査","全国編","資本金額，建物の建築時期別建物数＜工場敷地以外の建物＞","報告書掲載表","4．建物の建築時期に関する事項"
