"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_SUB_CATEGORY1","TITLE_SPEC.TABLE_SUB_CATEGORY2","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY3","TITLE_SPEC.TABLE_EXPLANATION","TITLE"
"0003208236","農業構造動態調査 確報 平成28年農業構造動態調査結果","年次","201601-201612","2017-01-31","0","該当なし","36","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","6-5-1","種類別統計表 販売農家　主副業別（全国）　農家数 ウ  農産物の売上１位の出荷先別農家数","04","農林水産業","01","農業","農業構造動態調査","確報","平成28年農業構造動態調査結果","種類別統計表","販売農家　主副業別（全国）　農家数","ウ  農産物の売上１位の出荷先別農家数","","","",""
"0003208255","農業構造動態調査 確報 平成28年農業構造動態調査結果","年次","201601-201612","2017-01-31","0","該当なし","20","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","6-5-1","種類別統計表 販売農家　主副業別（全国）　農家数 エ  専兼業別農家数","04","農林水産業","01","農業","農業構造動態調査","確報","平成28年農業構造動態調査結果","種類別統計表","販売農家　主副業別（全国）　農家数","エ  専兼業別農家数","","","",""
"0003208274","農業構造動態調査 確報 平成28年農業構造動態調査結果","年次","201601-201612","2017-01-31","0","該当なし","28","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","6-5-1","種類別統計表 販売農家　主副業別（全国）　農家数 ア  販売目的の水稲の作付面積規模別農家数","04","農林水産業","01","農業","農業構造動態調査","確報","平成28年農業構造動態調査結果","種類別統計表","販売農家　主副業別（全国）　農家数","ア  販売目的の水稲の作付面積規模別農家数","","","",""
"0003208237","農業構造動態調査 確報 平成28年農業構造動態調査結果","年次","201601-201612","2017-01-31","0","該当なし","108","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","6-5-2","種類別統計表 販売農家　主副業別（全国）　　農家人口、就業構造 ウ  就業状態別世帯員数 （男女別）","04","農林水産業","01","農業","農業構造動態調査","確報","平成28年農業構造動態調査結果","種類別統計表","販売農家　主副業別（全国）　　農家人口、就業構造","ウ  就業状態別世帯員数","（男女別）","","",""
"0003208238","農業構造動態調査 確報 平成28年農業構造動態調査結果","年次","201601-201612","2017-01-31","0","該当なし","60","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","6-5-2","種類別統計表 販売農家　主副業別（全国）　　農家人口、就業構造 キ  自営農業従事日数別農業就業人口（自営農業に主として従事した世帯員数） （男女別）","04","農林水産業","01","農業","農業構造動態調査","確報","平成28年農業構造動態調査結果","種類別統計表","販売農家　主副業別（全国）　　農家人口、就業構造","キ  自営農業従事日数別農業就業人口（自営農業に主として従事した世帯員数）","（男女別）","","",""
"0003208256","農業構造動態調査 確報 平成28年農業構造動態調査結果","年次","201601-201612","2017-01-31","0","該当なし","144","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","6-5-2","種類別統計表 販売農家　主副業別（全国）　　農家人口、就業構造 エ  年齢別農業従事者数（自営農業に従事した世帯員数） （男女別）","04","農林水産業","01","農業","農業構造動態調査","確報","平成28年農業構造動態調査結果","種類別統計表","販売農家　主副業別（全国）　　農家人口、就業構造","エ  年齢別農業従事者数（自営農業に従事した世帯員数）","（男女別）","","",""
"0003208257","農業構造動態調査 確報 平成28年農業構造動態調査結果","年次","201601-201612","2017-01-31","0","該当なし","144","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","6-5-2","種類別統計表 販売農家　主副業別（全国）　　農家人口、就業構造 ク  年齢別基幹的農業従事者数（自営農業に主として従事した世帯員のうち仕事が主の世帯員数） （男女別）","04","農林水産業","01","農業","農業構造動態調査","確報","平成28年農業構造動態調査結果","種類別統計表","販売農家　主副業別（全国）　　農家人口、就業構造","ク  年齢別基幹的農業従事者数（自営農業に主として従事した世帯員のうち仕事が主の世帯員数）","（男女別）","","",""
"0003208275","農業構造動態調査 確報 平成28年農業構造動態調査結果","年次","201601-201612","2017-01-31","0","該当なし","32","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","6-5-2","種類別統計表 販売農家　主副業別（全国）　　農家人口、就業構造 ア  世帯員数別農家数","04","農林水産業","01","農業","農業構造動態調査","確報","平成28年農業構造動態調査結果","種類別統計表","販売農家　主副業別（全国）　　農家人口、就業構造","ア  世帯員数別農家数","","","",""
"0003208276","農業構造動態調査 確報 平成28年農業構造動態調査結果","年次","201601-201612","2017-01-31","0","該当なし","60","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","6-5-2","種類別統計表 販売農家　主副業別（全国）　　農家人口、就業構造 オ  自営農業従事日数別農業従事者数（自営農業に従事した世帯員数） （男女別）","04","農林水産業","01","農業","農業構造動態調査","確報","平成28年農業構造動態調査結果","種類別統計表","販売農家　主副業別（全国）　　農家人口、就業構造","オ  自営農業従事日数別農業従事者数（自営農業に従事した世帯員数）","（男女別）","","",""
"0003208277","農業構造動態調査 確報 平成28年農業構造動態調査結果","年次","201601-201612","2017-01-31","0","該当なし","60","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","6-5-2","種類別統計表 販売農家　主副業別（全国）　　農家人口、就業構造 ケ  自営農業従事日数別基幹的農業従事者数（自営農業に主として従事した世帯員のうち仕事が主の世帯員数） （男女別）","04","農林水産業","01","農業","農業構造動態調査","確報","平成28年農業構造動態調査結果","種類別統計表","販売農家　主副業別（全国）　　農家人口、就業構造","ケ  自営農業従事日数別基幹的農業従事者数（自営農業に主として従事した世帯員のうち仕事が主の世帯員数）","（男女別）","","",""
"0003208280","農業構造動態調査 確報 平成28年農業構造動態調査結果","年次","201601-201612","2017-01-31","0","該当なし","144","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","6-5-2","種類別統計表 販売農家　主副業別（全国）　　農家人口、就業構造 イ  年齢別世帯員数 （男女別）","04","農林水産業","01","農業","農業構造動態調査","確報","平成28年農業構造動態調査結果","種類別統計表","販売農家　主副業別（全国）　　農家人口、就業構造","イ  年齢別世帯員数","（男女別）","","",""
"0003208281","農業構造動態調査 確報 平成28年農業構造動態調査結果","年次","201601-201612","2017-01-31","0","該当なし","144","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","6-5-2","種類別統計表 販売農家　主副業別（全国）　　農家人口、就業構造 カ  年齢別農業就業人口（自営農業に主として従事した世帯員数） （男女別）","04","農林水産業","01","農業","農業構造動態調査","確報","平成28年農業構造動態調査結果","種類別統計表","販売農家　主副業別（全国）　　農家人口、就業構造","カ  年齢別農業就業人口（自営農業に主として従事した世帯員数）","（男女別）","","",""
"0003208282","農業構造動態調査 確報 平成28年農業構造動態調査結果","年次","201601-201612","2017-01-31","0","該当なし","48","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","6-5-2","種類別統計表 販売農家　主副業別（全国）　　農家人口、就業構造 コ  農業従事者等の平均年齢","04","農林水産業","01","農業","農業構造動態調査","確報","平成28年農業構造動態調査結果","種類別統計表","販売農家　主副業別（全国）　　農家人口、就業構造","コ  農業従事者等の平均年齢","","","",""
"0003208239","農業構造動態調査 確報 平成28年農業構造動態調査結果","年次","201601-201612","2017-01-31","0","該当なし","48","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","6-6-1","種類別統計表 販売農家　専兼業別（全国）　　農家数 ア  経営耕地の状況","04","農林水産業","01","農業","農業構造動態調査","確報","平成28年農業構造動態調査結果","種類別統計表","販売農家　専兼業別（全国）　　農家数","ア  経営耕地の状況","","","",""
"0003208258","農業構造動態調査 確報 平成28年農業構造動態調査結果","年次","201601-201612","2017-01-31","0","該当なし","48","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","6-6-1","種類別統計表 販売農家　専兼業別（全国）　　農家数 イ  借入耕地の状況","04","農林水産業","01","農業","農業構造動態調査","確報","平成28年農業構造動態調査結果","種類別統計表","販売農家　専兼業別（全国）　　農家数","イ  借入耕地の状況","","","",""
"0003208259","農業構造動態調査 確報 平成28年農業構造動態調査結果","年次","201601-201612","2017-01-31","0","該当なし","36","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","6-6-1","種類別統計表 販売農家　専兼業別（全国）　　農家数 カ  農産物販売金額１位の部門別農家数","04","農林水産業","01","農業","農業構造動態調査","確報","平成28年農業構造動態調査結果","種類別統計表","販売農家　専兼業別（全国）　　農家数","カ  農産物販売金額１位の部門別農家数","","","",""
"0003208278","農業構造動態調査 確報 平成28年農業構造動態調査結果","年次","201601-201612","2017-01-31","0","該当なし","28","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","6-6-1","種類別統計表 販売農家　専兼業別（全国）　　農家数 ウ  販売目的の水稲の作付面積規模別農家数","04","農林水産業","01","農業","農業構造動態調査","確報","平成28年農業構造動態調査結果","種類別統計表","販売農家　専兼業別（全国）　　農家数","ウ  販売目的の水稲の作付面積規模別農家数","","","",""
"0003208279","農業構造動態調査 確報 平成28年農業構造動態調査結果","年次","201601-201612","2017-01-31","0","該当なし","52","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","6-6-1","種類別統計表 販売農家　専兼業別（全国）　　農家数 キ  農業経営組織別農家数","04","農林水産業","01","農業","農業構造動態調査","確報","平成28年農業構造動態調査結果","種類別統計表","販売農家　専兼業別（全国）　　農家数","キ  農業経営組織別農家数","","","",""
"0003208283","農業構造動態調査 確報 平成28年農業構造動態調査結果","年次","201601-201612","2017-01-31","0","該当なし","24","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","6-6-1","種類別統計表 販売農家　専兼業別（全国）　　農家数 エ  農業労働力 （雇用者、常雇い、臨時雇い）","04","農林水産業","01","農業","農業構造動態調査","確報","平成28年農業構造動態調査結果","種類別統計表","販売農家　専兼業別（全国）　　農家数","エ  農業労働力","（雇用者、常雇い、臨時雇い）","","",""
"0003208284","農業構造動態調査 確報 平成28年農業構造動態調査結果","年次","201601-201612","2017-01-31","0","該当なし","16","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","6-6-1","種類別統計表 販売農家　専兼業別（全国）　　農家数 ク  主副業別農家数","04","農林水産業","01","農業","農業構造動態調査","確報","平成28年農業構造動態調査結果","種類別統計表","販売農家　専兼業別（全国）　　農家数","ク  主副業別農家数","","","",""
"0003208300","農業構造動態調査 確報 平成28年農業構造動態調査結果","年次","201601-201612","2017-01-31","0","該当なし","36","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","6-6-1","種類別統計表 販売農家　専兼業別（全国）　　農家数 オ  農産物の売上１位の出荷先別農家数","04","農林水産業","01","農業","農業構造動態調査","確報","平成28年農業構造動態調査結果","種類別統計表","販売農家　専兼業別（全国）　　農家数","オ  農産物の売上１位の出荷先別農家数","","","",""
"0003208285","農業構造動態調査 確報 平成28年農業構造動態調査結果","年次","201601-201612","2017-01-31","0","該当なし","60","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","6-6-2","種類別統計表 販売農家　専兼業別（全国）　　農家人口、就業構造 エ  自営農業従事日数別農業従事者数（自営農業に従事した世帯員数） （男女別）","04","農林水産業","01","農業","農業構造動態調査","確報","平成28年農業構造動態調査結果","種類別統計表","販売農家　専兼業別（全国）　　農家人口、就業構造","エ  自営農業従事日数別農業従事者数（自営農業に従事した世帯員数）","（男女別）","","",""
"0003208286","農業構造動態調査 確報 平成28年農業構造動態調査結果","年次","201601-201612","2017-01-31","0","該当なし","60","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","6-6-2","種類別統計表 販売農家　専兼業別（全国）　　農家人口、就業構造 ク  自営農業従事日数別基幹的農業従事者数（自営農業に主として従事した世帯員のうち仕事が主の世帯員数） （男女別）","04","農林水産業","01","農業","農業構造動態調査","確報","平成28年農業構造動態調査結果","種類別統計表","販売農家　専兼業別（全国）　　農家人口、就業構造","ク  自営農業従事日数別基幹的農業従事者数（自営農業に主として従事した世帯員のうち仕事が主の世帯員数）","（男女別）","","",""
"0003208301","農業構造動態調査 確報 平成28年農業構造動態調査結果","年次","201601-201612","2017-01-31","0","該当なし","144","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","6-6-2","種類別統計表 販売農家　専兼業別（全国）　　農家人口、就業構造 ア  年齢別世帯員数 （男女別）","04","農林水産業","01","農業","農業構造動態調査","確報","平成28年農業構造動態調査結果","種類別統計表","販売農家　専兼業別（全国）　　農家人口、就業構造","ア  年齢別世帯員数","（男女別）","","",""
"0003208302","農業構造動態調査 確報 平成28年農業構造動態調査結果","年次","201601-201612","2017-01-31","0","該当なし","144","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","6-6-2","種類別統計表 販売農家　専兼業別（全国）　　農家人口、就業構造 オ  年齢別農業就業人口（自営農業に主として従事した世帯員数） （男女別）","04","農林水産業","01","農業","農業構造動態調査","確報","平成28年農業構造動態調査結果","種類別統計表","販売農家　専兼業別（全国）　　農家人口、就業構造","オ  年齢別農業就業人口（自営農業に主として従事した世帯員数）","（男女別）","","",""
"0003208303","農業構造動態調査 確報 平成28年農業構造動態調査結果","年次","201601-201612","2017-01-31","0","該当なし","48","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","6-6-2","種類別統計表 販売農家　専兼業別（全国）　　農家人口、就業構造 ケ  農業従事者等の平均年齢","04","農林水産業","01","農業","農業構造動態調査","確報","平成28年農業構造動態調査結果","種類別統計表","販売農家　専兼業別（全国）　　農家人口、就業構造","ケ  農業従事者等の平均年齢","","","",""
"0003208320","農業構造動態調査 確報 平成28年農業構造動態調査結果","年次","201601-201612","2017-01-31","0","該当なし","108","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","6-6-2","種類別統計表 販売農家　専兼業別（全国）　　農家人口、就業構造 イ  就業状態別世帯員数 （男女別）","04","農林水産業","01","農業","農業構造動態調査","確報","平成28年農業構造動態調査結果","種類別統計表","販売農家　専兼業別（全国）　　農家人口、就業構造","イ  就業状態別世帯員数","（男女別）","","",""
"0003208321","農業構造動態調査 確報 平成28年農業構造動態調査結果","年次","201601-201612","2017-01-31","0","該当なし","60","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","6-6-2","種類別統計表 販売農家　専兼業別（全国）　　農家人口、就業構造 カ  自営農業従事日数別農業就業人口（自営農業に主として従事した世帯員数） （男女別）","04","農林水産業","01","農業","農業構造動態調査","確報","平成28年農業構造動態調査結果","種類別統計表","販売農家　専兼業別（全国）　　農家人口、就業構造","カ  自営農業従事日数別農業就業人口（自営農業に主として従事した世帯員数）","（男女別）","","",""
"0003208340","農業構造動態調査 確報 平成28年農業構造動態調査結果","年次","201601-201612","2017-01-31","0","該当なし","144","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","6-6-2","種類別統計表 販売農家　専兼業別（全国）　　農家人口、就業構造 ウ  年齢別農業従事者数（自営農業に従事した世帯員数） （男女別）","04","農林水産業","01","農業","農業構造動態調査","確報","平成28年農業構造動態調査結果","種類別統計表","販売農家　専兼業別（全国）　　農家人口、就業構造","ウ  年齢別農業従事者数（自営農業に従事した世帯員数）","（男女別）","","",""
"0003208341","農業構造動態調査 確報 平成28年農業構造動態調査結果","年次","201601-201612","2017-01-31","0","該当なし","144","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","6-6-2","種類別統計表 販売農家　専兼業別（全国）　　農家人口、就業構造 キ  年齢別基幹的農業従事者数（自営農業に主として従事した世帯員のうち仕事が主の世帯員数） （男女別）","04","農林水産業","01","農業","農業構造動態調査","確報","平成28年農業構造動態調査結果","種類別統計表","販売農家　専兼業別（全国）　　農家人口、就業構造","キ  年齢別基幹的農業従事者数（自営農業に主として従事した世帯員のうち仕事が主の世帯員数）","（男女別）","","",""
"0003208287","農業構造動態調査 確報 平成28年農業構造動態調査結果","年次","201601-201612","2017-01-31","0","該当なし","180","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","6-7-1","種類別統計表 販売農家　世帯員年齢別（全国）　　農家人口、就業構造 ウ  自営農業従事日数別基幹的農業従事者数（自営農業に主として従事した世帯員のうち仕事が主の世帯員数） （男女別）","04","農林水産業","01","農業","農業構造動態調査","確報","平成28年農業構造動態調査結果","種類別統計表","販売農家　世帯員年齢別（全国）　　農家人口、就業構造","ウ  自営農業従事日数別基幹的農業従事者数（自営農業に主として従事した世帯員のうち仕事が主の世帯員数）","（男女別）","","",""
"0003208322","農業構造動態調査 確報 平成28年農業構造動態調査結果","年次","201601-201612","2017-01-31","0","該当なし","180","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","6-7-1","種類別統計表 販売農家　世帯員年齢別（全国）　　農家人口、就業構造 ア  自営農業従事日数別農業従事者数（自営農業に従事した世帯員数） （男女別）","04","農林水産業","01","農業","農業構造動態調査","確報","平成28年農業構造動態調査結果","種類別統計表","販売農家　世帯員年齢別（全国）　　農家人口、就業構造","ア  自営農業従事日数別農業従事者数（自営農業に従事した世帯員数）","（男女別）","","",""
"0003208342","農業構造動態調査 確報 平成28年農業構造動態調査結果","年次","201601-201612","2017-01-31","0","該当なし","180","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","6-7-1","種類別統計表 販売農家　世帯員年齢別（全国）　　農家人口、就業構造 イ  自営農業従事日数別農業就業人口（自営農業に主として従事した世帯員数） （男女別）","04","農林水産業","01","農業","農業構造動態調査","確報","平成28年農業構造動態調査結果","種類別統計表","販売農家　世帯員年齢別（全国）　　農家人口、就業構造","イ  自営農業従事日数別農業就業人口（自営農業に主として従事した世帯員数）","（男女別）","","",""
"0003237728","農業構造動態調査 長期累年 長期累年 農業構造動態調査_長期累年","年次","201701-201712","2019-01-30","0","全国","50","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","1","農業経営体 農業経営体数　全国","04","農林水産業","01","農業","農業構造動態調査","長期累年","長期累年","農業経営体","農業経営体数　全国","","","農業構造動態調査_長期累年","（注記）<br>　「農産物の生産を行う経営体」は、「農産物の生産のみを行う経営体」及び「農産物の生産と農作業の受託を行う経営体」をいう。<br>　統計表の数値は2006年～2009年は100の位を、2011年以降は10の位を四捨五入して表示したため、合計値と内訳の計が一致しない場合がある。<br>",""
"0003237729","農業構造動態調査 長期累年 長期累年 農業構造動態調査_長期累年","年次","201701-201712","2019-01-30","0","該当なし","120","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","1","農業経営体 経営耕地面積規模別経営体数　北海道","04","農林水産業","01","農業","農業構造動態調査","長期累年","長期累年","農業経営体","経営耕地面積規模別経営体数　北海道","","","農業構造動態調査_長期累年","(注記）<br>　「1.0ha未満」及び「3.0ha未満」は、経営耕地面積なしを含む。<br>　統計表の数値は2008年～2009年は100の位を、2011年以降は10の位を四捨五入して表示したため、合計値と内訳の計が一致しない場合がある。",""
"0003237730","農業構造動態調査 長期累年 長期累年 農業構造動態調査_長期累年","年次","201701-201712","2019-01-30","0","該当なし","120","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","1","農業経営体 経営耕地面積規模別経営体数　都府県","04","農林水産業","01","農業","農業構造動態調査","長期累年","長期累年","農業経営体","経営耕地面積規模別経営体数　都府県","","","農業構造動態調査_長期累年","(注記）<br>　「1.0ha未満」は、経営耕地面積なしを含む。<br>　統計表の数値は2008年～2009年の内訳は100の位を、2008年～2009年の計及び2011年以降は10の位を四捨五入して表示したため、合計値と内訳の計が一致しない場合がある。",""
"0003243340","農業構造動態調査 長期累年 長期累年 農業構造動態調査_長期累年","年次","201701-201712","2019-01-30","0","全国","136","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","1","農業経営体 農産物販売金額規模別経営体数　全国","04","農林水産業","01","農業","農業構造動態調査","長期累年","長期累年","農業経営体","農産物販売金額規模別経営体数　全国","","","農業構造動態調査_長期累年","(注記）<br>　｢50万円未満」、「100万円未満」及び「300万円未満」は、経営耕地面積なしを含む。<br>　統計表の数値は2008年～2009年の内訳は100の位を、2008年～2009年の計及び2011年以降は10の位を四捨五入して表示したため、合計値と内訳の計が一致しない場合がある。",""
"0003237732","農業構造動態調査 長期累年 長期累年 農業構造動態調査_長期累年","年次","201701-201712","2019-01-30","0","全国","72","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","2-1","販売農家 主副業別農家数　全国","04","農林水産業","01","農業","農業構造動態調査","長期累年","長期累年","販売農家","主副業別農家数　全国","","","農業構造動態調査_長期累年","（注記）<br>「主業農家」とは、農業所得が主（農家所得の50％以上が農業所得）で、調査期日前１年間に60日以上自営農業に従事している65歳未満の世帯員がいる農家をいう。<br>「準主業農家」とは、農外所得が主（農家所得の50％未満が農業所得）で、調査期日前１年間に60日以上自営農業に従事している65歳未満の世帯員がいる農家をいう。<br>「副業的農家」とは、調査期日前１年間に60日以上自営農業に従事している65歳未満の世帯員がいない農家（主業農家及び準主業農家以外の農家）をいう。<br>統計表の数値は2004年までは1の位を、2006年～2009年は100の位を、2011年以降は10の位を四捨五入して表示したため、合計値と内訳の計が一致しない場合がある。",""
"0003237733","農業構造動態調査 長期累年 長期累年 農業構造動態調査_長期累年","年次","201701-201712","2019-01-30","0","全国","170","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","2-1","販売農家 専兼業別農家数　全国","04","農林水産業","01","農業","農業構造動態調査","長期累年","長期累年","販売農家","専兼業別農家数　全国","","","農業構造動態調査_長期累年","（注記）<br>1991年以降は、販売農家の数値である。<br>「専業農家」とは、世帯員の中に兼業従事者（調査期日前１年間に30日以上雇用兼業に従事した者又は販売金額が15万円以上ある自営兼業に従事した者）が１人もいない農家をいう。<br>「兼業農家」とは、世帯員の中に兼業従事者が１人以上いる農家をいう。<br>「第１種兼業農家」とは、農業所得を主とする兼業農家をいう。<br>「第２種兼業農家」とは、農業所得を従とする兼業農家をいう。<br>統計表の数値は2004年までは1の位を、2006年～2009年までは100の位を、2011年以降は10の位を四捨五入して表示したため、合計値と内訳の計が一致しない場合がある。",""
"0003237734","農業構造動態調査 長期累年 長期累年 農業構造動態調査_長期累年","年次","201701-201712","2019-01-30","0","該当なし","714","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","2-1","販売農家 経営耕地面積規模別農家数　北海道","04","農林水産業","01","農業","農業構造動態調査","長期累年","長期累年","販売農家","経営耕地面積規模別農家数　北海道","","","農業構造動態調査_長期累年","(注記）<br>　「1.0ha未満」、「3.0ha未満」は、経営耕地面積なしを含む。<br>　1991年以降は、販売農家の数値である。<br>　統計表の数値は2004年までは1の位を、2006年～2009年は100の位を、2011年以降は10の位を四捨五入して表示したため、合計値と内訳の計が一致しない場合がある。",""
"0003237735","農業構造動態調査 長期累年 長期累年 農業構造動態調査_長期累年","年次","201701-201712","2019-01-30","0","該当なし","748","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","2-1","販売農家 経営耕地面積規模別農家数　都府県","04","農林水産業","01","農業","農業構造動態調査","長期累年","長期累年","販売農家","経営耕地面積規模別農家数　都府県","","","農業構造動態調査_長期累年","(注記）<br>　「0.5ha未満」、「1.0ha未満」は、経営耕地面積なしを含む。<br>　1991年以降は、販売農家の数値である。<br>　統計表の数値は2004年までは1の位を、2006年～2009年は100の位を、2011年以降は10の位を四捨五入して表示したため、合計値と内訳の計が一致しない場合がある。",""
"0003237737","農業構造動態調査 長期累年 長期累年 農業構造動態調査_長期累年","年次","201701-201712","2019-01-30","0","全国","96","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","2-1","販売農家 経営耕地の状況　全国","04","農林水産業","01","農業","農業構造動態調査","長期累年","長期累年","販売農家","経営耕地の状況　全国","","","農業構造動態調査_長期累年","（注記）<br>1991年以降は販売農家の数値である。<br>「実農家数」とは、経営耕地を有する農家である。<br>2006年～2009年の「実農家数」は販売農家数であり、「1戸当たり面積」も「面積」を販売農家数で除して算出した。<br>「実農家数」の数値は、2004年までは1の位を、2006年～2009年は100の位を、2011年以降は10の位を四捨五入した。<br>「面積」の数値は、2009年までは小数第1位を、2011年以降は10の位を四捨五入した。",""
"0003237738","農業構造動態調査 長期累年 長期累年 農業構造動態調査_長期累年","年次","201701-201712","2019-01-30","0","全国","34","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","2-1","販売農家 販売目的の水稲の作付農家数　全国","04","農林水産業","01","農業","農業構造動態調査","長期累年","長期累年","販売農家","販売目的の水稲の作付農家数　全国","","","農業構造動態調査_長期累年","（注記）<br>1991年以降は、販売農家の数値である。<br>統計表の数値は2004年までは1の位を、2006年～2009年は100の位を、2011年以降は10の位を四捨五入して表示した。",""
"0003243341","農業構造動態調査 長期累年 長期累年 農業構造動態調査_長期累年","年次","201701-201712","2019-01-30","0","全国","780","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","2-1","販売農家 農産物販売金額規模別農家数　全国","04","農林水産業","01","農業","農業構造動態調査","長期累年","長期累年","販売農家","農産物販売金額規模別農家数　全国","","","農業構造動態調査_長期累年","(注記）<br>　1996年以降は、販売農家の数値である。<br>　2006年～2014年の｢100万円未満｣、2016年以降の｢50万円未満｣は｢販売なし｣を含む。<br>　統計表の数値は2004年までは1の位を、2006年～2009年は100の位を、2011年以降は10の位を四捨五入して表示したため、合計値と内訳の計が一致しない場合がある。",""
"0003237739","農業構造動態調査 長期累年 長期累年 農業構造動態調査_長期累年","年次","201701-201712","2019-01-30","0","全国","2346","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","2-2","販売農家 年齢別世帯員数　全国　(男女別)","04","農林水産業","01","農業","農業構造動態調査","長期累年","長期累年","販売農家","年齢別世帯員数　全国　(男女別)","","","農業構造動態調査_長期累年","（注記）<br>1983～1994年の「女」欄は、「男女計」から「男」を引いて作成した数値である。<br>1991年以降は、販売農家の数値である。<br>統計表の数値は2004年までは1の位を、2006年～2009年は100の位を、2011年以降は10の位を四捨五入して表示したため、合計値と内訳の計が一致しない場合がある。",""
"0003237740","農業構造動態調査 長期累年 長期累年 農業構造動態調査_長期累年","年次","201701-201712","2019-01-30","0","全国","2550","2023-03-28","","00500211","農業構造動態調査","00500","農林水産省","2-2","販売農家 年齢別農業従事者数　全国　(男女別)","04","農林水産業","01","農業","農業構造動態調査","長期累年","長期累年","販売農家","年齢別農業従事者数　全国　(男女別)","","","農業構造動態調査_長期累年","（注記）<br>1977～1978年の「男女計」の内訳欄は、「男」と「女」を合計して作成した数値である。<br>1979年の「男女計」は、「男」と「女」を合計して作成した数値である。<br>1983～1994年の「女」欄は、「男女計」から「男」を引いて作成した数値である。<br>1991年以降は、販売農家の数値である。<br>統計表の数値は2004年までは1の位を、2006年～2009年は100の位を、2011年以降は10の位を四捨五入して表示したため、合計値と内訳の計が一致しない場合がある。",""
