"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_EXPLANATION","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","TITLE","TITLE_SPEC.TABLE_SUB_CATEGORY1","TITLE_SPEC.TABLE_SUB_CATEGORY2","TITLE_SPEC.TABLE_SUB_CATEGORY3"
"0003227360","漁業経営調査 確報","年度次","200504-200603","2018-12-27","0","該当なし","748","2023-01-20","","00500203","漁業経営統計調査","00500","農林水産省","1-2-1","家族型経営調査 海面養殖業　養殖地帯面積規模別　漁業投下資本額","04","農林水産業","04","水産業","漁業経営調査","確報","家族型経営調査","海面養殖業　養殖地帯面積規模別　漁業投下資本額","","","","","",""
"0003227361","漁業経営調査 確報","年度次","200504-200603","2018-12-27","0","該当なし","2856","2023-01-20","","00500203","漁業経営統計調査","00500","農林水産省","1-2-1","家族型経営調査 海面養殖業　養殖地帯面積規模別　漁業収入","04","農林水産業","04","水産業","漁業経営調査","確報","家族型経営調査","海面養殖業　養殖地帯面積規模別　漁業収入","","","","","",""
"0003227362","漁業経営調査 確報","年度次","200504-200603","2018-12-27","0","該当なし","952","2023-01-20","","00500203","漁業経営統計調査","00500","農林水産省","1-2-1","家族型経営調査 海面養殖業　養殖地帯面積規模別　漁業外収入","04","農林水産業","04","水産業","漁業経営調査","確報","家族型経営調査","海面養殖業　養殖地帯面積規模別　漁業外収入","","","","","",""
"0003227363","漁業経営調査 確報","年度次","200504-200603","2018-12-27","0","該当なし","2040","2023-01-20","","00500203","漁業経営統計調査","00500","農林水産省","1-2-1","家族型経営調査 海面養殖業　養殖地帯面積規模別　漁業支出","04","農林水産業","04","水産業","漁業経営調査","確報","家族型経営調査","海面養殖業　養殖地帯面積規模別　漁業支出","","","","","",""
"0003227364","漁業経営調査 確報","年度次","200504-200603","2018-12-27","0","該当なし","680","2023-01-20","","00500203","漁業経営統計調査","00500","農林水産省","1-2-1","家族型経営調査 海面養殖業　養殖地帯面積規模別　漁業外支出","04","農林水産業","04","水産業","漁業経営調査","確報","家族型経営調査","海面養殖業　養殖地帯面積規模別　漁業外支出","","","","","",""
"0003227365","漁業経営調査 確報","年度次","200504-200603","2018-12-27","0","該当なし","544","2023-01-20","","00500203","漁業経営統計調査","00500","農林水産省","1-2-1","家族型経営調査 海面養殖業　養殖地帯面積規模別　漁業外租税公課諸負担及び家計費","04","農林水産業","04","水産業","漁業経営調査","確報","家族型経営調査","海面養殖業　養殖地帯面積規模別　漁業外租税公課諸負担及び家計費","","","","","",""
"0003249084","漁業経営調査 確報","年度次","200504-200603","2018-12-27","0","該当なし","3264","2023-01-20","","00500203","漁業経営統計調査","00500","農林水産省","1-2-1","家族型経営調査 海面養殖業　養殖地帯面積規模別　経営体の財産","04","農林水産業","04","水産業","漁業経営調査","確報","家族型経営調査","海面養殖業　養殖地帯面積規模別　経営体の財産","","","","","",""
"0003249085","漁業経営調査 確報","年度次","200504-200603","2018-12-27","0","該当なし","816","2023-01-20","","00500203","漁業経営統計調査","00500","農林水産省","1-2-1","家族型経営調査 海面養殖業　養殖地帯面積規模別　経営体の負債","04","農林水産業","04","水産業","漁業経営調査","確報","家族型経営調査","海面養殖業　養殖地帯面積規模別　経営体の負債","","","","","",""
"0003227366","漁業経営調査 確報","年度次","200504-200603","2018-12-27","0","該当なし","272","2023-01-20","","00500203","漁業経営統計調査","00500","農林水産省","1-2-2","家族型経営調査 海面養殖業　養殖部門別　養殖経営の成果","04","農林水産業","04","水産業","漁業経営調査","確報","家族型経営調査","海面養殖業　養殖部門別　養殖経営の成果","","","","","",""
"0003227367","漁業経営調査 確報","年度次","200504-200603","2018-12-27","0","該当なし","2108","2023-01-20","","00500203","漁業経営統計調査","00500","農林水産省","1-2-2","家族型経営調査 海面養殖業　養殖部門別　漁業操業状況","04","農林水産業","04","水産業","漁業経営調査","確報","家族型経営調査","海面養殖業　養殖部門別　漁業操業状況","","","","","",""
"0003227368","漁業経営調査 確報","年度次","200504-200603","2018-12-27","0","該当なし","1156","2023-01-20","","00500203","漁業経営統計調査","00500","農林水産省","1-2-2","家族型経営調査 海面養殖業　養殖部門別　養殖生産物","04","農林水産業","04","水産業","漁業経営調査","確報","家族型経営調査","海面養殖業　養殖部門別　養殖生産物","","","","","",""
"0003227369","漁業経営調査 確報","年度次","200504-200603","2018-12-27","0","該当なし","2788","2023-01-20","","00500203","漁業経営統計調査","00500","農林水産省","1-2-2","家族型経営調査 海面養殖業　養殖部門別　養殖収入","04","農林水産業","04","水産業","漁業経営調査","確報","家族型経営調査","海面養殖業　養殖部門別　養殖収入","","","","","",""
"0003227370","漁業経営調査 確報","年度次","200504-200603","2018-12-27","0","該当なし","2040","2023-01-20","","00500203","漁業経営統計調査","00500","農林水産省","1-2-2","家族型経営調査 海面養殖業　養殖部門別　養殖支出","04","農林水産業","04","水産業","漁業経営調査","確報","家族型経営調査","海面養殖業　養殖部門別　養殖支出","","","","","",""
"0003226816","漁業経営調査 確報","年次","201701-201712","2019-11-29","0","該当なし","11162","2023-01-20","","00500203","漁業経営統計調査","00500","農林水産省","1-3","個人経営体調査 海面漁業　主とする漁業種類別　概要及び分析指標","04","農林水産業","04","水産業","漁業経営調査","確報","個人経営体調査","海面漁業　主とする漁業種類別　概要及び分析指標","","","","","",""
"0003226817","漁業経営調査 確報","年次","201701-201712","2019-11-29","0","該当なし","11348","2023-01-20","","00500203","漁業経営統計調査","00500","農林水産省","1-3","個人経営体調査 海面漁業　主とする漁業種類別　使用漁船及び漁業操業状況","04","農林水産業","04","水産業","漁業経営調査","確報","個人経営体調査","海面漁業　主とする漁業種類別　使用漁船及び漁業操業状況","","","","","",""
"0003226819","漁業経営調査 確報","年次","201701-201712","2019-11-29","0","該当なし","4668","2023-01-20","","00500203","漁業経営統計調査","00500","農林水産省","1-3","個人経営体調査 海面漁業　主とする漁業種類別　漁業投下資本","04","農林水産業","04","水産業","漁業経営調査","確報","個人経営体調査","海面漁業　主とする漁業種類別　漁業投下資本","","","","","",""
"0003226840","漁業経営調査 確報","年次","201701-201712","2019-11-29","0","該当なし","5262","2023-01-20","","00500203","漁業経営統計調査","00500","農林水産省","1-3","個人経営体調査 海面漁業　主とする漁業種類別　収入","04","農林水産業","04","水産業","漁業経営調査","確報","個人経営体調査","海面漁業　主とする漁業種類別　収入","","","","","",""
"0003226841","漁業経営調査 確報","年次","201701-201712","2019-11-29","0","該当なし","10882","2023-01-20","","00500203","漁業経営統計調査","00500","農林水産省","1-3","個人経営体調査 海面漁業　主とする漁業種類別　支出","04","農林水産業","04","水産業","漁業経営調査","確報","個人経営体調査","海面漁業　主とする漁業種類別　支出","","","","","",""
"0003249067","漁業経営調査 確報","年次","201701-201712","2019-11-29","0","該当なし","12428","2023-01-20","","00500203","漁業経営統計調査","00500","農林水産省","1-3","個人経営体調査 海面漁業　主とする漁業種類別　財産","04","農林水産業","04","水産業","漁業経営調査","確報","個人経営体調査","海面漁業　主とする漁業種類別　財産","","","","","",""
"0003235291","漁業経営調査 確報","年次","201401-201412","2018-12-27","0","該当なし","2726","2023-01-20","","00500203","漁業経営統計調査","00500","農林水産省","1-4","個人経営体調査 海面漁業　漁労部門別　2006～2014年","04","農林水産業","04","水産業","漁業経営調査","確報","個人経営体調査","海面漁業　漁労部門別　2006～2014年","","","","","",""
"0003226862","漁業経営調査 確報","年度次","201404-201503","2018-12-27","0","該当なし","7134","2023-01-20","","00500203","漁業経営統計調査","00500","農林水産省","2","会社経営体調査 漁労部門統計　2006～2014年","04","農林水産業","04","水産業","漁業経営調査","確報","会社経営体調査","漁労部門統計　2006～2014年","","","","","",""
"0003240205","漁業経営調査 確報","年度次","201404-201503","2018-12-27","0","該当なし","522","2023-01-20","","00500203","漁業経営統計調査","00500","農林水産省","2","共同経営体調査 漁労部門統計","04","農林水産業","04","水産業","漁業経営調査","確報","共同経営体調査","漁労部門統計","","","","","",""
"0003226842","漁業経営調査 確報","年次","201701-201712","2019-11-29","0","該当なし","6071","2023-01-20","","00500203","漁業経営統計調査","00500","農林水産省","2-1","個人経営体調査 海面養殖業　養殖種類別主産地別　概要及び分析指標","04","農林水産業","04","水産業","漁業経営調査","確報","個人経営体調査","海面養殖業　養殖種類別主産地別　概要及び分析指標","","","","","",""
"0003226843","漁業経営調査 確報","年次","201701-201712","2019-11-29","0","該当なし","9279","2023-01-20","","00500203","漁業経営統計調査","00500","農林水産省","2-1","個人経営体調査 海面養殖業　養殖種類別主産地別　使用漁船及び漁業操業状況","04","農林水産業","04","水産業","漁業経営調査","確報","個人経営体調査","海面養殖業　養殖種類別主産地別　使用漁船及び漁業操業状況","","","","","",""
"0003226845","漁業経営調査 確報","年次","201701-201712","2019-11-29","0","該当なし","2514","2023-01-20","","00500203","漁業経営統計調査","00500","農林水産省","2-1","個人経営体調査 海面養殖業　養殖種類別主産地別　漁業投下資本","04","農林水産業","04","水産業","漁業経営調査","確報","個人経営体調査","海面養殖業　養殖種類別主産地別　漁業投下資本","","","","","",""
"0003226846","漁業経営調査 確報","年次","201701-201712","2019-11-29","0","該当なし","4713","2023-01-20","","00500203","漁業経営統計調査","00500","農林水産省","2-1","個人経営体調査 海面養殖業　養殖種類別主産地別　収入","04","農林水産業","04","水産業","漁業経営調査","確報","個人経営体調査","海面養殖業　養殖種類別主産地別　収入","","","","","",""
"0003226847","漁業経営調査 確報","年次","201701-201712","2019-11-29","0","該当なし","5881","2023-01-20","","00500203","漁業経営統計調査","00500","農林水産省","2-1","個人経営体調査 海面養殖業　養殖種類別主産地別　支出","04","農林水産業","04","水産業","漁業経営調査","確報","個人経営体調査","海面養殖業　養殖種類別主産地別　支出","","","","","",""
"0003249068","漁業経営調査 確報","年次","201701-201712","2019-11-29","0","該当なし","6734","2023-01-20","","00500203","漁業経営統計調査","00500","農林水産省","2-1","個人経営体調査 海面養殖業　養殖種類別主産地別　財産","04","農林水産業","04","水産業","漁業経営調査","確報","個人経営体調査","海面養殖業　養殖種類別主産地別　財産","","","","","",""
"0003227371","漁業経営調査 確報","年度次","200504-200603","2018-12-27","0","該当なし","999","2023-01-20","","00500203","漁業経営統計調査","00500","農林水産省","2-1-1","雇用型経営調査 経営体統計表　経営体階層別　概要及び分析指標","04","農林水産業","04","水産業","漁業経営調査","確報","雇用型経営調査","経営体統計表　経営体階層別　概要及び分析指標","注：養殖業の漁獲量は収獲量であり、真珠養殖については、漁獲（収獲）量の単位は「g」である。","","","","",""
"0003227372","漁業経営調査 確報","年度次","200504-200603","2018-12-27","0","該当なし","648","2023-01-20","","00500203","漁業経営統計調査","00500","農林水産省","2-1-1","雇用型経営調査 経営体統計表　経営体階層別　使用漁船及び漁業操業状況","04","農林水産業","04","水産業","漁業経営調査","確報","雇用型経営調査","経営体統計表　経営体階層別　使用漁船及び漁業操業状況","注：養殖業の漁獲量は収獲量であり、真珠養殖については、漁獲（収獲）量の単位は「g」である。","","","","",""
"0003227376","漁業経営調査 確報","年度次","200504-200603","2018-12-27","0","該当なし","837","2023-01-20","","00500203","漁業経営統計調査","00500","農林水産省","2-1-1","雇用型経営調査 経営体統計表　経営体階層別　損益　事業収支","04","農林水産業","04","水産業","漁業経営調査","確報","雇用型経営調査","経営体統計表　経営体階層別　損益　事業収支","","","","","",""
"0003227377","漁業経営調査 確報","年度次","200504-200603","2018-12-27","0","該当なし","378","2023-01-20","","00500203","漁業経営統計調査","00500","農林水産省","2-1-1","雇用型経営調査 経営体統計表　経営体階層別　損益　事業外収支等","04","農林水産業","04","水産業","漁業経営調査","確報","雇用型経営調査","経営体統計表　経営体階層別　損益　事業外収支等","","","","","",""
"0003227378","漁業経営調査 確報","年度次","200504-200603","2018-12-27","0","該当なし","378","2023-01-20","","00500203","漁業経営統計調査","00500","農林水産省","2-1-1","雇用型経営調査 経営体統計表　経営体階層別　漁業投下資本","04","農林水産業","04","水産業","漁業経営調査","確報","雇用型経営調査","経営体統計表　経営体階層別　漁業投下資本","","","","","",""
"0003249086","漁業経営調査 確報","年度次","200504-200603","2018-12-27","0","該当なし","270","2023-01-20","","00500203","漁業経営統計調査","00500","農林水産省","2-1-1","雇用型経営調査 経営体統計表　経営体階層別　所有漁船","04","農林水産業","04","水産業","漁業経営調査","確報","雇用型経営調査","経営体統計表　経営体階層別　所有漁船","","","","","",""
"0003249087","漁業経営調査 確報","年度次","200504-200603","2018-12-27","0","該当なし","1566","2023-01-20","","00500203","漁業経営統計調査","00500","農林水産省","2-1-1","雇用型経営調査 経営体統計表　経営体階層別　財産　資産","04","農林水産業","04","水産業","漁業経営調査","確報","雇用型経営調査","経営体統計表　経営体階層別　財産　資産","","","","","",""
"0003249088","漁業経営調査 確報","年度次","200504-200603","2018-12-27","0","該当なし","1161","2023-01-20","","00500203","漁業経営統計調査","00500","農林水産省","2-1-1","雇用型経営調査 経営体統計表　経営体階層別　財産　負債・資本","04","農林水産業","04","水産業","漁業経営調査","確報","雇用型経営調査","経営体統計表　経営体階層別　財産　負債・資本","","","","","",""
"0003227379","漁業経営調査 確報","年度次","200504-200603","2018-12-27","0","該当なし","2109","2023-01-20","","00500203","漁業経営統計調査","00500","農林水産省","2-1-2","雇用型経営調査 経営体統計表　漁業経営タイプ別　概要及び分析指標","04","農林水産業","04","水産業","漁業経営調査","確報","雇用型経営調査","経営体統計表　漁業経営タイプ別　概要及び分析指標","","","","","",""
"0003227380","漁業経営調査 確報","年度次","200504-200603","2018-12-27","0","該当なし","1368","2023-01-20","","00500203","漁業経営統計調査","00500","農林水産省","2-1-2","雇用型経営調査 経営体統計表　漁業経営タイプ別　使用漁船及び漁業操業状況","04","農林水産業","04","水産業","漁業経営調査","確報","雇用型経営調査","経営体統計表　漁業経営タイプ別　使用漁船及び漁業操業状況","","","","","",""
"0003227384","漁業経営調査 確報","年度次","200504-200603","2018-12-27","0","該当なし","1767","2023-01-20","","00500203","漁業経営統計調査","00500","農林水産省","2-1-2","雇用型経営調査 経営体統計表　漁業経営タイプ別　損益　事業収支","04","農林水産業","04","水産業","漁業経営調査","確報","雇用型経営調査","経営体統計表　漁業経営タイプ別　損益　事業収支","","","","","",""
"0003227385","漁業経営調査 確報","年度次","200504-200603","2018-12-27","0","該当なし","798","2023-01-20","","00500203","漁業経営統計調査","00500","農林水産省","2-1-2","雇用型経営調査 経営体統計表　漁業経営タイプ別　損益　事業外収支等","04","農林水産業","04","水産業","漁業経営調査","確報","雇用型経営調査","経営体統計表　漁業経営タイプ別　損益　事業外収支等","","","","","",""
"0003227386","漁業経営調査 確報","年度次","200504-200603","2018-12-27","0","該当なし","798","2023-01-20","","00500203","漁業経営統計調査","00500","農林水産省","2-1-2","雇用型経営調査 経営体統計表　漁業経営タイプ別　漁業投下資本","04","農林水産業","04","水産業","漁業経営調査","確報","雇用型経営調査","経営体統計表　漁業経営タイプ別　漁業投下資本","","","","","",""
"0003249089","漁業経営調査 確報","年度次","200504-200603","2018-12-27","0","該当なし","570","2023-01-20","","00500203","漁業経営統計調査","00500","農林水産省","2-1-2","雇用型経営調査 経営体統計表　漁業経営タイプ別　所有漁船","04","農林水産業","04","水産業","漁業経営調査","確報","雇用型経営調査","経営体統計表　漁業経営タイプ別　所有漁船","","","","","",""
"0003249090","漁業経営調査 確報","年度次","200504-200603","2018-12-27","0","該当なし","3306","2023-01-20","","00500203","漁業経営統計調査","00500","農林水産省","2-1-2","雇用型経営調査 経営体統計表　漁業経営タイプ別　財産　資産","04","農林水産業","04","水産業","漁業経営調査","確報","雇用型経営調査","経営体統計表　漁業経営タイプ別　財産　資産","","","","","",""
"0003249091","漁業経営調査 確報","年度次","200504-200603","2018-12-27","0","該当なし","2451","2023-01-20","","00500203","漁業経営統計調査","00500","農林水産省","2-1-2","雇用型経営調査 経営体統計表　漁業経営タイプ別　財産　負債・資本","04","農林水産業","04","水産業","漁業経営調査","確報","雇用型経営調査","経営体統計表　漁業経営タイプ別　財産　負債・資本","","","","","",""
"0003226848","漁業経営調査 確報","年次","201701-201712","2019-11-29","0","該当なし","11496","2023-01-20","","00500203","漁業経営統計調査","00500","農林水産省","2-2","個人経営体調査 海面養殖業　養殖部門別","04","農林水産業","04","水産業","漁業経営調査","確報","個人経営体調査","海面養殖業　養殖部門別","","","","","",""
"0003227387","漁業経営調査 確報","年度次","200504-200603","2018-12-27","0","該当なし","3432","2023-01-20","","00500203","漁業経営統計調査","00500","農林水産省","2-2","雇用型経営調査 漁労部門統計表","04","農林水産業","04","水産業","漁業経営調査","確報","雇用型経営調査","漁労部門統計表","","","","","",""
"0003227388","漁業経営調査 確報","年度次","200504-200603","2018-12-27","0","該当なし","1260","2023-01-20","","00500203","漁業経営統計調査","00500","農林水産省","3-1-1","会社経営体調査 経営体統計表　経営体階層別　概要及び分析指標","04","農林水産業","04","水産業","漁業経営調査","確報","会社経営体調査","経営体統計表　経営体階層別　概要及び分析指標","注：養殖業の漁獲量は、収獲量である。","","","","",""
"0003227389","漁業経営調査 確報","年度次","200504-200603","2018-12-27","0","該当なし","420","2023-01-20","","00500203","漁業経営統計調査","00500","農林水産省","3-1-1","会社経営体調査 経営体統計表　経営体階層別　使用漁船及び漁業操業状況","04","農林水産業","04","水産業","漁業経営調査","確報","会社経営体調査","経営体統計表　経営体階層別　使用漁船及び漁業操業状況","注：養殖業の漁獲量は、収獲量である。","","","","",""
"0003227393","漁業経営調査 確報","年度次","200504-200603","2018-12-27","0","該当なし","1260","2023-01-20","","00500203","漁業経営統計調査","00500","農林水産省","3-1-1","会社経営体調査 経営体統計表　経営体階層別　損益　事業収支","04","農林水産業","04","水産業","漁業経営調査","確報","会社経営体調査","経営体統計表　経営体階層別　損益　事業収支","","","","","",""
"0003227394","漁業経営調査 確報","年度次","200504-200603","2018-12-27","0","該当なし","390","2023-01-20","","00500203","漁業経営統計調査","00500","農林水産省","3-1-1","会社経営体調査 経営体統計表　経営体階層別　損益　事業外収支等","04","農林水産業","04","水産業","漁業経営調査","確報","会社経営体調査","経営体統計表　経営体階層別　損益　事業外収支等","","","","","",""
"0003227395","漁業経営調査 確報","年度次","200504-200603","2018-12-27","0","該当なし","420","2023-01-20","","00500203","漁業経営統計調査","00500","農林水産省","3-1-1","会社経営体調査 経営体統計表　経営体階層別　漁業投下資本","04","農林水産業","04","水産業","漁業経営調査","確報","会社経営体調査","経営体統計表　経営体階層別　漁業投下資本","","","","","",""
"0003249092","漁業経営調査 確報","年度次","200504-200603","2018-12-27","0","該当なし","300","2023-01-20","","00500203","漁業経営統計調査","00500","農林水産省","3-1-1","会社経営体調査 経営体統計表　経営体階層別　所有漁船","04","農林水産業","04","水産業","漁業経営調査","確報","会社経営体調査","経営体統計表　経営体階層別　所有漁船","","","","","",""
"0003249093","漁業経営調査 確報","年度次","200504-200603","2018-12-27","0","該当なし","1740","2023-01-20","","00500203","漁業経営統計調査","00500","農林水産省","3-1-1","会社経営体調査 経営体統計表　経営体階層別　財産　資産","04","農林水産業","04","水産業","漁業経営調査","確報","会社経営体調査","経営体統計表　経営体階層別　財産　資産","","","","","",""
"0003249094","漁業経営調査 確報","年度次","200504-200603","2018-12-27","0","該当なし","1470","2023-01-20","","00500203","漁業経営統計調査","00500","農林水産省","3-1-1","会社経営体調査 経営体統計表　経営体階層別　財産　負債・資本","04","農林水産業","04","水産業","漁業経営調査","確報","会社経営体調査","経営体統計表　経営体階層別　財産　負債・資本","","","","","",""
"0003227396","漁業経営調査 確報","年度次","200504-200603","2018-12-27","0","該当なし","2730","2023-01-20","","00500203","漁業経営統計調査","00500","農林水産省","3-1-2","会社経営体調査 経営体統計表　漁業経営タイプ別(漁船漁業)　概要及び分析指標","04","農林水産業","04","水産業","漁業経営調査","確報","会社経営体調査","経営体統計表　漁業経営タイプ別(漁船漁業)　概要及び分析指標","","","","","",""
"0003227397","漁業経営調査 確報","年度次","200504-200603","2018-12-27","0","該当なし","910","2023-01-20","","00500203","漁業経営統計調査","00500","農林水産省","3-1-2","会社経営体調査 経営体統計表　漁業経営タイプ別(漁船漁業)　使用漁船及び漁業操業状況","04","農林水産業","04","水産業","漁業経営調査","確報","会社経営体調査","経営体統計表　漁業経営タイプ別(漁船漁業)　使用漁船及び漁業操業状況","","","","","",""
"0003227401","漁業経営調査 確報","年度次","200504-200603","2018-12-27","0","該当なし","2730","2023-01-20","","00500203","漁業経営統計調査","00500","農林水産省","3-1-2","会社経営体調査 経営体統計表　漁業経営タイプ別(漁船漁業)　損益　事業収支","04","農林水産業","04","水産業","漁業経営調査","確報","会社経営体調査","経営体統計表　漁業経営タイプ別(漁船漁業)　損益　事業収支","","","","","",""
"0003227402","漁業経営調査 確報","年度次","200504-200603","2018-12-27","0","該当なし","845","2023-01-20","","00500203","漁業経営統計調査","00500","農林水産省","3-1-2","会社経営体調査 経営体統計表　漁業経営タイプ別(漁船漁業)　損益　事業外収支等","04","農林水産業","04","水産業","漁業経営調査","確報","会社経営体調査","経営体統計表　漁業経営タイプ別(漁船漁業)　損益　事業外収支等","","","","","",""
"0003227403","漁業経営調査 確報","年度次","200504-200603","2018-12-27","0","該当なし","910","2023-01-20","","00500203","漁業経営統計調査","00500","農林水産省","3-1-2","会社経営体調査 経営体統計表　漁業経営タイプ別(漁船漁業)　漁業投下資本","04","農林水産業","04","水産業","漁業経営調査","確報","会社経営体調査","経営体統計表　漁業経営タイプ別(漁船漁業)　漁業投下資本","","","","","",""
"0003249095","漁業経営調査 確報","年度次","200504-200603","2018-12-27","0","該当なし","650","2023-01-20","","00500203","漁業経営統計調査","00500","農林水産省","3-1-2","会社経営体調査 経営体統計表　漁業経営タイプ別(漁船漁業)　所有漁船","04","農林水産業","04","水産業","漁業経営調査","確報","会社経営体調査","経営体統計表　漁業経営タイプ別(漁船漁業)　所有漁船","","","","","",""
"0003249096","漁業経営調査 確報","年度次","200504-200603","2018-12-27","0","該当なし","3770","2023-01-20","","00500203","漁業経営統計調査","00500","農林水産省","3-1-2","会社経営体調査 経営体統計表　漁業経営タイプ別(漁船漁業)　財産　資産","04","農林水産業","04","水産業","漁業経営調査","確報","会社経営体調査","経営体統計表　漁業経営タイプ別(漁船漁業)　財産　資産","","","","","",""
"0003249097","漁業経営調査 確報","年度次","200504-200603","2018-12-27","0","該当なし","3185","2023-01-20","","00500203","漁業経営統計調査","00500","農林水産省","3-1-2","会社経営体調査 経営体統計表　漁業経営タイプ別(漁船漁業)　財産　負債・資本","04","農林水産業","04","水産業","漁業経営調査","確報","会社経営体調査","経営体統計表　漁業経営タイプ別(漁船漁業)　財産　負債・資本","","","","","",""
"0003227404","漁業経営調査 確報","年度次","200504-200603","2018-12-27","0","該当なし","252","2023-01-20","","00500203","漁業経営統計調査","00500","農林水産省","3-1-3","会社経営体調査 経営体統計表　漁業経営タイプ別(大型定置網)　概要及び分析指標","04","農林水産業","04","水産業","漁業経営調査","確報","会社経営体調査","経営体統計表　漁業経営タイプ別(大型定置網)　概要及び分析指標","","","","","",""
"0003227405","漁業経営調査 確報","年度次","200504-200603","2018-12-27","0","該当なし","84","2023-01-20","","00500203","漁業経営統計調査","00500","農林水産省","3-1-3","会社経営体調査 経営体統計表　漁業経営タイプ別(大型定置網)　使用漁船及び漁業操業状況","04","農林水産業","04","水産業","漁業経営調査","確報","会社経営体調査","経営体統計表　漁業経営タイプ別(大型定置網)　使用漁船及び漁業操業状況","","","","","",""
"0003227409","漁業経営調査 確報","年度次","200504-200603","2018-12-27","0","該当なし","252","2023-01-20","","00500203","漁業経営統計調査","00500","農林水産省","3-1-3","会社経営体調査 経営体統計表　漁業経営タイプ別(大型定置網)　損益　事業収支","04","農林水産業","04","水産業","漁業経営調査","確報","会社経営体調査","経営体統計表　漁業経営タイプ別(大型定置網)　損益　事業収支","","","","","",""
"0003227410","漁業経営調査 確報","年度次","200504-200603","2018-12-27","0","該当なし","78","2023-01-20","","00500203","漁業経営統計調査","00500","農林水産省","3-1-3","会社経営体調査 経営体統計表　漁業経営タイプ別(大型定置網)　損益　事業外収支等","04","農林水産業","04","水産業","漁業経営調査","確報","会社経営体調査","経営体統計表　漁業経営タイプ別(大型定置網)　損益　事業外収支等","","","","","",""
"0003227411","漁業経営調査 確報","年度次","200504-200603","2018-12-27","0","該当なし","84","2023-01-20","","00500203","漁業経営統計調査","00500","農林水産省","3-1-3","会社経営体調査 経営体統計表　漁業経営タイプ別(大型定置網)　漁業投下資本","04","農林水産業","04","水産業","漁業経営調査","確報","会社経営体調査","経営体統計表　漁業経営タイプ別(大型定置網)　漁業投下資本","","","","","",""
"0003249098","漁業経営調査 確報","年度次","200504-200603","2018-12-27","0","該当なし","60","2023-01-20","","00500203","漁業経営統計調査","00500","農林水産省","3-1-3","会社経営体調査 経営体統計表　漁業経営タイプ別(大型定置網)　所有漁船","04","農林水産業","04","水産業","漁業経営調査","確報","会社経営体調査","経営体統計表　漁業経営タイプ別(大型定置網)　所有漁船","","","","","",""
"0003249099","漁業経営調査 確報","年度次","200504-200603","2018-12-27","0","該当なし","348","2023-01-20","","00500203","漁業経営統計調査","00500","農林水産省","3-1-3","会社経営体調査 経営体統計表　漁業経営タイプ別(大型定置網)　財産　資産","04","農林水産業","04","水産業","漁業経営調査","確報","会社経営体調査","経営体統計表　漁業経営タイプ別(大型定置網)　財産　資産","","","","","",""
"0003249100","漁業経営調査 確報","年度次","200504-200603","2018-12-27","0","該当なし","294","2023-01-20","","00500203","漁業経営統計調査","00500","農林水産省","3-1-3","会社経営体調査 経営体統計表　漁業経営タイプ別(大型定置網)　財産　負債・資本","04","農林水産業","04","水産業","漁業経営調査","確報","会社経営体調査","経営体統計表　漁業経営タイプ別(大型定置網)　財産　負債・資本","","","","","",""
"0003227412","漁業経営調査 確報","年度次","200504-200603","2018-12-27","0","該当なし","4134","2023-01-20","","00500203","漁業経営統計調査","00500","農林水産省","3-2","会社経営体調査 漁労部門統計表","04","農林水産業","04","水産業","漁業経営調査","確報","会社経営体調査","漁労部門統計表","","","","","",""
"0003227413","漁業経営調査 確報","年度次","200504-200603","2018-12-27","0","該当なし","1107","2023-01-20","","00500203","漁業経営統計調査","00500","農林水産省","4-1","共同経営体調査 経営体統計表(経営体平均及び漁業経営タイプ別)　概要及び分析指標","04","農林水産業","04","水産業","漁業経営調査","確報","共同経営体調査","経営体統計表(経営体平均及び漁業経営タイプ別)　概要及び分析指標","","","","","",""
"0003227414","漁業経営調査 確報","年度次","200504-200603","2018-12-27","0","該当なし","351","2023-01-20","","00500203","漁業経営統計調査","00500","農林水産省","4-1","共同経営体調査 経営体統計表(経営体平均及び漁業経営タイプ別)　使用漁船及び漁業操業状況","04","農林水産業","04","水産業","漁業経営調査","確報","共同経営体調査","経営体統計表(経営体平均及び漁業経営タイプ別)　使用漁船及び漁業操業状況","","","","","",""
"0003227418","漁業経営調査 確報","年度次","200504-200603","2018-12-27","0","該当なし","1107","2023-01-20","","00500203","漁業経営統計調査","00500","農林水産省","4-1","共同経営体調査 経営体統計表(経営体平均及び漁業経営タイプ別)　損益　事業収支","04","農林水産業","04","水産業","漁業経営調査","確報","共同経営体調査","経営体統計表(経営体平均及び漁業経営タイプ別)　損益　事業収支","","","","","",""
