"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_SUB_CATEGORY1","TITLE_SPEC.TABLE_SUB_CATEGORY2"
"0003045950","民間給与実態統計 結果表","年次","201601-201612","2022-11-24","0","該当なし","5460","2024-09-25","","00351000","民間給与実態統計調査","00351","国税庁","10103","【参考】国税局別表　第1表　国税局別・事業所規模別･企業規模別及び業種別の給与所得者数　業種別　（2008年～）","03","労働・賃金","02","賃金・労働条件","民間給与実態統計","結果表","【参考】国税局別表　第1表　国税局別・事業所規模別･企業規模別及び業種別の給与所得者数　業種別　（2008年～）","",""
"0003045937","民間給与実態統計 結果表","年次","0","2015-11-19","0","該当なし","7488","2022-02-01","","00351000","民間給与実態統計調査","00351","国税庁","10201","【参考】国税局別表　第2表　国税局別及び事業所規模別の給与所得者数・給与額 （1年を通じて勤務した給与所得者） （2007年～）","03","労働・賃金","02","賃金・労働条件","民間給与実態統計","結果表","【参考】国税局別表　第2表　国税局別及び事業所規模別の給与所得者数・給与額","（1年を通じて勤務した給与所得者）","（2007年～）"
"0003282590","民間給与実態統計 結果表","年次","201601-201612","2022-11-24","0","該当なし","9477","2022-11-25","","00351000","民間給与実態統計調査","00351","国税庁","10201","【参考】国税局別表　第2表　国税局別及び事業所規模別の給与所得者数・給与額　（1年を通じて勤務した給与所得者）　（2015年～）","03","労働・賃金","02","賃金・労働条件","民間給与実態統計","結果表","【参考】国税局別表　第2表　国税局別及び事業所規模別の給与所得者数・給与額　（1年を通じて勤務した給与所得者）　（2015年～）","",""
"0003045938","民間給与実態統計 結果表","年次","201601-201612","2022-11-24","0","該当なし","15912","2022-11-25","","00351000","民間給与実態統計調査","00351","国税庁","10301","【参考】国税局別表　第3表　国税局別及び企業規模別の給与所得者数・給与額　（1年を通じて勤務した給与所得者）　（2007年～）","03","労働・賃金","02","賃金・労働条件","民間給与実態統計","結果表","【参考】国税局別表　第3表　国税局別及び企業規模別の給与所得者数・給与額　（1年を通じて勤務した給与所得者）　（2007年～）","",""
"0003045939","民間給与実態統計 結果表","年次","0","2012-02-28","0","該当なし","585","2022-02-01","","00351000","民間給与実態統計調査","00351","国税庁","10401","【参考】国税局別表　第4表　国税局別及び業種別の給与所得者数・給与額 （1年を通じて勤務した給与所得者） （2007年）","03","労働・賃金","02","賃金・労働条件","民間給与実態統計","結果表","【参考】国税局別表　第4表　国税局別及び業種別の給与所得者数・給与額","（1年を通じて勤務した給与所得者）","（2007年）"
"0003045951","民間給与実態統計 結果表","年次","201601-201612","2022-11-24","0","該当なし","8190","2024-09-25","","00351000","民間給与実態統計調査","00351","国税庁","10401","【参考】国税局別表　第4表　国税局別及び業種別の給与所得者数・給与額　（1年を通じて勤務した給与所得者）　（2008年～）","03","労働・賃金","02","賃金・労働条件","民間給与実態統計","結果表","【参考】国税局別表　第4表　国税局別及び業種別の給与所得者数・給与額　（1年を通じて勤務した給与所得者）　（2008年～）","",""
"0003446822","民間給与実態統計 結果表","年次","201601-201612","2022-11-24","0","該当なし","1170","2024-09-25","","00351000","民間給与実態統計調査","00351","国税庁","10402","【参考】国税局別表　第4表　国税局別及び業種別の給与所得者数・給与額　（1年を通じて勤務した給与所得者（乙欄適用者を除く））　（2020年～）","03","労働・賃金","02","賃金・労働条件","民間給与実態統計","結果表","【参考】国税局別表　第4表　国税局別及び業種別の給与所得者数・給与額　（1年を通じて勤務した給与所得者（乙欄適用者を除く））　（2020年～）","",""
"0003045940","民間給与実態統計 結果表","年次","201601-201612","2022-11-24","0","該当なし","68040","2022-11-25","","00351000","民間給与実態統計調査","00351","国税庁","10501","【参考】国税局別表　第5表　国税局別及び給与階級別の納税者数・非納税者数　（1年を通じて勤務した給与所得者）　（2007年～）","03","労働・賃金","02","賃金・労働条件","民間給与実態統計","結果表","【参考】国税局別表　第5表　国税局別及び給与階級別の納税者数・非納税者数　（1年を通じて勤務した給与所得者）　（2007年～）","",""
"0003045941","民間給与実態統計 結果表","年次","201601-201612","2022-11-24","0","該当なし","5265","2022-11-25","","00351000","民間給与実態統計調査","00351","国税庁","10601","【参考】国税局別表　第6表　国税局別の給与所得者数・給与額　（1年を通じて勤務した給与所得者）　（2007年～）","03","労働・賃金","02","賃金・労働条件","民間給与実態統計","結果表","【参考】国税局別表　第6表　国税局別の給与所得者数・給与額　（1年を通じて勤務した給与所得者）　（2007年～）","",""
"0004009600","民間給与実態統計 結果表（新たな復元推計手法により計算）","年次","0","2024-01-31","0","該当なし","729","2024-09-25","","00351000","民間給与実態統計調査","00351","国税庁","00101","全国計表　第1表　給与所得者数・給与額・税額　事業所規模別　（2014年～）","03","労働・賃金","02","賃金・労働条件","民間給与実態統計","結果表（新たな復元推計手法により計算）","全国計表　第1表　給与所得者数・給与額・税額　事業所規模別　（2014年～）","",""
"0004009601","民間給与実態統計 結果表（新たな復元推計手法により計算）","年次","0","2024-01-31","0","該当なし","648","2024-09-25","","00351000","民間給与実態統計調査","00351","国税庁","00102","全国計表　第1表　給与所得者数・給与額・税額　企業規模別　（2014年～）","03","労働・賃金","02","賃金・労働条件","民間給与実態統計","結果表（新たな復元推計手法により計算）","全国計表　第1表　給与所得者数・給与額・税額　企業規模別　（2014年～）","",""
"0004009602","民間給与実態統計 結果表（新たな復元推計手法により計算）","年次","0","2024-01-31","0","該当なし","1215","2024-09-25","","00351000","民間給与実態統計調査","00351","国税庁","00103","全国計表　第1表　給与所得者数・給与額・税額　業種別　（2014年～）","03","労働・賃金","02","賃金・労働条件","民間給与実態統計","結果表（新たな復元推計手法により計算）","全国計表　第1表　給与所得者数・給与額・税額　業種別　（2014年～）","",""
"0004009603","民間給与実態統計 結果表（新たな復元推計手法により計算）","年次","0","2024-01-31","0","該当なし","2592","2024-09-25","","00351000","民間給与実態統計調査","00351","国税庁","00201","全国計表　第2表　給与所得者数・給与額・源泉徴収義務者数　企業規模別・事業所規模別　（2014年～）","03","労働・賃金","02","賃金・労働条件","民間給与実態統計","結果表（新たな復元推計手法により計算）","全国計表　第2表　給与所得者数・給与額・源泉徴収義務者数　企業規模別・事業所規模別　（2014年～）","",""
"0004009604","民間給与実態統計 結果表（新たな復元推計手法により計算）","年次","0","2024-01-31","0","該当なし","4860","2024-09-25","","00351000","民間給与実態統計調査","00351","国税庁","00202","全国計表　第2表　給与所得者数・給与額・源泉徴収義務者数　業種別・事業所規模別　（2014年～）","03","労働・賃金","02","賃金・労働条件","民間給与実態統計","結果表（新たな復元推計手法により計算）","全国計表　第2表　給与所得者数・給与額・源泉徴収義務者数　業種別・事業所規模別　（2014年～）","",""
"0004009605","民間給与実態統計 結果表（新たな復元推計手法により計算）","年次","0","2024-01-31","0","該当なし","4320","2024-09-25","","00351000","民間給与実態統計調査","00351","国税庁","00203","全国計表　第2表　給与所得者数・給与額・源泉徴収義務者数　業種別・企業規模別　（2014年～）","03","労働・賃金","02","賃金・労働条件","民間給与実態統計","結果表（新たな復元推計手法により計算）","全国計表　第2表　給与所得者数・給与額・源泉徴収義務者数　業種別・企業規模別　（2014年～）","",""
"0004009606","民間給与実態統計 結果表（新たな復元推計手法により計算）","年次","0","2024-01-31","0","該当なし","14580","2024-09-25","","00351000","民間給与実態統計調査","00351","国税庁","00301","全国計表　第3表　給与階級別の総括表　１年を通じて勤務した給与所得者・１年未満勤続者　（2014年～）","03","労働・賃金","02","賃金・労働条件","民間給与実態統計","結果表（新たな復元推計手法により計算）","全国計表　第3表　給与階級別の総括表　１年を通じて勤務した給与所得者・１年未満勤続者　（2014年～）","",""
"0004009607","民間給与実態統計 結果表（新たな復元推計手法により計算）","年次","0","2024-01-31","0","該当なし","29160","2024-09-25","","00351000","民間給与実態統計調査","00351","国税庁","00401","全国計表　第4表　事業所規模別及び給与階級別の総括表　（2014年～）","03","労働・賃金","02","賃金・労働条件","民間給与実態統計","結果表（新たな復元推計手法により計算）","全国計表　第4表　事業所規模別及び給与階級別の総括表　（2014年～）","",""
"0004009608","民間給与実態統計 結果表（新たな復元推計手法により計算）","年次","0","2024-01-31","0","該当なし","40095","2024-09-25","","00351000","民間給与実態統計調査","00351","国税庁","00501","全国計表　第5表　事業所規模別及び給与階級別の給与所得者数・給与額　（1年を通じて勤務した給与所得者）　（2014年～）","03","労働・賃金","02","賃金・労働条件","民間給与実態統計","結果表（新たな復元推計手法により計算）","全国計表　第5表　事業所規模別及び給与階級別の給与所得者数・給与額　（1年を通じて勤務した給与所得者）　（2014年～）","",""
"0004009609","民間給与実態統計 結果表（新たな復元推計手法により計算）","年次","0","2024-01-31","0","該当なし","25920","2024-09-25","","00351000","民間給与実態統計調査","00351","国税庁","00601","全国計表　第6表　企業規模別及び給与階級別の総括表　合計　（2014年～）","03","労働・賃金","02","賃金・労働条件","民間給与実態統計","結果表（新たな復元推計手法により計算）","全国計表　第6表　企業規模別及び給与階級別の総括表　合計　（2014年～）","",""
"0004009610","民間給与実態統計 結果表（新たな復元推計手法により計算）","年次","0","2024-01-31","0","該当なし","25920","2024-09-25","","00351000","民間給与実態統計調査","00351","国税庁","00602","全国計表　第6表　企業規模別及び給与階級別の総括表　役員　（2014年～）","03","労働・賃金","02","賃金・労働条件","民間給与実態統計","結果表（新たな復元推計手法により計算）","全国計表　第6表　企業規模別及び給与階級別の総括表　役員　（2014年～）","",""
"0004009680","民間給与実態統計 結果表（新たな復元推計手法により計算）","年次","0","2024-01-31","0","該当なし","20160","2024-01-31","","00351000","民間給与実態統計調査","00351","国税庁","00603","全国計表　第6表　企業規模別及び給与階級別の総括表　正規　（2014年～）","03","労働・賃金","02","賃金・労働条件","民間給与実態統計","結果表（新たな復元推計手法により計算）","全国計表　第6表　企業規模別及び給与階級別の総括表　正規　（2014年～）","",""
"0004009681","民間給与実態統計 結果表（新たな復元推計手法により計算）","年次","0","2024-01-31","0","該当なし","20160","2024-01-31","","00351000","民間給与実態統計調査","00351","国税庁","00604","全国計表　第6表　企業規模別及び給与階級別の総括表　非正規　（2014年～）","03","労働・賃金","02","賃金・労働条件","民間給与実態統計","結果表（新たな復元推計手法により計算）","全国計表　第6表　企業規模別及び給与階級別の総括表　非正規　（2014年～）","",""
"0004009613","民間給与実態統計 結果表（新たな復元推計手法により計算）","年次","0","2024-01-31","0","該当なし","32805","2024-09-25","","00351000","民間給与実態統計調査","00351","国税庁","00701","全国計表　第7表　企業規模別及び給与階級別の給与所得者数・給与額　合計（1年を通じて勤務した給与所得者）　（2014年～）","03","労働・賃金","02","賃金・労働条件","民間給与実態統計","結果表（新たな復元推計手法により計算）","全国計表　第7表　企業規模別及び給与階級別の給与所得者数・給与額　合計（1年を通じて勤務した給与所得者）　（2014年～）","",""
"0004009614","民間給与実態統計 結果表（新たな復元推計手法により計算）","年次","0","2024-01-31","0","該当なし","29160","2024-09-25","","00351000","民間給与実態統計調査","00351","国税庁","00702","全国計表　第7表　企業規模別及び給与階級別の給与所得者数・給与額　役員(１年を通じて勤務した給与所得者)　（2014年～）","03","労働・賃金","02","賃金・労働条件","民間給与実態統計","結果表（新たな復元推計手法により計算）","全国計表　第7表　企業規模別及び給与階級別の給与所得者数・給与額　役員(１年を通じて勤務した給与所得者)　（2014年～）","",""
"0004009682","民間給与実態統計 結果表（新たな復元推計手法により計算）","年次","0","2024-01-31","0","該当なし","25515","2024-01-31","","00351000","民間給与実態統計調査","00351","国税庁","00703","全国計表　第7表　企業規模別及び給与階級別の給与所得者数・給与額　正規（１年を通じて勤務した給与所得者）　（2014年～）","03","労働・賃金","02","賃金・労働条件","民間給与実態統計","結果表（新たな復元推計手法により計算）","全国計表　第7表　企業規模別及び給与階級別の給与所得者数・給与額　正規（１年を通じて勤務した給与所得者）　（2014年～）","",""
"0004009683","民間給与実態統計 結果表（新たな復元推計手法により計算）","年次","0","2024-01-31","0","該当なし","25515","2024-01-31","","00351000","民間給与実態統計調査","00351","国税庁","00704","全国計表　第7表　企業規模別及び給与階級別の給与所得者数・給与額　非正規（１年を通じて勤務した給与所得者）　（2014年～）","03","労働・賃金","02","賃金・労働条件","民間給与実態統計","結果表（新たな復元推計手法により計算）","全国計表　第7表　企業規模別及び給与階級別の給与所得者数・給与額　非正規（１年を通じて勤務した給与所得者）　（2014年～）","",""
"0004009617","民間給与実態統計 結果表（新たな復元推計手法により計算）","年次","0","2024-01-31","0","該当なし","36450","2024-09-25","","00351000","民間給与実態統計調査","00351","国税庁","00803","全国計表　第8表　業種別及び給与階級別の給与所得者数・給与額　総括表（１年を通じて勤務した給与所得者）　（2014年～）","03","労働・賃金","02","賃金・労働条件","民間給与実態統計","結果表（新たな復元推計手法により計算）","全国計表　第8表　業種別及び給与階級別の給与所得者数・給与額　総括表（１年を通じて勤務した給与所得者）　（2014年～）","",""
"0004009618","民間給与実態統計 結果表（新たな復元推計手法により計算）","年次","0","2024-01-31","0","該当なし","2025","2024-09-25","","00351000","民間給与実態統計調査","00351","国税庁","00804","全国計表　第8表　業種別及び給与階級別の給与所得者数　　１年未満勤続の給与所得者数　（2014年～）","03","労働・賃金","02","賃金・労働条件","民間給与実態統計","結果表（新たな復元推計手法により計算）","全国計表　第8表　業種別及び給与階級別の給与所得者数　　１年未満勤続の給与所得者数　（2014年～）","",""
"0004009619","民間給与実態統計 結果表（新たな復元推計手法により計算）","年次","0","2024-01-31","0","該当なし","2025","2024-09-25","","00351000","民間給与実態統計調査","00351","国税庁","00805","全国計表　第8表　業種別及び給与階級別の給与所得者数　　１年未満勤続の給与所得者数（乙欄適用者を除く）　（2014年～）","03","労働・賃金","02","賃金・労働条件","民間給与実態統計","結果表（新たな復元推計手法により計算）","全国計表　第8表　業種別及び給与階級別の給与所得者数　　１年未満勤続の給与所得者数（乙欄適用者を除く）　（2014年～）","",""
"0004009620","民間給与実態統計 結果表（新たな復元推計手法により計算）","年次","0","2024-01-31","0","該当なし","54675","2024-09-25","","00351000","民間給与実態統計調査","00351","国税庁","00902","全国計表　第9表　業種別及び給与階級別の給与所得者数・給与額　業種別（1年を通じて勤務した給与所得者）　（2014年～）","03","労働・賃金","02","賃金・労働条件","民間給与実態統計","結果表（新たな復元推計手法により計算）","全国計表　第9表　業種別及び給与階級別の給与所得者数・給与額　業種別（1年を通じて勤務した給与所得者）　（2014年～）","",""
"0004009621","民間給与実態統計 結果表（新たな復元推計手法により計算）","年次","0","2024-01-31","0","該当なし","18954","2024-09-25","","00351000","民間給与実態統計調査","00351","国税庁","01001","全国計表　第10表　事業所規模別及び年齢階層別の給与所得者数・給与額　（1年を通じて勤務した給与所得者）　（2014年～）","03","労働・賃金","02","賃金・労働条件","民間給与実態統計","結果表（新たな復元推計手法により計算）","全国計表　第10表　事業所規模別及び年齢階層別の給与所得者数・給与額　（1年を通じて勤務した給与所得者）　（2014年～）","",""
"0004009622","民間給与実態統計 結果表（新たな復元推計手法により計算）","年次","0","2024-01-31","0","該当なし","16848","2024-09-25","","00351000","民間給与実態統計調査","00351","国税庁","01101","全国計表　第11表　企業規模別及び年齢階層別の給与所得者数・給与額　（1年を通じて勤務した給与所得者）　（2014年～）","03","労働・賃金","02","賃金・労働条件","民間給与実態統計","結果表（新たな復元推計手法により計算）","全国計表　第11表　企業規模別及び年齢階層別の給与所得者数・給与額　（1年を通じて勤務した給与所得者）　（2014年～）","",""
"0004009623","民間給与実態統計 結果表（新たな復元推計手法により計算）","年次","0","2024-01-31","0","該当なし","5265","2024-09-25","","00351000","民間給与実態統計調査","00351","国税庁","01201","全国計表　第12表　業種別及び年齢階層別の給与所得者数・給与額　（1年を通じて勤務した給与所得者）　（2014年～）","03","労働・賃金","02","賃金・労働条件","民間給与実態統計","結果表（新たな復元推計手法により計算）","全国計表　第12表　業種別及び年齢階層別の給与所得者数・給与額　（1年を通じて勤務した給与所得者）　（2014年～）","",""
"0004009625","民間給与実態統計 結果表（新たな復元推計手法により計算）","年次","0","2024-01-31","0","該当なし","5265","2024-09-25","","00351000","民間給与実態統計調査","00351","国税庁","01202","全国計表　第12表　業種別及び年齢階層別の給与所得者数・給与額　（1年を通じて勤務した給与所得者（乙欄適用者を除く））（2014年～）","03","労働・賃金","02","賃金・労働条件","民間給与実態統計","結果表（新たな復元推計手法により計算）","全国計表　第12表　業種別及び年齢階層別の給与所得者数・給与額　（1年を通じて勤務した給与所得者（乙欄適用者を除く））（2014年～）","",""
"0004009624","民間給与実態統計 結果表（新たな復元推計手法により計算）","年次","0","2024-01-31","0","該当なし","13122","2024-09-25","","00351000","民間給与実態統計調査","00351","国税庁","01301","全国計表　第13表　事業所規模別及び勤続年数別の給与所得者数・給与額　（1年を通じて勤務した給与所得者）　（2014年～）","03","労働・賃金","02","賃金・労働条件","民間給与実態統計","結果表（新たな復元推計手法により計算）","全国計表　第13表　事業所規模別及び勤続年数別の給与所得者数・給与額　（1年を通じて勤務した給与所得者）　（2014年～）","",""
"0004009626","民間給与実態統計 結果表（新たな復元推計手法により計算）","年次","0","2024-01-31","0","該当なし","11664","2024-09-25","","00351000","民間給与実態統計調査","00351","国税庁","01401","全国計表　第14表　企業規模別及び勤続年数別の給与所得者数・給与額　（1年を通じて勤務した給与所得者）　（2014年～）","03","労働・賃金","02","賃金・労働条件","民間給与実態統計","結果表（新たな復元推計手法により計算）","全国計表　第14表　企業規模別及び勤続年数別の給与所得者数・給与額　（1年を通じて勤務した給与所得者）　（2014年～）","",""
"0004009627","民間給与実態統計 結果表（新たな復元推計手法により計算）","年次","0","2024-01-31","0","該当なし","3645","2024-09-25","","00351000","民間給与実態統計調査","00351","国税庁","01501","全国計表　第15表　業種別及び勤続年数別の給与所得者数・給与額　（1年を通じて勤務した給与所得者）　（2014年～）","03","労働・賃金","02","賃金・労働条件","民間給与実態統計","結果表（新たな復元推計手法により計算）","全国計表　第15表　業種別及び勤続年数別の給与所得者数・給与額　（1年を通じて勤務した給与所得者）　（2014年～）","",""
"0004009628","民間給与実態統計 結果表（新たな復元推計手法により計算）","年次","0","2024-01-31","0","該当なし","3645","2024-09-25","","00351000","民間給与実態統計調査","00351","国税庁","01502","全国計表　第15表　業種別及び勤続年数別の給与所得者数・給与額　（1年を通じて勤務した給与所得者（乙欄適用者を除く））　（2014年～）","03","労働・賃金","02","賃金・労働条件","民間給与実態統計","結果表（新たな復元推計手法により計算）","全国計表　第15表　業種別及び勤続年数別の給与所得者数・給与額　（1年を通じて勤務した給与所得者（乙欄適用者を除く））　（2014年～）","",""
"0004009629","民間給与実態統計 結果表（新たな復元推計手法により計算）","年次","0","2024-01-31","0","該当なし","14580","2024-09-25","","00351000","民間給与実態統計調査","00351","国税庁","01601","全国計表　第16表　給与階級別の納税者数・非納税者数　　（2014年～）","03","労働・賃金","02","賃金・労働条件","民間給与実態統計","結果表（新たな復元推計手法により計算）","全国計表　第16表　給与階級別の納税者数・非納税者数　　（2014年～）","",""
"0004009630","民間給与実態統計 結果表（新たな復元推計手法により計算）","年次","0","2024-01-31","0","該当なし","56394","2024-09-25","","00351000","民間給与実態統計調査","00351","国税庁","01701","全国計表　第17表　給与階級別の諸控除　総括表（年末調整を行った１年を通じて勤務した給与所得者）　（2014年～）","03","労働・賃金","02","賃金・労働条件","民間給与実態統計","結果表（新たな復元推計手法により計算）","全国計表　第17表　給与階級別の諸控除　総括表（年末調整を行った１年を通じて勤務した給与所得者）　（2014年～）","",""
"0004009631","民間給与実態統計 結果表（新たな復元推計手法により計算）","年次","0","2024-01-31","0","該当なし","35100","2024-09-25","","00351000","民間給与実態統計調査","00351","国税庁","01702","全国計表　第17表　給与階級別の諸控除　扶養人員別の社会保険料及び生命保険料控除（年末調整を行った１年を通じて勤務した給与所得者）　（2014年～）","03","労働・賃金","02","賃金・労働条件","民間給与実態統計","結果表（新たな復元推計手法により計算）","全国計表　第17表　給与階級別の諸控除　扶養人員別の社会保険料及び生命保険料控除（年末調整を行った１年を通じて勤務した給与所得者）　（2014年～）","",""
"0004009632","民間給与実態統計 結果表（新たな復元推計手法により計算）","年次","0","2024-01-31","0","該当なし","15210","2024-09-25","","00351000","民間給与実態統計調査","00351","国税庁","01801","全国計表　第18表　給与階級別の扶養人員別表　年末調整を行った１年を通じて勤務した給与所得者　（2014年～）","03","労働・賃金","02","賃金・労働条件","民間給与実態統計","結果表（新たな復元推計手法により計算）","全国計表　第18表　給与階級別の扶養人員別表　年末調整を行った１年を通じて勤務した給与所得者　（2014年～）","",""
"0004009633","民間給与実態統計 結果表（新たな復元推計手法により計算）","年次","0","2024-01-31","0","該当なし","9360","2024-09-25","","00351000","民間給与実態統計調査","00351","国税庁","01802","全国計表　第18表　給与階級別の扶養人員別表　年末調整を行った１年未満勤続者　（2014年～）","03","労働・賃金","02","賃金・労働条件","民間給与実態統計","結果表（新たな復元推計手法により計算）","全国計表　第18表　給与階級別の扶養人員別表　年末調整を行った１年未満勤続者　（2014年～）","",""
"0004009634","民間給与実態統計 結果表（新たな復元推計手法により計算）","年次","0","2024-01-31","0","該当なし","9720","2024-09-25","","00351000","民間給与実態統計調査","00351","国税庁","01901","全国計表　第19表　給与階級別年末調整を行わなかった給与所得者数・給与額・税額　１年を通じて勤務した給与所得者・１年未満勤続者別　（2014年～）","03","労働・賃金","02","賃金・労働条件","民間給与実態統計","結果表（新たな復元推計手法により計算）","全国計表　第19表　給与階級別年末調整を行わなかった給与所得者数・給与額・税額　１年を通じて勤務した給与所得者・１年未満勤続者別　（2014年～）","",""
"0004009635","民間給与実態統計 結果表（新たな復元推計手法により計算）","年次","0","2024-01-31","0","該当なし","549","2024-09-25","","00351000","民間給与実態統計調査","00351","国税庁","01902","全国計表　第19表　給与階級別年末調整を行わなかった給与所得者数・給与額・税額　給与額が２，０００万円を超える給与所得者数・給与額等（1年を通じて勤務した給与所得者）　（2014年～）","03","労働・賃金","02","賃金・労働条件","民間給与実態統計","結果表（新たな復元推計手法により計算）","全国計表　第19表　給与階級別年末調整を行わなかった給与所得者数・給与額・税額　給与額が２，０００万円を超える給与所得者数・給与額等（1年を通じて勤務した給与所得者）　（2014年～）","",""
"0004009636","民間給与実態統計 結果表（新たな復元推計手法により計算）","年次","0","2024-01-31","0","該当なし","810","2024-09-25","","00351000","民間給与実態統計調査","00351","国税庁","01903","全国計表　第19表　給与階級別年末調整を行わなかった給与所得者数・給与額・税額　給与額が２，０００万円を超える者の扶養人員別表（1年を通じて勤務した給与所得者）　（2014年～）","03","労働・賃金","02","賃金・労働条件","民間給与実態統計","結果表（新たな復元推計手法により計算）","全国計表　第19表　給与階級別年末調整を行わなかった給与所得者数・給与額・税額　給与額が２，０００万円を超える者の扶養人員別表（1年を通じて勤務した給与所得者）　（2014年～）","",""
"0004009637","民間給与実態統計 結果表（新たな復元推計手法により計算）","年次","0","2024-01-31","0","該当なし","2106","2024-09-25","","00351000","民間給与実態統計調査","00351","国税庁","10101","【参考】国税局別表　第1表　国税局別・事業所規模別･企業規模別及び業種別の給与所得者数　事業所規模別　（2014年～）","03","労働・賃金","02","賃金・労働条件","民間給与実態統計","結果表（新たな復元推計手法により計算）","【参考】国税局別表　第1表　国税局別・事業所規模別･企業規模別及び業種別の給与所得者数　事業所規模別　（2014年～）","",""
"0004009638","民間給与実態統計 結果表（新たな復元推計手法により計算）","年次","0","2024-01-31","0","該当なし","1872","2024-09-25","","00351000","民間給与実態統計調査","00351","国税庁","10102","【参考】国税局別表　第1表　国税局別・事業所規模別･企業規模別及び業種別の給与所得者数　企業規模別　（2014年～）","03","労働・賃金","02","賃金・労働条件","民間給与実態統計","結果表（新たな復元推計手法により計算）","【参考】国税局別表　第1表　国税局別・事業所規模別･企業規模別及び業種別の給与所得者数　企業規模別　（2014年～）","",""
"0004009639","民間給与実態統計 結果表（新たな復元推計手法により計算）","年次","0","2024-01-31","0","該当なし","3510","2024-09-25","","00351000","民間給与実態統計調査","00351","国税庁","10103","【参考】国税局別表　第1表　国税局別・事業所規模別･企業規模別及び業種別の給与所得者数　業種別　（2014年～）","03","労働・賃金","02","賃金・労働条件","民間給与実態統計","結果表（新たな復元推計手法により計算）","【参考】国税局別表　第1表　国税局別・事業所規模別･企業規模別及び業種別の給与所得者数　業種別　（2014年～）","",""
"0004009640","民間給与実態統計 結果表（新たな復元推計手法により計算）","年次","0","2024-01-31","0","該当なし","18954","2024-09-25","","00351000","民間給与実態統計調査","00351","国税庁","10201","【参考】国税局別表　第2表　国税局別及び事業所規模別の給与所得者数・給与額　（1年を通じて勤務した給与所得者）　（2014年～）","03","労働・賃金","02","賃金・労働条件","民間給与実態統計","結果表（新たな復元推計手法により計算）","【参考】国税局別表　第2表　国税局別及び事業所規模別の給与所得者数・給与額　（1年を通じて勤務した給与所得者）　（2014年～）","",""
"0004009641","民間給与実態統計 結果表（新たな復元推計手法により計算）","年次","0","2024-01-31","0","該当なし","16848","2024-09-25","","00351000","民間給与実態統計調査","00351","国税庁","10301","【参考】国税局別表　第3表　国税局別及び企業規模別の給与所得者数・給与額　（1年を通じて勤務した給与所得者）　（2014年～）","03","労働・賃金","02","賃金・労働条件","民間給与実態統計","結果表（新たな復元推計手法により計算）","【参考】国税局別表　第3表　国税局別及び企業規模別の給与所得者数・給与額　（1年を通じて勤務した給与所得者）　（2014年～）","",""
"0004009642","民間給与実態統計 結果表（新たな復元推計手法により計算）","年次","0","2024-01-31","0","該当なし","5265","2024-09-25","","00351000","民間給与実態統計調査","00351","国税庁","10401","【参考】国税局別表　第4表　国税局別及び業種別の給与所得者数・給与額　（1年を通じて勤務した給与所得者）　（2014年～）","03","労働・賃金","02","賃金・労働条件","民間給与実態統計","結果表（新たな復元推計手法により計算）","【参考】国税局別表　第4表　国税局別及び業種別の給与所得者数・給与額　（1年を通じて勤務した給与所得者）　（2014年～）","",""
"0004009643","民間給与実態統計 結果表（新たな復元推計手法により計算）","年次","0","2024-01-31","0","該当なし","5265","2024-09-25","","00351000","民間給与実態統計調査","00351","国税庁","10402","【参考】国税局別表　第4表　国税局別及び業種別の給与所得者数・給与額　（1年を通じて勤務した給与所得者（乙欄適用者を除く））　（2014年～）","03","労働・賃金","02","賃金・労働条件","民間給与実態統計","結果表（新たな復元推計手法により計算）","【参考】国税局別表　第4表　国税局別及び業種別の給与所得者数・給与額　（1年を通じて勤務した給与所得者（乙欄適用者を除く））　（2014年～）","",""
"0004009644","民間給与実態統計 結果表（新たな復元推計手法により計算）","年次","0","2024-01-31","0","該当なし","43740","2024-09-25","","00351000","民間給与実態統計調査","00351","国税庁","10501","【参考】国税局別表　第5表　国税局別及び給与階級別の納税者数・非納税者数　（1年を通じて勤務した給与所得者）　（2014年～）","03","労働・賃金","02","賃金・労働条件","民間給与実態統計","結果表（新たな復元推計手法により計算）","【参考】国税局別表　第5表　国税局別及び給与階級別の納税者数・非納税者数　（1年を通じて勤務した給与所得者）　（2014年～）","",""
"0004009645","民間給与実態統計 結果表（新たな復元推計手法により計算）","年次","0","2024-01-31","0","該当なし","3159","2024-09-25","","00351000","民間給与実態統計調査","00351","国税庁","10601","【参考】国税局別表　第6表　国税局別の給与所得者数・給与額　（1年を通じて勤務した給与所得者）　（2014年～）","03","労働・賃金","02","賃金・労働条件","民間給与実態統計","結果表（新たな復元推計手法により計算）","【参考】国税局別表　第6表　国税局別の給与所得者数・給与額　（1年を通じて勤務した給与所得者）　（2014年～）","",""
