"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_EXPLANATION","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","TITLE_SPEC.TABLE_SUB_CATEGORY1"
"0002009606","園芸施設共済統計表 確報 平成30年度農業災害補償制度園芸施設共済統計表","年度次","201804-201903","2023-02-28","0","該当なし","7380","2023-03-22","","00500608","園芸施設共済統計表","00500","農林水産省","3-2","都道府県別統計表 被害・支払 プラスチックハウス２類","04","農林水産業","01","農業","園芸施設共済統計表","確報","都道府県別統計表","被害・支払","","平成30年度農業災害補償制度園芸施設共済統計表","プラスチックハウス２類"
"0002009607","園芸施設共済統計表 確報 平成30年度農業災害補償制度園芸施設共済統計表","年度次","201804-201903","2023-02-28","0","該当なし","5639","2023-03-22","","00500608","園芸施設共済統計表","00500","農林水産省","3-2","都道府県別統計表 被害・支払 プラスチックハウス３類","04","農林水産業","01","農業","園芸施設共済統計表","確報","都道府県別統計表","被害・支払","","平成30年度農業災害補償制度園芸施設共済統計表","プラスチックハウス３類"
"0002009608","園芸施設共済統計表 確報 平成30年度農業災害補償制度園芸施設共済統計表","年度次","201804-201903","2023-02-28","0","該当なし","5895","2023-03-22","","00500608","園芸施設共済統計表","00500","農林水産省","3-2","都道府県別統計表 被害・支払 プラスチックハウス４類甲","04","農林水産業","01","農業","園芸施設共済統計表","確報","都道府県別統計表","被害・支払","","平成30年度農業災害補償制度園芸施設共済統計表","プラスチックハウス４類甲"
"0002009609","園芸施設共済統計表 確報 平成30年度農業災害補償制度園芸施設共済統計表","年度次","201804-201903","2023-02-28","0","該当なし","5310","2023-03-22","","00500608","園芸施設共済統計表","00500","農林水産省","3-2","都道府県別統計表 被害・支払 プラスチックハウス４類乙","04","農林水産業","01","農業","園芸施設共済統計表","確報","都道府県別統計表","被害・支払","","平成30年度農業災害補償制度園芸施設共済統計表","プラスチックハウス４類乙"
"0002009610","園芸施設共済統計表 確報 平成30年度農業災害補償制度園芸施設共済統計表","年度次","201804-201903","2023-02-28","0","該当なし","4920","2023-03-22","","00500608","園芸施設共済統計表","00500","農林水産省","3-2","都道府県別統計表 被害・支払 プラスチックハウス５類","04","農林水産業","01","農業","園芸施設共済統計表","確報","都道府県別統計表","被害・支払","","平成30年度農業災害補償制度園芸施設共済統計表","プラスチックハウス５類"
"0002009611","園芸施設共済統計表 確報 平成30年度農業災害補償制度園芸施設共済統計表","年度次","201804-201903","2023-02-28","0","該当なし","3810","2023-03-22","","00500608","園芸施設共済統計表","00500","農林水産省","3-2","都道府県別統計表 被害・支払 プラスチックハウス６類","04","農林水産業","01","農業","園芸施設共済統計表","確報","都道府県別統計表","被害・支払","","平成30年度農業災害補償制度園芸施設共済統計表","プラスチックハウス６類"
"0002009612","園芸施設共済統計表 確報 平成30年度農業災害補償制度園芸施設共済統計表","年度次","201804-201903","2023-02-28","0","該当なし","1275","2023-03-22","","00500608","園芸施設共済統計表","00500","農林水産省","3-2","都道府県別統計表 被害・支払 プラスチックハウス７類","04","農林水産業","01","農業","園芸施設共済統計表","確報","都道府県別統計表","被害・支払","","平成30年度農業災害補償制度園芸施設共済統計表","プラスチックハウス７類"
"0002009613","園芸施設共済統計表 確報 平成30年度農業災害補償制度園芸施設共済統計表","年度次","201804-201903","2023-02-28","0","該当なし","5174","2023-03-22","","00500608","園芸施設共済統計表","00500","農林水産省","3-2","都道府県別統計表 被害・支払 月別被害棟数（施設区分別）","04","農林水産業","01","農業","園芸施設共済統計表","確報","都道府県別統計表","被害・支払","","平成30年度農業災害補償制度園芸施設共済統計表","月別被害棟数（施設区分別）"
"0002009614","園芸施設共済統計表 確報 平成30年度農業災害補償制度園芸施設共済統計表","年度次","201804-201903","2023-02-28","0","該当なし","3174","2023-03-22","","00500608","園芸施設共済統計表","00500","農林水産省","3-3","都道府県別統計表 収支 組合等の収支（施設区分別）","04","農林水産業","01","農業","園芸施設共済統計表","確報","都道府県別統計表","収支","","平成30年度農業災害補償制度園芸施設共済統計表","組合等の収支（施設区分別）"
"0002009615","園芸施設共済統計表 確報 平成30年度農業災害補償制度園芸施設共済統計表","年度次","201804-201903","2023-02-28","0","該当なし","1710","2023-03-22","","00500608","園芸施設共済統計表","00500","農林水産省","3-3","都道府県別統計表 収支 連合会の収支（施設区分別）","04","農林水産業","01","農業","園芸施設共済統計表","確報","都道府県別統計表","収支","","平成30年度農業災害補償制度園芸施設共済統計表","連合会の収支（施設区分別）"
"0002009616","園芸施設共済統計表 確報 平成30年度農業災害補償制度園芸施設共済統計表","年度次","201804-201903","2023-02-28","0","該当なし","3174","2023-03-22","","00500608","園芸施設共済統計表","00500","農林水産省","3-3","都道府県別統計表 収支 政府特別会計の収支（施設区分別）","04","農林水産業","01","農業","園芸施設共済統計表","確報","都道府県別統計表","収支","","平成30年度農業災害補償制度園芸施設共済統計表","政府特別会計の収支（施設区分別）"
"0002009617","園芸施設共済統計表 確報 平成30年度農業災害補償制度園芸施設共済統計表","年度次","201804-201903","2023-02-28","0","該当なし","2862","2023-03-22","","00500608","園芸施設共済統計表","00500","農林水産省","3-3","都道府県別統計表 収支 共済掛金計の収支（施設区分別）","04","農林水産業","01","農業","園芸施設共済統計表","確報","都道府県別統計表","収支","","平成30年度農業災害補償制度園芸施設共済統計表","共済掛金計の収支（施設区分別）"
"0002009618","園芸施設共済統計表 確報 平成30年度農業災害補償制度園芸施設共済統計表","年度次","201804-201903","2023-02-28","0","該当なし","10017","2023-03-22","","00500608","園芸施設共済統計表","00500","農林水産省","3-4","都道府県別統計表 金額被害率 合計（全種別の計）","04","農林水産業","01","農業","園芸施設共済統計表","確報","都道府県別統計表","金額被害率","","平成30年度農業災害補償制度園芸施設共済統計表","合計（全種別の計）"
"0002009619","園芸施設共済統計表 確報 平成30年度農業災害補償制度園芸施設共済統計表","年度次","201804-201903","2023-02-28","0","該当なし","2640","2023-03-22","","00500608","園芸施設共済統計表","00500","農林水産省","4","都道府県別統計表 参考資料 年度別金額被害率（施設区分別）","04","農林水産業","01","農業","園芸施設共済統計表","確報","都道府県別統計表","参考資料","","平成30年度農業災害補償制度園芸施設共済統計表","年度別金額被害率（施設区分別）"
