"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY3","TITLE_SPEC.TABLE_NAME"
"0004019998","病院報告 令和３年病院報告 閲覧（閲覧表） 二次医療圏","年次","202101-202112","2024-09-05","0","全国","766","2026-02-20","","00450023","病院報告","00450","厚生労働省","E26","１日平均外来患者数，一般病院（再掲）・二次医療圏別","15","社会保障・衛生","05","医療","病院報告","令和３年病院報告","閲覧（閲覧表）","二次医療圏","１日平均外来患者数，一般病院（再掲）・二次医療圏別"
"0004024123","病院報告 令和４年病院報告 全国編 総覧","年次","202201-202212","2025-02-27","0","全国","108","2026-02-20","","00450023","病院報告","00450","厚生労働省","J1-1","総括表（病院の種類）","15","社会保障・衛生","05","医療","病院報告","令和４年病院報告","全国編","総覧","総括表（病院の種類）"
"0004024124","病院報告 令和４年病院報告 全国編 総覧","年次","202201-202212","2025-02-27","0","全国","84","2026-02-20","","00450023","病院報告","00450","厚生労働省","J1-2","総括表（病床の種類）","15","社会保障・衛生","05","医療","病院報告","令和４年病院報告","全国編","総覧","総括表（病床の種類）"
"0004024125","病院報告 令和４年病院報告 全国編 年次推移","年次","202201-202212","2025-02-27","0","全国","540","2026-02-20","","00450023","病院報告","00450","厚生労働省","J2","在院患者延数・新入院患者数・退院患者数，病床－病院の種類・年次別","15","社会保障・衛生","05","医療","病院報告","令和４年病院報告","全国編","年次推移","在院患者延数・新入院患者数・退院患者数，病床－病院の種類・年次別"
"0004024126","病院報告 令和４年病院報告 全国編 年次推移","年次","202201-202212","2025-02-27","0","全国","60","2026-02-20","","00450023","病院報告","00450","厚生労働省","J5","外来患者延数，病院の種類・年次別","15","社会保障・衛生","05","医療","病院報告","令和４年病院報告","全国編","年次推移","外来患者延数，病院の種類・年次別"
"0004024127","病院報告 令和４年病院報告 全国編 年次推移","年次","202201-202212","2025-02-27","0","全国","105","2026-02-20","","00450023","病院報告","00450","厚生労働省","J6-1","１日平均在院患者数，病床の種類・年次別","15","社会保障・衛生","05","医療","病院報告","令和４年病院報告","全国編","年次推移","１日平均在院患者数，病床の種類・年次別"
"0004024128","病院報告 令和４年病院報告 全国編 年次推移","年次","202201-202212","2025-02-27","0","全国","30","2026-02-20","","00450023","病院報告","00450","厚生労働省","J6-2","１日平均外来患者数，年次別","15","社会保障・衛生","05","医療","病院報告","令和４年病院報告","全国編","年次推移","１日平均外来患者数，年次別"
"0004024129","病院報告 令和４年病院報告 全国編 年次推移","年次","202201-202212","2025-02-27","0","全国","375","2026-02-20","","00450023","病院報告","00450","厚生労働省","J7","病床利用率，平均在院日数，病床－病院の種類・年次別","15","社会保障・衛生","05","医療","病院報告","令和４年病院報告","全国編","年次推移","病床利用率，平均在院日数，病床－病院の種類・年次別"
"0004024132","病院報告 令和４年病院報告 全国編 月別推移","年次","202201-202212","2025-02-27","0","全国","39","2026-02-20","","00450023","病院報告","00450","厚生労働省","J13","外来患者延数，月・病院の種類別","15","社会保障・衛生","05","医療","病院報告","令和４年病院報告","全国編","月別推移","外来患者延数，月・病院の種類別"
"0004024133","病院報告 令和４年病院報告 全国編 月別推移","年次","202201-202212","2025-02-27","0","全国","78","2026-02-20","","00450023","病院報告","00450","厚生労働省","J14","地域医療支援病院，月・患者数・月末病床利用率・平均在院日数別","15","社会保障・衛生","05","医療","病院報告","令和４年病院報告","全国編","月別推移","地域医療支援病院，月・患者数・月末病床利用率・平均在院日数別"
"0004024130","病院報告 令和４年病院報告 全国編 月別推移","年次","202201-202212","2025-02-27","0","全国","858","2026-02-20","","00450023","病院報告","00450","厚生労働省","J9-1","在院患者延数・月末在院患者数・新入院患者数・退院患者数・月末病床利用率・病床数，月・病院ー病床の種類別","15","社会保障・衛生","05","医療","病院報告","令和４年病院報告","全国編","月別推移","在院患者延数・月末在院患者数・新入院患者数・退院患者数・月末病床利用率・病床数，月・病院ー病床の種類別"
"0004024131","病院報告 令和４年病院報告 全国編 月別推移","年次","202201-202212","2025-02-27","0","全国","559","2026-02-20","","00450023","病院報告","00450","厚生労働省","J9-2","在院患者延数・月末在院患者数・新入院患者数・退院患者数・平均在院日数・月末病床利用率・病床数，月・病床の種類別","15","社会保障・衛生","05","医療","病院報告","令和４年病院報告","全国編","月別推移","在院患者延数・月末在院患者数・新入院患者数・退院患者数・平均在院日数・月末病床利用率・病床数，月・病床の種類別"
"0004024134","病院報告 令和４年病院報告 全国編 開設者","年次","202201-202212","2025-02-27","0","全国","2232","2026-02-20","","00450023","病院報告","00450","厚生労働省","J18","在院患者延数・新入院患者数・退院患者数・病床利用率・病床数（６月末現在）・平均在院日数，病院－病床の種類・開設者（小分類）別","15","社会保障・衛生","05","医療","病院報告","令和４年病院報告","全国編","開設者","在院患者延数・新入院患者数・退院患者数・病床利用率・病床数（６月末現在）・平均在院日数，病院－病床の種類・開設者（小分類）別"
"0004024135","病院報告 令和４年病院報告 全国編 開設者","年次","202201-202212","2025-02-27","0","全国","124","2026-02-20","","00450023","病院報告","00450","厚生労働省","J21","外来患者延数，病院の種類・開設者（小分類）別","15","社会保障・衛生","05","医療","病院報告","令和４年病院報告","全国編","開設者","外来患者延数，病院の種類・開設者（小分類）別"
"0004024136","病院報告 令和４年病院報告 全国編 開設者","年次","202201-202212","2025-02-27","0","全国","310","2026-02-20","","00450023","病院報告","00450","厚生労働省","J22","病院数（６月末現在），病院の種類・開設者（小分類）別","15","社会保障・衛生","05","医療","病院報告","令和４年病院報告","全国編","開設者","病院数（６月末現在），病院の種類・開設者（小分類）別"
"0004024137","病院報告 令和４年病院報告 全国編 開設者","年次","202201-202212","2025-02-27","0","全国","1302","2026-02-20","","00450023","病院報告","00450","厚生労働省","J26","在院患者延数・新入院患者数・退院患者数・病床利用率・病床数（６月末現在）・平均在院日数，病床の種類・開設者（小分類）別","15","社会保障・衛生","05","医療","病院報告","令和４年病院報告","全国編","開設者","在院患者延数・新入院患者数・退院患者数・病床利用率・病床数（６月末現在）・平均在院日数，病床の種類・開設者（小分類）別"
"0004024138","病院報告 令和４年病院報告 全国編 病床規模","年次","202201-202212","2025-02-27","0","全国","1080","2026-02-20","","00450023","病院報告","00450","厚生労働省","J32","在院患者延数・新入院患者数・退院患者数・病床利用率・病床数（６月末現在）・平均在院日数，病院－病床の種類・病床規模別","15","社会保障・衛生","05","医療","病院報告","令和４年病院報告","全国編","病床規模","在院患者延数・新入院患者数・退院患者数・病床利用率・病床数（６月末現在）・平均在院日数，病院－病床の種類・病床規模別"
"0004024139","病院報告 令和４年病院報告 全国編 病床規模","年次","202201-202212","2025-02-27","0","全国","60","2026-02-20","","00450023","病院報告","00450","厚生労働省","J35","外来患者延数，病院の種類・病床規模別","15","社会保障・衛生","05","医療","病院報告","令和４年病院報告","全国編","病床規模","外来患者延数，病院の種類・病床規模別"
"0004024160","病院報告 令和４年病院報告 全国編 病床規模","年次","202201-202212","2025-02-27","0","全国","150","2026-02-20","","00450023","病院報告","00450","厚生労働省","J36","病院数（６月末現在），病院の種類・病床規模別","15","社会保障・衛生","05","医療","病院報告","令和４年病院報告","全国編","病床規模","病院数（６月末現在），病院の種類・病床規模別"
"0004024161","病院報告 令和４年病院報告 全国編 病床規模","年次","202201-202212","2025-02-27","0","全国","630","2026-02-20","","00450023","病院報告","00450","厚生労働省","J40","在院患者延数・新入院患者数・退院患者数・病床利用率・病床数（６月末現在）・平均在院日数，病床の種類・病床規模別","15","社会保障・衛生","05","医療","病院報告","令和４年病院報告","全国編","病床規模","在院患者延数・新入院患者数・退院患者数・病床利用率・病床数（６月末現在）・平均在院日数，病床の種類・病床規模別"
"0004024162","病院報告 令和４年病院報告 全国編 療養病床","年次","202201-202212","2025-02-27","0","全国","196","2026-02-20","","00450023","病院報告","00450","厚生労働省","J46","療養病床・介護療養病床の患者数・病床利用率・平均在院日数，開設者（大分類）・病院－診療所別","15","社会保障・衛生","05","医療","病院報告","令和４年病院報告","全国編","療養病床","療養病床・介護療養病床の患者数・病床利用率・平均在院日数，開設者（大分類）・病院－診療所別"
"0004024163","病院報告 令和４年病院報告 全国編 療養病床","年次","202201-202212","2025-02-27","0","全国","234","2026-02-20","","00450023","病院報告","00450","厚生労働省","J47","病院・診療所の療養病床，月・患者数・月末病床利用率・平均在院日数・月末病床数別","15","社会保障・衛生","05","医療","病院報告","令和４年病院報告","全国編","療養病床","病院・診療所の療養病床，月・患者数・月末病床利用率・平均在院日数・月末病床数別"
"0004024164","病院報告 令和４年病院報告 全国編 療養病床","年次","202201-202212","2025-02-27","0","全国","234","2026-02-20","","00450023","病院報告","00450","厚生労働省","J50","病院・診療所の介護療養病床，月・患者数・月末病床利用率・平均在院日数・月末病床数別","15","社会保障・衛生","05","医療","病院報告","令和４年病院報告","全国編","療養病床","病院・診療所の介護療養病床，月・患者数・月末病床利用率・平均在院日数・月末病床数別"
"0004024165","病院報告 令和４年病院報告 都道府県編 都道府県・指定都市・特別区・中核市","年次","202201-202212","2025-02-27","0","全国","9432","2026-02-20","","00450023","病院報告","00450","厚生労働省","G1","在院患者延数・新入院患者数・退院患者数・病床利用率・病床数（６月末現在）・平均在院日数，病院－病床の種類・都道府県－指定都市・特別区・中核市（再掲）別","15","社会保障・衛生","05","医療","病院報告","令和４年病院報告","都道府県編","都道府県・指定都市・特別区・中核市","在院患者延数・新入院患者数・退院患者数・病床利用率・病床数（６月末現在）・平均在院日数，病院－病床の種類・都道府県－指定都市・特別区・中核市（再掲）別"
"0004024165","病院報告 令和４年病院報告 都道府県編 都道府県・指定都市・特別区・中核市","年次","202201-202212","2025-02-27","0","都道府県","9432","2026-02-20","","00450023","病院報告","00450","厚生労働省","G1","在院患者延数・新入院患者数・退院患者数・病床利用率・病床数（６月末現在）・平均在院日数，病院－病床の種類・都道府県－指定都市・特別区・中核市（再掲）別","15","社会保障・衛生","05","医療","病院報告","令和４年病院報告","都道府県編","都道府県・指定都市・特別区・中核市","在院患者延数・新入院患者数・退院患者数・病床利用率・病床数（６月末現在）・平均在院日数，病院－病床の種類・都道府県－指定都市・特別区・中核市（再掲）別"
"0004024169","病院報告 令和４年病院報告 都道府県編 都道府県・指定都市・特別区・中核市","年次","202201-202212","2025-02-27","0","全国","3144","2026-02-20","","00450023","病院報告","00450","厚生労働省","G15","在院患者延数・新入院患者数・退院患者数・外来患者延数，病床規模・都道府県－指定都市・特別区・中核市（再掲）別","15","社会保障・衛生","05","医療","病院報告","令和４年病院報告","都道府県編","都道府県・指定都市・特別区・中核市","在院患者延数・新入院患者数・退院患者数・外来患者延数，病床規模・都道府県－指定都市・特別区・中核市（再掲）別"
"0004024169","病院報告 令和４年病院報告 都道府県編 都道府県・指定都市・特別区・中核市","年次","202201-202212","2025-02-27","0","都道府県","3144","2026-02-20","","00450023","病院報告","00450","厚生労働省","G15","在院患者延数・新入院患者数・退院患者数・外来患者延数，病床規模・都道府県－指定都市・特別区・中核市（再掲）別","15","社会保障・衛生","05","医療","病院報告","令和４年病院報告","都道府県編","都道府県・指定都市・特別区・中核市","在院患者延数・新入院患者数・退院患者数・外来患者延数，病床規模・都道府県－指定都市・特別区・中核市（再掲）別"
"0004024166","病院報告 令和４年病院報告 都道府県編 都道府県・指定都市・特別区・中核市","年次","202201-202212","2025-02-27","0","全国","524","2026-02-20","","00450023","病院報告","00450","厚生労働省","G4","外来患者延数，病院の種類・都道府県－指定都市・特別区・中核市（再掲）別","15","社会保障・衛生","05","医療","病院報告","令和４年病院報告","都道府県編","都道府県・指定都市・特別区・中核市","外来患者延数，病院の種類・都道府県－指定都市・特別区・中核市（再掲）別"
"0004024166","病院報告 令和４年病院報告 都道府県編 都道府県・指定都市・特別区・中核市","年次","202201-202212","2025-02-27","0","都道府県","524","2026-02-20","","00450023","病院報告","00450","厚生労働省","G4","外来患者延数，病院の種類・都道府県－指定都市・特別区・中核市（再掲）別","15","社会保障・衛生","05","医療","病院報告","令和４年病院報告","都道府県編","都道府県・指定都市・特別区・中核市","外来患者延数，病院の種類・都道府県－指定都市・特別区・中核市（再掲）別"
"0004024167","病院報告 令和４年病院報告 都道府県編 都道府県・指定都市・特別区・中核市","年次","202201-202212","2025-02-27","0","全国","1310","2026-02-20","","00450023","病院報告","00450","厚生労働省","G5","病院数（６月末現在），病院の種類・都道府県－指定都市・特別区・中核市（再掲）別","15","社会保障・衛生","05","医療","病院報告","令和４年病院報告","都道府県編","都道府県・指定都市・特別区・中核市","病院数（６月末現在），病院の種類・都道府県－指定都市・特別区・中核市（再掲）別"
"0004024167","病院報告 令和４年病院報告 都道府県編 都道府県・指定都市・特別区・中核市","年次","202201-202212","2025-02-27","0","都道府県","1310","2026-02-20","","00450023","病院報告","00450","厚生労働省","G5","病院数（６月末現在），病院の種類・都道府県－指定都市・特別区・中核市（再掲）別","15","社会保障・衛生","05","医療","病院報告","令和４年病院報告","都道府県編","都道府県・指定都市・特別区・中核市","病院数（６月末現在），病院の種類・都道府県－指定都市・特別区・中核市（再掲）別"
"0004024168","病院報告 令和４年病院報告 都道府県編 都道府県・指定都市・特別区・中核市","年次","202201-202212","2025-02-27","0","全国","5633","2026-02-20","","00450023","病院報告","00450","厚生労働省","G9","在院患者延数・新入院患者数・退院患者数・病床利用率・病床数（６月末現在）・平均在院日数，病床の種類・都道府県－指定都市・特別区・中核市（再掲）別","15","社会保障・衛生","05","医療","病院報告","令和４年病院報告","都道府県編","都道府県・指定都市・特別区・中核市","在院患者延数・新入院患者数・退院患者数・病床利用率・病床数（６月末現在）・平均在院日数，病床の種類・都道府県－指定都市・特別区・中核市（再掲）別"
"0004024168","病院報告 令和４年病院報告 都道府県編 都道府県・指定都市・特別区・中核市","年次","202201-202212","2025-02-27","0","都道府県","5633","2026-02-20","","00450023","病院報告","00450","厚生労働省","G9","在院患者延数・新入院患者数・退院患者数・病床利用率・病床数（６月末現在）・平均在院日数，病床の種類・都道府県－指定都市・特別区・中核市（再掲）別","15","社会保障・衛生","05","医療","病院報告","令和４年病院報告","都道府県編","都道府県・指定都市・特別区・中核市","在院患者延数・新入院患者数・退院患者数・病床利用率・病床数（６月末現在）・平均在院日数，病床の種類・都道府県－指定都市・特別区・中核市（再掲）別"
"0004024170","病院報告 令和４年病院報告 都道府県編 人口10万対1日平均患者数","年次","202201-202212","2025-02-27","0","全国","1179","2026-02-20","","00450023","病院報告","00450","厚生労働省","G19-1","人口１０万対１日平均在院患者数・人口１０万対１日平均新入院患者数・人口１０万対１日平均退院患者数，病院の種類・都道府県－指定都市・特別区・中核市（再掲）別","15","社会保障・衛生","05","医療","病院報告","令和４年病院報告","都道府県編","人口10万対1日平均患者数","人口１０万対１日平均在院患者数・人口１０万対１日平均新入院患者数・人口１０万対１日平均退院患者数，病院の種類・都道府県－指定都市・特別区・中核市（再掲）別"
"0004024170","病院報告 令和４年病院報告 都道府県編 人口10万対1日平均患者数","年次","202201-202212","2025-02-27","0","都道府県","1179","2026-02-20","","00450023","病院報告","00450","厚生労働省","G19-1","人口１０万対１日平均在院患者数・人口１０万対１日平均新入院患者数・人口１０万対１日平均退院患者数，病院の種類・都道府県－指定都市・特別区・中核市（再掲）別","15","社会保障・衛生","05","医療","病院報告","令和４年病院報告","都道府県編","人口10万対1日平均患者数","人口１０万対１日平均在院患者数・人口１０万対１日平均新入院患者数・人口１０万対１日平均退院患者数，病院の種類・都道府県－指定都市・特別区・中核市（再掲）別"
"0004024171","病院報告 令和４年病院報告 都道府県編 人口10万対1日平均患者数","年次","202201-202212","2025-02-27","0","全国","2358","2026-02-20","","00450023","病院報告","00450","厚生労働省","G19-2","人口１０万対１日平均在院患者数・人口１０万対１日平均新入院患者数・人口１０万対１日平均退院患者数，病床の種類・都道府県－指定都市・特別区・中核市（再掲）別","15","社会保障・衛生","05","医療","病院報告","令和４年病院報告","都道府県編","人口10万対1日平均患者数","人口１０万対１日平均在院患者数・人口１０万対１日平均新入院患者数・人口１０万対１日平均退院患者数，病床の種類・都道府県－指定都市・特別区・中核市（再掲）別"
"0004024171","病院報告 令和４年病院報告 都道府県編 人口10万対1日平均患者数","年次","202201-202212","2025-02-27","0","都道府県","2358","2026-02-20","","00450023","病院報告","00450","厚生労働省","G19-2","人口１０万対１日平均在院患者数・人口１０万対１日平均新入院患者数・人口１０万対１日平均退院患者数，病床の種類・都道府県－指定都市・特別区・中核市（再掲）別","15","社会保障・衛生","05","医療","病院報告","令和４年病院報告","都道府県編","人口10万対1日平均患者数","人口１０万対１日平均在院患者数・人口１０万対１日平均新入院患者数・人口１０万対１日平均退院患者数，病床の種類・都道府県－指定都市・特別区・中核市（再掲）別"
"0004024172","病院報告 令和４年病院報告 都道府県編 人口10万対1日平均患者数","年次","202201-202212","2025-02-27","0","全国","524","2026-02-20","","00450023","病院報告","00450","厚生労働省","G22","人口１０万対１日平均外来患者数，病院の種類・都道府県－指定都市・特別区・中核市（再掲）別","15","社会保障・衛生","05","医療","病院報告","令和４年病院報告","都道府県編","人口10万対1日平均患者数","人口１０万対１日平均外来患者数，病院の種類・都道府県－指定都市・特別区・中核市（再掲）別"
"0004024172","病院報告 令和４年病院報告 都道府県編 人口10万対1日平均患者数","年次","202201-202212","2025-02-27","0","都道府県","524","2026-02-20","","00450023","病院報告","00450","厚生労働省","G22","人口１０万対１日平均外来患者数，病院の種類・都道府県－指定都市・特別区・中核市（再掲）別","15","社会保障・衛生","05","医療","病院報告","令和４年病院報告","都道府県編","人口10万対1日平均患者数","人口１０万対１日平均外来患者数，病院の種類・都道府県－指定都市・特別区・中核市（再掲）別"
"0004024173","病院報告 令和４年病院報告 都道府県編 療養病床","年次","202201-202212","2025-02-27","0","全国","1834","2026-02-20","","00450023","病院報告","00450","厚生労働省","G23","病院・診療所の療養病床，患者数・病床利用率・平均在院日数・都道府県－指定都市・特別区・中核市（再掲）別","15","社会保障・衛生","05","医療","病院報告","令和４年病院報告","都道府県編","療養病床","病院・診療所の療養病床，患者数・病床利用率・平均在院日数・都道府県－指定都市・特別区・中核市（再掲）別"
"0004024173","病院報告 令和４年病院報告 都道府県編 療養病床","年次","202201-202212","2025-02-27","0","都道府県","1834","2026-02-20","","00450023","病院報告","00450","厚生労働省","G23","病院・診療所の療養病床，患者数・病床利用率・平均在院日数・都道府県－指定都市・特別区・中核市（再掲）別","15","社会保障・衛生","05","医療","病院報告","令和４年病院報告","都道府県編","療養病床","病院・診療所の療養病床，患者数・病床利用率・平均在院日数・都道府県－指定都市・特別区・中核市（再掲）別"
"0004024174","病院報告 令和４年病院報告 都道府県編 療養病床","年次","202201-202212","2025-02-27","0","全国","1834","2026-02-20","","00450023","病院報告","00450","厚生労働省","G25","病院・診療所の介護療養病床，患者数・病床利用率・平均在院日数・都道府県－指定都市・特別区・中核市（再掲）別","15","社会保障・衛生","05","医療","病院報告","令和４年病院報告","都道府県編","療養病床","病院・診療所の介護療養病床，患者数・病床利用率・平均在院日数・都道府県－指定都市・特別区・中核市（再掲）別"
"0004024174","病院報告 令和４年病院報告 都道府県編 療養病床","年次","202201-202212","2025-02-27","0","都道府県","1834","2026-02-20","","00450023","病院報告","00450","厚生労働省","G25","病院・診療所の介護療養病床，患者数・病床利用率・平均在院日数・都道府県－指定都市・特別区・中核市（再掲）別","15","社会保障・衛生","05","医療","病院報告","令和４年病院報告","都道府県編","療養病床","病院・診療所の介護療養病床，患者数・病床利用率・平均在院日数・都道府県－指定都市・特別区・中核市（再掲）別"
"0004024175","病院報告 令和４年病院報告 閲覧（閲覧表） 全国","年次","202201-202212","2025-02-27","0","全国","496","2026-02-20","","00450023","病院報告","00450","厚生労働省","E1","１日平均在院患者数・１日平均新入院患者数・１日平均退院患者数・１日平均外来患者数，病院の種類・開設者（小分類）別","15","社会保障・衛生","05","医療","病院報告","令和４年病院報告","閲覧（閲覧表）","全国","１日平均在院患者数・１日平均新入院患者数・１日平均退院患者数・１日平均外来患者数，病院の種類・開設者（小分類）別"
"0004024176","病院報告 令和４年病院報告 閲覧（閲覧表） 全国","年次","202201-202212","2025-02-27","0","全国","315","2026-02-20","","00450023","病院報告","00450","厚生労働省","E5","１日平均在院患者数・１日平均新入院患者数・１日平均退院患者数，病床の種類・病床規模別","15","社会保障・衛生","05","医療","病院報告","令和４年病院報告","閲覧（閲覧表）","全国","１日平均在院患者数・１日平均新入院患者数・１日平均退院患者数，病床の種類・病床規模別"
"0004024177","病院報告 令和４年病院報告 閲覧（閲覧表） 全国","年次","202201-202212","2025-02-27","0","全国","60","2026-02-20","","00450023","病院報告","00450","厚生労働省","E8","１日平均外来患者数，病院の種類・病床規模別","15","社会保障・衛生","05","医療","病院報告","令和４年病院報告","閲覧（閲覧表）","全国","１日平均外来患者数，病院の種類・病床規模別"
"0004024179","病院報告 令和４年病院報告 閲覧（閲覧表） 都道府県・指定都市・特別区・中核市","年次","202201-202212","2025-02-27","0","全国","4716","2026-02-20","","00450023","病院報告","00450","厚生労働省","E13","１日平均在院患者数・１日平均新入院患者数・１日平均退院患者数，病院－病床の種類・都道府県－指定都市・特別区・中核市（再掲）別","15","社会保障・衛生","05","医療","病院報告","令和４年病院報告","閲覧（閲覧表）","都道府県・指定都市・特別区・中核市","１日平均在院患者数・１日平均新入院患者数・１日平均退院患者数，病院－病床の種類・都道府県－指定都市・特別区・中核市（再掲）別"
"0004024179","病院報告 令和４年病院報告 閲覧（閲覧表） 都道府県・指定都市・特別区・中核市","年次","202201-202212","2025-02-27","0","都道府県","4716","2026-02-20","","00450023","病院報告","00450","厚生労働省","E13","１日平均在院患者数・１日平均新入院患者数・１日平均退院患者数，病院－病床の種類・都道府県－指定都市・特別区・中核市（再掲）別","15","社会保障・衛生","05","医療","病院報告","令和４年病院報告","閲覧（閲覧表）","都道府県・指定都市・特別区・中核市","１日平均在院患者数・１日平均新入院患者数・１日平均退院患者数，病院－病床の種類・都道府県－指定都市・特別区・中核市（再掲）別"
"0004024180","病院報告 令和４年病院報告 閲覧（閲覧表） 都道府県・指定都市・特別区・中核市","年次","202201-202212","2025-02-27","0","全国","524","2026-02-20","","00450023","病院報告","00450","厚生労働省","E16","１日平均外来患者数，病院の種類・都道府県－指定都市・特別区・中核市（再掲）別","15","社会保障・衛生","05","医療","病院報告","令和４年病院報告","閲覧（閲覧表）","都道府県・指定都市・特別区・中核市","１日平均外来患者数，病院の種類・都道府県－指定都市・特別区・中核市（再掲）別"
"0004024180","病院報告 令和４年病院報告 閲覧（閲覧表） 都道府県・指定都市・特別区・中核市","年次","202201-202212","2025-02-27","0","都道府県","524","2026-02-20","","00450023","病院報告","00450","厚生労働省","E16","１日平均外来患者数，病院の種類・都道府県－指定都市・特別区・中核市（再掲）別","15","社会保障・衛生","05","医療","病院報告","令和４年病院報告","閲覧（閲覧表）","都道府県・指定都市・特別区・中核市","１日平均外来患者数，病院の種類・都道府県－指定都市・特別区・中核市（再掲）別"
"0004024181","病院報告 令和４年病院報告 閲覧（閲覧表） 都道府県・指定都市・特別区・中核市","年次","202201-202212","2025-02-27","0","全国","2751","2026-02-20","","00450023","病院報告","00450","厚生労働省","E17","１日平均在院患者数・１日平均新入院患者数・１日平均退院患者数，病床の種類・都道府県－指定都市・特別区・中核市（再掲）別","15","社会保障・衛生","05","医療","病院報告","令和４年病院報告","閲覧（閲覧表）","都道府県・指定都市・特別区・中核市","１日平均在院患者数・１日平均新入院患者数・１日平均退院患者数，病床の種類・都道府県－指定都市・特別区・中核市（再掲）別"
"0004024181","病院報告 令和４年病院報告 閲覧（閲覧表） 都道府県・指定都市・特別区・中核市","年次","202201-202212","2025-02-27","0","都道府県","2751","2026-02-20","","00450023","病院報告","00450","厚生労働省","E17","１日平均在院患者数・１日平均新入院患者数・１日平均退院患者数，病床の種類・都道府県－指定都市・特別区・中核市（再掲）別","15","社会保障・衛生","05","医療","病院報告","令和４年病院報告","閲覧（閲覧表）","都道府県・指定都市・特別区・中核市","１日平均在院患者数・１日平均新入院患者数・１日平均退院患者数，病床の種類・都道府県－指定都市・特別区・中核市（再掲）別"
"0004024178","病院報告 令和４年病院報告 閲覧（閲覧表） 都道府県・指定都市・特別区・中核市","年次","202201-202212","2025-02-27","0","全国","22008","2026-02-20","","00450023","病院報告","00450","厚生労働省","E9","在院患者延数・新入院患者数・退院患者数・外来患者延数，開設者（中分類）・都道府県－指定都市・特別区・中核市（再掲）・精神科病院－一般病院別","15","社会保障・衛生","05","医療","病院報告","令和４年病院報告","閲覧（閲覧表）","都道府県・指定都市・特別区・中核市","在院患者延数・新入院患者数・退院患者数・外来患者延数，開設者（中分類）・都道府県－指定都市・特別区・中核市（再掲）・精神科病院－一般病院別"
"0004024178","病院報告 令和４年病院報告 閲覧（閲覧表） 都道府県・指定都市・特別区・中核市","年次","202201-202212","2025-02-27","0","都道府県","22008","2026-02-20","","00450023","病院報告","00450","厚生労働省","E9","在院患者延数・新入院患者数・退院患者数・外来患者延数，開設者（中分類）・都道府県－指定都市・特別区・中核市（再掲）・精神科病院－一般病院別","15","社会保障・衛生","05","医療","病院報告","令和４年病院報告","閲覧（閲覧表）","都道府県・指定都市・特別区・中核市","在院患者延数・新入院患者数・退院患者数・外来患者延数，開設者（中分類）・都道府県－指定都市・特別区・中核市（再掲）・精神科病院－一般病院別"
"0004024182","病院報告 令和４年病院報告 閲覧（閲覧表） 都道府県","年次","202201-202212","2025-02-27","0","全国","864","2026-02-20","","00450023","病院報告","00450","厚生労働省","E20","１日平均在院患者数・１日平均外来患者数・病院数（６月末現在），病床規模・都道府県別","15","社会保障・衛生","05","医療","病院報告","令和４年病院報告","閲覧（閲覧表）","都道府県","１日平均在院患者数・１日平均外来患者数・病院数（６月末現在），病床規模・都道府県別"
"0004024182","病院報告 令和４年病院報告 閲覧（閲覧表） 都道府県","年次","202201-202212","2025-02-27","0","都道府県","864","2026-02-20","","00450023","病院報告","00450","厚生労働省","E20","１日平均在院患者数・１日平均外来患者数・病院数（６月末現在），病床規模・都道府県別","15","社会保障・衛生","05","医療","病院報告","令和４年病院報告","閲覧（閲覧表）","都道府県","１日平均在院患者数・１日平均外来患者数・病院数（６月末現在），病床規模・都道府県別"
"0004024183","病院報告 令和４年病院報告 閲覧（閲覧表） 二次医療圏","年次","202201-202212","2025-02-27","0","全国","2298","2026-02-20","","00450023","病院報告","00450","厚生労働省","E23","病床利用率・平均在院日数，療養病床－一般病床（再掲）・二次医療圏別","15","社会保障・衛生","05","医療","病院報告","令和４年病院報告","閲覧（閲覧表）","二次医療圏","病床利用率・平均在院日数，療養病床－一般病床（再掲）・二次医療圏別"
"0004024184","病院報告 令和４年病院報告 閲覧（閲覧表） 二次医療圏","年次","202201-202212","2025-02-27","0","全国","1532","2026-02-20","","00450023","病院報告","00450","厚生労働省","E25","１日平均在院患者数，一般病院（再掲）・二次医療圏別","15","社会保障・衛生","05","医療","病院報告","令和４年病院報告","閲覧（閲覧表）","二次医療圏","１日平均在院患者数，一般病院（再掲）・二次医療圏別"
