"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_CATEGORY"
"0003347815","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","該当なし","210","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","117","- Ｑ９〔インターネット利用についての家庭のルール〕Ｑ１０〔子供のインターネットに関する啓発や学習の経験〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ９〔インターネット利用についての家庭のルール〕Ｑ１０〔子供のインターネットに関する啓発や学習の経験〕","-"
"0003347816","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","該当なし","240","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","117","- Ｑ９〔インターネット利用についての家庭のルール〕Ｑ１１〔保護者のインターネットに関する啓発や学習の経験〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ９〔インターネット利用についての家庭のルール〕Ｑ１１〔保護者のインターネットに関する啓発や学習の経験〕","-"
"0003347817","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","該当なし","225","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","117","- Ｑ９〔インターネット利用についての家庭のルール〕Ｑ１２〔インターネット利用におけるトラブルの相談〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ９〔インターネット利用についての家庭のルール〕Ｑ１２〔インターネット利用におけるトラブルの相談〕","-"
"0003347818","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","該当なし","75","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","117","- Ｑ９〔インターネット利用についての家庭のルール〕Ｑ１３〔フィルタリングの認知度〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ９〔インターネット利用についての家庭のルール〕Ｑ１３〔フィルタリングの認知度〕","-"
"0003347819","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","該当なし","270","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","117","- Ｑ９〔インターネット利用についての家庭のルール〕Ｑ１４〔子供のインターネット利用に必要な取組〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ９〔インターネット利用についての家庭のルール〕Ｑ１４〔子供のインターネット利用に必要な取組〕","-"
"0003347820","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","該当なし","105","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","117","- Ｑ９〔インターネット利用についての家庭のルール〕Ｆ１〔子供との続柄〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ９〔インターネット利用についての家庭のルール〕Ｆ１〔子供との続柄〕","-"
"0003347821","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","該当なし","165","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","117","- Ｑ９〔インターネット利用についての家庭のルール〕Ｆ２〔年齢〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ９〔インターネット利用についての家庭のルール〕Ｆ２〔年齢〕","-"
"0003347822","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","該当なし","345","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","117","- Ｑ９〔インターネット利用についての家庭のルール〕Ｆ１・Ｆ２〔続柄・年代別〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ９〔インターネット利用についての家庭のルール〕Ｆ１・Ｆ２〔続柄・年代別〕","-"
"0003347823","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","該当なし","315","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","117","- Ｑ９〔インターネット利用についての家庭のルール〕Ｆ３・Ｆ４〔子供の性・年齢別〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ９〔インターネット利用についての家庭のルール〕Ｆ３・Ｆ４〔子供の性・年齢別〕","-"
"0003347824","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","該当なし","60","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","117","- Ｑ９〔インターネット利用についての家庭のルール〕Ｆ６〔兄・姉の有無〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ９〔インターネット利用についての家庭のルール〕Ｆ６〔兄・姉の有無〕","-"
"0003347825","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","該当なし","90","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","117","- Ｑ９〔インターネット利用についての家庭のルール〕Ｆ７〔兄・姉の年齢〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ９〔インターネット利用についての家庭のルール〕Ｆ７〔兄・姉の年齢〕","-"
"0003347826","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","該当なし","64","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","118","- Ｑ１０〔子供のインターネットに関する啓発や学習の経験〕調査方法〔訪問・ＷＥＢ・郵送〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ１０〔子供のインターネットに関する啓発や学習の経験〕調査方法〔訪問・ＷＥＢ・郵送〕","-"
"0003347827","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","該当なし","48","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","118","- Ｑ１０〔子供のインターネットに関する啓発や学習の経験〕Ｆ３〔子供の性別〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ１０〔子供のインターネットに関する啓発や学習の経験〕Ｆ３〔子供の性別〕","-"
"0003347828","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","該当なし","176","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","118","- Ｑ１０〔子供のインターネットに関する啓発や学習の経験〕Ｆ４〔子供の年齢別〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ１０〔子供のインターネットに関する啓発や学習の経験〕Ｆ４〔子供の年齢別〕","-"
"0003347829","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","該当なし","208","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","118","- Ｑ１０〔子供のインターネットに関する啓発や学習の経験〕Ｆ５〔通園・通学別〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ１０〔子供のインターネットに関する啓発や学習の経験〕Ｆ５〔通園・通学別〕","-"
"0003347830","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","都道府県","112","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","118","- Ｑ１０〔子供のインターネットに関する啓発や学習の経験〕〔地域〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ１０〔子供のインターネットに関する啓発や学習の経験〕〔地域〕","-"
"0003347831","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","都道府県","96","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","118","- Ｑ１０〔子供のインターネットに関する啓発や学習の経験〕〔都市規模〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ１０〔子供のインターネットに関する啓発や学習の経験〕〔都市規模〕","-"
"0003347832","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","都道府県","768","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","118","- Ｑ１０〔子供のインターネットに関する啓発や学習の経験〕〔都道府県〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ１０〔子供のインターネットに関する啓発や学習の経験〕〔都道府県〕","-"
"0003347833","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","該当なし","448","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","118","- Ｑ１０〔子供のインターネットに関する啓発や学習の経験〕Ｑ１〔機器の利用状況〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ１０〔子供のインターネットに関する啓発や学習の経験〕Ｑ１〔機器の利用状況〕","-"
"0003347834","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","該当なし","1520","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","118","- Ｑ１０〔子供のインターネットに関する啓発や学習の経験〕Ｑ２〔機器の専用・共用（Ａ１スマホ～Ｇ１インターネット接続テレビ）〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ１０〔子供のインターネットに関する啓発や学習の経験〕Ｑ２〔機器の専用・共用（Ａ１スマホ～Ｇ１インターネット接続テレビ）〕","-"
"0003347835","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","該当なし","480","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","118","- Ｑ１０〔子供のインターネットに関する啓発や学習の経験〕【全数】Ｑ３〔ネット利用状況（ネット利用まとめ）〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ１０〔子供のインターネットに関する啓発や学習の経験〕【全数】Ｑ３〔ネット利用状況（ネット利用まとめ）〕","-"
"0003347836","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","該当なし","1520","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","118","- Ｑ１０〔子供のインターネットに関する啓発や学習の経験〕【全数】Ｑ３〔ネット利用状況〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ１０〔子供のインターネットに関する啓発や学習の経験〕【全数】Ｑ３〔ネット利用状況〕","-"
"0003347837","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","該当なし","1008","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","118","- Ｑ１０〔子供のインターネットに関する啓発や学習の経験〕Ｑ４〔ネットの単独操作（Ａ１スマホ～Ｇ１インターネット接続テレビ）〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ１０〔子供のインターネットに関する啓発や学習の経験〕Ｑ４〔ネットの単独操作（Ａ１スマホ～Ｇ１インターネット接続テレビ）〕","-"
"0003347838","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","該当なし","3328","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","118","- Ｑ１０〔子供のインターネットに関する啓発や学習の経験〕Ｑ５〔ネット利用項目（Ａ１スマホ～Ｇ１インターネット接続テレビ）〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ１０〔子供のインターネットに関する啓発や学習の経験〕Ｑ５〔ネット利用項目（Ａ１スマホ～Ｇ１インターネット接続テレビ）〕","-"
"0003347839","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","該当なし","2736","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","118","- Ｑ１０〔子供のインターネットに関する啓発や学習の経験〕Ｑ６〔ネット利用時間（Ａ１～Ｇ１の合計時間）〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ１０〔子供のインターネットに関する啓発や学習の経験〕Ｑ６〔ネット利用時間（Ａ１～Ｇ１の合計時間）〕","-"
"0003347840","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","該当なし","192","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","118","- Ｑ１０〔子供のインターネットに関する啓発や学習の経験〕Ｑ７〔インターネット利用上での経験〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ１０〔子供のインターネットに関する啓発や学習の経験〕Ｑ７〔インターネット利用上での経験〕","-"
"0003347841","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","該当なし","2544","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","118","- Ｑ１０〔子供のインターネットに関する啓発や学習の経験〕Ｑ８〔保護者としての取組（Ａ１スマホ～Ｇ１インターネット接続テレビ）〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ１０〔子供のインターネットに関する啓発や学習の経験〕Ｑ８〔保護者としての取組（Ａ１スマホ～Ｇ１インターネット接続テレビ）〕","-"
"0003347842","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","該当なし","208","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","118","- Ｑ１０〔子供のインターネットに関する啓発や学習の経験〕Ｑ９〔インターネット利用についての家庭のルール〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ１０〔子供のインターネットに関する啓発や学習の経験〕Ｑ９〔インターネット利用についての家庭のルール〕","-"
"0003347843","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","該当なし","224","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","118","- Ｑ１０〔子供のインターネットに関する啓発や学習の経験〕Ｑ１０〔子供のインターネットに関する啓発や学習の経験〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ１０〔子供のインターネットに関する啓発や学習の経験〕Ｑ１０〔子供のインターネットに関する啓発や学習の経験〕","-"
"0003347844","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","該当なし","256","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","118","- Ｑ１０〔子供のインターネットに関する啓発や学習の経験〕Ｑ１１〔保護者のインターネットに関する啓発や学習の経験〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ１０〔子供のインターネットに関する啓発や学習の経験〕Ｑ１１〔保護者のインターネットに関する啓発や学習の経験〕","-"
"0003347845","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","該当なし","240","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","118","- Ｑ１０〔子供のインターネットに関する啓発や学習の経験〕Ｑ１２〔インターネット利用におけるトラブルの相談〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ１０〔子供のインターネットに関する啓発や学習の経験〕Ｑ１２〔インターネット利用におけるトラブルの相談〕","-"
"0003347846","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","該当なし","80","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","118","- Ｑ１０〔子供のインターネットに関する啓発や学習の経験〕Ｑ１３〔フィルタリングの認知度〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ１０〔子供のインターネットに関する啓発や学習の経験〕Ｑ１３〔フィルタリングの認知度〕","-"
"0003347847","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","該当なし","288","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","118","- Ｑ１０〔子供のインターネットに関する啓発や学習の経験〕Ｑ１４〔子供のインターネット利用に必要な取組〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ１０〔子供のインターネットに関する啓発や学習の経験〕Ｑ１４〔子供のインターネット利用に必要な取組〕","-"
"0003347848","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","該当なし","112","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","118","- Ｑ１０〔子供のインターネットに関する啓発や学習の経験〕Ｆ１〔子供との続柄〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ１０〔子供のインターネットに関する啓発や学習の経験〕Ｆ１〔子供との続柄〕","-"
"0003347849","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","該当なし","176","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","118","- Ｑ１０〔子供のインターネットに関する啓発や学習の経験〕Ｆ２〔年齢〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ１０〔子供のインターネットに関する啓発や学習の経験〕Ｆ２〔年齢〕","-"
"0003347850","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","該当なし","368","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","118","- Ｑ１０〔子供のインターネットに関する啓発や学習の経験〕Ｆ１・Ｆ２〔続柄・年代別〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ１０〔子供のインターネットに関する啓発や学習の経験〕Ｆ１・Ｆ２〔続柄・年代別〕","-"
"0003347851","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","該当なし","336","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","118","- Ｑ１０〔子供のインターネットに関する啓発や学習の経験〕Ｆ３・Ｆ４〔子供の性・年齢別〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ１０〔子供のインターネットに関する啓発や学習の経験〕Ｆ３・Ｆ４〔子供の性・年齢別〕","-"
"0003347852","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","該当なし","64","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","118","- Ｑ１０〔子供のインターネットに関する啓発や学習の経験〕Ｆ６〔兄・姉の有無〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ１０〔子供のインターネットに関する啓発や学習の経験〕Ｆ６〔兄・姉の有無〕","-"
"0003347853","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","該当なし","96","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","118","- Ｑ１０〔子供のインターネットに関する啓発や学習の経験〕Ｆ７〔兄・姉の年齢〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ１０〔子供のインターネットに関する啓発や学習の経験〕Ｆ７〔兄・姉の年齢〕","-"
"0003347854","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","該当なし","72","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","119","- Ｑ１１〔保護者のインターネットに関する啓発や学習の経験〕調査方法〔訪問・ＷＥＢ・郵送〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ１１〔保護者のインターネットに関する啓発や学習の経験〕調査方法〔訪問・ＷＥＢ・郵送〕","-"
"0003347855","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","該当なし","54","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","119","- Ｑ１１〔保護者のインターネットに関する啓発や学習の経験〕Ｆ３〔子供の性別〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ１１〔保護者のインターネットに関する啓発や学習の経験〕Ｆ３〔子供の性別〕","-"
"0003347856","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","該当なし","198","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","119","- Ｑ１１〔保護者のインターネットに関する啓発や学習の経験〕Ｆ４〔子供の年齢別〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ１１〔保護者のインターネットに関する啓発や学習の経験〕Ｆ４〔子供の年齢別〕","-"
"0003347857","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","該当なし","234","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","119","- Ｑ１１〔保護者のインターネットに関する啓発や学習の経験〕Ｆ５〔通園・通学別〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ１１〔保護者のインターネットに関する啓発や学習の経験〕Ｆ５〔通園・通学別〕","-"
"0003347858","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","都道府県","126","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","119","- Ｑ１１〔保護者のインターネットに関する啓発や学習の経験〕〔地域〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ１１〔保護者のインターネットに関する啓発や学習の経験〕〔地域〕","-"
"0003347859","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","都道府県","108","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","119","- Ｑ１１〔保護者のインターネットに関する啓発や学習の経験〕〔都市規模〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ１１〔保護者のインターネットに関する啓発や学習の経験〕〔都市規模〕","-"
"0003347860","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","都道府県","864","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","119","- Ｑ１１〔保護者のインターネットに関する啓発や学習の経験〕〔都道府県〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ１１〔保護者のインターネットに関する啓発や学習の経験〕〔都道府県〕","-"
"0003347861","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","該当なし","504","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","119","- Ｑ１１〔保護者のインターネットに関する啓発や学習の経験〕Ｑ１〔機器の利用状況〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ１１〔保護者のインターネットに関する啓発や学習の経験〕Ｑ１〔機器の利用状況〕","-"
"0003347862","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","該当なし","1710","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","119","- Ｑ１１〔保護者のインターネットに関する啓発や学習の経験〕Ｑ２〔機器の専用・共用（Ａ１スマホ～Ｇ１インターネット接続テレビ）〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ１１〔保護者のインターネットに関する啓発や学習の経験〕Ｑ２〔機器の専用・共用（Ａ１スマホ～Ｇ１インターネット接続テレビ）〕","-"
"0003347863","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","該当なし","540","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","119","- Ｑ１１〔保護者のインターネットに関する啓発や学習の経験〕【全数】Ｑ３〔ネット利用状況（ネット利用まとめ）〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ１１〔保護者のインターネットに関する啓発や学習の経験〕【全数】Ｑ３〔ネット利用状況（ネット利用まとめ）〕","-"
"0003347864","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","該当なし","1710","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","119","- Ｑ１１〔保護者のインターネットに関する啓発や学習の経験〕【全数】Ｑ３〔ネット利用状況〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ１１〔保護者のインターネットに関する啓発や学習の経験〕【全数】Ｑ３〔ネット利用状況〕","-"
"0003347865","低年齢層の子供のインターネット利用環境実態調査","年度次","201604-201703","2019-10-30","0","該当なし","1134","2019-10-31","","00100109","低年齢層の子供のインターネット利用環境実態調査","00170","こども家庭庁","119","- Ｑ１１〔保護者のインターネットに関する啓発や学習の経験〕Ｑ４〔ネットの単独操作（Ａ１スマホ～Ｇ１インターネット接続テレビ）〕","12","教育・文化・スポーツ・生活","03","文化・スポーツ・生活","低年齢層の子供のインターネット利用環境実態調査","Ｑ１１〔保護者のインターネットに関する啓発や学習の経験〕Ｑ４〔ネットの単独操作（Ａ１スマホ～Ｇ１インターネット接続テレビ）〕","-"
