"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_SUB_CATEGORY1","TITLE","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_SUB_CATEGORY2","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2"
"0003138414","毎月勤労統計調査　全国調査 年報","年次","0","2016-03-31","0","該当なし","6696","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","17","３．労働時間 産業大中分類別常用労働者１人平均月間実労働時間数 月次 2001～2003年","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　全国調査","産業大中分類別常用労働者１人平均月間実労働時間数","月次","","年報","３．労働時間","2001～2003年",""
"0003138415","毎月勤労統計調査　全国調査 年報","年次","0","2016-03-31","0","該当なし","16416","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","17","３．労働時間 産業大中分類別常用労働者１人平均月間実労働時間数 月次 2009年～","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　全国調査","産業大中分類別常用労働者１人平均月間実労働時間数","月次","","年報","３．労働時間","2009年～",""
"0003030361","毎月勤労統計調査　全国調査 年報","-","0","2011-04-01","0","該当なし","2280","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","18","産業大中分類，事業所規模別常用労働者１人平均月間実労働時間数","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　全国調査","産業大中分類，事業所規模別常用労働者１人平均月間実労働時間数","","","年報","","",""
"0003138365","毎月勤労統計調査　全国調査 年報","年次","0","2016-03-31","0","該当なし","2976","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","18","３．労働時間 産業大中分類，事業所規模別常用労働者１人平均月間実労働時間数 2001～2003年","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　全国調査","産業大中分類，事業所規模別常用労働者１人平均月間実労働時間数","2001～2003年","","年報","３．労働時間","",""
"0003138382","毎月勤労統計調査　全国調査 年報","年次","0","2016-03-31","0","該当なし","4560","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","18","３．労働時間 産業大中分類，事業所規模別常用労働者１人平均月間実労働時間数 2009年～","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　全国調査","産業大中分類，事業所規模別常用労働者１人平均月間実労働時間数","2009年～","","年報","３．労働時間","",""
"0003138401","毎月勤労統計調査　全国調査 年報","年次","0","2016-03-31","0","該当なし","4104","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","18","３．労働時間 産業大中分類，事業所規模別常用労働者１人平均月間実労働時間数 2004～2008年","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　全国調査","産業大中分類，事業所規模別常用労働者１人平均月間実労働時間数","2004～2008年","","年報","３．労働時間","",""
"0003030675","毎月勤労統計調査　全国調査 年報","-","0","2011-04-01","0","該当なし","5700","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","19","産業大中分類，性，就業形態別常用労働者１人平均月間実労働時間数","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　全国調査","産業大中分類，性，就業形態別常用労働者１人平均月間実労働時間数","","","年報","","",""
"0003138366","毎月勤労統計調査　全国調査 年報","年次","0","2016-03-31","0","該当なし","10260","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","19","３．労働時間 産業大中分類，性，就業形態別常用労働者１人平均月間実労働時間数 2004～2008年","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　全国調査","産業大中分類，性，就業形態別常用労働者１人平均月間実労働時間数","2004～2008年","","年報","３．労働時間","",""
"0003138402","毎月勤労統計調査　全国調査 年報","年次","0","2016-03-31","0","該当なし","11400","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","19","３．労働時間 産業大中分類，性，就業形態別常用労働者１人平均月間実労働時間数 2009年～","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　全国調査","産業大中分類，性，就業形態別常用労働者１人平均月間実労働時間数","2009年～","","年報","３．労働時間","",""
"0003138416","毎月勤労統計調査　全国調査 年報","年次","0","2016-03-31","0","該当なし","7440","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","19","３．労働時間 産業大中分類，性，就業形態別常用労働者１人平均月間実労働時間数 2001～2003年","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　全国調査","産業大中分類，性，就業形態別常用労働者１人平均月間実労働時間数","2001～2003年","","年報","３．労働時間","",""
"0003029878","毎月勤労統計調査　全国調査 年報","-","0","2011-04-01","0","該当なし","528","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","2","産業別賃金指数（現金給与総額）（就業形態別）","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　全国調査","産業別賃金指数（現金給与総額）（就業形態別）","","","年報","","",""
"0003138229","毎月勤労統計調査　全国調査 年報","年次","0","2016-03-31","0","該当なし","176","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","2","１．指数 産業別賃金指数（現金給与総額）（就業形態別） 年次 2004～2005年","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　全国調査","産業別賃金指数（現金給与総額）（就業形態別）","年次","","年報","１．指数","2004～2005年",""
"0003138230","毎月勤労統計調査　全国調査 年報","年次","0","2016-03-31","0","該当なし","176","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","2","１．指数 産業別賃金指数（現金給与総額）（就業形態別） 年次 2009～2010年","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　全国調査","産業別賃金指数（現金給与総額）（就業形態別）","年次","","年報","１．指数","2009～2010年",""
"0003138249","毎月勤労統計調査　全国調査 年報","年次","0","2016-03-31","0","該当なし","1152","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","2","１．指数 産業別賃金指数（現金給与総額）（就業形態別） 月次 2006～2008年","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　全国調査","産業別賃金指数（現金給与総額）（就業形態別）","月次","","年報","１．指数","2006～2008年",""
"0003138250","毎月勤労統計調査　全国調査 年報","年次","0","2016-03-31","0","該当なし","1536","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","2","１．指数 産業別賃金指数（現金給与総額）（就業形態別） 月次 2011年～","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　全国調査","産業別賃金指数（現金給与総額）（就業形態別）","月次","","年報","１．指数","2011年～",""
"0003138263","毎月勤労統計調査　全国調査 年報","年次","0","2016-03-31","0","該当なし","768","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","2","１．指数 産業別賃金指数（現金給与総額）（就業形態別） 月次 2004～2005年","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　全国調査","産業別賃金指数（現金給与総額）（就業形態別）","月次","","年報","１．指数","2004～2005年",""
"0003138264","毎月勤労統計調査　全国調査 年報","年次","0","2016-03-31","0","該当なし","768","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","2","１．指数 産業別賃金指数（現金給与総額）（就業形態別） 月次 2009～2010年","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　全国調査","産業別賃金指数（現金給与総額）（就業形態別）","月次","","年報","１．指数","2009～2010年",""
"0003138273","毎月勤労統計調査　全国調査 年報","年次","0","2016-03-31","0","該当なし","208","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","2","１．指数 産業別賃金指数（現金給与総額）（就業形態別） 年次 2006～2008年","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　全国調査","産業別賃金指数（現金給与総額）（就業形態別）","年次","","年報","１．指数","2006～2008年",""
"0003138274","毎月勤労統計調査　全国調査 年報","年次","0","2016-03-31","0","該当なし","240","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","2","１．指数 産業別賃金指数（現金給与総額）（就業形態別） 年次 2011年～","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　全国調査","産業別賃金指数（現金給与総額）（就業形態別）","年次","","年報","１．指数","2011年～",""
"0003029924","毎月勤労統計調査　全国調査 年報","-","0","2011-04-01","0","該当なし","5100","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","20","特掲産業における常用労働者１人平均月間実労働時間数","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　全国調査","特掲産業における常用労働者１人平均月間実労働時間数","","","年報","","",""
"0003138367","毎月勤労統計調査　全国調査 年報","年次","0","2016-03-31","0","該当なし","2556","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","20","３．労働時間 特掲産業における常用労働者１人平均月間実労働時間数 年次 2004～2008年","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　全国調査","特掲産業における常用労働者１人平均月間実労働時間数","年次","","年報","３．労働時間","2004～2008年",""
"0003138383","毎月勤労統計調査　全国調査 年報","年次","0","2016-03-31","0","該当なし","2400","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","20","３．労働時間 特掲産業における常用労働者１人平均月間実労働時間数 年次 2001～2003年","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　全国調査","特掲産業における常用労働者１人平均月間実労働時間数","年次","","年報","３．労働時間","2001～2003年",""
"0003138384","毎月勤労統計調査　全国調査 年報","年次","0","2016-03-31","0","該当なし","3000","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","20","３．労働時間 特掲産業における常用労働者１人平均月間実労働時間数 年次 2009年～","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　全国調査","特掲産業における常用労働者１人平均月間実労働時間数","年次","","年報","３．労働時間","2009年～",""
"0003138403","毎月勤労統計調査　全国調査 年報","年次","0","2016-03-31","0","該当なし","17040","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","20","３．労働時間 特掲産業における常用労働者１人平均月間実労働時間数 月次 2004～2008年","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　全国調査","特掲産業における常用労働者１人平均月間実労働時間数","月次","","年報","３．労働時間","2004～2008年",""
"0003138417","毎月勤労統計調査　全国調査 年報","年次","0","2016-03-31","0","該当なし","10800","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","20","３．労働時間 特掲産業における常用労働者１人平均月間実労働時間数 月次 2001～2003年","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　全国調査","特掲産業における常用労働者１人平均月間実労働時間数","月次","","年報","３．労働時間","2001～2003年",""
"0003138418","毎月勤労統計調査　全国調査 年報","年次","0","2016-03-31","0","該当なし","21600","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","20","３．労働時間 特掲産業における常用労働者１人平均月間実労働時間数 月次 2009年～","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　全国調査","特掲産業における常用労働者１人平均月間実労働時間数","月次","","年報","３．労働時間","2009年～",""
"0003030736","毎月勤労統計調査　全国調査 年報","-","0","2011-04-01","0","該当なし","1292","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","21","産業大中分類別常用労働者１人平均月間出勤日数","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　全国調査","産業大中分類別常用労働者１人平均月間出勤日数","","","年報","","",""
"0003138368","毎月勤労統計調査　全国調査 年報","年次","0","2016-03-31","0","該当なし","496","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","21","４．出勤日数 産業大中分類別常用労働者１人平均月間出勤日数 年次 2001～2003年","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　全国調査","産業大中分類別常用労働者１人平均月間出勤日数","年次","","年報","４．出勤日数","2001～2003年",""
"0003138369","毎月勤労統計調査　全国調査 年報","年次","0","2016-03-31","0","該当なし","760","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","21","４．出勤日数 産業大中分類別常用労働者１人平均月間出勤日数 年次 2009年～","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　全国調査","産業大中分類別常用労働者１人平均月間出勤日数","年次","","年報","４．出勤日数","2009年～",""
"0003138385","毎月勤労統計調査　全国調査 年報","年次","0","2016-03-31","0","該当なし","684","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","21","４．出勤日数 産業大中分類別常用労働者１人平均月間出勤日数 年次 2004～2008年","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　全国調査","産業大中分類別常用労働者１人平均月間出勤日数","年次","","年報","４．出勤日数","2004～2008年",""
"0003138404","毎月勤労統計調査　全国調査 年報","年次","0","2016-03-31","0","該当なし","2232","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","21","４．出勤日数 産業大中分類別常用労働者１人平均月間出勤日数 月次 2001～2003年","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　全国調査","産業大中分類別常用労働者１人平均月間出勤日数","月次","","年報","４．出勤日数","2001～2003年",""
"0003138405","毎月勤労統計調査　全国調査 年報","年次","0","2016-03-31","0","該当なし","5472","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","21","４．出勤日数 産業大中分類別常用労働者１人平均月間出勤日数 月次 2009年～","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　全国調査","産業大中分類別常用労働者１人平均月間出勤日数","月次","","年報","４．出勤日数","2009年～",""
"0003138419","毎月勤労統計調査　全国調査 年報","年次","0","2016-03-31","0","該当なし","4560","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","21","４．出勤日数 産業大中分類別常用労働者１人平均月間出勤日数 月次 2004～2008年","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　全国調査","産業大中分類別常用労働者１人平均月間出勤日数","月次","","年報","４．出勤日数","2004～2008年",""
"0003030840","毎月勤労統計調査　全国調査 年報","-","0","2011-04-01","0","該当なし","760","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","22","産業大中分類，事業所規模別常用労働者１人平均月間出勤日数","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　全国調査","産業大中分類，事業所規模別常用労働者１人平均月間出勤日数","","","年報","","",""
"0003138370","毎月勤労統計調査　全国調査 年報","年次","0","2016-03-31","0","該当なし","1520","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","22","４．出勤日数 産業大中分類，事業所規模別常用労働者１人平均月間出勤日数 2009年～","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　全国調査","産業大中分類，事業所規模別常用労働者１人平均月間出勤日数","2009年～","","年報","４．出勤日数","",""
"0003138386","毎月勤労統計調査　全国調査 年報","年次","0","2016-03-31","0","該当なし","992","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","22","４．出勤日数 産業大中分類，事業所規模別常用労働者１人平均月間出勤日数 2001～2003年","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　全国調査","産業大中分類，事業所規模別常用労働者１人平均月間出勤日数","2001～2003年","","年報","４．出勤日数","",""
"0003138420","毎月勤労統計調査　全国調査 年報","年次","0","2016-03-31","0","該当なし","1368","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","22","４．出勤日数 産業大中分類，事業所規模別常用労働者１人平均月間出勤日数 2004～2008年","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　全国調査","産業大中分類，事業所規模別常用労働者１人平均月間出勤日数","2004～2008年","","年報","４．出勤日数","",""
"0003030678","毎月勤労統計調査　全国調査 年報","-","0","2011-04-01","0","該当なし","228","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","23","産業大中分類，就業形態別常用労働者１人平均月間出勤日数","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　全国調査","産業大中分類，就業形態別常用労働者１人平均月間出勤日数","","","年報","","",""
"0003138387","毎月勤労統計調査　全国調査 年報","年次","0","2016-03-31","0","該当なし","1140","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","23","４．出勤日数 産業大中分類，就業形態別常用労働者１人平均月間出勤日数 2004～2008年","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　全国調査","産業大中分類，就業形態別常用労働者１人平均月間出勤日数","2004～2008年","","年報","４．出勤日数","",""
"0003138406","毎月勤労統計調査　全国調査 年報","年次","0","2016-03-31","0","該当なし","558","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","23","４．出勤日数 産業大中分類，就業形態別常用労働者１人平均月間出勤日数 2001～2003年","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　全国調査","産業大中分類，就業形態別常用労働者１人平均月間出勤日数","2001～2003年","","年報","４．出勤日数","",""
"0003138421","毎月勤労統計調査　全国調査 年報","年次","0","2016-03-31","0","該当なし","1368","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","23","４．出勤日数 産業大中分類，就業形態別常用労働者１人平均月間出勤日数 2009年～","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　全国調査","産業大中分類，就業形態別常用労働者１人平均月間出勤日数","2009年～","","年報","４．出勤日数","",""
"0003030732","毎月勤労統計調査　全国調査 年報","-","0","2011-04-01","0","該当なし","578","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","24","産業大分類別月間パートタイム労働者比率","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　全国調査","産業大分類別月間パートタイム労働者比率","","","年報","","",""
"0003138371","毎月勤労統計調査　全国調査 年報","年次","0","2016-03-31","0","該当なし","240","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","24","５．雇用 産業大分類別月間パートタイム労働者比率 年次 2001～2003年","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　全国調査","産業大分類別月間パートタイム労働者比率","年次","","年報","５．雇用","2001～2003年",""
"0003138372","毎月勤労統計調査　全国調査 年報","年次","0","2016-03-31","0","該当なし","340","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","24","５．雇用 産業大分類別月間パートタイム労働者比率 年次 2009年～","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　全国調査","産業大分類別月間パートタイム労働者比率","年次","","年報","５．雇用","2009年～",""
"0003138388","毎月勤労統計調査　全国調査 年報","年次","0","2016-03-31","0","該当なし","270","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","24","５．雇用 産業大分類別月間パートタイム労働者比率 年次 2004～2008年","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　全国調査","産業大分類別月間パートタイム労働者比率","年次","","年報","５．雇用","2004～2008年",""
"0003138407","毎月勤労統計調査　全国調査 年報","年次","0","2016-03-31","0","該当なし","720","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","24","５．雇用 産業大分類別月間パートタイム労働者比率 月次 2001～2003年","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　全国調査","産業大分類別月間パートタイム労働者比率","月次","","年報","５．雇用","2001～2003年",""
"0003138408","毎月勤労統計調査　全国調査 年報","年次","0","2016-03-31","0","該当なし","2448","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","24","５．雇用 産業大分類別月間パートタイム労働者比率 月次 2009年～","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　全国調査","産業大分類別月間パートタイム労働者比率","月次","","年報","５．雇用","2009年～",""
"0003138422","毎月勤労統計調査　全国調査 年報","年次","0","2016-03-31","0","該当なし","1800","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","24","５．雇用 産業大分類別月間パートタイム労働者比率 月次 2004～2008年","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　全国調査","産業大分類別月間パートタイム労働者比率","月次","","年報","５．雇用","2004～2008年",""
"0003029625","毎月勤労統計調査　全国調査 年報","-","0","2011-04-01","0","該当なし","272","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","25","事業所規模別月間パートタイム労働者比率（調査産業計，製造業，卸売・小売業及びサービス業）","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　全国調査","事業所規模別月間パートタイム労働者比率（調査産業計，製造業，卸売・小売業及びサービス業）","","","年報","","",""
"0003138389","毎月勤労統計調査　全国調査 年報","年次","0","2016-03-31","0","該当なし","192","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","25","５．雇用 事業所規模別月間パートタイム労働者比率（調査産業計、製造業、卸売業，小売業及び医療，福祉） 年次 2001～2003年","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　全国調査","事業所規模別月間パートタイム労働者比率（調査産業計、製造業、卸売業，小売業及び医療，福祉）","年次","","年報","５．雇用","2001～2003年",""
"0003138390","毎月勤労統計調査　全国調査 年報","年次","0","2016-03-31","0","該当なし","160","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","25","５．雇用 事業所規模別月間パートタイム労働者比率（調査産業計、製造業、卸売業，小売業及び医療，福祉） 年次 2009年～","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　全国調査","事業所規模別月間パートタイム労働者比率（調査産業計、製造業、卸売業，小売業及び医療，福祉）","年次","","年報","５．雇用","2009年～",""
"0003138409","毎月勤労統計調査　全国調査 年報","年次","0","2016-03-31","0","該当なし","960","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","25","５．雇用 事業所規模別月間パートタイム労働者比率（調査産業計、製造業、卸売業，小売業及び医療，福祉） 月次 2004～2008年","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　全国調査","事業所規模別月間パートタイム労働者比率（調査産業計、製造業、卸売業，小売業及び医療，福祉）","月次","","年報","５．雇用","2004～2008年",""
"0003138423","毎月勤労統計調査　全国調査 年報","年次","0","2016-03-31","0","該当なし","576","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","25","５．雇用 事業所規模別月間パートタイム労働者比率（調査産業計、製造業、卸売業，小売業及び医療，福祉） 月次 2001～2003年","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　全国調査","事業所規模別月間パートタイム労働者比率（調査産業計、製造業、卸売業，小売業及び医療，福祉）","月次","","年報","５．雇用","2001～2003年",""
"0003138424","毎月勤労統計調査　全国調査 年報","年次","0","2016-03-31","0","該当なし","1152","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","25","５．雇用 事業所規模別月間パートタイム労働者比率（調査産業計、製造業、卸売業，小売業及び医療，福祉） 月次 2009年～","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　全国調査","事業所規模別月間パートタイム労働者比率（調査産業計、製造業、卸売業，小売業及び医療，福祉）","月次","","年報","５．雇用","2009年～",""
"0003138433","毎月勤労統計調査　全国調査 年報","年次","0","2016-03-31","0","該当なし","144","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","25","５．雇用 事業所規模別月間パートタイム労働者比率（調査産業計、製造業、卸売業，小売業及び医療，福祉） 年次 2004～2008年","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　全国調査","事業所規模別月間パートタイム労働者比率（調査産業計、製造業、卸売業，小売業及び医療，福祉）","年次","","年報","５．雇用","2004～2008年",""
"0003030353","毎月勤労統計調査　全国調査 年報","-","0","2011-04-01","0","該当なし","2584","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","26","産業大中分類別月間入職率，離職率","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　全国調査","産業大中分類別月間入職率，離職率","","","年報","","",""
"0003138391","毎月勤労統計調査　全国調査 年報","年次","0","2016-03-31","0","該当なし","1368","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","26","５．雇用 産業大中分類別月間入職率，離職率 年次 2004～2008年","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　全国調査","産業大中分類別月間入職率，離職率","年次","","年報","５．雇用","2004～2008年",""
"0003138410","毎月勤労統計調査　全国調査 年報","年次","0","2016-03-31","0","該当なし","4464","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","26","５．雇用 産業大中分類別月間入職率，離職率 月次 2001～2003年","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　全国調査","産業大中分類別月間入職率，離職率","月次","","年報","５．雇用","2001～2003年",""
"0003138411","毎月勤労統計調査　全国調査 年報","年次","0","2016-03-31","0","該当なし","10944","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","26","５．雇用 産業大中分類別月間入職率，離職率 月次 2009年～","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　全国調査","産業大中分類別月間入職率，離職率","月次","","年報","５．雇用","2009年～",""
"0003138425","毎月勤労統計調査　全国調査 年報","年次","0","2016-03-31","0","該当なし","9120","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","26","５．雇用 産業大中分類別月間入職率，離職率 月次 2004～2008年","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　全国調査","産業大中分類別月間入職率，離職率","月次","","年報","５．雇用","2004～2008年",""
"0003138434","毎月勤労統計調査　全国調査 年報","年次","0","2016-03-31","0","該当なし","1488","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","26","５．雇用 産業大中分類別月間入職率，離職率 年次 2001～2003年","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　全国調査","産業大中分類別月間入職率，離職率","年次","","年報","５．雇用","2001～2003年",""
"0003138435","毎月勤労統計調査　全国調査 年報","年次","0","2016-03-31","0","該当なし","1520","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","26","５．雇用 産業大中分類別月間入職率，離職率 年次 2009年～","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　全国調査","産業大中分類別月間入職率，離職率","年次","","年報","５．雇用","2009年～",""
"0003030735","毎月勤労統計調査　全国調査 年報","-","0","2011-04-01","0","該当なし","272","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","27","事業所規模別月間入職率，離職率（調査産業計，製造業）","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　全国調査","事業所規模別月間入職率，離職率（調査産業計，製造業）","","","年報","","",""
"0003138392","毎月勤労統計調査　全国調査 年報","年次","0","2016-03-31","0","該当なし","192","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","27","５．雇用 事業所規模別月間入職率，離職率（調査産業計，製造業） 年次 2001～2003年","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　全国調査","事業所規模別月間入職率，離職率（調査産業計，製造業）","年次","","年報","５．雇用","2001～2003年",""
"0003138412","毎月勤労統計調査　全国調査 年報","年次","0","2016-03-31","0","該当なし","960","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","27","５．雇用 事業所規模別月間入職率，離職率（調査産業計，製造業） 月次 2004～2008年","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　全国調査","事業所規模別月間入職率，離職率（調査産業計，製造業）","月次","","年報","５．雇用","2004～2008年",""
"0003138426","毎月勤労統計調査　全国調査 年報","年次","0","2016-03-31","0","該当なし","576","2021-10-12","","00450071","毎月勤労統計調査","00450","厚生労働省","27","５．雇用 事業所規模別月間入職率，離職率（調査産業計，製造業） 月次 2001～2003年","03","労働・賃金","02","賃金・労働条件","毎月勤労統計調査　全国調査","事業所規模別月間入職率，離職率（調査産業計，製造業）","月次","","年報","５．雇用","2001～2003年",""
