"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_SUB_CATEGORY1","TITLE_SPEC.TABLE_SUB_CATEGORY2","TITLE_SPEC.TABLE_EXPLANATION","TITLE_SPEC.TABLE_SUB_CATEGORY3"
"0003348522","漁業就業動向調査 確報 平成27年漁業就業動向調査報告書","年次","201501-201512","2019-10-18","0","該当なし","160","2019-10-19","","00500213","漁業構造動態調査","00500","農林水産省","4-2","2015年統計表　大海区編 漁業就業者数（年齢階層別男女別）－漁業就業者数(個人経営体出身) 専兼業区分別漁業就業者数 第１種兼業－自営漁業が主","04","農林水産業","04","水産業","漁業就業動向調査","確報","平成27年漁業就業動向調査報告書","2015年統計表　大海区編","漁業就業者数（年齢階層別男女別）－漁業就業者数(個人経営体出身)","専兼業区分別漁業就業者数","第１種兼業－自営漁業が主","",""
"0003348523","漁業就業動向調査 確報 平成27年漁業就業動向調査報告書","年次","201501-201512","2019-10-18","0","該当なし","160","2019-10-19","","00500213","漁業構造動態調査","00500","農林水産省","4-2","2015年統計表　大海区編 漁業就業者数（年齢階層別男女別）－漁業就業者数(個人経営体出身) 専兼業区分別漁業就業者数 第１種兼業－自営漁業が従","04","農林水産業","04","水産業","漁業就業動向調査","確報","平成27年漁業就業動向調査報告書","2015年統計表　大海区編","漁業就業者数（年齢階層別男女別）－漁業就業者数(個人経営体出身)","専兼業区分別漁業就業者数","第１種兼業－自営漁業が従","",""
"0003348524","漁業就業動向調査 確報 平成27年漁業就業動向調査報告書","年次","201501-201512","2019-10-18","0","該当なし","160","2019-10-19","","00500213","漁業構造動態調査","00500","農林水産省","4-2","2015年統計表　大海区編 漁業就業者数（年齢階層別男女別）－漁業就業者数(個人経営体出身) 専兼業区分別漁業就業者数 第２種兼業－計","04","農林水産業","04","水産業","漁業就業動向調査","確報","平成27年漁業就業動向調査報告書","2015年統計表　大海区編","漁業就業者数（年齢階層別男女別）－漁業就業者数(個人経営体出身)","専兼業区分別漁業就業者数","第２種兼業－計","",""
"0003348525","漁業就業動向調査 確報 平成27年漁業就業動向調査報告書","年次","201501-201512","2019-10-18","0","該当なし","160","2019-10-19","","00500213","漁業構造動態調査","00500","農林水産省","4-2","2015年統計表　大海区編 漁業就業者数（年齢階層別男女別）－漁業就業者数(個人経営体出身) 専兼業区分別漁業就業者数 第２種兼業－自営漁業のみ","04","農林水産業","04","水産業","漁業就業動向調査","確報","平成27年漁業就業動向調査報告書","2015年統計表　大海区編","漁業就業者数（年齢階層別男女別）－漁業就業者数(個人経営体出身)","専兼業区分別漁業就業者数","第２種兼業－自営漁業のみ","",""
"0003348526","漁業就業動向調査 確報 平成27年漁業就業動向調査報告書","年次","201501-201512","2019-10-18","0","該当なし","160","2019-10-19","","00500213","漁業構造動態調査","00500","農林水産省","4-2","2015年統計表　大海区編 漁業就業者数（年齢階層別男女別）－漁業就業者数(個人経営体出身) 専兼業区分別漁業就業者数 第２種兼業－自営漁業が主","04","農林水産業","04","水産業","漁業就業動向調査","確報","平成27年漁業就業動向調査報告書","2015年統計表　大海区編","漁業就業者数（年齢階層別男女別）－漁業就業者数(個人経営体出身)","専兼業区分別漁業就業者数","第２種兼業－自営漁業が主","",""
"0003348527","漁業就業動向調査 確報 平成27年漁業就業動向調査報告書","年次","201501-201512","2019-10-18","0","該当なし","160","2019-10-19","","00500213","漁業構造動態調査","00500","農林水産省","4-2","2015年統計表　大海区編 漁業就業者数（年齢階層別男女別）－漁業就業者数(個人経営体出身) 専兼業区分別漁業就業者数 第２種兼業－自営漁業が従","04","農林水産業","04","水産業","漁業就業動向調査","確報","平成27年漁業就業動向調査報告書","2015年統計表　大海区編","漁業就業者数（年齢階層別男女別）－漁業就業者数(個人経営体出身)","専兼業区分別漁業就業者数","第２種兼業－自営漁業が従","",""
"0003348528","漁業就業動向調査 確報 平成27年漁業就業動向調査報告書","年次","201501-201512","2019-10-18","0","該当なし","90","2019-10-19","","00500213","漁業構造動態調査","00500","農林水産省","5","2015年統計表　大海区編 世帯員数（個人経営体出身） 総数","04","農林水産業","04","水産業","漁業就業動向調査","確報","平成27年漁業就業動向調査報告書","2015年統計表　大海区編","世帯員数（個人経営体出身）","総数","","",""
"0003348529","漁業就業動向調査 確報 平成27年漁業就業動向調査報告書","年次","201501-201512","2019-10-18","0","該当なし","90","2019-10-19","","00500213","漁業構造動態調査","00500","農林水産省","5","2015年統計表　大海区編 世帯員数（個人経営体出身） 自営漁業専兼業別世帯員数 専業","04","農林水産業","04","水産業","漁業就業動向調査","確報","平成27年漁業就業動向調査報告書","2015年統計表　大海区編","世帯員数（個人経営体出身）","自営漁業専兼業別世帯員数","専業","",""
"0003348530","漁業就業動向調査 確報 平成27年漁業就業動向調査報告書","年次","201501-201512","2019-10-18","0","該当なし","90","2019-10-19","","00500213","漁業構造動態調査","00500","農林水産省","5","2015年統計表　大海区編 世帯員数（個人経営体出身） 自営漁業専兼業別世帯員数 第１種兼業","04","農林水産業","04","水産業","漁業就業動向調査","確報","平成27年漁業就業動向調査報告書","2015年統計表　大海区編","世帯員数（個人経営体出身）","自営漁業専兼業別世帯員数","第１種兼業","",""
"0003348531","漁業就業動向調査 確報 平成27年漁業就業動向調査報告書","年次","201501-201512","2019-10-18","0","該当なし","90","2019-10-19","","00500213","漁業構造動態調査","00500","農林水産省","5","2015年統計表　大海区編 世帯員数（個人経営体出身） 自営漁業専兼業別世帯員数 第２種兼業","04","農林水産業","04","水産業","漁業就業動向調査","確報","平成27年漁業就業動向調査報告書","2015年統計表　大海区編","世帯員数（個人経営体出身）","自営漁業専兼業別世帯員数","第２種兼業","",""
"0003348534","漁業就業動向調査 確報 平成27年漁業就業動向調査報告書","年次","201501-201512","2019-10-18","0","該当なし","60","2019-10-19","","00500213","漁業構造動態調査","00500","農林水産省","5","年次別統計表編 大海区別世帯員数（個人経営体出身）（全国）","04","農林水産業","04","水産業","漁業就業動向調査","確報","平成27年漁業就業動向調査報告書","年次別統計表編","大海区別世帯員数（個人経営体出身）（全国）","","","１　2011、2012年は、岩手県、宮城県及び福島県を除く値である。",""
"0003205925","漁業就業動向調査 確報 平成28年漁業就業動向調査報告書","年次","201601-201612","2017-05-30","0","該当なし","168","2019-10-01","","00500213","漁業構造動態調査","00500","農林水産省","1","平成28年統計表　全国編 漁業就業者数 専兼業区分別漁業就業者数（個人経営体出身） 第２種兼業","04","農林水産業","04","水産業","漁業就業動向調査","確報","平成28年漁業就業動向調査報告書","平成28年統計表　全国編","漁業就業者数","専兼業区分別漁業就業者数（個人経営体出身）","第２種兼業","",""
"0003205960","漁業就業動向調査 確報 平成28年漁業就業動向調査報告書","年次","201601-201612","2017-05-30","0","該当なし","308","2019-10-01","","00500213","漁業構造動態調査","00500","農林水産省","1","総括表編 漁業就業者数・漁業経営体数・世帯員数（全国）（平成15年～）","04","農林水産業","04","水産業","漁業就業動向調査","確報","平成28年漁業就業動向調査報告書","総括表編","漁業就業者数・漁業経営体数・世帯員数（全国）（平成15年～）","","","",""
"0003205961","漁業就業動向調査 確報 平成28年漁業就業動向調査報告書","年次","201601-201612","2017-05-30","0","該当なし","252","2019-10-01","","00500213","漁業構造動態調査","00500","農林水産省","1","年次別統計表編 男女別・年齢階層別漁業就業者数（全国） 漁業雇われ","04","農林水産業","04","水産業","漁業就業動向調査","確報","平成28年漁業就業動向調査報告書","年次別統計表編","男女別・年齢階層別漁業就業者数（全国）","漁業雇われ","","",""
"0003205963","漁業就業動向調査 確報 平成28年漁業就業動向調査報告書","年次","201601-201612","2017-05-30","0","該当なし","9","2019-10-01","","00500213","漁業構造動態調査","00500","農林水産省","1","平成28年統計表　全国編 漁業就業者数 自営漁業のみ漁業就業者数 沿岸、沖合・遠洋別漁業就業者数","04","農林水産業","04","水産業","漁業就業動向調査","確報","平成28年漁業就業動向調査報告書","平成28年統計表　全国編","漁業就業者数","自営漁業のみ漁業就業者数","沿岸、沖合・遠洋別漁業就業者数","",""
"0003205964","漁業就業動向調査 確報 平成28年漁業就業動向調査報告書","年次","201601-201612","2017-05-30","0","該当なし","168","2019-10-01","","00500213","漁業構造動態調査","00500","農林水産省","1","平成28年統計表　全国編 漁業就業者数 専兼業区分別漁業就業者数（個人経営体出身） 第１種兼業","04","農林水産業","04","水産業","漁業就業動向調査","確報","平成28年漁業就業動向調査報告書","平成28年統計表　全国編","漁業就業者数","専兼業区分別漁業就業者数（個人経営体出身）","第１種兼業","",""
"0003205965","漁業就業動向調査 確報 平成28年漁業就業動向調査報告書","年次","201601-201612","2017-05-30","0","該当なし","30","2019-10-01","","00500213","漁業構造動態調査","00500","農林水産省","1","平成28年統計表　大海区編 漁業就業者数 自営漁業のみ・漁業雇われ別漁業就業者数","04","農林水産業","04","水産業","漁業就業動向調査","確報","平成28年漁業就業動向調査報告書","平成28年統計表　大海区編","漁業就業者数","自営漁業のみ・漁業雇われ別漁業就業者数","","",""
"0003205980","漁業就業動向調査 確報 平成28年漁業就業動向調査報告書","年次","201601-201612","2017-05-30","0","該当なし","252","2019-10-01","","00500213","漁業構造動態調査","00500","農林水産省","1","年次別統計表編 男女別・年齢階層別漁業就業者数（全国） 総数","04","農林水産業","04","水産業","漁業就業動向調査","確報","平成28年漁業就業動向調査報告書","年次別統計表編","男女別・年齢階層別漁業就業者数（全国）","総数","","",""
"0003205983","漁業就業動向調査 確報 平成28年漁業就業動向調査報告書","年次","201601-201612","2017-05-30","0","該当なし","168","2019-10-01","","00500213","漁業構造動態調査","00500","農林水産省","1","平成28年統計表　全国編 漁業就業者数 専兼業区分別漁業就業者数（個人経営体出身） 総数","04","農林水産業","04","水産業","漁業就業動向調査","確報","平成28年漁業就業動向調査報告書","平成28年統計表　全国編","漁業就業者数","専兼業区分別漁業就業者数（個人経営体出身）","総数","",""
"0003205985","漁業就業動向調査 確報 平成28年漁業就業動向調査報告書","年次","201601-201612","2017-05-30","0","該当なし","40","2019-10-01","","00500213","漁業構造動態調査","00500","農林水産省","1","平成28年統計表　大海区編 漁業就業者数 専兼業区分別漁業就業者数(個人経営体出身）","04","農林水産業","04","水産業","漁業就業動向調査","確報","平成28年漁業就業動向調査報告書","平成28年統計表　大海区編","漁業就業者数","専兼業区分別漁業就業者数(個人経営体出身）","","",""
"0003206000","漁業就業動向調査 確報 平成28年漁業就業動向調査報告書","年次","201601-201612","2017-05-30","0","該当なし","252","2019-10-01","","00500213","漁業構造動態調査","00500","農林水産省","1","年次別統計表編 男女別・年齢階層別漁業就業者数（全国） 自営漁業のみ","04","農林水産業","04","水産業","漁業就業動向調査","確報","平成28年漁業就業動向調査報告書","年次別統計表編","男女別・年齢階層別漁業就業者数（全国）","自営漁業のみ","","",""
"0003206002","漁業就業動向調査 確報 平成28年漁業就業動向調査報告書","年次","201601-201612","2017-05-30","0","該当なし","126","2019-10-01","","00500213","漁業構造動態調査","00500","農林水産省","1","平成28年統計表　全国編 漁業就業者数 男女別、自営漁業のみ・漁業雇われ別漁業就業者数","04","農林水産業","04","水産業","漁業就業動向調査","確報","平成28年漁業就業動向調査報告書","平成28年統計表　全国編","漁業就業者数","男女別、自営漁業のみ・漁業雇われ別漁業就業者数","","",""
"0003206003","漁業就業動向調査 確報 平成28年漁業就業動向調査報告書","年次","201601-201612","2017-05-30","0","該当なし","168","2019-10-01","","00500213","漁業構造動態調査","00500","農林水産省","1","平成28年統計表　全国編 漁業就業者数 専兼業区分別漁業就業者数（個人経営体出身） 専業","04","農林水産業","04","水産業","漁業就業動向調査","確報","平成28年漁業就業動向調査報告書","平成28年統計表　全国編","漁業就業者数","専兼業区分別漁業就業者数（個人経営体出身）","専業","",""
"0003206005","漁業就業動向調査 確報 平成28年漁業就業動向調査報告書","年次","201601-201612","2017-05-30","0","該当なし","30","2019-10-01","","00500213","漁業構造動態調査","00500","農林水産省","1","平成28年統計表　大海区編 漁業就業者数 自営漁業のみ・自営漁業と漁業雇われ別漁業就業者数（個人経営体出身）","04","農林水産業","04","水産業","漁業就業動向調査","確報","平成28年漁業就業動向調査報告書","平成28年統計表　大海区編","漁業就業者数","自営漁業のみ・自営漁業と漁業雇われ別漁業就業者数（個人経営体出身）","","",""
"0003206100","漁業就業動向調査 確報 平成28年漁業就業動向調査報告書","年次","201601-201612","2017-05-30","0","該当なし","252","2019-10-01","","00500213","漁業構造動態調査","00500","農林水産省","1","平成28年統計表　全国編 漁業就業者数 自営漁業のみ漁業就業者数 海上作業従事日数別漁業就業者数","04","農林水産業","04","水産業","漁業就業動向調査","確報","平成28年漁業就業動向調査報告書","平成28年統計表　全国編","漁業就業者数","自営漁業のみ漁業就業者数","海上作業従事日数別漁業就業者数","",""
"0003206120","漁業就業動向調査 確報 平成28年漁業就業動向調査報告書","年次","201601-201612","2017-05-30","0","該当なし","60","2019-10-01","","00500213","漁業構造動態調査","00500","農林水産省","1","平成28年統計表　大海区編 漁業就業者数 自営漁業のみ海上作業従事日数別漁業就業者数","04","農林水産業","04","水産業","漁業就業動向調査","確報","平成28年漁業就業動向調査報告書","平成28年統計表　大海区編","漁業就業者数","自営漁業のみ海上作業従事日数別漁業就業者数","","",""
"0003205921","漁業就業動向調査 確報 平成28年漁業就業動向調査報告書","年次","201601-201612","2017-05-30","0","該当なし","342","2019-10-01","","00500213","漁業構造動態調査","00500","農林水産省","2","総括表編 累年統計（漁業就業者数・漁業経営体数・世帯員数（全国）)（昭和36年～）","04","農林水産業","04","水産業","漁業就業動向調査","確報","平成28年漁業就業動向調査報告書","総括表編","累年統計（漁業就業者数・漁業経営体数・世帯員数（全国）)（昭和36年～）","","","",""
"0003205922","漁業就業動向調査 確報 平成28年漁業就業動向調査報告書","年次","201601-201612","2017-05-30","0","該当なし","60","2019-10-01","","00500213","漁業構造動態調査","00500","農林水産省","2","年次別統計表編 大海区別漁業就業者数（全国） 総数","04","農林水産業","04","水産業","漁業就業動向調査","確報","平成28年漁業就業動向調査報告書","年次別統計表編","大海区別漁業就業者数（全国）","総数","","",""
"0003205966","漁業就業動向調査 確報 平成28年漁業就業動向調査報告書","年次","201601-201612","2017-05-30","0","該当なし","30","2019-10-01","","00500213","漁業構造動態調査","00500","農林水産省","2","平成28年統計表　大海区編 漁業経営体数","04","農林水産業","04","水産業","漁業就業動向調査","確報","平成28年漁業就業動向調査報告書","平成28年統計表　大海区編","漁業経営体数","","","",""
"0003205981","漁業就業動向調査 確報 平成28年漁業就業動向調査報告書","年次","201601-201612","2017-05-30","0","該当なし","60","2019-10-01","","00500213","漁業構造動態調査","00500","農林水産省","2","年次別統計表編 大海区別漁業就業者数（全国） 自営漁業のみ","04","農林水産業","04","水産業","漁業就業動向調査","確報","平成28年漁業就業動向調査報告書","年次別統計表編","大海区別漁業就業者数（全国）","自営漁業のみ","","",""
"0003205984","漁業就業動向調査 確報 平成28年漁業就業動向調査報告書","年次","201601-201612","2017-05-30","0","該当なし","6","2019-10-01","","00500213","漁業構造動態調査","00500","農林水産省","2","平成28年統計表　全国編 漁業経営体数","04","農林水産業","04","水産業","漁業就業動向調査","確報","平成28年漁業就業動向調査報告書","平成28年統計表　全国編","漁業経営体数","","","",""
"0003206001","漁業就業動向調査 確報 平成28年漁業就業動向調査報告書","年次","201601-201612","2017-05-30","0","該当なし","60","2019-10-01","","00500213","漁業構造動態調査","00500","農林水産省","2","年次別統計表編 大海区別漁業就業者数（全国） 漁業雇われ","04","農林水産業","04","水産業","漁業就業動向調査","確報","平成28年漁業就業動向調査報告書","年次別統計表編","大海区別漁業就業者数（全国）","漁業雇われ","","",""
"0003205927","漁業就業動向調査 確報 平成28年漁業就業動向調査報告書","年次","201601-201612","2017-05-30","0","該当なし","40","2019-10-01","","00500213","漁業構造動態調査","00500","農林水産省","3","平成28年統計表　大海区編 世帯員数(個人経営体出身）","04","農林水産業","04","水産業","漁業就業動向調査","確報","平成28年漁業就業動向調査報告書","平成28年統計表　大海区編","世帯員数(個人経営体出身）","","","",""
"0003205962","漁業就業動向調査 確報 平成28年漁業就業動向調査報告書","年次","201601-201612","2017-05-30","0","該当なし","18","2019-10-01","","00500213","漁業構造動態調査","00500","農林水産省","3","年次別統計表編 漁業経営体数（全国）","04","農林水産業","04","水産業","漁業就業動向調査","確報","平成28年漁業就業動向調査報告書","年次別統計表編","漁業経営体数（全国）","","","",""
"0003206004","漁業就業動向調査 確報 平成28年漁業就業動向調査報告書","年次","201601-201612","2017-05-30","0","該当なし","36","2019-10-01","","00500213","漁業構造動態調査","00500","農林水産省","3","平成28年統計表　全国編 世帯員数（個人経営体出身）","04","農林水産業","04","水産業","漁業就業動向調査","確報","平成28年漁業就業動向調査報告書","平成28年統計表　全国編","世帯員数（個人経営体出身）","","","",""
"0003205923","漁業就業動向調査 確報 平成28年漁業就業動向調査報告書","年次","201601-201612","2017-05-30","0","該当なし","54","2019-10-01","","00500213","漁業構造動態調査","00500","農林水産省","4","年次別統計表編 男女別・年齢区分別世帯員数（個人経営体出身）（全国）","04","農林水産業","04","水産業","漁業就業動向調査","確報","平成28年漁業就業動向調査報告書","年次別統計表編","男女別・年齢区分別世帯員数（個人経営体出身）（全国）","","","",""
"0003205928","漁業就業動向調査 確報 平成28年漁業就業動向調査報告書","年次","201601-201612","2017-05-30","0","該当なし","160","2019-10-01","","00500213","漁業構造動態調査","00500","農林水産省","4-1","平成28年統計表　大海区編 漁業就業者数（年齢階層別男女別）－漁業就業者数 自営漁業のみ","04","農林水産業","04","水産業","漁業就業動向調査","確報","平成28年漁業就業動向調査報告書","平成28年統計表　大海区編","漁業就業者数（年齢階層別男女別）－漁業就業者数","自営漁業のみ","","",""
"0003205967","漁業就業動向調査 確報 平成28年漁業就業動向調査報告書","年次","201601-201612","2017-05-30","0","該当なし","140","2019-10-01","","00500213","漁業構造動態調査","00500","農林水産省","4-1","平成28年統計表　大海区編 漁業就業者数（年齢階層別男女別）－漁業就業者数 総数 女","04","農林水産業","04","水産業","漁業就業動向調査","確報","平成28年漁業就業動向調査報告書","平成28年統計表　大海区編","漁業就業者数（年齢階層別男女別）－漁業就業者数","総数","女","",""
"0003205986","漁業就業動向調査 確報 平成28年漁業就業動向調査報告書","年次","201601-201612","2017-05-30","0","該当なし","140","2019-10-01","","00500213","漁業構造動態調査","00500","農林水産省","4-1","平成28年統計表　大海区編 漁業就業者数（年齢階層別男女別）－漁業就業者数 総数 総数","04","農林水産業","04","水産業","漁業就業動向調査","確報","平成28年漁業就業動向調査報告書","平成28年統計表　大海区編","漁業就業者数（年齢階層別男女別）－漁業就業者数","総数","総数","",""
"0003205987","漁業就業動向調査 確報 平成28年漁業就業動向調査報告書","年次","201601-201612","2017-05-30","0","該当なし","160","2019-10-01","","00500213","漁業構造動態調査","00500","農林水産省","4-1","平成28年統計表　大海区編 漁業就業者数（年齢階層別男女別）－漁業就業者数 漁業雇われ","04","農林水産業","04","水産業","漁業就業動向調査","確報","平成28年漁業就業動向調査報告書","平成28年統計表　大海区編","漁業就業者数（年齢階層別男女別）－漁業就業者数","漁業雇われ","","",""
"0003206006","漁業就業動向調査 確報 平成28年漁業就業動向調査報告書","年次","201601-201612","2017-05-30","0","該当なし","140","2019-10-01","","00500213","漁業構造動態調査","00500","農林水産省","4-1","平成28年統計表　大海区編 漁業就業者数（年齢階層別男女別）－漁業就業者数 総数 男","04","農林水産業","04","水産業","漁業就業動向調査","確報","平成28年漁業就業動向調査報告書","平成28年統計表　大海区編","漁業就業者数（年齢階層別男女別）－漁業就業者数","総数","男","",""
"0003205929","漁業就業動向調査 確報 平成28年漁業就業動向調査報告書","年次","201601-201612","2017-05-30","0","該当なし","160","2019-10-01","","00500213","漁業構造動態調査","00500","農林水産省","4-2","平成28年統計表　大海区編 漁業就業者数（年齢階層別男女別）－漁業就業者数(個人経営体出身) 自営漁業のみ・自営漁業と漁業雇われ別漁業就業者数 自営漁業と漁業雇われ－計","04","農林水産業","04","水産業","漁業就業動向調査","確報","平成28年漁業就業動向調査報告書","平成28年統計表　大海区編","漁業就業者数（年齢階層別男女別）－漁業就業者数(個人経営体出身)","自営漁業のみ・自営漁業と漁業雇われ別漁業就業者数","自営漁業と漁業雇われ－計","",""
"0003205930","漁業就業動向調査 確報 平成28年漁業就業動向調査報告書","年次","201601-201612","2017-05-30","0","該当なし","160","2019-10-01","","00500213","漁業構造動態調査","00500","農林水産省","4-2","平成28年統計表　大海区編 漁業就業者数（年齢階層別男女別）－漁業就業者数(個人経営体出身) 専兼業区分別漁業就業者数 第１種兼業－計","04","農林水産業","04","水産業","漁業就業動向調査","確報","平成28年漁業就業動向調査報告書","平成28年統計表　大海区編","漁業就業者数（年齢階層別男女別）－漁業就業者数(個人経営体出身)","専兼業区分別漁業就業者数","第１種兼業－計","",""
"0003205931","漁業就業動向調査 確報 平成28年漁業就業動向調査報告書","年次","201601-201612","2017-05-30","0","該当なし","160","2019-10-01","","00500213","漁業構造動態調査","00500","農林水産省","4-2","平成28年統計表　大海区編 漁業就業者数（年齢階層別男女別）－漁業就業者数(個人経営体出身) 専兼業区分別漁業就業者数 第２種兼業－計","04","農林水産業","04","水産業","漁業就業動向調査","確報","平成28年漁業就業動向調査報告書","平成28年統計表　大海区編","漁業就業者数（年齢階層別男女別）－漁業就業者数(個人経営体出身)","専兼業区分別漁業就業者数","第２種兼業－計","",""
"0003205968","漁業就業動向調査 確報 平成28年漁業就業動向調査報告書","年次","201601-201612","2017-05-30","0","該当なし","160","2019-10-01","","00500213","漁業構造動態調査","00500","農林水産省","4-2","平成28年統計表　大海区編 漁業就業者数（年齢階層別男女別）－漁業就業者数(個人経営体出身) 自営漁業のみ・自営漁業と漁業雇われ別漁業就業者数 自営漁業のみ","04","農林水産業","04","水産業","漁業就業動向調査","確報","平成28年漁業就業動向調査報告書","平成28年統計表　大海区編","漁業就業者数（年齢階層別男女別）－漁業就業者数(個人経営体出身)","自営漁業のみ・自営漁業と漁業雇われ別漁業就業者数","自営漁業のみ","",""
"0003205969","漁業就業動向調査 確報 平成28年漁業就業動向調査報告書","年次","201601-201612","2017-05-30","0","該当なし","160","2019-10-01","","00500213","漁業構造動態調査","00500","農林水産省","4-2","平成28年統計表　大海区編 漁業就業者数（年齢階層別男女別）－漁業就業者数(個人経営体出身) 専兼業区分別漁業就業者数 専業","04","農林水産業","04","水産業","漁業就業動向調査","確報","平成28年漁業就業動向調査報告書","平成28年統計表　大海区編","漁業就業者数（年齢階層別男女別）－漁業就業者数(個人経営体出身)","専兼業区分別漁業就業者数","専業","",""
"0003205970","漁業就業動向調査 確報 平成28年漁業就業動向調査報告書","年次","201601-201612","2017-05-30","0","該当なし","160","2019-10-01","","00500213","漁業構造動態調査","00500","農林水産省","4-2","平成28年統計表　大海区編 漁業就業者数（年齢階層別男女別）－漁業就業者数(個人経営体出身) 専兼業区分別漁業就業者数 第１種兼業－自営漁業が従","04","農林水産業","04","水産業","漁業就業動向調査","確報","平成28年漁業就業動向調査報告書","平成28年統計表　大海区編","漁業就業者数（年齢階層別男女別）－漁業就業者数(個人経営体出身)","専兼業区分別漁業就業者数","第１種兼業－自営漁業が従","",""
"0003205971","漁業就業動向調査 確報 平成28年漁業就業動向調査報告書","年次","201601-201612","2017-05-30","0","該当なし","160","2019-10-01","","00500213","漁業構造動態調査","00500","農林水産省","4-2","平成28年統計表　大海区編 漁業就業者数（年齢階層別男女別）－漁業就業者数(個人経営体出身) 専兼業区分別漁業就業者数 第２種兼業－自営漁業が従","04","農林水産業","04","水産業","漁業就業動向調査","確報","平成28年漁業就業動向調査報告書","平成28年統計表　大海区編","漁業就業者数（年齢階層別男女別）－漁業就業者数(個人経営体出身)","専兼業区分別漁業就業者数","第２種兼業－自営漁業が従","",""
"0003205988","漁業就業動向調査 確報 平成28年漁業就業動向調査報告書","年次","201601-201612","2017-05-30","0","該当なし","160","2019-10-01","","00500213","漁業構造動態調査","00500","農林水産省","4-2","平成28年統計表　大海区編 漁業就業者数（年齢階層別男女別）－漁業就業者数(個人経営体出身) 自営漁業のみ・自営漁業と漁業雇われ別漁業就業者数 自営漁業と漁業雇われ－自営漁業が主","04","農林水産業","04","水産業","漁業就業動向調査","確報","平成28年漁業就業動向調査報告書","平成28年統計表　大海区編","漁業就業者数（年齢階層別男女別）－漁業就業者数(個人経営体出身)","自営漁業のみ・自営漁業と漁業雇われ別漁業就業者数","自営漁業と漁業雇われ－自営漁業が主","",""
"0003205989","漁業就業動向調査 確報 平成28年漁業就業動向調査報告書","年次","201601-201612","2017-05-30","0","該当なし","160","2019-10-01","","00500213","漁業構造動態調査","00500","農林水産省","4-2","平成28年統計表　大海区編 漁業就業者数（年齢階層別男女別）－漁業就業者数(個人経営体出身) 専兼業区分別漁業就業者数 第１種兼業－自営漁業のみ","04","農林水産業","04","水産業","漁業就業動向調査","確報","平成28年漁業就業動向調査報告書","平成28年統計表　大海区編","漁業就業者数（年齢階層別男女別）－漁業就業者数(個人経営体出身)","専兼業区分別漁業就業者数","第１種兼業－自営漁業のみ","",""
"0003205990","漁業就業動向調査 確報 平成28年漁業就業動向調査報告書","年次","201601-201612","2017-05-30","0","該当なし","160","2019-10-01","","00500213","漁業構造動態調査","00500","農林水産省","4-2","平成28年統計表　大海区編 漁業就業者数（年齢階層別男女別）－漁業就業者数(個人経営体出身) 専兼業区分別漁業就業者数 第２種兼業－自営漁業のみ","04","農林水産業","04","水産業","漁業就業動向調査","確報","平成28年漁業就業動向調査報告書","平成28年統計表　大海区編","漁業就業者数（年齢階層別男女別）－漁業就業者数(個人経営体出身)","専兼業区分別漁業就業者数","第２種兼業－自営漁業のみ","",""
"0003206007","漁業就業動向調査 確報 平成28年漁業就業動向調査報告書","年次","201601-201612","2017-05-30","0","該当なし","160","2019-10-01","","00500213","漁業構造動態調査","00500","農林水産省","4-2","平成28年統計表　大海区編 漁業就業者数（年齢階層別男女別）－漁業就業者数(個人経営体出身) 総数","04","農林水産業","04","水産業","漁業就業動向調査","確報","平成28年漁業就業動向調査報告書","平成28年統計表　大海区編","漁業就業者数（年齢階層別男女別）－漁業就業者数(個人経営体出身)","総数","","",""
"0003206008","漁業就業動向調査 確報 平成28年漁業就業動向調査報告書","年次","201601-201612","2017-05-30","0","該当なし","160","2019-10-01","","00500213","漁業構造動態調査","00500","農林水産省","4-2","平成28年統計表　大海区編 漁業就業者数（年齢階層別男女別）－漁業就業者数(個人経営体出身) 自営漁業のみ・自営漁業と漁業雇われ別漁業就業者数 自営漁業と漁業雇われ－自営漁業が従","04","農林水産業","04","水産業","漁業就業動向調査","確報","平成28年漁業就業動向調査報告書","平成28年統計表　大海区編","漁業就業者数（年齢階層別男女別）－漁業就業者数(個人経営体出身)","自営漁業のみ・自営漁業と漁業雇われ別漁業就業者数","自営漁業と漁業雇われ－自営漁業が従","",""
