"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","TITLE","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY3","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY4"
"0003032550","平成21年経済センサス-基礎調査 事業所に関する集計","-","200907","2011-06-03","0","該当なし","396730","2025-05-30","","00200552","経済センサス‐基礎調査","00200","総務省","11001","産業（小分類），従業者規模（６区分），経営組織（４区分）別民営以外の事業所数及び男女別従業者数－都道府県","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","事業所に関する集計","産業（小分類），従業者規模（６区分），経営組織（４区分）別民営以外の事業所数及び男女別従業者数－都道府県","","","","",""
"0003032551","平成21年経済センサス-基礎調査 事業所に関する集計","-","200907","2011-06-03","0","該当なし","79191","2025-05-30","","00200552","経済センサス‐基礎調査","00200","総務省","11002","産業（小分類），従業者規模（６区分）別常用雇用者数－都道府県","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","事業所に関する集計","産業（小分類），従業者規模（６区分）別常用雇用者数－都道府県","","","","",""
"0003032559","平成21年経済センサス-基礎調査 事業所に関する集計","-","200907","2011-06-03","0","該当なし","1270942","2025-05-30","","00200552","経済センサス‐基礎調査","00200","総務省","11401","産業（中分類），経営組織（２区分）別全事業所数，従業者数及び１事業所当たり従業者数－都道府県，市区町村","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","事業所に関する集計","産業（中分類），経営組織（２区分）別全事業所数，従業者数及び１事業所当たり従業者数－都道府県，市区町村","","","","",""
"0003032560","平成21年経済センサス-基礎調査 事業所に関する集計","-","200907","2011-06-03","0","該当なし","5324130","2025-05-30","","00200552","経済センサス‐基礎調査","00200","総務省","11402","産業（中分類），経営組織（２区分）※別全事業所数，従業上の地位（６区分），男女別従業者数－都道府県，市区町村 ※総数，民営事業所","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","事業所に関する集計","産業（中分類），経営組織（２区分）※別全事業所数，従業上の地位（６区分），男女別従業者数－都道府県，市区町村","※総数，民営事業所","","","",""
"0003032561","平成21年経済センサス-基礎調査 事業所に関する集計","-","200907","2011-06-03","0","該当なし","565980","2025-05-30","","00200552","経済センサス‐基礎調査","00200","総務省","11403","産業（中分類），経営組織（２区分）※別全事業所数，従業上の地位（６区分），男女別従業者数－都道府県，市区町村 ※国・地方公共団体","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","事業所に関する集計","産業（中分類），経営組織（２区分）※別全事業所数，従業上の地位（６区分），男女別従業者数－都道府県，市区町村","※国・地方公共団体","","","",""
"0003032562","平成21年経済センサス-基礎調査 事業所に関する集計","-","200907","2011-06-03","0","該当なし","87964695","2025-05-30","","00200552","経済センサス‐基礎調査","00200","総務省","11500","産業（小分類），従業者規模（８区分），経営組織（４区分）別民営事業所数，男女別従業者数及び常用雇用者数－都道府県，市区町村","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","事業所に関する集計","産業（小分類），従業者規模（８区分），経営組織（４区分）別民営事業所数，男女別従業者数及び常用雇用者数－都道府県，市区町村","","","","",""
"0003032567","平成21年経済センサス-基礎調査 事業所に関する集計","-","200907","2011-06-03","0","該当なし","1496090","2025-05-30","","00200552","経済センサス‐基礎調査","00200","総務省","11801","産業（小分類），常用雇用者規模（10区分），経営組織（５区分）別全事業所数－都道府県，19大都市","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","事業所に関する集計","産業（小分類），常用雇用者規模（10区分），経営組織（５区分）別全事業所数－都道府県，19大都市","","","","",""
"0003032568","平成21年経済センサス-基礎調査 事業所に関する集計","-","200907","2011-06-03","0","該当なし","11739166","2025-05-30","","00200552","経済センサス‐基礎調査","00200","総務省","11802","産業（小分類），常用雇用者規模（10区分），経営組織（５区分）※，従業上の地位（３区分），男女別従業者数－都道府県，19大都市 ※総数，民営事業所","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","事業所に関する集計","産業（小分類），常用雇用者規模（10区分），経営組織（５区分）※，従業上の地位（３区分），男女別従業者数－都道府県，19大都市","※総数，民営事業所","","","",""
"0003032569","平成21年経済センサス-基礎調査 事業所に関する集計","-","200907","2011-06-03","0","該当なし","358488","2025-05-30","","00200552","経済センサス‐基礎調査","00200","総務省","11803","産業（小分類），常用雇用者規模（10区分），経営組織（５区分）※，従業上の地位（３区分），男女別従業者数－都道府県，19大都市 ※国・地方公共団体","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","事業所に関する集計","産業（小分類），常用雇用者規模（10区分），経営組織（５区分）※，従業上の地位（３区分），男女別従業者数－都道府県，19大都市","※国・地方公共団体","","","",""
"0003032592","平成21年経済センサス-基礎調査 事業所に関する集計","-","200907","2011-06-03","0","該当なし","1089614","2024-05-31","","00200552","経済センサス‐基礎調査","00200","総務省","13200","産業（中分類），本所・支所（３区分），経営組織（４区分），事業所で行っている産業(大分類)別民営事業所数及び男女別従業者数－全国，都道府県","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","事業所に関する集計","産業（中分類），本所・支所（３区分），経営組織（４区分），事業所で行っている産業(大分類)別民営事業所数及び男女別従業者数－全国，都道府県","","","","",""
"0003032594","平成21年経済センサス-基礎調査 事業所に関する集計","-","200907","2011-06-03","0","該当なし","2436801","2024-05-31","","00200552","経済センサス‐基礎調査","00200","総務省","13300","産業（中分類），経営組織（５区分），従業者規模（８区分），事業所で行っている産業（大分類）別全事業所数及び男女別従業者数－全国，都道府県","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","事業所に関する集計","産業（中分類），経営組織（５区分），従業者規模（８区分），事業所で行っている産業（大分類）別全事業所数及び男女別従業者数－全国，都道府県","","","","",""
"0003032605","平成21年経済センサス-基礎調査 事業所に関する集計","-","200907","2011-06-03","0","該当なし","3578860","2025-05-30","","00200552","経済センサス‐基礎調査","00200","総務省","13900","産業（中分類），開設時期（14区分），本所・支所（３区分），経営組織（４区分）別民営事業所数及び男女別従業者数－都道府県","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","事業所に関する集計","産業（中分類），開設時期（14区分），本所・支所（３区分），経営組織（４区分）別民営事業所数及び男女別従業者数－都道府県","","","","",""
"0003032610","平成21年経済センサス-基礎調査 事業所に関する集計","-","200907","2011-06-03","0","該当なし","5540069","2025-05-30","","00200552","経済センサス‐基礎調査","00200","総務省","14100","産業（大分類），開設時期（14区分），経営組織（４区分）別民営事業所及び男女別従業者数－都道府県，市区町村","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","事業所に関する集計","産業（大分類），開設時期（14区分），経営組織（４区分）別民営事業所及び男女別従業者数－都道府県，市区町村","","","","",""
"0003032611","平成21年経済センサス-基礎調査 事業所に関する集計","-","200907","2011-06-03","0","該当なし","616074","2025-05-30","","00200552","経済センサス‐基礎調査","00200","総務省","14300","産業（小分類），存続・新設・廃業別民営事業所数及び男女別従業者数－都道府県，19大都市","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","事業所に関する集計","産業（小分類），存続・新設・廃業別民営事業所数及び男女別従業者数－都道府県，19大都市","","","","",""
"0003032612","平成21年経済センサス-基礎調査 事業所に関する集計","-","200907","2011-06-03","0","該当なし","320641","2025-05-30","","00200552","経済センサス‐基礎調査","00200","総務省","14401","産業（中分類），本所・支所（３区分），経営組織（４区分），存続・新設・廃業別民営事業所数－都道府県","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","事業所に関する集計","産業（中分類），本所・支所（３区分），経営組織（４区分），存続・新設・廃業別民営事業所数－都道府県","","","","",""
"0003032613","平成21年経済センサス-基礎調査 事業所に関する集計","-","200907","2011-06-03","0","該当なし","947229","2025-05-30","","00200552","経済センサス‐基礎調査","00200","総務省","14402","産業（中分類），本所・支所（３区分），経営組織（４区分），存続・新設・廃業，男女別従業者数－都道府県","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","事業所に関する集計","産業（中分類），本所・支所（３区分），経営組織（４区分），存続・新設・廃業，男女別従業者数－都道府県","","","","",""
"0003032614","平成21年経済センサス-基礎調査 事業所に関する集計","-","200907","2011-06-03","0","該当なし","2262105","2025-05-30","","00200552","経済センサス‐基礎調査","00200","総務省","14500","産業（大分類），経営組織（４区分），存続・新設・廃業別民営事業所数及び男女別従業者数－都道府県，市区町村","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","事業所に関する集計","産業（大分類），経営組織（４区分），存続・新設・廃業別民営事業所数及び男女別従業者数－都道府県，市区町村","","","","",""
"0003032552","平成21年経済センサス-基礎調査 事業所に関する集計","-","200907","2011-06-03","0","該当なし","2409429","2025-05-30","","00200552","経済センサス‐基礎調査","00200","総務省","21101","産業（中分類），従業者規模（６区分），経営組織（４区分）別民営以外の事業所数及び男女別従業者数－市区町村","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","事業所に関する集計","産業（中分類），従業者規模（６区分），経営組織（４区分）別民営以外の事業所数及び男女別従業者数－市区町村","","","","",""
"0003032553","平成21年経済センサス-基礎調査 事業所に関する集計","-","200907","2011-06-03","0","該当なし","503019","2025-05-30","","00200552","経済センサス‐基礎調査","00200","総務省","21102","産業（中分類），従業者規模（６区分）別常用雇用者数－市区町村","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","事業所に関する集計","産業（中分類），従業者規模（６区分）別常用雇用者数－市区町村","","","","",""
"0003032570","平成21年経済センサス-基礎調査 事業所に関する集計","-","200907","2011-06-03","0","該当なし","6642789","2025-05-30","","00200552","経済センサス‐基礎調査","00200","総務省","21900","産業（中分類），常用雇用者規模（６区分），経営組織（２区分）別全事業所数及び男女別従業者数－市区町村","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","事業所に関する集計","産業（中分類），常用雇用者規模（６区分），経営組織（２区分）別全事業所数及び男女別従業者数－市区町村","","","","",""
"0003032573","平成21年経済センサス-基礎調査 事業所に関する集計","-","200907","2011-06-03","0","該当なし","709970","2025-05-30","","00200552","経済センサス‐基礎調査","00200","総務省","22100","産業（中分類），常用雇用者規模（15区分）別民営事業所数，男女別従業者数及び常用雇用者数－県庁所在市，人口30万人以上市","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","事業所に関する集計","産業（中分類），常用雇用者規模（15区分）別民営事業所数，男女別従業者数及び常用雇用者数－県庁所在市，人口30万人以上市","","","","",""
"0003032661","平成21年経済センサス-基礎調査 企業等に関する集計","-","200907","2011-06-03","0","該当なし","5419156","2025-05-30","","00200552","経済センサス‐基礎調査","00200","総務省","50100","企業産業（中分類），企業常用雇用者規模（11区分），企業類型（２区分），資本金階級（10区分）別企業数，事業所数，男女別従業者数及び常用雇用者数－全国，都道府県","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","企業等に関する集計","企業産業（中分類），企業常用雇用者規模（11区分），企業類型（２区分），資本金階級（10区分）別企業数，事業所数，男女別従業者数及び常用雇用者数－全国，都道府県","","","","",""
"0003032662","平成21年経済センサス-基礎調査 企業等に関する集計","-","200907","2011-06-03","0","該当なし","46726","2025-05-30","","00200552","経済センサス‐基礎調査","00200","総務省","50200","企業産業（中分類），企業常用雇用者規模（11区分），経営組織（４区分）別法人数，企業数，事業所数，男女別従業者数及び常用雇用者数－全国","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","企業等に関する集計","企業産業（中分類），企業常用雇用者規模（11区分），経営組織（４区分）別法人数，企業数，事業所数，男女別従業者数及び常用雇用者数－全国","","","","",""
"0003032663","平成21年経済センサス-基礎調査 企業等に関する集計","-","200907","2011-06-03","0","該当なし","39802","2025-05-30","","00200552","経済センサス‐基礎調査","00200","総務省","50301","経営組織（３区分）別企業数，事業所数及び男女別従業者数－全国，都道府県，市区町村，14大都市圏","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","企業等に関する集計","経営組織（３区分）別企業数，事業所数及び男女別従業者数－全国，都道府県，市区町村，14大都市圏","","","","",""
"0003032664","平成21年経済センサス-基礎調査 企業等に関する集計","-","200907","2011-06-03","0","該当なし","179106","2025-05-30","","00200552","経済センサス‐基礎調査","00200","総務省","50302","企業産業（大分類）別企業数，事業所数及び男女別従業者数－全国，都道府県，市区町村，14大都市圏","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","企業等に関する集計","企業産業（大分類）別企業数，事業所数及び男女別従業者数－全国，都道府県，市区町村，14大都市圏","","","","",""
"0003032665","平成21年経済センサス-基礎調査 企業等に関する集計","-","200907","2011-06-03","0","該当なし","100828","2025-05-30","","00200552","経済センサス‐基礎調査","00200","総務省","50303","資本金階級（10区分）別企業数，事業所数及び男女別従業者数－全国，都道府県，市区町村，14大都市圏","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","企業等に関する集計","資本金階級（10区分）別企業数，事業所数及び男女別従業者数－全国，都道府県，市区町村，14大都市圏","","","","",""
"0003032666","平成21年経済センサス-基礎調査 企業等に関する集計","-","200907","2011-06-03","0","該当なし","110260","2025-05-30","","00200552","経済センサス‐基礎調査","00200","総務省","50400","企業産業（小分類)，経営組織（２区分），企業常用雇用者規模（11区分）別法人数，企業数，事業所数及び男女別従業者数－全国","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","企業等に関する集計","企業産業（小分類)，経営組織（２区分），企業常用雇用者規模（11区分）別法人数，企業数，事業所数及び男女別従業者数－全国","","","","",""
"0003032667","平成21年経済センサス-基礎調査 企業等に関する集計","-","200907","2011-06-03","0","該当なし","786943","2025-05-30","","00200552","経済センサス‐基礎調査","00200","総務省","50501","経営組織（２区分），企業産業（大分類）別法人数，企業数，事業所数，男女別従業者数及び常用雇用者数－全国，都道府県，市区町村，14大都市圏","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","企業等に関する集計","経営組織（２区分），企業産業（大分類）別法人数，企業数，事業所数，男女別従業者数及び常用雇用者数－全国，都道府県，市区町村，14大都市圏","","","","",""
"0003032668","平成21年経済センサス-基礎調査 企業等に関する集計","-","200907","2011-06-03","0","該当なし","474856","2025-05-30","","00200552","経済センサス‐基礎調査","00200","総務省","50502","経営組織（２区分），企業常用雇用者規模（11区分）別法人数，企業数，事業所数，男女別従業者数及び常用雇用者数－全国，都道府県，市区町村，14大都市圏","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","企業等に関する集計","経営組織（２区分），企業常用雇用者規模（11区分）別法人数，企業数，事業所数，男女別従業者数及び常用雇用者数－全国，都道府県，市区町村，14大都市圏","","","","",""
"0003032669","平成21年経済センサス-基礎調査 企業等に関する集計","-","200907","2011-06-03","0","該当なし","652580","2025-05-30","","00200552","経済センサス‐基礎調査","00200","総務省","50601","企業産業（中分類），企業常用雇用者規模（11区分），経営組織（２区分），企業類型（３区分）別法人数，企業数，事業所数，常用雇用者数及び国内事業所数－全国，都道府県","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","企業等に関する集計","企業産業（中分類），企業常用雇用者規模（11区分），経営組織（２区分），企業類型（３区分）別法人数，企業数，事業所数，常用雇用者数及び国内事業所数－全国，都道府県","","","","",""
"0003032670","平成21年経済センサス-基礎調査 企業等に関する集計","-","200907","2011-06-03","0","該当なし","2758144","2025-05-30","","00200552","経済センサス‐基礎調査","00200","総務省","50602","企業産業（中分類），企業常用雇用者規模（11区分），経営組織（２区分），企業類型（３区分），従業上の地位（４区分）別国内事業所の男女別従業者数－全国，都道府県","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","企業等に関する集計","企業産業（中分類），企業常用雇用者規模（11区分），経営組織（２区分），企業類型（３区分），従業上の地位（４区分）別国内事業所の男女別従業者数－全国，都道府県","","","","",""
"0003032671","平成21年経済センサス-基礎調査 企業等に関する集計","-","200907","2011-06-03","0","該当なし","2411238","2025-05-30","","00200552","経済センサス‐基礎調査","00200","総務省","50700","企業産業（中分類），資本金階級（10区分），企業類型（３区分）別企業数，事業所数及び従業上の地位（３区分），男女別従業者数－全国，都道府県","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","企業等に関する集計","企業産業（中分類），資本金階級（10区分），企業類型（３区分）別企業数，事業所数及び従業上の地位（３区分），男女別従業者数－全国，都道府県","","","","",""
"0003032672","平成21年経済センサス-基礎調査 企業等に関する集計","-","200907","2011-06-03","0","該当なし","56959","2025-05-30","","00200552","経済センサス‐基礎調査","00200","総務省","50800","企業産業（中分類），国内の企業常用雇用者規模（11区分），企業類型（２区分），経営組織（４区分）別法人数，企業数，事業所数及び男女別従業者数－全国","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","企業等に関する集計","企業産業（中分類），国内の企業常用雇用者規模（11区分），企業類型（２区分），経営組織（４区分）別法人数，企業数，事業所数及び男女別従業者数－全国","","","","",""
"0003032915","平成21年経済センサス-基礎調査 企業等に関する集計","-","200907","2011-06-03","0","該当なし","33516","2025-05-30","","00200552","経済センサス‐基礎調査","00200","総務省","50901","企業産業（中分類），企業従業者規模（12区分），経営組織（２区分），企業類型（３区分）別法人数，企業数，事業所数－全国","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","企業等に関する集計","企業産業（中分類），企業従業者規模（12区分），経営組織（２区分），企業類型（３区分）別法人数，企業数，事業所数－全国","","","","",""
"0003032916","平成21年経済センサス-基礎調査 企業等に関する集計","-","200907","2011-06-03","0","該当なし","273340","2025-05-30","","00200552","経済センサス‐基礎調査","00200","総務省","50902","企業産業（中分類），企業従業者規模（12区分），経営組織（２区分），企業類型（３区分），従業上の地位（４区分），男女別従業者数－全国","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","企業等に関する集計","企業産業（中分類），企業従業者規模（12区分），経営組織（２区分），企業類型（３区分），従業上の地位（４区分），男女別従業者数－全国","","","","",""
"0003032677","平成21年経済センサス-基礎調査 企業等に関する集計","-","200907","2011-06-03","0","該当なし","823611","2025-05-30","","00200552","経済センサス‐基礎調査","00200","総務省","51000","企業産業（中分類），支所数規模（11区分），企業常用雇用者規模（11区分）別法人数及び事業所数（複数事業所企業等（個人経営を除く））－全国","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","企業等に関する集計","企業産業（中分類），支所数規模（11区分），企業常用雇用者規模（11区分）別法人数及び事業所数（複数事業所企業等（個人経営を除く））－全国","","","","",""
"0003032897","平成21年経済センサス-基礎調査 企業等に関する集計","-","200907","2011-06-03","0","該当なし","2250847","2025-05-30","","00200552","経済センサス‐基礎調査","00200","総務省","51101","経営組織（３区分），企業類型（２区分），企業産業（大分類）別法人数，企業数，事業所数及び男女別従業者数－全国，都道府県，市区町村，14大都市圏","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","企業等に関する集計","経営組織（３区分），企業類型（２区分），企業産業（大分類）別法人数，企業数，事業所数及び男女別従業者数－全国，都道府県，市区町村，14大都市圏","","","","",""
"0003032891","平成21年経済センサス-基礎調査 企業等に関する集計","-","200907","2011-06-03","0","該当なし","603410","2025-05-30","","00200552","経済センサス‐基礎調査","00200","総務省","51102","経営組織（３区分），企業類型（２区分）※，支所数規模（９区分）別法人数，企業数，事業所数及び男女別従業者数－全国，都道府県，市区町村，14大都市圏 ※複数事業所企業のみ","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","企業等に関する集計","経営組織（３区分），企業類型（２区分）※，支所数規模（９区分）別法人数，企業数，事業所数及び男女別従業者数－全国，都道府県，市区町村，14大都市圏","※複数事業所企業のみ","","","",""
"0003032680","平成21年経済センサス-基礎調査 企業等に関する集計","-","200907","2011-06-03","0","該当なし","713685","2025-05-30","","00200552","経済センサス‐基礎調査","00200","総務省","51200","企業産業（中分類），支所数規模（９区分），資本金階級（10区分）別企業数及び事業所数（複数事業所企業（会社企業のみ））－全国，都道府県","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","企業等に関する集計","企業産業（中分類），支所数規模（９区分），資本金階級（10区分）別企業数及び事業所数（複数事業所企業（会社企業のみ））－全国，都道府県","","","","",""
"0003032681","平成21年経済センサス-基礎調査 企業等に関する集計","-","200907","2011-06-03","0","該当なし","1179344","2025-05-30","","00200552","経済センサス‐基礎調査","00200","総務省","51300","企業産業（中分類），企業常用雇用者規模（11区分），資本金階級（10区分）別企業数及び国内・海外別支所数（複数事業所企業（会社企業のみ））－全国，都道府県","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","企業等に関する集計","企業産業（中分類），企業常用雇用者規模（11区分），資本金階級（10区分）別企業数及び国内・海外別支所数（複数事業所企業（会社企業のみ））－全国，都道府県","","","","",""
"0003032682","平成21年経済センサス-基礎調査 企業等に関する集計","-","200907","2011-06-03","0","該当なし","19437","2025-05-30","","00200552","経済センサス‐基礎調査","00200","総務省","51400","企業産業（大分類），国内支所数規模（９区分），海外支所数規模（９区分）別法人数（複数事業所企業等）－全国，都道府県","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","企業等に関する集計","企業産業（大分類），国内支所数規模（９区分），海外支所数規模（９区分）別法人数（複数事業所企業等）－全国，都道府県","","","","",""
"0003032683","平成21年経済センサス-基礎調査 企業等に関する集計","-","200907","2011-06-03","0","該当なし","45219","2025-05-30","","00200552","経済センサス‐基礎調査","00200","総務省","51500","企業産業（中分類），本所の従業者規模（10区分），企業常用雇用者規模（11区分）別法人数，事業所数及び男女別従業者数（複数事業所企業等（個人経営を除く））－全国","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","企業等に関する集計","企業産業（中分類），本所の従業者規模（10区分），企業常用雇用者規模（11区分）別法人数，事業所数及び男女別従業者数（複数事業所企業等（個人経営を除く））－全国","","","","",""
"0003032684","平成21年経済センサス-基礎調査 企業等に関する集計","-","200907","2011-06-03","0","該当なし","224938","2025-05-30","","00200552","経済センサス‐基礎調査","00200","総務省","51600","企業産業（大分類），本所の所在地，経営組織（３区分），国内支所の分布範囲（２区分）別法人数，企業数，事業所数，男女別従業者数及び常用雇用者数（国内支所のある複数事業所企業等）－全国，都道府県，19大都市，14大都市圏","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","企業等に関する集計","企業産業（大分類），本所の所在地，経営組織（３区分），国内支所の分布範囲（２区分）別法人数，企業数，事業所数，男女別従業者数及び常用雇用者数（国内支所のある複数事業所企業等）－全国，都道府県，19大都市，14大都市圏","","","","",""
"0003032685","平成21年経済センサス-基礎調査 企業等に関する集計","-","200907","2011-06-03","0","該当なし","12494","2025-05-30","","00200552","経済センサス‐基礎調査","00200","総務省","51701","企業産業（大分類），本所・国内支所の所在地別企業数，事業所数及び男女別従業者数（国内支所のある複数事業所企業等）－全国，都道府県，19大都市，14大都市圏","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","企業等に関する集計","企業産業（大分類），本所・国内支所の所在地別企業数，事業所数及び男女別従業者数（国内支所のある複数事業所企業等）－全国，都道府県，19大都市，14大都市圏","","","","",""
"0003032686","平成21年経済センサス-基礎調査 企業等に関する集計","-","200907","2011-06-03","0","該当なし","144299","2025-05-30","","00200552","経済センサス‐基礎調査","00200","総務省","51702","企業産業（大分類），本所・国内支所の所在地別事業所数及び従業者数（国内支所のある複数事業所企業等）－全国，都道府県，19大都市，14大都市圏","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","企業等に関する集計","企業産業（大分類），本所・国内支所の所在地別事業所数及び従業者数（国内支所のある複数事業所企業等）－全国，都道府県，19大都市，14大都市圏","","","","",""
"0003032687","平成21年経済センサス-基礎調査 企業等に関する集計","-","200907","2011-06-03","0","該当なし","160571","2025-05-30","","00200552","経済センサス‐基礎調査","00200","総務省","51800","企業産業（中分類），企業常用雇用者規模（11区分），持株会社か否か別企業数，事業所数及び常用雇用者数（子会社のある企業）－全国，都道府県","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","企業等に関する集計","企業産業（中分類），企業常用雇用者規模（11区分），持株会社か否か別企業数，事業所数及び常用雇用者数（子会社のある企業）－全国，都道府県","","","","",""
"0003032688","平成21年経済センサス-基礎調査 企業等に関する集計","-","200907","2011-06-03","0","該当なし","25020","2025-05-30","","00200552","経済センサス‐基礎調査","00200","総務省","51900","企業産業（中分類），持株会社か否か，子会社数規模（９区分）別企業数，事業所数及び常用雇用者数（子会社のある企業）－全国","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","企業等に関する集計","企業産業（中分類），持株会社か否か，子会社数規模（９区分）別企業数，事業所数及び常用雇用者数（子会社のある企業）－全国","","","","",""
"0003032689","平成21年経済センサス-基礎調査 企業等に関する集計","-","200907","2011-06-03","0","該当なし","86471","2025-05-30","","00200552","経済センサス‐基礎調査","00200","総務省","52000","企業産業（中分類），資本金階級（10区分），経営組織（３区分），外国資本比率（８区分）別企業数及び国内・海外別常用雇用者数－全国","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","企業等に関する集計","企業産業（中分類），資本金階級（10区分），経営組織（３区分），外国資本比率（８区分）別企業数及び国内・海外別常用雇用者数－全国","","","","",""
"0003032691","平成21年経済センサス-基礎調査 企業等に関する集計","-","200907","2011-06-03","0","該当なし","1019624","2025-05-30","","00200552","経済センサス‐基礎調査","00200","総務省","52200","企業産業（中分類），資本金階級（10区分），決算月（13区分）別企業数及び事業所数－全国，都道府県","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","企業等に関する集計","企業産業（中分類），資本金階級（10区分），決算月（13区分）別企業数及び事業所数－全国，都道府県","","","","",""
"0003032693","平成21年経済センサス-基礎調査 企業等に関する集計","-","200907","2011-06-03","0","該当なし","37012","2025-05-30","","00200552","経済センサス‐基礎調査","00200","総務省","52300","企業産業（中分類），企業常用雇用者規模（11区分），決算月（13区分）別企業数及び事業所数－全国","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","企業等に関する集計","企業産業（中分類），企業常用雇用者規模（11区分），決算月（13区分）別企業数及び事業所数－全国","","","","",""
"0003032694","平成21年経済センサス-基礎調査 企業等に関する集計","-","200907","2011-06-03","0","該当なし","8616","2025-05-30","","00200552","経済センサス‐基礎調査","00200","総務省","52400","企業産業（大分類），企業従業者規模（12区分），別経営の事業所からの派遣従業者規模（11区分），親会社の有無別企業数－全国","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","企業等に関する集計","企業産業（大分類），企業従業者規模（12区分），別経営の事業所からの派遣従業者規模（11区分），親会社の有無別企業数－全国","","","","",""
"0003032695","平成21年経済センサス-基礎調査 企業等に関する集計","-","200907","2011-06-03","0","該当なし","46037","2025-05-30","","00200552","経済センサス‐基礎調査","00200","総務省","52500","企業産業（中分類），国内の企業常用雇用者規模（11区分），経営組織（２区分），派遣従業者の有無別法人数，企業数，男女別従業者数及び派遣従業者数－全国","07","企業・家計・経済","01","企業活動","平成21年経済センサス-基礎調査","企業等に関する集計","企業産業（中分類），国内の企業常用雇用者規模（11区分），経営組織（２区分），派遣従業者の有無別法人数，企業数，男女別従業者数及び派遣従業者数－全国","","","","",""
