"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_EXPLANATION","TITLE_SPEC.TABLE_CATEGORY","TITLE"
"0003273424","保護統計 地方更生保護委員会","年次","0","2023-07-31","0","全国","4590","2024-09-04","","00250007","保護統計調査","00250","法務省","20-00-30","委員会別　保護観察停止・停止解除・停止取消しの審理の開始及び終了人員","14","司法・安全・環境","01","司法","保護統計","地方更生保護委員会","委員会別　保護観察停止・停止解除・停止取消しの審理の開始及び終了人員","","",""
"0003273424","保護統計 地方更生保護委員会","年次","0","2023-07-31","0","都道府県","4590","2024-09-04","","00250007","保護統計調査","00250","法務省","20-00-30","委員会別　保護観察停止・停止解除・停止取消しの審理の開始及び終了人員","14","司法・安全・環境","01","司法","保護統計","地方更生保護委員会","委員会別　保護観察停止・停止解除・停止取消しの審理の開始及び終了人員","","",""
"0003273425","保護統計 地方更生保護委員会","年次","0","2023-07-31","0","全国","3060","2024-09-04","","00250007","保護統計調査","00250","法務省","20-00-31","委員会別　保護観察仮解除・仮解除取消しの審理の開始及び終了人員","14","司法・安全・環境","01","司法","保護統計","地方更生保護委員会","委員会別　保護観察仮解除・仮解除取消しの審理の開始及び終了人員","","",""
"0003273425","保護統計 地方更生保護委員会","年次","0","2023-07-31","0","都道府県","3060","2024-09-04","","00250007","保護統計調査","00250","法務省","20-00-31","委員会別　保護観察仮解除・仮解除取消しの審理の開始及び終了人員","14","司法・安全・環境","01","司法","保護統計","地方更生保護委員会","委員会別　保護観察仮解除・仮解除取消しの審理の開始及び終了人員","","",""
"0003295720","保護統計 地方更生保護委員会","年次","0","2023-07-31","0","全国","648","2024-09-04","","00250007","保護統計調査","00250","法務省","20-00-32","委員会別　住居特定の審理の開始及び終了人員 (2016年～2021年)","14","司法・安全・環境","01","司法","保護統計","地方更生保護委員会","委員会別　住居特定の審理の開始及び終了人員 (2016年～2021年)","","",""
"0003295720","保護統計 地方更生保護委員会","年次","0","2023-07-31","0","都道府県","648","2024-09-04","","00250007","保護統計調査","00250","法務省","20-00-32","委員会別　住居特定の審理の開始及び終了人員 (2016年～2021年)","14","司法・安全・環境","01","司法","保護統計","地方更生保護委員会","委員会別　住居特定の審理の開始及び終了人員 (2016年～2021年)","","",""
"0003273427","保護統計 地方更生保護委員会","年次","0","2022-07-29","0","全国","540","2024-09-04","","00250007","保護統計調査","00250","法務省","20-00-33","委員会別　住居特定取消しの審理の開始及び終了人員 (2016年～2021年)","14","司法・安全・環境","01","司法","保護統計","地方更生保護委員会","委員会別　住居特定取消しの審理の開始及び終了人員 (2016年～2021年)","","",""
"0003273427","保護統計 地方更生保護委員会","年次","0","2022-07-29","0","都道府県","540","2024-09-04","","00250007","保護統計調査","00250","法務省","20-00-33","委員会別　住居特定取消しの審理の開始及び終了人員 (2016年～2021年)","14","司法・安全・環境","01","司法","保護統計","地方更生保護委員会","委員会別　住居特定取消しの審理の開始及び終了人員 (2016年～2021年)","","",""
"0003322623","保護統計 地方更生保護委員会","年次","0","2023-07-31","0","全国","7182","2024-09-04","","00250007","保護統計調査","00250","法務省","20-00-34","委員会別　保護観察を仮解除された者の経過期間 (2016年～2022年)","14","司法・安全・環境","01","司法","保護統計","地方更生保護委員会","委員会別　保護観察を仮解除された者の経過期間 (2016年～2022年)","（注）経過期間とは、保護観察に付された日から仮解除する旨の決定のあった日までの期間をいう。","",""
"0003322623","保護統計 地方更生保護委員会","年次","0","2023-07-31","0","都道府県","7182","2024-09-04","","00250007","保護統計調査","00250","法務省","20-00-34","委員会別　保護観察を仮解除された者の経過期間 (2016年～2022年)","14","司法・安全・環境","01","司法","保護統計","地方更生保護委員会","委員会別　保護観察を仮解除された者の経過期間 (2016年～2022年)","（注）経過期間とは、保護観察に付された日から仮解除する旨の決定のあった日までの期間をいう。","",""
"0003322420","保護統計 地方更生保護委員会","月次","200805","2019-03-29","0","該当なし","2652","2024-09-04","","00250007","保護統計調査","00250","法務省","20-05-01","仮釈放等審理等の開始及び終了人員　(2007年1月～2008年5月)","14","司法・安全・環境","01","司法","保護統計","地方更生保護委員会","仮釈放等審理等の開始及び終了人員　(2007年1月～2008年5月)","（2007年から2008年の統計表についての注）<br>　１　「交通」の欄は刑法第208条の2及び車両の運転による同法第211条の罪並びに道路交通法，自動車の保管場所の確保等に関する法律，<br> 道路運送法，道路運送車両法及び自動車損害賠償保障法に定める罪に,「一般」の欄はその他の罪（ぐ犯を含む。）に係る人員である。<br>　２　「長期」の欄は少年院における長期処遇に，「一般短期」の欄は同一般短期処遇に，「特修短期」の欄は同特修短期処遇に係る人員である。","",""
"0003295462","保護統計 地方更生保護委員会","月次","200805","2019-03-29","0","該当なし","2210","2024-09-04","","00250007","保護統計調査","00250","法務省","20-05-02","仮釈放等許可取消事件の受理及び処理人員(2007年1月～2008年5月)","14","司法・安全・環境","01","司法","保護統計","地方更生保護委員会","仮釈放等許可取消事件の受理及び処理人員(2007年1月～2008年5月)","（注）１　「交通」の欄は刑法第208条の2及び車両の運転による同法第211条の罪並びに道路交通法，自動車の保管場所の確保等に関する法律，<br>　道路運送法，道路運送車両法及び自動車損害賠償保障法に定める罪に,「一般」の欄はその他の罪（ぐ犯を含む。）に係る人員である。<br>　２　「長期」の欄は少年院における長期処遇に，「一般短期」の欄は同一般短期処遇に，「特修短期」の欄は同特修短期処遇に係る人員である。","",""
"0003322421","保護統計 地方更生保護委員会","月次","200805","2019-03-29","0","該当なし","2040","2024-09-04","","00250007","保護統計調査","00250","法務省","20-05-03","仮釈放の取消し等の審理の開始及び終了人員 (2007年1月～2008年5月)","14","司法・安全・環境","01","司法","保護統計","地方更生保護委員会","仮釈放の取消し等の審理の開始及び終了人員 (2007年1月～2008年5月)","（注）「長期」の欄は少年院における長期処遇に，「一般短期」の欄は同一般短期処遇に，「特修短期」の欄は同特修短期処遇に係る人員である。","",""
"0004011622","保護統計 地方更生保護委員会","年次","0","2023-07-31","0","全国","200","2024-09-04","","00250007","保護統計調査","00250","法務省","22-00-28","委員会別　戻し収容の申請・特定少年の仮退院取消しの審理の開始及び終了人員","14","司法・安全・環境","01","司法","保護統計","地方更生保護委員会","委員会別　戻し収容の申請・特定少年の仮退院取消しの審理の開始及び終了人員","","",""
"0004011622","保護統計 地方更生保護委員会","年次","0","2023-07-31","0","都道府県","200","2024-09-04","","00250007","保護統計調査","00250","法務省","22-00-28","委員会別　戻し収容の申請・特定少年の仮退院取消しの審理の開始及び終了人員","14","司法・安全・環境","01","司法","保護統計","地方更生保護委員会","委員会別　戻し収容の申請・特定少年の仮退院取消しの審理の開始及び終了人員","","",""
"0004011600","保護統計 地方更生保護委員会","年次","0","2023-09-27","0","全国","324","2024-09-04","","00250007","保護統計調査","00250","法務省","22-00-32","委員会別　住居特定の審理の開始及び終了人員 (2022年)","14","司法・安全・環境","01","司法","保護統計","地方更生保護委員会","委員会別　住居特定の審理の開始及び終了人員 (2022年)","","",""
"0004011600","保護統計 地方更生保護委員会","年次","0","2023-09-27","0","都道府県","324","2024-09-04","","00250007","保護統計調査","00250","法務省","22-00-32","委員会別　住居特定の審理の開始及び終了人員 (2022年)","14","司法・安全・環境","01","司法","保護統計","地方更生保護委員会","委員会別　住居特定の審理の開始及び終了人員 (2022年)","","",""
"0004011620","保護統計 地方更生保護委員会","年次","0","2023-07-31","0","全国","270","2024-09-04","","00250007","保護統計調査","00250","法務省","22-00-33","委員会別　住居特定取消しの審理の開始及び終了人員 (2022年)","14","司法・安全・環境","01","司法","保護統計","地方更生保護委員会","委員会別　住居特定取消しの審理の開始及び終了人員 (2022年)","","",""
"0004011620","保護統計 地方更生保護委員会","年次","0","2023-07-31","0","都道府県","270","2024-09-04","","00250007","保護統計調査","00250","法務省","22-00-33","委員会別　住居特定取消しの審理の開始及び終了人員 (2022年)","14","司法・安全・環境","01","司法","保護統計","地方更生保護委員会","委員会別　住居特定取消しの審理の開始及び終了人員 (2022年)","","",""
"0003274203","保護統計 地方更生保護委員会","月次","201801","2024-08-26","0","該当なし","29705","2024-09-04","","00250007","保護統計調査","00250","法務省","30-01-01","仮釈放等審理等の開始及び終了人員","14","司法・安全・環境","01","司法","保護統計","地方更生保護委員会","仮釈放等審理等の開始及び終了人員","（2007年から2008年の統計表についての注）<br>　１　「交通」の欄は刑法第208条の2及び車両の運転による同法第211条の罪並びに道路交通法，自動車の保管場所の確保等に関する法律，<br> 道路運送法，道路運送車両法及び自動車損害賠償保障法に定める罪に,「一般」の欄はその他の罪（ぐ犯を含む。）に係る人員である。<br>　２　「長期」の欄は少年院における長期処遇に，「一般短期」の欄は同一般短期処遇に，「特修短期」の欄は同特修短期処遇に係る人員である。","",""
"0003295463","保護統計 地方更生保護委員会","月次","201801","2024-08-26","0","該当なし","30384","2024-09-04","","00250007","保護統計調査","00250","法務省","30-01-02","審理再開事由等通知の受理及び処理人員","14","司法・安全・環境","01","司法","保護統計","地方更生保護委員会","審理再開事由等通知の受理及び処理人員","（2008年の統計表についての注）<br>　１　「交通」の欄は刑法第208条の2及び車両の運転による同法第211条の罪並びに道路交通法，自動車の保管場所の確保等に関する法律，<br>　道路運送法，道路運送車両法及び自動車損害賠償保障法に定める罪に,「一般」の欄はその他の罪（ぐ犯を含む。）に係る人員である。<br>　２　「長期」の欄は少年院における長期処遇に，「一般短期」の欄は同一般短期処遇に，「特修短期」の欄は同特修短期処遇に係る人員である。","",""
"0003273438","保護統計 地方更生保護委員会","月次","201801","2024-08-26","0","該当なし","26350","2024-09-04","","00250007","保護統計調査","00250","法務省","30-01-03","仮釈放の取消し等の審理の開始及び終了人員","14","司法・安全・環境","01","司法","保護統計","地方更生保護委員会","仮釈放の取消し等の審理の開始及び終了人員","（注）2008年の統計表について，「長期」の欄は少年院における長期処遇に，「一般短期」の欄は同一般短期処遇に，「特修短期」の欄は同特修短期処遇に係る人員である。","",""
"0003297766","保護統計 保護観察所","年次","201401-201412","2019-03-29","0","該当なし","63895","2024-09-04","","00250007","保護統計調査","00250","法務省","14-00-26","保護観察 観察所別　保護観察終了者の終了事由及び終了時状況　(2006年～2014年)","14","司法・安全・環境","01","司法","保護統計","保護観察所","観察所別　保護観察終了者の終了事由及び終了時状況　(2006年～2014年)","（注）１　2008年から2015年の統計表については，「期間満了者の終了時状況」の「評定（旧法対象者）」は更生保護法の施行に伴う成績の評定の廃止後もなお従前の例により処遇を行うこととされた<br>　同法附則第5条第1項の表の上欄に掲げる者について計上したものであり，それ以外の者で期間満了となったものについては，「更生保護法対象者」として計上している。<br>　２　「期間満了者の終了時状況」の「その他」は，長期入院治療又は長期旅行のため，事実上保護観察を実施していない間に期間満了により終了した場合等である。","保護観察",""
"0003297765","保護統計 保護観察所","年次","199701-199712","2019-03-29","0","該当なし","562","2024-09-04","","00250007","保護統計調査","00250","法務省","15-00-25","保護観察 保護観察終了者の終了事由・終了時状況別　累年比較２","14","司法・安全・環境","01","司法","保護統計","保護観察所","保護観察終了者の終了事由・終了時状況別　累年比較２","（注）１　１号観察終了者には，交通短期保護観察対象者は含まない。<br>　2　2008年から2015年の統計表については，「期間満了者の終了時状況」の「良好・普通・不良」は期間満了時に特殊な状態にあった者を除いたもののうち，<br>　更生保護法の施行に伴う成績の評定の廃止後もなお従前の例により処遇を行うこととされた同法附則第５条第１項の表の上欄に掲げる者について計上したものであり，<br>　それ以外の者で期間満了となった者については，「更生保護法対象者」として計上している。<br>　３　「期間満了者の終了時状況」の「その他」は，長期入院治療又は長期旅行のため，事実上保護観察を実施していない間に期間満了により終了した場合等である。","保護観察",""
"0003297767","保護統計 保護観察所","年次","201501-201512","2019-03-29","0","該当なし","6370","2024-09-04","","00250007","保護統計調査","00250","法務省","15-00-26","保護観察 観察所別　保護観察終了者の終了事由及び終了時状況　(2015年)","14","司法・安全・環境","01","司法","保護統計","保護観察所","観察所別　保護観察終了者の終了事由及び終了時状況　(2015年)","（注）１　2008年から2015年の統計表については，「期間満了者の終了時状況」の「評定（旧法対象者）」は更生保護法の施行に伴う成績の評定の廃止後もなお従前の例により処遇を行うこととされた<br>　同法附則第5条第1項の表の上欄に掲げる者について計上したものであり，それ以外の者で期間満了となったものについては，「更生保護法対象者」として計上している。<br>　２　「期間満了者の終了時状況」の「その他」は，長期入院治療又は長期旅行のため，事実上保護観察を実施していない間に期間満了により終了した場合等である。","保護観察",""
"0003297774","保護統計 保護観察所","年次","201501-201512","2019-03-29","0","該当なし","396","2024-09-04","","00250007","保護統計調査","00250","法務省","15-00-30","保護観察 ４号観察終了者の終了事由及び終了時状況別　種別内訳　(2006年～2015年)","14","司法・安全・環境","01","司法","保護統計","保護観察所","４号観察終了者の終了事由及び終了時状況別　種別内訳　(2006年～2015年)","（注）2008年から2015年の統計表については，「期間満了者の終了時状況」の「良好・普通・不良」は期間満了時に特殊な状態にあった者を除いたもののうち，<br>　更生保護法の施行に伴う成績の評定の廃止後もなお従前の例により処遇を行うこととされた同法附則第5条第1項の表の上欄に掲げる者について計上したものであり，<br>　それ以外の者で期間満了となった者については，「更生保護法対象者」として計上している。<br>　また，「期間満了者の終了時状況」の「その他」は，長期入院治療又は長期旅行のため，事実上保護観察を実施していない間に期間満了により終了した場合等である。","保護観察",""
"0003274147","保護統計 保護観察所","年次","201501-201512","2024-07-31","0","該当なし","3120","2024-09-04","","00250007","保護統計調査","00250","法務省","15-00-52","生活環境調整 観察所別　生活環境調整の開始及び終了人員（受刑者）　(2008年～2015年)","14","司法・安全・環境","01","司法","保護統計","保護観察所","観察所別　生活環境調整の開始及び終了人員（受刑者）　(2008年～2015年)","","生活環境調整",""
"0003299823","保護統計 保護観察所","年次","201601-201612","2023-09-27","0","該当なし","1421","2024-09-04","","00250007","保護統計調査","00250","法務省","16-00-01","保護観察 保護観察の開始及び終了人員等　累年比較","14","司法・安全・環境","01","司法","保護統計","保護観察所","保護観察の開始及び終了人員等　累年比較","（注）交通短期保護観察対象者及び更生指導対象者を含めて計上している。","保護観察",""
"0003273488","保護統計 保護観察所","年次","201601-201612","2023-07-31","0","全国","6824","2024-09-04","","00250007","保護統計調査","00250","法務省","16-00-02","保護観察 観察所別　開始人員累年比較","14","司法・安全・環境","01","司法","保護統計","保護観察所","観察所別　開始人員累年比較","（注）１　交通短期保護観察対象者及び更生指導対象者を含めて計上している。<br>　２　2010年の3号観察の開始人員には，仮釈放取消決定の効力の停止によって保護観察を開始した事案が1件含まれている。","保護観察",""
"0003273488","保護統計 保護観察所","年次","201601-201612","2023-07-31","0","都道府県","6824","2024-09-04","","00250007","保護統計調査","00250","法務省","16-00-02","保護観察 観察所別　開始人員累年比較","14","司法・安全・環境","01","司法","保護統計","保護観察所","観察所別　開始人員累年比較","（注）１　交通短期保護観察対象者及び更生指導対象者を含めて計上している。<br>　２　2010年の3号観察の開始人員には，仮釈放取消決定の効力の停止によって保護観察を開始した事案が1件含まれている。","保護観察",""
"0003299824","保護統計 保護観察所","年次","201601-201612","2023-09-27","0","全国","15600","2024-09-04","","00250007","保護統計調査","00250","法務省","16-00-03","保護観察 観察所別　保護観察の開始及び終了人員(2008年～2022年)","14","司法・安全・環境","01","司法","保護統計","保護観察所","観察所別　保護観察の開始及び終了人員(2008年～2022年)","（注）１　5号観察対象者を含めて計上している。<br>　２　交通短期保護観察対象者及び更生指導対象者を含めて計上している。","保護観察",""
"0003299824","保護統計 保護観察所","年次","201601-201612","2023-09-27","0","都道府県","15600","2024-09-04","","00250007","保護統計調査","00250","法務省","16-00-03","保護観察 観察所別　保護観察の開始及び終了人員(2008年～2022年)","14","司法・安全・環境","01","司法","保護統計","保護観察所","観察所別　保護観察の開始及び終了人員(2008年～2022年)","（注）１　5号観察対象者を含めて計上している。<br>　２　交通短期保護観察対象者及び更生指導対象者を含めて計上している。","保護観察",""
"0003296380","保護統計 保護観察所","年次","201601-201612","2024-07-31","0","全国","24448","2024-09-04","","00250007","保護統計調査","00250","法務省","16-00-04","保護観察 観察所別　１号観察の開始及び終了人員","14","司法・安全・環境","01","司法","保護統計","保護観察所","観察所別　１号観察の開始及び終了人員","（注）１　交通短期保護観察対象者及び更生指導対象者を含めて計上している。<br>　２　保護観察終了人員の事件の種別内訳は保護統計年報保護観察所26表「観察所別　保護観察終了者の終了事由及び終了時状況」参照","保護観察",""
"0003296380","保護統計 保護観察所","年次","201601-201612","2024-07-31","0","都道府県","24448","2024-09-04","","00250007","保護統計調査","00250","法務省","16-00-04","保護観察 観察所別　１号観察の開始及び終了人員","14","司法・安全・環境","01","司法","保護統計","保護観察所","観察所別　１号観察の開始及び終了人員","（注）１　交通短期保護観察対象者及び更生指導対象者を含めて計上している。<br>　２　保護観察終了人員の事件の種別内訳は保護統計年報保護観察所26表「観察所別　保護観察終了者の終了事由及び終了時状況」参照","保護観察",""
"0003273492","保護統計 保護観察所","年次","201601-201612","2023-07-31","0","全国","16252","2024-09-04","","00250007","保護統計調査","00250","法務省","16-00-05","保護観察 観察所別　２号観察の開始及び終了人員","14","司法・安全・環境","01","司法","保護統計","保護観察所","観察所別　２号観察の開始及び終了人員","（注）保護観察終了人員の事件の種別内訳については，保護統計年報保護観察所26表「観察所別　保護観察終了者の終了事由及び終了時状況」参照。","保護観察",""
"0003273492","保護統計 保護観察所","年次","201601-201612","2023-07-31","0","都道府県","16252","2024-09-04","","00250007","保護統計調査","00250","法務省","16-00-05","保護観察 観察所別　２号観察の開始及び終了人員","14","司法・安全・環境","01","司法","保護統計","保護観察所","観察所別　２号観察の開始及び終了人員","（注）保護観察終了人員の事件の種別内訳については，保護統計年報保護観察所26表「観察所別　保護観察終了者の終了事由及び終了時状況」参照。","保護観察",""
"0003296381","保護統計 保護観察所","年次","201601-201612","2023-07-31","0","全国","16185","2024-09-04","","00250007","保護統計調査","00250","法務省","16-00-06","保護観察 観察所別　３号観察の開始及び終了人員　(2008年～2022年)","14","司法・安全・環境","01","司法","保護統計","保護観察所","観察所別　３号観察の開始及び終了人員　(2008年～2022年)","（注）2010年の3号観察の開始人員には，仮釈放取消決定の効力の停止によって保護観察を開始した事案が1件含まれている。","保護観察",""
"0003296381","保護統計 保護観察所","年次","201601-201612","2023-07-31","0","都道府県","16185","2024-09-04","","00250007","保護統計調査","00250","法務省","16-00-06","保護観察 観察所別　３号観察の開始及び終了人員　(2008年～2022年)","14","司法・安全・環境","01","司法","保護統計","保護観察所","観察所別　３号観察の開始及び終了人員　(2008年～2022年)","（注）2010年の3号観察の開始人員には，仮釈放取消決定の効力の停止によって保護観察を開始した事案が1件含まれている。","保護観察",""
"0003296021","保護統計 保護観察所","年次","201601-201612","2023-07-31","0","全国","19630","2024-09-04","","00250007","保護統計調査","00250","法務省","16-00-07","保護観察 観察所別　４号観察の開始及び終了人員","14","司法・安全・環境","01","司法","保護統計","保護観察所","観察所別　４号観察の開始及び終了人員","","保護観察",""
"0003296021","保護統計 保護観察所","年次","201601-201612","2023-07-31","0","都道府県","19630","2024-09-04","","00250007","保護統計調査","00250","法務省","16-00-07","保護観察 観察所別　４号観察の開始及び終了人員","14","司法・安全・環境","01","司法","保護統計","保護観察所","観察所別　４号観察の開始及び終了人員","","保護観察",""
"0003273498","保護統計 保護観察所","年次","201601-201612","2023-09-27","0","全国","61444","2024-09-04","","00250007","保護統計調査","00250","法務省","16-00-08","保護観察 観察所別　１号観察開始人員の非行名","14","司法・安全・環境","01","司法","保護統計","保護観察所","観察所別　１号観察開始人員の非行名","（注）１　交通短期保護観察対象者及び更生指導対象者の数は含まない。<br>　２　「文書偽造等」とは「文書偽造・有価証券偽造・支払用カード電磁的記録関係・印章偽造・不正指令電磁的記録関係」のことである。<br>　３　「大麻取締法」は、2020年まで「その他の特別法犯」として計上している。","保護観察",""
"0003273498","保護統計 保護観察所","年次","201601-201612","2023-09-27","0","都道府県","61444","2024-09-04","","00250007","保護統計調査","00250","法務省","16-00-08","保護観察 観察所別　１号観察開始人員の非行名","14","司法・安全・環境","01","司法","保護統計","保護観察所","観察所別　１号観察開始人員の非行名","（注）１　交通短期保護観察対象者及び更生指導対象者の数は含まない。<br>　２　「文書偽造等」とは「文書偽造・有価証券偽造・支払用カード電磁的記録関係・印章偽造・不正指令電磁的記録関係」のことである。<br>　３　「大麻取締法」は、2020年まで「その他の特別法犯」として計上している。","保護観察",""
"0003273499","保護統計 保護観察所","年次","201601-201612","2023-07-31","0","全国","61917","2024-09-04","","00250007","保護統計調査","00250","法務省","16-00-09","保護観察 観察所別　２号観察開始人員の非行名","14","司法・安全・環境","01","司法","保護統計","保護観察所","観察所別　２号観察開始人員の非行名","（注）１　「文書偽造等」とは「文書偽造・有価証券偽造・支払用カード電磁的記録関係・印章偽造・不正指令電磁的記録関係」のことである。<br>　２　「大麻取締法」は、2020年まで「その他の特別法犯」として計上している。","保護観察",""
"0003273499","保護統計 保護観察所","年次","201601-201612","2023-07-31","0","都道府県","61917","2024-09-04","","00250007","保護統計調査","00250","法務省","16-00-09","保護観察 観察所別　２号観察開始人員の非行名","14","司法・安全・環境","01","司法","保護統計","保護観察所","観察所別　２号観察開始人員の非行名","（注）１　「文書偽造等」とは「文書偽造・有価証券偽造・支払用カード電磁的記録関係・印章偽造・不正指令電磁的記録関係」のことである。<br>　２　「大麻取締法」は、2020年まで「その他の特別法犯」として計上している。","保護観察",""
"0003273501","保護統計 保護観察所","年次","201601-201612","2023-07-31","0","全国","58854","2024-09-04","","00250007","保護統計調査","00250","法務省","16-00-10","保護観察 観察所別　３号観察開始人員の罪名","14","司法・安全・環境","01","司法","保護統計","保護観察所","観察所別　３号観察開始人員の罪名","（注）１　「文書偽造等」とは「文書偽造・有価証券偽造・支払用カード電磁的記録関係・印章偽造・不正指令電磁的記録関係」のことである。<br>　２　「大麻取締法」は、2020年まで「その他の特別法犯」として計上している。","保護観察",""
"0003273501","保護統計 保護観察所","年次","201601-201612","2023-07-31","0","都道府県","58854","2024-09-04","","00250007","保護統計調査","00250","法務省","16-00-10","保護観察 観察所別　３号観察開始人員の罪名","14","司法・安全・環境","01","司法","保護統計","保護観察所","観察所別　３号観察開始人員の罪名","（注）１　「文書偽造等」とは「文書偽造・有価証券偽造・支払用カード電磁的記録関係・印章偽造・不正指令電磁的記録関係」のことである。<br>　２　「大麻取締法」は、2020年まで「その他の特別法犯」として計上している。","保護観察",""
"0003273503","保護統計 保護観察所","年次","201601-201612","2023-07-31","0","全国","59870","2024-09-04","","00250007","保護統計調査","00250","法務省","16-00-11","保護観察 観察所別　４号観察開始人員の罪名","14","司法・安全・環境","01","司法","保護統計","保護観察所","観察所別　４号観察開始人員の罪名","（注）１　「文書偽造等」とは「文書偽造・有価証券偽造・支払用カード電磁的記録関係・印章偽造・不正指令電磁的記録関係」のことである。<br>　２　「大麻取締法」は、2020年まで「その他の特別法犯」として計上している。","保護観察",""
"0003273503","保護統計 保護観察所","年次","201601-201612","2023-07-31","0","都道府県","59870","2024-09-04","","00250007","保護統計調査","00250","法務省","16-00-11","保護観察 観察所別　４号観察開始人員の罪名","14","司法・安全・環境","01","司法","保護統計","保護観察所","観察所別　４号観察開始人員の罪名","（注）１　「文書偽造等」とは「文書偽造・有価証券偽造・支払用カード電磁的記録関係・印章偽造・不正指令電磁的記録関係」のことである。<br>　２　「大麻取締法」は、2020年まで「その他の特別法犯」として計上している。","保護観察",""
"0003273505","保護統計 保護観察所","年次","201601-201612","2024-07-31","0","該当なし","4548","2024-09-04","","00250007","保護統計調査","00250","法務省","16-00-12","保護観察 開始人員の保護観察種別　保護観察期間","14","司法・安全・環境","01","司法","保護統計","保護観察所","開始人員の保護観察種別　保護観察期間","（注）交通短期保護観察対象者及び更生指導対象者の数は含まない。","保護観察",""
"0003273508","保護統計 保護観察所","年次","201601-201612","2024-07-31","0","該当なし","4616","2024-09-04","","00250007","保護統計調査","00250","法務省","16-00-13","保護観察 開始人員の保護観察種別　居住状況","14","司法・安全・環境","01","司法","保護統計","保護観察所","開始人員の保護観察種別　居住状況","（注）交通短期保護観察対象者及び更生指導対象者の数は含まない。","保護観察",""
"0003273511","保護統計 保護観察所","年次","201601-201612","2023-09-27","0","該当なし","3495","2024-09-04","","00250007","保護統計調査","00250","法務省","16-00-14","保護観察 開始人員の保護観察種別　教育程度","14","司法・安全・環境","01","司法","保護統計","保護観察所","開始人員の保護観察種別　教育程度","（注）１　「中学校」には旧制の小学校高等科・国民学校高等科を、「高等学校」には旧制の中学校を、「大学」には旧制の高等学校・専門学校を含む。<br>　２　交通短期保護観察対象者及び更生指導対象者の数は含まない。","保護観察",""
"0003273514","保護統計 保護観察所","年次","201601-201612","2023-09-27","0","該当なし","2563","2024-09-04","","00250007","保護統計調査","00250","法務省","16-00-15","保護観察 開始人員の保護観察種別　知能指数","14","司法・安全・環境","01","司法","保護統計","保護観察所","開始人員の保護観察種別　知能指数","（注）交通短期保護観察対象者及び更生指導対象者の数は含まない。","保護観察",""
"0003273518","保護統計 保護観察所","年次","201601-201612","2023-09-27","0","該当なし","1653","2024-09-04","","00250007","保護統計調査","00250","法務省","16-00-16","保護観察 開始人員の保護観察種別　精神状況","14","司法・安全・環境","01","司法","保護統計","保護観察所","開始人員の保護観察種別　精神状況","（注）交通短期保護観察対象者及び更生指導対象者の数は含まない。","保護観察",""
"0003273521","保護統計 保護観察所","年次","201601-201612","2023-09-27","0","該当なし","4194","2024-09-04","","00250007","保護統計調査","00250","法務省","16-00-17","保護観察 開始人員の保護観察種別　国籍","14","司法・安全・環境","01","司法","保護統計","保護観察所","開始人員の保護観察種別　国籍","（注）交通短期保護観察対象者及び更生指導対象者の数は含まない。","保護観察",""
"0003273524","保護統計 保護観察所","年次","201601-201612","2023-09-27","0","該当なし","1398","2024-09-04","","00250007","保護統計調査","00250","法務省","16-00-18","保護観察 開始人員の保護観察種別　職業の有無","14","司法・安全・環境","01","司法","保護統計","保護観察所","開始人員の保護観察種別　職業の有無","（注）交通短期保護観察対象者及び更生指導対象者の数は含まない。","保護観察",""
"0003273527","保護統計 保護観察所","年次","201601-201612","2023-09-27","0","該当なし","1165","2024-09-04","","00250007","保護統計調査","00250","法務省","16-00-19","保護観察 開始人員の保護観察種別　生計状況","14","司法・安全・環境","01","司法","保護統計","保護観察所","開始人員の保護観察種別　生計状況","（注）１　交通短期保護観察対象者及び更生指導対象者の数は含まない。<br>　２　「貧困等」には、生活保護受給者を含む。","保護観察",""
"0003273530","保護統計 保護観察所","年次","201601-201612","2024-07-31","0","該当なし","6258","2024-09-04","","00250007","保護統計調査","00250","法務省","16-00-20","保護観察 開始人員の年齢別　保護観察回数","14","司法・安全・環境","01","司法","保護統計","保護観察所","開始人員の年齢別　保護観察回数","（注）交通短期保護観察対象者及び更生指導対象者の数は含まない。","保護観察",""
"0003273533","保護統計 保護観察所","年次","201601-201612","2024-07-31","0","該当なし","21030","2024-09-04","","00250007","保護統計調査","00250","法務省","16-00-21","保護観察 開始人員の年齢別　刑事処分歴及び保護処分歴","14","司法・安全・環境","01","司法","保護統計","保護観察所","開始人員の年齢別　刑事処分歴及び保護処分歴","（注）１　一人について前歴となる処分が２以上の事由に該当する場合は、「刑事処分歴」、「保護処分歴」の別に、それぞれ掲載の順序に従い、最初の事由により計上している。<br>　２　交通短期保護観察対象者及び更生指導対象者の数は含まない。","保護観察",""
