"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_SUB_CATEGORY1","TITLE_SPEC.TABLE_SUB_CATEGORY2","TITLE_SPEC.TABLE_SUB_CATEGORY3","TITLE","TITLE_SPEC.TABLE_EXPLANATION"
"0003040190","学校保健統計調査 平成１６年度 全国表","年度次","200404-200503","2011-08-29","0","該当なし","98","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","5","身長別体重の平均値 女 11歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１６年度","全国表","身長別体重の平均値","女","11歳","","",""
"0003040191","学校保健統計調査 平成１６年度 全国表","年度次","200404-200503","2011-08-29","0","該当なし","100","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","5","身長別体重の平均値 女 12歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１６年度","全国表","身長別体重の平均値","女","12歳","","",""
"0003040192","学校保健統計調査 平成１６年度 全国表","年度次","200404-200503","2011-08-29","0","該当なし","92","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","5","身長別体重の平均値 女 13歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１６年度","全国表","身長別体重の平均値","女","13歳","","",""
"0003040193","学校保健統計調査 平成１６年度 全国表","年度次","200404-200503","2011-08-29","0","該当なし","88","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","5","身長別体重の平均値 女 14歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１６年度","全国表","身長別体重の平均値","女","14歳","","",""
"0003040194","学校保健統計調査 平成１６年度 全国表","年度次","200404-200503","2011-08-29","0","該当なし","86","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","5","身長別体重の平均値 女 15歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１６年度","全国表","身長別体重の平均値","女","15歳","","",""
"0003040195","学校保健統計調査 平成１６年度 全国表","年度次","200404-200503","2011-08-29","0","該当なし","86","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","5","身長別体重の平均値 女 16歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１６年度","全国表","身長別体重の平均値","女","16歳","","",""
"0003040196","学校保健統計調査 平成１６年度 全国表","年度次","200404-200503","2011-08-29","0","該当なし","88","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","5","身長別体重の平均値 女 17歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１６年度","全国表","身長別体重の平均値","女","17歳","","",""
"0003040197","学校保健統計調査 平成１６年度 全国表","年度次","200404-200503","2011-08-29","0","該当なし","784","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","6","年齢別　疾病・異常被患率等（%）","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１６年度","全国表","年齢別　疾病・異常被患率等（%）","","","","",""
"0003040198","学校保健統計調査 平成１６年度 全国表","年度次","200404-200503","2011-08-29","0","該当なし","240","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","6","年齢別　疾病・異常被患率等(むし歯)","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１６年度","全国表","年齢別　疾病・異常被患率等(むし歯)","","","","",""
"0003038192","学校保健統計調査 平成１４年度 全国表","年度次","200204-200303","2011-08-29","0","該当なし","156","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","1","年齢別　身長・体重・座高の平均値及び標準偏差","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１４年度","全国表","年齢別　身長・体重・座高の平均値及び標準偏差","","","","",""
"0003038193","学校保健統計調査 平成１４年度 全国表","年度次","200204-200303","2011-08-29","0","該当なし","1456","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","2","身長の年齢別分布-男(‰)","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１４年度","全国表","身長の年齢別分布-男(‰)","","","","",""
"0003038194","学校保健統計調査 平成１４年度 全国表","年度次","200204-200303","2011-08-29","0","該当なし","1313","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","2","身長の年齢別分布-女(‰)","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１４年度","全国表","身長の年齢別分布-女(‰)","","","","",""
"0003038195","学校保健統計調査 平成１４年度 全国表","年度次","200204-200303","2011-08-29","0","該当なし","3016","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","3","体重の年齢別分布(‰)","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１４年度","全国表","体重の年齢別分布(‰)","","","","",""
"0003038197","学校保健統計調査 平成１４年度 全国表","年度次","200204-200303","2011-08-29","0","該当なし","806","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","4","座高の年齢別分布-男（‰）","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１４年度","全国表","座高の年齢別分布-男（‰）","","","","",""
"0003038198","学校保健統計調査 平成１４年度 全国表","年度次","200204-200303","2011-08-29","0","該当なし","741","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","4","座高の年齢別分布-女（‰）","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１４年度","全国表","座高の年齢別分布-女（‰）","","","","",""
"0003038199","学校保健統計調査 平成１４年度 全国表","年度次","200204-200303","2011-08-29","0","該当なし","1092","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","5","身長と体重の相関表（‰） 男 5歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１４年度","全国表","身長と体重の相関表（‰）","男","5歳","","",""
"0003038200","学校保健統計調査 平成１４年度 全国表","年度次","200204-200303","2011-08-29","0","該当なし","1280","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","5","身長と体重の相関表（‰） 男 6歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１４年度","全国表","身長と体重の相関表（‰）","男","6歳","","",""
"0003038201","学校保健統計調査 平成１４年度 全国表","年度次","200204-200303","2011-08-29","0","該当なし","1672","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","5","身長と体重の相関表（‰） 男 7歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１４年度","全国表","身長と体重の相関表（‰）","男","7歳","","",""
"0003038202","学校保健統計調査 平成１４年度 全国表","年度次","200204-200303","2011-08-29","0","該当なし","1677","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","5","身長と体重の相関表（‰） 男 8歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１４年度","全国表","身長と体重の相関表（‰）","男","8歳","","",""
"0003038203","学校保健統計調査 平成１４年度 全国表","年度次","200204-200303","2011-08-29","0","該当なし","1886","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","5","身長と体重の相関表（‰） 男 9歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１４年度","全国表","身長と体重の相関表（‰）","男","9歳","","",""
"0003038204","学校保健統計調査 平成１４年度 全国表","年度次","200204-200303","2011-08-29","0","該当なし","2107","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","5","身長と体重の相関表（‰） 男 10歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１４年度","全国表","身長と体重の相関表（‰）","男","10歳","","",""
"0003038205","学校保健統計調査 平成１４年度 全国表","年度次","200204-200303","2011-08-29","0","該当なし","2860","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","5","身長と体重の相関表（‰） 男 11歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１４年度","全国表","身長と体重の相関表（‰）","男","11歳","","",""
"0003038206","学校保健統計調査 平成１４年度 全国表","年度次","200204-200303","2011-08-29","0","該当なし","3080","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","5","身長と体重の相関表（‰） 男 12歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１４年度","全国表","身長と体重の相関表（‰）","男","12歳","","",""
"0003038207","学校保健統計調査 平成１４年度 全国表","年度次","200204-200303","2011-08-29","0","該当なし","3534","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","5","身長と体重の相関表（‰） 男 13歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１４年度","全国表","身長と体重の相関表（‰）","男","13歳","","",""
"0003038208","学校保健統計調査 平成１４年度 全国表","年度次","200204-200303","2011-08-29","0","該当なし","3456","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","5","身長と体重の相関表（‰） 男 14歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１４年度","全国表","身長と体重の相関表（‰）","男","14歳","","",""
"0003038209","学校保健統計調査 平成１４年度 全国表","年度次","200204-200303","2011-08-29","0","該当なし","3640","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","5","身長と体重の相関表（‰） 男 15歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１４年度","全国表","身長と体重の相関表（‰）","男","15歳","","",""
"0003038210","学校保健統計調査 平成１４年度 全国表","年度次","200204-200303","2011-08-29","0","該当なし","3484","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","5","身長と体重の相関表（‰） 男 16歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１４年度","全国表","身長と体重の相関表（‰）","男","16歳","","",""
"0003038211","学校保健統計調査 平成１４年度 全国表","年度次","200204-200303","2011-08-29","0","該当なし","3055","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","5","身長と体重の相関表（‰） 男 17歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１４年度","全国表","身長と体重の相関表（‰）","男","17歳","","",""
"0003038212","学校保健統計調査 平成１４年度 全国表","年度次","200204-200303","2011-08-29","0","該当なし","78","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","5","身長別体重の平均値 男 5歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１４年度","全国表","身長別体重の平均値","男","5歳","","",""
"0003038213","学校保健統計調査 平成１４年度 全国表","年度次","200204-200303","2011-08-29","0","該当なし","80","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","5","身長別体重の平均値 男 6歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１４年度","全国表","身長別体重の平均値","男","6歳","","",""
"0003038214","学校保健統計調査 平成１４年度 全国表","年度次","200204-200303","2011-08-29","0","該当なし","88","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","5","身長別体重の平均値 男 7歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１４年度","全国表","身長別体重の平均値","男","7歳","","",""
"0003038215","学校保健統計調査 平成１４年度 全国表","年度次","200204-200303","2011-08-29","0","該当なし","86","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","5","身長別体重の平均値 男 8歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１４年度","全国表","身長別体重の平均値","男","8歳","","",""
"0003038216","学校保健統計調査 平成１４年度 全国表","年度次","200204-200303","2011-08-29","0","該当なし","92","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","5","身長別体重の平均値 男 9歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１４年度","全国表","身長別体重の平均値","男","9歳","","",""
"0003038217","学校保健統計調査 平成１４年度 全国表","年度次","200204-200303","2011-08-29","0","該当なし","98","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","5","身長別体重の平均値 男 10歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１４年度","全国表","身長別体重の平均値","男","10歳","","",""
"0003038218","学校保健統計調査 平成１４年度 全国表","年度次","200204-200303","2011-08-29","0","該当なし","110","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","5","身長別体重の平均値 男 11歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１４年度","全国表","身長別体重の平均値","男","11歳","","",""
"0003038219","学校保健統計調査 平成１４年度 全国表","年度次","200204-200303","2011-08-29","0","該当なし","112","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","5","身長別体重の平均値 男 12歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１４年度","全国表","身長別体重の平均値","男","12歳","","",""
"0003038220","学校保健統計調査 平成１４年度 全国表","年度次","200204-200303","2011-08-29","0","該当なし","114","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","5","身長別体重の平均値 男 13歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１４年度","全国表","身長別体重の平均値","男","13歳","","",""
"0003038221","学校保健統計調査 平成１４年度 全国表","年度次","200204-200303","2011-08-29","0","該当なし","108","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","5","身長別体重の平均値 男 14歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１４年度","全国表","身長別体重の平均値","男","14歳","","",""
"0003038222","学校保健統計調査 平成１４年度 全国表","年度次","200204-200303","2011-08-29","0","該当なし","104","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","5","身長別体重の平均値 男 15歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１４年度","全国表","身長別体重の平均値","男","15歳","","",""
"0003038223","学校保健統計調査 平成１４年度 全国表","年度次","200204-200303","2011-08-29","0","該当なし","104","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","5","身長別体重の平均値 男 16歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１４年度","全国表","身長別体重の平均値","男","16歳","","",""
"0003038224","学校保健統計調査 平成１４年度 全国表","年度次","200204-200303","2011-08-29","0","該当なし","94","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","5","身長別体重の平均値 男 17歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１４年度","全国表","身長別体重の平均値","男","17歳","","",""
"0003038225","学校保健統計調査 平成１４年度 全国表","年度次","200204-200303","2011-08-29","0","該当なし","864","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","5","身長と体重の相関表（‰） 女 5歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１４年度","全国表","身長と体重の相関表（‰）","女","5歳","","",""
"0003038226","学校保健統計調査 平成１４年度 全国表","年度次","200204-200303","2011-08-29","0","該当なし","1200","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","5","身長と体重の相関表（‰） 女 6歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１４年度","全国表","身長と体重の相関表（‰）","女","6歳","","",""
"0003038227","学校保健統計調査 平成１４年度 全国表","年度次","200204-200303","2011-08-29","0","該当なし","1428","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","5","身長と体重の相関表（‰） 女 7歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１４年度","全国表","身長と体重の相関表（‰）","女","7歳","","",""
"0003038228","学校保健統計調査 平成１４年度 全国表","年度次","200204-200303","2011-08-29","0","該当なし","1665","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","5","身長と体重の相関表（‰） 女 8歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１４年度","全国表","身長と体重の相関表（‰）","女","8歳","","",""
"0003038229","学校保健統計調査 平成１４年度 全国表","年度次","200204-200303","2011-08-29","0","該当なし","2160","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","5","身長と体重の相関表（‰） 女 9歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１４年度","全国表","身長と体重の相関表（‰）","女","9歳","","",""
"0003038230","学校保健統計調査 平成１４年度 全国表","年度次","200204-200303","2011-08-29","0","該当なし","2703","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","5","身長と体重の相関表（‰） 女 10歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１４年度","全国表","身長と体重の相関表（‰）","女","10歳","","",""
"0003038231","学校保健統計調査 平成１４年度 全国表","年度次","200204-200303","2011-08-29","0","該当なし","2646","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","5","身長と体重の相関表（‰） 女 11歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１４年度","全国表","身長と体重の相関表（‰）","女","11歳","","",""
"0003038232","学校保健統計調査 平成１４年度 全国表","年度次","200204-200303","2011-08-29","0","該当なし","3100","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","5","身長と体重の相関表（‰） 女 12歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１４年度","全国表","身長と体重の相関表（‰）","女","12歳","","",""
"0003038233","学校保健統計調査 平成１４年度 全国表","年度次","200204-200303","2011-08-29","0","該当なし","2806","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","5","身長と体重の相関表（‰） 女 13歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１４年度","全国表","身長と体重の相関表（‰）","女","13歳","","",""
"0003038234","学校保健統計調査 平成１４年度 全国表","年度次","200204-200303","2011-08-29","0","該当なし","2816","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","5","身長と体重の相関表（‰） 女 14歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１４年度","全国表","身長と体重の相関表（‰）","女","14歳","","",""
"0003038235","学校保健統計調査 平成１４年度 全国表","年度次","200204-200303","2011-08-29","0","該当なし","2580","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","5","身長と体重の相関表（‰） 女 15歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１４年度","全国表","身長と体重の相関表（‰）","女","15歳","","",""
"0003038236","学校保健統計調査 平成１４年度 全国表","年度次","200204-200303","2011-08-29","0","該当なし","2537","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","5","身長と体重の相関表（‰） 女 16歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１４年度","全国表","身長と体重の相関表（‰）","女","16歳","","",""
"0003038237","学校保健統計調査 平成１４年度 全国表","年度次","200204-200303","2011-08-29","0","該当なし","2596","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","5","身長と体重の相関表（‰） 女 17歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１４年度","全国表","身長と体重の相関表（‰）","女","17歳","","",""
"0003038238","学校保健統計調査 平成１４年度 全国表","年度次","200204-200303","2011-08-29","0","該当なし","72","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","5","身長別体重の平均値 女 5歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１４年度","全国表","身長別体重の平均値","女","5歳","","",""
"0003038239","学校保健統計調査 平成１４年度 全国表","年度次","200204-200303","2011-08-29","0","該当なし","80","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","5","身長別体重の平均値 女 6歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１４年度","全国表","身長別体重の平均値","女","6歳","","",""
"0003038240","学校保健統計調査 平成１４年度 全国表","年度次","200204-200303","2011-08-29","0","該当なし","84","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","5","身長別体重の平均値 女 7歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１４年度","全国表","身長別体重の平均値","女","7歳","","",""
"0003038241","学校保健統計調査 平成１４年度 全国表","年度次","200204-200303","2011-08-29","0","該当なし","90","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","5","身長別体重の平均値 女 8歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１４年度","全国表","身長別体重の平均値","女","8歳","","",""
"0003038242","学校保健統計調査 平成１４年度 全国表","年度次","200204-200303","2011-08-29","0","該当なし","96","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","5","身長別体重の平均値 女 9歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１４年度","全国表","身長別体重の平均値","女","9歳","","",""
"0003038243","学校保健統計調査 平成１４年度 全国表","年度次","200204-200303","2011-08-29","0","該当なし","102","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","5","身長別体重の平均値 女 10歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１４年度","全国表","身長別体重の平均値","女","10歳","","",""
"0003038244","学校保健統計調査 平成１４年度 全国表","年度次","200204-200303","2011-08-29","0","該当なし","98","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","5","身長別体重の平均値 女 11歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１４年度","全国表","身長別体重の平均値","女","11歳","","",""
"0003038245","学校保健統計調査 平成１４年度 全国表","年度次","200204-200303","2011-08-29","0","該当なし","100","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","5","身長別体重の平均値 女 12歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１４年度","全国表","身長別体重の平均値","女","12歳","","",""
"0003038246","学校保健統計調査 平成１４年度 全国表","年度次","200204-200303","2011-08-29","0","該当なし","92","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","5","身長別体重の平均値 女 13歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１４年度","全国表","身長別体重の平均値","女","13歳","","",""
"0003038247","学校保健統計調査 平成１４年度 全国表","年度次","200204-200303","2011-08-29","0","該当なし","88","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","5","身長別体重の平均値 女 14歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１４年度","全国表","身長別体重の平均値","女","14歳","","",""
"0003038248","学校保健統計調査 平成１４年度 全国表","年度次","200204-200303","2011-08-29","0","該当なし","86","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","5","身長別体重の平均値 女 15歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１４年度","全国表","身長別体重の平均値","女","15歳","","",""
"0003038249","学校保健統計調査 平成１４年度 全国表","年度次","200204-200303","2011-08-29","0","該当なし","86","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","5","身長別体重の平均値 女 16歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１４年度","全国表","身長別体重の平均値","女","16歳","","",""
"0003038250","学校保健統計調査 平成１４年度 全国表","年度次","200204-200303","2011-08-29","0","該当なし","88","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","5","身長別体重の平均値 女 17歳","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１４年度","全国表","身長別体重の平均値","女","17歳","","",""
"0003038251","学校保健統計調査 平成１４年度 全国表","年度次","200204-200303","2011-08-29","0","該当なし","896","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","6","年齢別　疾病・異常被患率等（%）","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１４年度","全国表","年齢別　疾病・異常被患率等（%）","","","","",""
"0003038252","学校保健統計調査 平成１４年度 全国表","年度次","200204-200303","2011-08-29","0","該当なし","240","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","6","年齢別　疾病・異常被患率等(むし歯)","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１４年度","全国表","年齢別　疾病・異常被患率等(むし歯)","","","","",""
"0003038253","学校保健統計調査 平成１４年度 地域区分表，都道府県表","年度次","200204-200303","2011-08-29","0","該当なし","216","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","7","地域区分別　肥満傾向児の出現率（%）","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１４年度","地域区分表，都道府県表","地域区分別　肥満傾向児の出現率（%）","","","","",""
"0003038254","学校保健統計調査 平成１４年度 地域区分表，都道府県表","年度次","200204-200303","2011-08-29","0","該当なし","216","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","8","地域区分別　痩身傾向児の出現率（%）","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１４年度","地域区分表，都道府県表","地域区分別　痩身傾向児の出現率（%）","","","","",""
"0003039405","学校保健統計調査 平成１４年度 地域区分表，都道府県表","年度次","200204-200303","2011-08-29","0","該当なし","7488","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","9","都道府県別　身長・体重・座高の平均値及び標準偏差","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成１４年度","地域区分表，都道府県表","都道府県別　身長・体重・座高の平均値及び標準偏差","","","","",""
"0003039569","学校保健統計調査 平成２０年度 全国表","年度次","200804-200903","2011-03-25","0","該当なし","1800","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","1","年齢別　都市階級別　設置者別　身長・体重・座高の平均値及び標準偏差","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成２０年度","全国表","年齢別　都市階級別　設置者別　身長・体重・座高の平均値及び標準偏差","","","","",""
"0003039570","学校保健統計調査 平成２０年度 全国表","年度次","200804-200903","2011-03-25","0","該当なし","2912","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","2","身長の年齢別分布(‰)","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成２０年度","全国表","身長の年齢別分布(‰)","","","","",""
"0003039571","学校保健統計調査 平成２０年度 全国表","年度次","200804-200903","2011-03-25","0","該当なし","3016","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","3","体重の年齢別分布（‰）","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成２０年度","全国表","体重の年齢別分布（‰）","","","","",""
"0003039572","学校保健統計調査 平成２０年度 全国表","年度次","200804-200903","2011-03-25","0","該当なし","806","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","4","座高の年齢別分布-男（‰）","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成２０年度","全国表","座高の年齢別分布-男（‰）","","","","",""
"0003039573","学校保健統計調査 平成２０年度 全国表","年度次","200804-200903","2011-03-25","0","該当なし","741","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","4","座高の年齢別分布-女（‰）","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成２０年度","全国表","座高の年齢別分布-女（‰）","","","","",""
"0003039836","学校保健統計調査 平成２０年度 全国表","年度次","200804-200903","2011-03-25","0","該当なし","18315","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","5","年齢別　都市階級別　設置者別　疾病・異常被患率等（％）","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成２０年度","全国表","年齢別　都市階級別　設置者別　疾病・異常被患率等（％）","","","","",""
"0003039938","学校保健統計調査 平成２０年度 全国表","年度次","200804-200903","2011-03-25","0","該当なし","2775","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","5","年齢別　都市階級別　設置者別　疾病・異常被患等（むし歯）","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成２０年度","全国表","年齢別　都市階級別　設置者別　疾病・異常被患等（むし歯）","","","","",""
"0003039581","学校保健統計調査 平成２０年度 都道府県表","年度次","200804-200903","2011-03-25","0","該当なし","1152","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","10","相談員・スクールカウンセラーの配置状況（％）","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成２０年度","都道府県表","相談員・スクールカウンセラーの配置状況（％）","","","","",""
"0003039576","学校保健統計調査 平成２０年度 都道府県表","年度次","200804-200903","2011-03-25","0","該当なし","7488","2021-03-26","","00400002","学校保健統計調査","00400","文部科学省","6","都道府県別　身長・体重・座高の平均値及び標準偏差","15","社会保障・衛生","04","保健衛生","学校保健統計調査","平成２０年度","都道府県表","都道府県別　身長・体重・座高の平均値及び標準偏差","","","","",""
