"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY3","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_SUB_CATEGORY1","TITLE","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_EXPLANATION"
"0003021771","社会教育調査 平成２０年度 統計表 博物館調査（博物館）","-","0","2010-04-06","0","該当なし","480","2011-03-11","","00400004","社会教育調査","00400","文部科学省","115","博物館における情報提供方法（都道府県別）（平成19年度間）","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成２０年度","統計表","博物館調査（博物館）","博物館における情報提供方法（都道府県別）（平成19年度間）","","","",""
"0003021772","社会教育調査 平成２０年度 統計表 博物館調査（博物館）","-","0","2010-04-06","0","該当なし","384","2011-03-11","","00400004","社会教育調査","00400","文部科学省","116","職員研修の実施（派遣）先別博物館数（平成19年度間）","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成２０年度","統計表","博物館調査（博物館）","職員研修の実施（派遣）先別博物館数（平成19年度間）","","","",""
"0003021425","社会教育調査 平成２０年度 統計表 博物館調査（博物館）","-","0","2010-04-06","0","該当なし","1920","2011-03-11","","00400004","社会教育調査","00400","文部科学省","89","設置者別指定管理者別博物館数","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成２０年度","統計表","博物館調査（博物館）","設置者別指定管理者別博物館数","","","",""
"0003021426","社会教育調査 平成２０年度 統計表 博物館調査（博物館）","-","0","2010-04-06","0","該当なし","864","2019-11-20","","00400004","社会教育調査","00400","文部科学省","90","設置者別登録博物館及び博物館相当施設別博物館数","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成２０年度","統計表","博物館調査（博物館）","設置者別登録博物館及び博物館相当施設別博物館数","","","",""
"0003021736","社会教育調査 平成２０年度 統計表 博物館調査（博物館）","-","0","2010-04-06","0","該当なし","300","2019-11-20","","00400004","社会教育調査","00400","文部科学省","91","種類別博物館数（設置者別）","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成２０年度","統計表","博物館調査（博物館）","種類別博物館数（設置者別）","","","",""
"0003021737","社会教育調査 平成２０年度 統計表 博物館調査（博物館）","-","0","2010-04-06","0","該当なし","2400","2019-11-20","","00400004","社会教育調査","00400","文部科学省","91","種類別博物館数（都道府県別）","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成２０年度","統計表","博物館調査（博物館）","種類別博物館数（都道府県別）","","","",""
"0003021738","社会教育調査 平成２０年度 統計表 博物館調査（博物館）","-","0","2010-04-06","0","該当なし","130","2019-11-20","","00400004","社会教育調査","00400","文部科学省","92","所管別博物館相当施設数（公立のみ）","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成２０年度","統計表","博物館調査（博物館）","所管別博物館相当施設数（公立のみ）","","","",""
"0003021739","社会教育調査 平成２０年度 統計表 博物館調査（博物館）","-","0","2010-04-06","0","該当なし","624","2011-03-11","","00400004","社会教育調査","00400","文部科学省","92","所管別博物館相当施設数（公立のみ）（都道府県別）","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成２０年度","統計表","博物館調査（博物館）","所管別博物館相当施設数（公立のみ）（都道府県別）","","","",""
"0003021740","社会教育調査 平成２０年度 統計表 博物館調査（博物館）","-","0","2010-04-06","0","該当なし","3220","2019-11-20","","00400004","社会教育調査","00400","文部科学省","93","博物館の職員数（施設種類別）","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成２０年度","統計表","博物館調査（博物館）","博物館の職員数（施設種類別）","","","",""
"0003021741","社会教育調査 平成２０年度 統計表 博物館調査（博物館）","-","0","2010-04-06","0","該当なし","15456","2011-03-11","","00400004","社会教育調査","00400","文部科学省","93","博物館の職員数（都道府県別）","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成２０年度","統計表","博物館調査（博物館）","博物館の職員数（都道府県別）","","","",""
"0003021742","社会教育調査 平成２０年度 統計表 博物館調査（博物館）","-","0","2010-04-06","0","該当なし","540","2011-03-11","","00400004","社会教育調査","00400","文部科学省","94","専任学芸員数及び学芸員補数別博物館数","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成２０年度","統計表","博物館調査（博物館）","専任学芸員数及び学芸員補数別博物館数","","","",""
"0003021743","社会教育調査 平成２０年度 統計表 博物館調査（博物館）","-","0","2010-04-06","0","該当なし","1197","2011-03-11","","00400004","社会教育調査","00400","文部科学省","95","博物館におけるボランティア活動状況（設置者別）","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成２０年度","統計表","博物館調査（博物館）","博物館におけるボランティア活動状況（設置者別）","","","",""
"0003021744","社会教育調査 平成２０年度 統計表 博物館調査（博物館）","-","0","2010-04-06","0","該当なし","3024","2011-03-11","","00400004","社会教育調査","00400","文部科学省","95","博物館におけるボランティア活動状況（都道府県別）","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成２０年度","統計表","博物館調査（博物館）","博物館におけるボランティア活動状況（都道府県別）","","","",""
"0003021745","社会教育調査 平成２０年度 統計表 博物館調査（博物館）","-","0","2010-04-06","0","該当なし","528","2011-03-11","","00400004","社会教育調査","00400","文部科学省","96","博物館協議会等の設置館数（設置者別）","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成２０年度","統計表","博物館調査（博物館）","博物館協議会等の設置館数（設置者別）","","","",""
"0003021746","社会教育調査 平成２０年度 統計表 博物館調査（博物館）","-","0","2010-04-06","0","該当なし","528","2011-03-11","","00400004","社会教育調査","00400","文部科学省","96","博物館協議会等の設置館数（施設種類別）","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成２０年度","統計表","博物館調査（博物館）","博物館協議会等の設置館数（施設種類別）","","","",""
"0003021747","社会教育調査 平成２０年度 統計表 博物館調査（博物館）","-","0","2010-04-06","0","該当なし","1020","2019-11-20","","00400004","社会教育調査","00400","文部科学省","97","開館年別登録（指定）年別建物の単独・複合別博物館数","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成２０年度","統計表","博物館調査（博物館）","開館年別登録（指定）年別建物の単独・複合別博物館数","","","",""
"0003021748","社会教育調査 平成２０年度 統計表 博物館調査（博物館）","-","0","2010-04-06","0","該当なし","828","2019-11-20","","00400004","社会教育調査","00400","文部科学省","98","建築年別・構造別博物館数（設置者別）","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成２０年度","統計表","博物館調査（博物館）","建築年別・構造別博物館数（設置者別）","","","",""
"0003021749","社会教育調査 平成２０年度 統計表 博物館調査（博物館）","-","0","2010-04-06","0","該当なし","1728","2019-11-20","","00400004","社会教育調査","00400","文部科学省","98","建築年別・構造別博物館数（都道府県別）","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成２０年度","統計表","博物館調査（博物館）","建築年別・構造別博物館数（都道府県別）","","","",""
"0003021750","社会教育調査 平成２０年度 統計表 博物館調査（博物館）","-","0","2010-04-06","0","該当なし","60","2019-11-20","","00400004","社会教育調査","00400","文部科学省","99","博物館の土地面積","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成２０年度","統計表","博物館調査（博物館）","博物館の土地面積","","","",""
"0003021444","社会教育調査 平成２０年度 統計表 博物館調査（博物館類似施設）","-","0","2010-04-06","0","該当なし","1920","2011-03-11","","00400004","社会教育調査","00400","文部科学省","117","設置者別指定管理者別博物館類似施設数","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成２０年度","統計表","博物館調査（博物館類似施設）","設置者別指定管理者別博物館類似施設数","","","",""
"0003021445","社会教育調査 平成２０年度 統計表 博物館調査（博物館類似施設）","-","0","2010-04-06","0","該当なし","100","2019-11-20","","00400004","社会教育調査","00400","文部科学省","118","種類別博物館類似施設数（設置者）","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成２０年度","統計表","博物館調査（博物館類似施設）","種類別博物館類似施設数（設置者）","","","",""
"0003021446","社会教育調査 平成２０年度 統計表 博物館調査（博物館類似施設）","-","0","2010-04-06","0","該当なし","480","2019-11-20","","00400004","社会教育調査","00400","文部科学省","118","種類別博物館類似施設数（都道府県別）","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成２０年度","統計表","博物館調査（博物館類似施設）","種類別博物館類似施設数（都道府県別）","","","",""
"0003021447","社会教育調査 平成２０年度 統計表 博物館調査（博物館類似施設）","-","0","2010-04-06","0","該当なし","130","2019-11-20","","00400004","社会教育調査","00400","文部科学省","119","種類別所管別博物館類似施設数（公立のみ）（種類別）","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成２０年度","統計表","博物館調査（博物館類似施設）","種類別所管別博物館類似施設数（公立のみ）（種類別）","","","",""
"0003021448","社会教育調査 平成２０年度 統計表 博物館調査（博物館類似施設）","-","0","2010-04-06","0","該当なし","624","2011-03-11","","00400004","社会教育調査","00400","文部科学省","119","種類別所管別博物館類似施設数（公立のみ）（都道府県別）","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成２０年度","統計表","博物館調査（博物館類似施設）","種類別所管別博物館類似施設数（公立のみ）（都道府県別）","","","",""
"0003020644","社会教育調査 平成２０年度 統計表 博物館調査（博物館類似施設）","-","0","2010-04-06","0","該当なし","2300","2019-11-20","","00400004","社会教育調査","00400","文部科学省","120","博物館類似施設の職員数（種類別）","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成２０年度","統計表","博物館調査（博物館類似施設）","博物館類似施設の職員数（種類別）","","","",""
"0003020645","社会教育調査 平成２０年度 統計表 博物館調査（博物館類似施設）","-","0","2010-04-06","0","該当なし","11040","2011-03-11","","00400004","社会教育調査","00400","文部科学省","120","博物館類似施設の職員数（都道府県別）","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成２０年度","統計表","博物館調査（博物館類似施設）","博物館類似施設の職員数（都道府県別）","","","",""
"0003020646","社会教育調査 平成２０年度 統計表 博物館調査（博物館類似施設）","-","0","2010-04-06","0","該当なし","90","2011-03-11","","00400004","社会教育調査","00400","文部科学省","121","専任学芸員数及び学芸員補数別博物館類似施設数（学芸員）","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成２０年度","統計表","博物館調査（博物館類似施設）","専任学芸員数及び学芸員補数別博物館類似施設数（学芸員）","","","",""
"0003020725","社会教育調査 平成２０年度 統計表 博物館調査（博物館類似施設）","-","0","2010-04-06","0","該当なし","90","2011-03-11","","00400004","社会教育調査","00400","文部科学省","121","専任学芸員数及び学芸員補数別博物館類似施設数（学芸員補）","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成２０年度","統計表","博物館調査（博物館類似施設）","専任学芸員数及び学芸員補数別博物館類似施設数（学芸員補）","","","",""
"0003020647","社会教育調査 平成２０年度 統計表 博物館調査（博物館類似施設）","-","0","2010-04-06","0","該当なし","420","2019-11-20","","00400004","社会教育調査","00400","文部科学省","122","博物館類似施設におけるボランティア活動状況（設置者別）","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成２０年度","統計表","博物館調査（博物館類似施設）","博物館類似施設におけるボランティア活動状況（設置者別）","","","",""
"0003020648","社会教育調査 平成２０年度 統計表 博物館調査（博物館類似施設）","-","0","2010-04-06","0","該当なし","1008","2019-11-20","","00400004","社会教育調査","00400","文部科学省","122","博物館類似施設におけるボランティア活動状況（都道府県別）","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成２０年度","統計表","博物館調査（博物館類似施設）","博物館類似施設におけるボランティア活動状況（都道府県別）","","","",""
"0003020649","社会教育調査 平成２０年度 統計表 博物館調査（博物館類似施設）","-","0","2010-04-06","0","該当なし","528","2019-11-20","","00400004","社会教育調査","00400","文部科学省","123","博物館協議会等の設置施設数（設置者別）","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成２０年度","統計表","博物館調査（博物館類似施設）","博物館協議会等の設置施設数（設置者別）","","","",""
"0003020726","社会教育調査 平成２０年度 統計表 博物館調査（博物館類似施設）","-","0","2010-04-06","0","該当なし","528","2019-11-20","","00400004","社会教育調査","00400","文部科学省","123","博物館協議会等の設置施設数（種類別）","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成２０年度","統計表","博物館調査（博物館類似施設）","博物館協議会等の設置施設数（種類別）","","","",""
"0003020650","社会教育調査 平成２０年度 統計表 博物館調査（博物館類似施設）","-","0","2010-04-06","0","該当なし","200","2019-11-20","","00400004","社会教育調査","00400","文部科学省","124","開館年別建物の単独・複合別博物館類似施設数","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成２０年度","統計表","博物館調査（博物館類似施設）","開館年別建物の単独・複合別博物館類似施設数","","","",""
"0003020651","社会教育調査 平成２０年度 統計表 博物館調査（博物館類似施設）","-","0","2010-04-06","0","該当なし","300","2019-11-20","","00400004","社会教育調査","00400","文部科学省","125","建築年別・構造別博物館類似施設数（設置者別　種類別　構造別）","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成２０年度","統計表","博物館調査（博物館類似施設）","建築年別・構造別博物館類似施設数（設置者別　種類別　構造別）","","","",""
"0003020652","社会教育調査 平成２０年度 統計表 博物館調査（博物館類似施設）","-","0","2010-04-06","0","該当なし","576","2019-11-20","","00400004","社会教育調査","00400","文部科学省","125","建築年別・構造別博物館類似施設数（都道府県別）","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成２０年度","統計表","博物館調査（博物館類似施設）","建築年別・構造別博物館類似施設数（都道府県別）","","","",""
"0003020653","社会教育調査 平成２０年度 統計表 博物館調査（博物館類似施設）","-","0","2010-04-06","0","該当なし","20","2019-11-20","","00400004","社会教育調査","00400","文部科学省","126","博物館類似施設の土地面積","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成２０年度","統計表","博物館調査（博物館類似施設）","博物館類似施設の土地面積","","","",""
"0003020654","社会教育調査 平成２０年度 統計表 博物館調査（博物館類似施設）","-","0","2010-04-06","0","該当なし","130","2019-11-12","","00400004","社会教育調査","00400","文部科学省","127","建物面積別博物館類似施設数","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成２０年度","統計表","博物館調査（博物館類似施設）","建物面積別博物館類似施設数","","","",""
"0003020655","社会教育調査 平成２０年度 統計表 博物館調査（博物館類似施設）","-","0","2010-04-06","0","該当なし","210","2019-11-12","","00400004","社会教育調査","00400","文部科学省","128","博物館類似施設の施設・設備の所有施設数（設置者別）","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成２０年度","統計表","博物館調査（博物館類似施設）","博物館類似施設の施設・設備の所有施設数（設置者別）","","","",""
"0003020656","社会教育調査 平成２０年度 統計表 博物館調査（博物館類似施設）","-","0","2010-04-06","0","該当なし","1008","2011-03-11","","00400004","社会教育調査","00400","文部科学省","128","博物館類似施設の施設・設備の所有施設数（都道府県別）","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成２０年度","統計表","博物館調査（博物館類似施設）","博物館類似施設の施設・設備の所有施設数（都道府県別）","","","",""
"0003020657","社会教育調査 平成２０年度 統計表 博物館調査（博物館類似施設）","-","0","2010-04-06","0","該当なし","90","2019-11-12","","00400004","社会教育調査","00400","文部科学省","129","博物館類似施設におけるコンピュータ導入状況（設置者別）","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成２０年度","統計表","博物館調査（博物館類似施設）","博物館類似施設におけるコンピュータ導入状況（設置者別）","","","",""
"0003020658","社会教育調査 平成２０年度 統計表 博物館調査（博物館類似施設）","-","0","2010-04-06","0","該当なし","432","2011-03-11","","00400004","社会教育調査","00400","文部科学省","129","博物館類似施設におけるコンピュータ導入状況（都道府県別）","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成２０年度","統計表","博物館調査（博物館類似施設）","博物館類似施設におけるコンピュータ導入状況（都道府県別）","","","",""
"0003020659","社会教育調査 平成２０年度 統計表 博物館調査（博物館類似施設）","-","0","2010-04-06","0","該当なし","288","2011-03-11","","00400004","社会教育調査","00400","文部科学省","130","受動喫煙防止のための対策の実施状況","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成２０年度","統計表","博物館調査（博物館類似施設）","受動喫煙防止のための対策の実施状況","","","",""
"0003020660","社会教育調査 平成２０年度 統計表 博物館調査（博物館類似施設）","-","0","2010-04-06","0","該当なし","520","2019-11-20","","00400004","社会教育調査","00400","文部科学省","131","博物館類似施設の資料の状況","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成２０年度","統計表","博物館調査（博物館類似施設）","博物館類似施設の資料の状況","","","",""
"0003020661","社会教育調査 平成２０年度 統計表 博物館調査（博物館類似施設）","-","0","2010-04-06","0","該当なし","320","2019-11-20","","00400004","社会教育調査","00400","文部科学省","132","年間開館日数別日曜日又は祝日開館の有無別開館時間数別等博物館類似施設数（平成19年度間）","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成２０年度","統計表","博物館調査（博物館類似施設）","年間開館日数別日曜日又は祝日開館の有無別開館時間数別等博物館類似施設数（平成19年度間）","","","",""
"0003021139","社会教育調査 平成２０年度 統計表 博物館調査（博物館類似施設）","-","0","2010-04-06","0","該当なし","80","2011-03-11","","00400004","社会教育調査","00400","文部科学省","133","開館・閉館時刻別博物館類似施設数（平成19年度間）","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成２０年度","統計表","博物館調査（博物館類似施設）","開館・閉館時刻別博物館類似施設数（平成19年度間）","","","",""
"0003020662","社会教育調査 平成２０年度 統計表 博物館調査（博物館類似施設）","-","0","2010-04-06","0","該当なし","300","2019-11-20","","00400004","社会教育調査","00400","文部科学省","134","博物館類似施設の入館者数（全国）（平成19年度間）","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成２０年度","統計表","博物館調査（博物館類似施設）","博物館類似施設の入館者数（全国）（平成19年度間）","","","",""
"0003020663","社会教育調査 平成２０年度 統計表 博物館調査（博物館類似施設）","-","0","2010-04-06","0","該当なし","40","2019-11-20","","00400004","社会教育調査","00400","文部科学省","135","博物館類似施設の入館者数（設置者別）（平成19年度間）","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成２０年度","統計表","博物館調査（博物館類似施設）","博物館類似施設の入館者数（設置者別）（平成19年度間）","","","",""
"0003020664","社会教育調査 平成２０年度 統計表 博物館調査（博物館類似施設）","-","0","2010-04-06","0","該当なし","192","2019-11-20","","00400004","社会教育調査","00400","文部科学省","135","博物館類似施設の入館者数（都道府県別）（平成19年度間）","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成２０年度","統計表","博物館調査（博物館類似施設）","博物館類似施設の入館者数（都道府県別）（平成19年度間）","","","",""
"0003020665","社会教育調査 平成２０年度 統計表 博物館調査（博物館類似施設）","-","0","2010-04-06","0","該当なし","420","2019-11-12","","00400004","社会教育調査","00400","文部科学省","136","博物館類似施設の入館料の状況（設置者別）（平成19年度間）","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成２０年度","統計表","博物館調査（博物館類似施設）","博物館類似施設の入館料の状況（設置者別）（平成19年度間）","","","",""
"0003020666","社会教育調査 平成２０年度 統計表 博物館調査（博物館類似施設）","-","0","2010-04-06","0","該当なし","420","2019-11-20","","00400004","社会教育調査","00400","文部科学省","137","博物館類似施設の入館料の状況（種類別）（平成19年度間）","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成２０年度","統計表","博物館調査（博物館類似施設）","博物館類似施設の入館料の状況（種類別）（平成19年度間）","","","",""
"0003020667","社会教育調査 平成２０年度 統計表 博物館調査（博物館類似施設）","-","0","2010-04-06","0","該当なし","260","2019-11-20","","00400004","社会教育調査","00400","文部科学省","138","博物館類似施設における事業実施状況（全国）（平成19年度間）","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成２０年度","統計表","博物館調査（博物館類似施設）","博物館類似施設における事業実施状況（全国）（平成19年度間）","","","",""
"0003020668","社会教育調査 平成２０年度 統計表 博物館調査（博物館類似施設）","-","0","2010-04-06","0","該当なし","260","2019-11-12","","00400004","社会教育調査","00400","文部科学省","139","博物館類似施設における事業実施状況（設置者別）（平成19年度間）","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成２０年度","統計表","博物館調査（博物館類似施設）","博物館類似施設における事業実施状況（設置者別）（平成19年度間）","","","",""
"0003020669","社会教育調査 平成２０年度 統計表 博物館調査（博物館類似施設）","-","0","2010-04-06","0","該当なし","1248","2011-03-11","","00400004","社会教育調査","00400","文部科学省","139","博物館類似施設における事業実施状況（都道府県別）（平成19年度間）","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成２０年度","統計表","博物館調査（博物館類似施設）","博物館類似施設における事業実施状況（都道府県別）（平成19年度間）","","","",""
"0003020670","社会教育調査 平成２０年度 統計表 博物館調査（博物館類似施設）","-","0","2010-04-06","0","該当なし","1824","2019-11-20","","00400004","社会教育調査","00400","文部科学省","140","博物館類似施設における民間社会教育事業者との連携・協力状況（平成19年度間）","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成２０年度","統計表","博物館調査（博物館類似施設）","博物館類似施設における民間社会教育事業者との連携・協力状況（平成19年度間）","","","",""
"0003020671","社会教育調査 平成２０年度 統計表 博物館調査（博物館類似施設）","-","0","2010-04-06","0","該当なし","432","2019-11-20","","00400004","社会教育調査","00400","文部科学省","141","博物館類似施設における関係機関との事業の共催状況（博物館類似施設数）（平成19年度間）","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成２０年度","統計表","博物館調査（博物館類似施設）","博物館類似施設における関係機関との事業の共催状況（博物館類似施設数）（平成19年度間）","","","",""
"0003020672","社会教育調査 平成２０年度 統計表 博物館調査（博物館類似施設）","-","0","2010-04-06","0","該当なし","100","2019-11-12","","00400004","社会教育調査","00400","文部科学省","142","博物館類似施設における情報提供方法（設置者別）（平成19年度間）","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成２０年度","統計表","博物館調査（博物館類似施設）","博物館類似施設における情報提供方法（設置者別）（平成19年度間）","","","",""
"0003020673","社会教育調査 平成２０年度 統計表 博物館調査（博物館類似施設）","-","0","2010-04-06","0","該当なし","480","2011-03-11","","00400004","社会教育調査","00400","文部科学省","142","博物館類似施設における情報提供方法（都道府県別）（平成19年度間）","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成２０年度","統計表","博物館調査（博物館類似施設）","博物館類似施設における情報提供方法（都道府県別）（平成19年度間）","","","",""
"0003021140","社会教育調査 平成２０年度 統計表 博物館調査（博物館類似施設）","-","0","2010-04-06","0","該当なし","384","2011-03-11","","00400004","社会教育調査","00400","文部科学省","143","職員研修の実施（派遣）先別博物館類似施設数（平成19年度間）","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成２０年度","統計表","博物館調査（博物館類似施設）","職員研修の実施（派遣）先別博物館類似施設数（平成19年度間）","","","",""
"0003021059","社会教育調査 平成２０年度 統計表 体育施設調査（社会体育施設）","-","0","2010-04-06","0","該当なし","1728","2019-11-20","","00400004","社会教育調査","00400","文部科学省","186","設置者別指定管理者別都道府県別社会体育団体数","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成２０年度","統計表","体育施設調査（社会体育施設）","設置者別指定管理者別都道府県別社会体育団体数","","","",""
"0003021060","社会教育調査 平成２０年度 統計表 体育施設調査（社会体育施設）","-","0","2010-04-06","0","該当なし","936","2019-11-20","","00400004","社会教育調査","00400","文部科学省","187","設置者別所管別種類別社会体育施設数","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成２０年度","統計表","体育施設調査（社会体育施設）","設置者別所管別種類別社会体育施設数","","","",""
"0003021061","社会教育調査 平成２０年度 統計表 体育施設調査（社会体育施設）","-","0","2010-04-06","0","該当なし","864","2011-03-11","","00400004","社会教育調査","00400","文部科学省","188","設置者別所管別都道府県別社会体育施設数","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成２０年度","統計表","体育施設調査（社会体育施設）","設置者別所管別都道府県別社会体育施設数","","","",""
"0003021062","社会教育調査 平成２０年度 統計表 体育施設調査（社会体育施設）","-","0","2010-04-06","0","該当なし","2496","2011-03-11","","00400004","社会教育調査","00400","文部科学省","189","種類別都道府県別社会体育施設数","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成２０年度","統計表","体育施設調査（社会体育施設）","種類別都道府県別社会体育施設数","","","",""
"0003021147","社会教育調査 平成２０年度 統計表 体育施設調査（社会体育施設）","-","0","2010-04-06","0","該当なし","1776","2011-03-11","","00400004","社会教育調査","00400","文部科学省","190","社会体育施設の職員数","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成２０年度","統計表","体育施設調査（社会体育施設）","社会体育施設の職員数","","","",""
"0003021063","社会教育調査 平成２０年度 統計表 体育施設調査（社会体育施設）","-","0","2010-04-06","0","該当なし","2880","2019-11-20","","00400004","社会教育調査","00400","文部科学省","191","指導系職員の配置状況","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成２０年度","統計表","体育施設調査（社会体育施設）","指導系職員の配置状況","","","",""
"0003021064","社会教育調査 平成２０年度 統計表 体育施設調査（社会体育施設）","-","0","2010-04-06","0","該当なし","120","2019-11-20","","00400004","社会教育調査","00400","文部科学省","192","社会体育施設におけるボランティア活動状況（設置者別）","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成２０年度","統計表","体育施設調査（社会体育施設）","社会体育施設におけるボランティア活動状況（設置者別）","","","",""
"0003021065","社会教育調査 平成２０年度 統計表 体育施設調査（社会体育施設）","-","0","2010-04-06","0","該当なし","960","2019-11-20","","00400004","社会教育調査","00400","文部科学省","192","社会体育施設におけるボランティア活動状況（都道府県別）","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成２０年度","統計表","体育施設調査（社会体育施設）","社会体育施設におけるボランティア活動状況（都道府県別）","","","",""
"0003021066","社会教育調査 平成２０年度 統計表 体育施設調査（社会体育施設）","-","0","2010-04-06","0","該当なし","582","2019-11-20","","00400004","社会教育調査","00400","文部科学省","193","設置者別社会体育施設の規模","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成２０年度","統計表","体育施設調査（社会体育施設）","設置者別社会体育施設の規模","","","",""
"0003021067","社会教育調査 平成２０年度 統計表 体育施設調査（社会体育施設）","-","0","2010-04-06","0","該当なし","520","2019-11-20","","00400004","社会教育調査","00400","文部科学省","194","社会体育施設の種類別施設・設備の状況","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成２０年度","統計表","体育施設調査（社会体育施設）","社会体育施設の種類別施設・設備の状況","","","",""
"0003021068","社会教育調査 平成２０年度 統計表 体育施設調査（社会体育施設）","-","0","2010-04-06","0","該当なし","528","2019-11-20","","00400004","社会教育調査","00400","文部科学省","195","社会体育施設の都道府県別施設・設備の状況","12","教育・文化・スポーツ・生活","02","社会教育","社会教育調査","平成２０年度","統計表","体育施設調査（社会体育施設）","社会体育施設の都道府県別施設・設備の状況","","","",""
