"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_SUB_CATEGORY1","TITLE_SPEC.TABLE_EXPLANATION","TITLE_SPEC.TABLE_SUB_CATEGORY2","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2"
"0003296647","木質バイオマスエネルギー利用動向調査 確報 平成29年木質バイオマスエネルギー利用動向調査","年次","201701-201712","2019-03-08","0","該当なし","192","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-1","都道府県別集計表 木質バイオマスエネルギー利用事業所に関する項目 木質バイオマスエネルギー利用機器の所有形態別事業所数","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","都道府県別集計表","木質バイオマスエネルギー利用事業所に関する項目","木質バイオマスエネルギー利用機器の所有形態別事業所数","","","平成29年木質バイオマスエネルギー利用動向調査"
"0003296624","木質バイオマスエネルギー利用動向調査 確報 平成29年木質バイオマスエネルギー利用動向調査","年次","201701-201712","2019-03-08","0","該当なし","165","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-2","全国集計表 木質バイオマス利用に関する項目 業種別木質バイオマスの利用量","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","全国集計表","木質バイオマス利用に関する項目","業種別木質バイオマスの利用量","","","平成29年木質バイオマスエネルギー利用動向調査"
"0003296625","木質バイオマスエネルギー利用動向調査 確報 平成29年木質バイオマスエネルギー利用動向調査","年次","201701-201712","2019-03-08","0","該当なし","20","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-2","全国集計表 木質バイオマス利用に関する項目 事業所における利用機器の所有形態別木質バイオマスの種類別利用量","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","全国集計表","木質バイオマス利用に関する項目","事業所における利用機器の所有形態別木質バイオマスの種類別利用量","","","平成29年木質バイオマスエネルギー利用動向調査"
"0003296626","木質バイオマスエネルギー利用動向調査 確報 平成29年木質バイオマスエネルギー利用動向調査","年次","201701-201712","2019-03-08","0","該当なし","85","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-2","全国集計表 木質バイオマス利用に関する項目 事業所における利用機器の所有形態別木材チップの由来別利用量","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","全国集計表","木質バイオマス利用に関する項目","事業所における利用機器の所有形態別木材チップの由来別利用量","","","平成29年木質バイオマスエネルギー利用動向調査"
"0003296627","木質バイオマスエネルギー利用動向調査 確報 平成29年木質バイオマスエネルギー利用動向調査","年次","201701-201712","2019-03-08","0","該当なし","12","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-2","全国集計表 木質バイオマス利用に関する項目 事業所における利用機器の所有形態別木質ペレットの由来別利用量","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","全国集計表","木質バイオマス利用に関する項目","事業所における利用機器の所有形態別木質ペレットの由来別利用量","","","平成29年木質バイオマスエネルギー利用動向調査"
"0003296628","木質バイオマスエネルギー利用動向調査 確報 平成29年木質バイオマスエネルギー利用動向調査","年次","201701-201712","2019-03-08","0","該当なし","24","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-2","全国集計表 木質バイオマス利用に関する項目 木質バイオマスと非木質バイオマス燃料の非木質バイオマス燃料種類別混焼実施事業所数","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","全国集計表","木質バイオマス利用に関する項目","木質バイオマスと非木質バイオマス燃料の非木質バイオマス燃料種類別混焼実施事業所数","注：混焼発電機と混焼ボイラーを所有している事業所は重複している場合がある。総数については延べ数を計上している。","","平成29年木質バイオマスエネルギー利用動向調査"
"0003296629","木質バイオマスエネルギー利用動向調査 確報 平成29年木質バイオマスエネルギー利用動向調査","年次","201701-201712","2019-03-08","0","該当なし","21","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-2","全国集計表 木質バイオマス利用に関する項目 木質バイオマスと化石燃料の化石燃料別混焼実施事業所数","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","全国集計表","木質バイオマス利用に関する項目","木質バイオマスと化石燃料の化石燃料別混焼実施事業所数","注：混焼発電機と混焼ボイラーを所有している事業所は重複している場合がある。総数については延べ数を計上している。","","平成29年木質バイオマスエネルギー利用動向調査"
"0003296648","木質バイオマスエネルギー利用動向調査 確報 平成29年木質バイオマスエネルギー利用動向調査","年次","201701-201712","2019-03-08","0","該当なし","240","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-2","都道府県別集計表 木質バイオマス利用に関する項目 木質バイオマスの利用量","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","都道府県別集計表","木質バイオマス利用に関する項目","木質バイオマスの利用量","","","平成29年木質バイオマスエネルギー利用動向調査"
"0003296649","木質バイオマスエネルギー利用動向調査 確報 平成29年木質バイオマスエネルギー利用動向調査","年次","201701-201712","2019-03-08","0","該当なし","816","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-2","都道府県別集計表 木質バイオマス利用に関する項目 木材チップの由来別利用量","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","都道府県別集計表","木質バイオマス利用に関する項目","木材チップの由来別利用量","","","平成29年木質バイオマスエネルギー利用動向調査"
"0003296650","木質バイオマスエネルギー利用動向調査 確報 平成29年木質バイオマスエネルギー利用動向調査","年次","201701-201712","2019-03-08","0","該当なし","144","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-2","都道府県別集計表 木質バイオマス利用に関する項目 木質ペレットの由来別利用量","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","都道府県別集計表","木質バイオマス利用に関する項目","木質ペレットの由来別利用量","","","平成29年木質バイオマスエネルギー利用動向調査"
"0003296630","木質バイオマスエネルギー利用動向調査 確報 平成29年木質バイオマスエネルギー利用動向調査","年次","201701-201712","2019-03-08","0","該当なし","495","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-3","全国集計表 発電機に関する項目 業種別種類別発電機数","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","全国集計表","発電機に関する項目","業種別種類別発電機数","","","平成29年木質バイオマスエネルギー利用動向調査"
"0003296631","木質バイオマスエネルギー利用動向調査 確報 平成29年木質バイオマスエネルギー利用動向調査","年次","201701-201712","2019-03-08","0","該当なし","165","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-3","全国集計表 発電機に関する項目 業種別電気の用途別発電機数","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","全国集計表","発電機に関する項目","業種別電気の用途別発電機数","","","平成29年木質バイオマスエネルギー利用動向調査"
"0003296632","木質バイオマスエネルギー利用動向調査 確報 平成29年木質バイオマスエネルギー利用動向調査","年次","201701-201712","2019-03-08","0","該当なし","16","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-3","全国集計表 発電機に関する項目 事業所の従業員規模階層別事業所数及び発電機数","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","全国集計表","発電機に関する項目","事業所の従業員規模階層別事業所数及び発電機数","","","平成29年木質バイオマスエネルギー利用動向調査"
"0003296633","木質バイオマスエネルギー利用動向調査 確報 平成29年木質バイオマスエネルギー利用動向調査","年次","201701-201712","2019-03-08","0","該当なし","9","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-3","全国集計表 発電機に関する項目 出力規模階層別発電機数","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","全国集計表","発電機に関する項目","出力規模階層別発電機数","","","平成29年木質バイオマスエネルギー利用動向調査"
"0003296634","木質バイオマスエネルギー利用動向調査 確報 平成29年木質バイオマスエネルギー利用動向調査","年次","201701-201712","2019-03-08","0","該当なし","5","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-3","全国集計表 発電機に関する項目 発電機の種類別平均出力規模","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","全国集計表","発電機に関する項目","発電機の種類別平均出力規模","","","平成29年木質バイオマスエネルギー利用動向調査"
"0003296635","木質バイオマスエネルギー利用動向調査 確報 平成29年木質バイオマスエネルギー利用動向調査","年次","201701-201712","2019-03-08","0","該当なし","10","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-3","全国集計表 発電機に関する項目 使用年数階層別発電機数","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","全国集計表","発電機に関する項目","使用年数階層別発電機数","","","平成29年木質バイオマスエネルギー利用動向調査"
"0003296636","木質バイオマスエネルギー利用動向調査 確報 平成29年木質バイオマスエネルギー利用動向調査","年次","201701-201712","2019-03-08","0","該当なし","18","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-3","全国集計表 発電機に関する項目 出力規模別平均稼働日数、時間","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","全国集計表","発電機に関する項目","出力規模別平均稼働日数、時間","","","平成29年木質バイオマスエネルギー利用動向調査"
"0003296637","木質バイオマスエネルギー利用動向調査 確報 平成29年木質バイオマスエネルギー利用動向調査","年次","201701-201712","2019-03-08","0","該当なし","99","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-3","全国集計表 発電機に関する項目 業種別補助金等活用数","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","全国集計表","発電機に関する項目","業種別補助金等活用数","","","平成29年木質バイオマスエネルギー利用動向調査"
"0003296651","木質バイオマスエネルギー利用動向調査 確報 平成29年木質バイオマスエネルギー利用動向調査","年次","201701-201712","2019-03-08","0","該当なし","240","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-3","都道府県別集計表 発電機に関する項目 種類別発電機数","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","都道府県別集計表","発電機に関する項目","種類別発電機数","","","平成29年木質バイオマスエネルギー利用動向調査"
"0003296652","木質バイオマスエネルギー利用動向調査 確報 平成29年木質バイオマスエネルギー利用動向調査","年次","201701-201712","2019-03-08","0","該当なし","240","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-3","都道府県別集計表 発電機に関する項目 電気の用途別発電機数","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","都道府県別集計表","発電機に関する項目","電気の用途別発電機数","","","平成29年木質バイオマスエネルギー利用動向調査"
"0003296653","木質バイオマスエネルギー利用動向調査 確報 平成29年木質バイオマスエネルギー利用動向調査","年次","201701-201712","2019-03-08","0","該当なし","144","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-3","都道府県別集計表 発電機に関する項目 補助金等活用数","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","都道府県別集計表","発電機に関する項目","補助金等活用数","","","平成29年木質バイオマスエネルギー利用動向調査"
"0003296638","木質バイオマスエネルギー利用動向調査 確報 平成29年木質バイオマスエネルギー利用動向調査","年次","201701-201712","2019-03-08","0","該当なし","231","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-4","全国集計表 ボイラーに関する項目 業種別種類別ボイラー数","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","全国集計表","ボイラーに関する項目","業種別種類別ボイラー数","","","平成29年木質バイオマスエネルギー利用動向調査"
"0003296639","木質バイオマスエネルギー利用動向調査 確報 平成29年木質バイオマスエネルギー利用動向調査","年次","201701-201712","2019-03-08","0","該当なし","396","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-4","全国集計表 ボイラーに関する項目 業種別及び熱の用途別ボイラー数","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","全国集計表","ボイラーに関する項目","業種別及び熱の用途別ボイラー数","","","平成29年木質バイオマスエネルギー利用動向調査"
"0003296640","木質バイオマスエネルギー利用動向調査 確報 平成29年木質バイオマスエネルギー利用動向調査","年次","201701-201712","2019-03-08","0","該当なし","18","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-4","全国集計表 ボイラーに関する項目 事業所の従業員規模階層別事業所数及びボイラー数","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","全国集計表","ボイラーに関する項目","事業所の従業員規模階層別事業所数及びボイラー数","","","平成29年木質バイオマスエネルギー利用動向調査"
"0003296641","木質バイオマスエネルギー利用動向調査 確報 平成29年木質バイオマスエネルギー利用動向調査","年次","201701-201712","2019-03-08","0","該当なし","11","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-4","全国集計表 ボイラーに関する項目 出力規模階層別ボイラー数","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","全国集計表","ボイラーに関する項目","出力規模階層別ボイラー数","","","平成29年木質バイオマスエネルギー利用動向調査"
"0003296642","木質バイオマスエネルギー利用動向調査 確報 平成29年木質バイオマスエネルギー利用動向調査","年次","201701-201712","2019-03-08","0","該当なし","6","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-4","全国集計表 ボイラーに関する項目 ボイラーの種類別平均出力規模","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","全国集計表","ボイラーに関する項目","ボイラーの種類別平均出力規模","","","平成29年木質バイオマスエネルギー利用動向調査"
"0003296643","木質バイオマスエネルギー利用動向調査 確報 平成29年木質バイオマスエネルギー利用動向調査","年次","201701-201712","2019-03-08","0","該当なし","10","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-4","全国集計表 ボイラーに関する項目 使用年数階層別ボイラー数","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","全国集計表","ボイラーに関する項目","使用年数階層別ボイラー数","","","平成29年木質バイオマスエネルギー利用動向調査"
"0003296644","木質バイオマスエネルギー利用動向調査 確報 平成29年木質バイオマスエネルギー利用動向調査","年次","201701-201712","2019-03-08","0","該当なし","20","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-4","全国集計表 ボイラーに関する項目 出力規模階層別平均稼働日数、時間","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","全国集計表","ボイラーに関する項目","出力規模階層別平均稼働日数、時間","","","平成29年木質バイオマスエネルギー利用動向調査"
"0003296645","木質バイオマスエネルギー利用動向調査 確報 平成29年木質バイオマスエネルギー利用動向調査","年次","201701-201712","2019-03-08","0","該当なし","99","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-4","全国集計表 ボイラーに関する項目 業種別補助金等活用数","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","全国集計表","ボイラーに関する項目","業種別補助金等活用数","","","平成29年木質バイオマスエネルギー利用動向調査"
"0003296654","木質バイオマスエネルギー利用動向調査 確報 平成29年木質バイオマスエネルギー利用動向調査","年次","201701-201712","2019-03-08","0","該当なし","336","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-4","都道府県別集計表 ボイラーに関する項目 種類別ボイラー数","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","都道府県別集計表","ボイラーに関する項目","種類別ボイラー数","","","平成29年木質バイオマスエネルギー利用動向調査"
"0003296655","木質バイオマスエネルギー利用動向調査 確報 平成29年木質バイオマスエネルギー利用動向調査","年次","201701-201712","2019-03-08","0","該当なし","576","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-4","都道府県別集計表 ボイラーに関する項目 熱の用途別ボイラー数","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","都道府県別集計表","ボイラーに関する項目","熱の用途別ボイラー数","","","平成29年木質バイオマスエネルギー利用動向調査"
"0003296656","木質バイオマスエネルギー利用動向調査 確報 平成29年木質バイオマスエネルギー利用動向調査","年次","201701-201712","2019-03-08","0","該当なし","144","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-4","都道府県別集計表 ボイラーに関する項目 補助金等活用数","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","都道府県別集計表","ボイラーに関する項目","補助金等活用数","","","平成29年木質バイオマスエネルギー利用動向調査"
"0003296646","木質バイオマスエネルギー利用動向調査 確報 平成29年木質バイオマスエネルギー利用動向調査","年次","201701-201712","2019-03-08","0","該当なし","99","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-5","全国集計表 その他（付帯設備等） 業種別補助金等活用数","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","全国集計表","その他（付帯設備等）","業種別補助金等活用数","","","平成29年木質バイオマスエネルギー利用動向調査"
"0003296657","木質バイオマスエネルギー利用動向調査 確報 平成29年木質バイオマスエネルギー利用動向調査","年次","201701-201712","2019-03-08","0","該当なし","144","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-5","都道府県別集計表 その他（付帯設備等） 補助金等活用数","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","都道府県別集計表","その他（付帯設備等）","補助金等活用数","","","平成29年木質バイオマスエネルギー利用動向調査"
"0001874351","木質バイオマスエネルギー利用動向調査 確報 平成30年木質バイオマスエネルギー利用動向調査","年次","201801-201812","2021-09-30","0","該当なし","33","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-1","全国集計表 木質バイオマスエネルギー利用事業所に関する項目 業種別木質バイオマスエネルギー利用事業所数","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","全国集計表","木質バイオマスエネルギー利用事業所に関する項目","業種別木質バイオマスエネルギー利用事業所数","","","平成30年木質バイオマスエネルギー利用動向調査"
"0001874352","木質バイオマスエネルギー利用動向調査 確報 平成30年木質バイオマスエネルギー利用動向調査","年次","201801-201812","2021-09-30","0","該当なし","66","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-1","全国集計表 木質バイオマスエネルギー利用事業所に関する項目 業種別平均初期投資額・更新額","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","全国集計表","木質バイオマスエネルギー利用事業所に関する項目","業種別平均初期投資額・更新額","","","平成30年木質バイオマスエネルギー利用動向調査"
"0001874353","木質バイオマスエネルギー利用動向調査 確報 平成30年木質バイオマスエネルギー利用動向調査","年次","201801-201812","2021-09-30","0","該当なし","495","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-1","全国集計表 木質バイオマスエネルギー利用事業所に関する項目 業種別灰の処理方法別事業所数","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","全国集計表","木質バイオマスエネルギー利用事業所に関する項目","業種別灰の処理方法別事業所数","","","平成30年木質バイオマスエネルギー利用動向調査"
"0001874377","木質バイオマスエネルギー利用動向調査 確報 平成30年木質バイオマスエネルギー利用動向調査","年次","201801-201812","2021-09-30","0","該当なし","192","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-1","都道府県別集計表 木質バイオマスエネルギー利用事業所に関する項目 木質バイオマスエネルギー利用機器の所有形態別事業所数","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","都道府県別集計表","木質バイオマスエネルギー利用事業所に関する項目","木質バイオマスエネルギー利用機器の所有形態別事業所数","","","平成30年木質バイオマスエネルギー利用動向調査"
"0001874354","木質バイオマスエネルギー利用動向調査 確報 平成30年木質バイオマスエネルギー利用動向調査","年次","201801-201812","2021-09-30","0","該当なし","165","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-2","全国集計表 木質バイオマス利用に関する項目 業種別木質バイオマスの利用量","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","全国集計表","木質バイオマス利用に関する項目","業種別木質バイオマスの利用量","","","平成30年木質バイオマスエネルギー利用動向調査"
"0001874355","木質バイオマスエネルギー利用動向調査 確報 平成30年木質バイオマスエネルギー利用動向調査","年次","201801-201812","2021-09-30","0","該当なし","20","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-2","全国集計表 木質バイオマス利用に関する項目 事業所における利用機器の所有形態別木質バイオマスの種類別利用量","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","全国集計表","木質バイオマス利用に関する項目","事業所における利用機器の所有形態別木質バイオマスの種類別利用量","","","平成30年木質バイオマスエネルギー利用動向調査"
"0001874356","木質バイオマスエネルギー利用動向調査 確報 平成30年木質バイオマスエネルギー利用動向調査","年次","201801-201812","2021-09-30","0","該当なし","85","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-2","全国集計表 木質バイオマス利用に関する項目 事業所における利用機器の所有形態別木材チップの由来別利用量","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","全国集計表","木質バイオマス利用に関する項目","事業所における利用機器の所有形態別木材チップの由来別利用量","","","平成30年木質バイオマスエネルギー利用動向調査"
"0001874357","木質バイオマスエネルギー利用動向調査 確報 平成30年木質バイオマスエネルギー利用動向調査","年次","201801-201812","2021-09-30","0","該当なし","12","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-2","全国集計表 木質バイオマス利用に関する項目 事業所における利用機器の所有形態別木質ペレットの由来別利用量","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","全国集計表","木質バイオマス利用に関する項目","事業所における利用機器の所有形態別木質ペレットの由来別利用量","","","平成30年木質バイオマスエネルギー利用動向調査"
"0001874358","木質バイオマスエネルギー利用動向調査 確報 平成30年木質バイオマスエネルギー利用動向調査","年次","201801-201812","2021-09-30","0","該当なし","24","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-2","全国集計表 木質バイオマス利用に関する項目 木質バイオマスと非木質バイオマス燃料の非木質バイオマス燃料種類別混焼実施事業所数","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","全国集計表","木質バイオマス利用に関する項目","木質バイオマスと非木質バイオマス燃料の非木質バイオマス燃料種類別混焼実施事業所数","注：混焼発電機と混焼ボイラーを所有している事業所は重複している場合がある。総数については延べ数を計上している。","","平成30年木質バイオマスエネルギー利用動向調査"
"0001874359","木質バイオマスエネルギー利用動向調査 確報 平成30年木質バイオマスエネルギー利用動向調査","年次","201801-201812","2021-09-30","0","該当なし","21","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-2","全国集計表 木質バイオマス利用に関する項目 木質バイオマスと化石燃料の化石燃料別混焼実施事業所数","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","全国集計表","木質バイオマス利用に関する項目","木質バイオマスと化石燃料の化石燃料別混焼実施事業所数","注：混焼発電機と混焼ボイラーを所有している事業所は重複している場合がある。総数については延べ数を計上している。","","平成30年木質バイオマスエネルギー利用動向調査"
"0001874378","木質バイオマスエネルギー利用動向調査 確報 平成30年木質バイオマスエネルギー利用動向調査","年次","201801-201812","2021-09-30","0","該当なし","240","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-2","都道府県別集計表 木質バイオマス利用に関する項目 木質バイオマスの利用量","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","都道府県別集計表","木質バイオマス利用に関する項目","木質バイオマスの利用量","","","平成30年木質バイオマスエネルギー利用動向調査"
"0001874379","木質バイオマスエネルギー利用動向調査 確報 平成30年木質バイオマスエネルギー利用動向調査","年次","201801-201812","2021-09-30","0","該当なし","816","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-2","都道府県別集計表 木質バイオマス利用に関する項目 木材チップの由来別利用量","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","都道府県別集計表","木質バイオマス利用に関する項目","木材チップの由来別利用量","","","平成30年木質バイオマスエネルギー利用動向調査"
"0001874380","木質バイオマスエネルギー利用動向調査 確報 平成30年木質バイオマスエネルギー利用動向調査","年次","201801-201812","2021-09-30","0","該当なし","144","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-2","都道府県別集計表 木質バイオマス利用に関する項目 木質ペレットの由来別利用量","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","都道府県別集計表","木質バイオマス利用に関する項目","木質ペレットの由来別利用量","","","平成30年木質バイオマスエネルギー利用動向調査"
"0001874360","木質バイオマスエネルギー利用動向調査 確報 平成30年木質バイオマスエネルギー利用動向調査","年次","201801-201812","2021-09-30","0","該当なし","495","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-3","全国集計表 発電機に関する項目 業種別種類別発電機数","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","全国集計表","発電機に関する項目","業種別種類別発電機数","","","平成30年木質バイオマスエネルギー利用動向調査"
"0001874361","木質バイオマスエネルギー利用動向調査 確報 平成30年木質バイオマスエネルギー利用動向調査","年次","201801-201812","2021-09-30","0","該当なし","165","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-3","全国集計表 発電機に関する項目 業種別電気の用途別発電機数","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","全国集計表","発電機に関する項目","業種別電気の用途別発電機数","","","平成30年木質バイオマスエネルギー利用動向調査"
"0001874362","木質バイオマスエネルギー利用動向調査 確報 平成30年木質バイオマスエネルギー利用動向調査","年次","201801-201812","2021-09-30","0","該当なし","16","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-3","全国集計表 発電機に関する項目 事業所の従業員規模階層別事業所数及び発電機数","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","全国集計表","発電機に関する項目","事業所の従業員規模階層別事業所数及び発電機数","","","平成30年木質バイオマスエネルギー利用動向調査"
"0001874363","木質バイオマスエネルギー利用動向調査 確報 平成30年木質バイオマスエネルギー利用動向調査","年次","201801-201812","2021-09-30","0","該当なし","9","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-3","全国集計表 発電機に関する項目 出力規模階層別発電機数","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","全国集計表","発電機に関する項目","出力規模階層別発電機数","","","平成30年木質バイオマスエネルギー利用動向調査"
"0001874364","木質バイオマスエネルギー利用動向調査 確報 平成30年木質バイオマスエネルギー利用動向調査","年次","201801-201812","2021-09-30","0","該当なし","5","2024-01-17","","00501008","木質バイオマスエネルギー利用動向調査","00501","林野庁","1-3","全国集計表 発電機に関する項目 発電機の種類別平均出力規模","04","農林水産業","03","林業","木質バイオマスエネルギー利用動向調査","確報","全国集計表","発電機に関する項目","発電機の種類別平均出力規模","","","平成30年木質バイオマスエネルギー利用動向調査"
