"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_SUB_CATEGORY1","TITLE_SPEC.TABLE_SUB_CATEGORY2","TITLE","TITLE_SPEC.TABLE_EXPLANATION"
"0003126841","社会保障給付費 平成14年度社会保障給付費","年度次","200204-200303","2016-03-31","0","該当なし","270","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","5","統計表 高齢者関係給付費の推移","15","社会保障・衛生","01","社会保障","社会保障給付費","平成14年度社会保障給付費","統計表","高齢者関係給付費の推移","","","",""
"0003126842","社会保障給付費 平成14年度社会保障給付費","年度次","200204-200303","2016-03-31","0","該当なし","280","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","6","統計表 児童・家族関係給付費の推移","15","社会保障・衛生","01","社会保障","社会保障給付費","平成14年度社会保障給付費","統計表","児童・家族関係給付費の推移","","","",""
"0003126843","社会保障給付費 平成14年度社会保障給付費","年度次","200204-200303","2016-03-31","0","該当なし","260","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","7","統計表 制度別社会保障給付費の推移","15","社会保障・衛生","01","社会保障","社会保障給付費","平成14年度社会保障給付費","統計表","制度別社会保障給付費の推移","","","",""
"0003126844","社会保障給付費 平成14年度社会保障給付費","年度次","200204-200303","2016-03-31","0","該当なし","340","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","8","統計表 機能別社会保障給付費の推移（平成9～13年度）","15","社会保障・衛生","01","社会保障","社会保障給付費","平成14年度社会保障給付費","統計表","機能別社会保障給付費の推移（平成9～13年度）","","","",""
"0003126845","社会保障給付費 平成14年度社会保障給付費","年度次","200204-200303","2016-03-31","0","該当なし","930","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","9","統計表 平成13年度社会保障費用","15","社会保障・衛生","01","社会保障","社会保障給付費","平成14年度社会保障給付費","統計表","平成13年度社会保障費用","","","",""
"0003126836","社会保障給付費 平成14年度社会保障給付費","年度次","200204-200303","2016-03-31","0","該当なし","109","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","","","15","社会保障・衛生","01","社会保障","社会保障給付費","平成14年度社会保障給付費","統計表","社会保障給付費の部門別推移","1963年以前","社会保障給付額・給付構成割合・対国民所得比","統計表 社会保障給付費の部門別推移 1963年以前 社会保障給付額・給付構成割合・対国民所得比",""
"0003126837","社会保障給付費 平成14年度社会保障給付費","年度次","200204-200303","2016-03-31","0","該当なし","429","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","","","15","社会保障・衛生","01","社会保障","社会保障給付費","平成14年度社会保障給付費","統計表","社会保障給付費の部門別推移","1964年以降","社会保障給付額・給付構成割合・対国民所得比","統計表 社会保障給付費の部門別推移 1964年以降 社会保障給付額・給付構成割合・対国民所得比",""
"0003126811","社会保障給付費 平成15年度社会保障給付費","年度次","200304-200403","2016-03-31","0","該当なし","440","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","1","統計表 社会保障給付費の部門別推移 1964年以降 社会保障給付額・給付構成割合・対国民所得比","15","社会保障・衛生","01","社会保障","社会保障給付費","平成15年度社会保障給付費","統計表","社会保障給付費の部門別推移","1964年以降","社会保障給付額・給付構成割合・対国民所得比","",""
"0003126848","社会保障給付費 平成15年度社会保障給付費","年度次","200304-200403","2016-03-31","0","該当なし","109","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","1","統計表 社会保障給付費の部門別推移 1963年以前 社会保障給付額・給付構成割合・対国民所得比","15","社会保障・衛生","01","社会保障","社会保障給付費","平成15年度社会保障給付費","統計表","社会保障給付費の部門別推移","1963年以前","社会保障給付額・給付構成割合・対国民所得比","",""
"0003126858","社会保障給付費 平成15年度社会保障給付費","年度次","200304-200403","2016-03-31","0","該当なし","705","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","10","統計表 社会保障財源の項目別推移","15","社会保障・衛生","01","社会保障","社会保障給付費","平成15年度社会保障給付費","統計表","社会保障財源の項目別推移","","","",""
"0003126859","社会保障給付費 平成15年度社会保障給付費","年度次","200304-200403","2016-03-31","0","該当なし","190","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","11","統計表 社会保障財源の項目別推移（平成11～15年度）","15","社会保障・衛生","01","社会保障","社会保障給付費","平成15年度社会保障給付費","統計表","社会保障財源の項目別推移（平成11～15年度）","","","",""
"0003126812","社会保障給付費 平成15年度社会保障給付費","年度次","200304-200403","2016-03-31","0","該当なし","156","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","3","統計表 社会保障給付費と国民所得の対前年度伸び率の推移 1965年以降","15","社会保障・衛生","01","社会保障","社会保障給付費","平成15年度社会保障給付費","統計表","社会保障給付費と国民所得の対前年度伸び率の推移","1965年以降","","",""
"0003126850","社会保障給付費 平成15年度社会保障給付費","年度次","200304-200403","2016-03-31","0","該当なし","42","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","3","統計表 社会保障給付費と国民所得の対前年度伸び率の推移 1964年以前","15","社会保障・衛生","01","社会保障","社会保障給付費","平成15年度社会保障給付費","統計表","社会保障給付費と国民所得の対前年度伸び率の推移","1964年以前","","",""
"0003126852","社会保障給付費 平成15年度社会保障給付費","年度次","200304-200403","2016-03-31","0","該当なし","106","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","4","統計表 1人当たり社会保障給付費と1人当たり国民所得の推移 １人当たり社会保障給付費","15","社会保障・衛生","01","社会保障","社会保障給付費","平成15年度社会保障給付費","統計表","1人当たり社会保障給付費と1人当たり国民所得の推移","１人当たり社会保障給付費","","",""
"0003126853","社会保障給付費 平成15年度社会保障給付費","年度次","200304-200403","2016-03-31","0","該当なし","279","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","5","統計表 高齢者関係給付費の推移","15","社会保障・衛生","01","社会保障","社会保障給付費","平成15年度社会保障給付費","統計表","高齢者関係給付費の推移","","","",""
"0003126854","社会保障給付費 平成15年度社会保障給付費","年度次","200304-200403","2016-03-31","0","該当なし","232","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","6","統計表 児童・家族関係給付費の推移","15","社会保障・衛生","01","社会保障","社会保障給付費","平成15年度社会保障給付費","統計表","児童・家族関係給付費の推移","","","",""
"0003126855","社会保障給付費 平成15年度社会保障給付費","年度次","200304-200403","2016-03-31","0","該当なし","260","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","7","統計表 制度別社会保障給付費の推移","15","社会保障・衛生","01","社会保障","社会保障給付費","平成15年度社会保障給付費","統計表","制度別社会保障給付費の推移","","","",""
"0003126856","社会保障給付費 平成15年度社会保障給付費","年度次","200304-200403","2016-03-31","0","該当なし","340","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","8","統計表 機能別社会保障給付費の推移（平成11～15年度）","15","社会保障・衛生","01","社会保障","社会保障給付費","平成15年度社会保障給付費","統計表","機能別社会保障給付費の推移（平成11～15年度）","","","",""
"0003126857","社会保障給付費 平成15年度社会保障給付費","年度次","200304-200403","2016-03-31","0","該当なし","840","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","9","統計表 平成15年度社会保障費用","15","社会保障・衛生","01","社会保障","社会保障給付費","平成15年度社会保障給付費","統計表","平成15年度社会保障費用","","","",""
"0003126882","社会保障給付費 平成16年度社会保障給付費","年度次","200404-200503","2016-03-31","0","該当なし","109","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","1","統計表 社会保障給付費の部門別推移 1963年以前 社会保障給付額・給付構成割合・対国民所得比","15","社会保障・衛生","01","社会保障","社会保障給付費","平成16年度社会保障給付費","統計表","社会保障給付費の部門別推移","1963年以前","社会保障給付額・給付構成割合・対国民所得比","",""
"0003126883","社会保障給付費 平成16年度社会保障給付費","年度次","200404-200503","2016-03-31","0","該当なし","451","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","1","統計表 社会保障給付費の部門別推移 1964年以降 社会保障給付額・給付構成割合・対国民所得比","15","社会保障・衛生","01","社会保障","社会保障給付費","平成16年度社会保障給付費","統計表","社会保障給付費の部門別推移","1964年以降","社会保障給付額・給付構成割合・対国民所得比","",""
"0003126892","社会保障給付費 平成16年度社会保障給付費","年度次","200404-200503","2016-03-31","0","該当なし","720","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","10","統計表 社会保障財源の項目別推移","15","社会保障・衛生","01","社会保障","社会保障給付費","平成16年度社会保障給付費","統計表","社会保障財源の項目別推移","","","",""
"0003126893","社会保障給付費 平成16年度社会保障給付費","年度次","200404-200503","2016-03-31","0","該当なし","190","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","11","統計表 社会保障財源の項目別推移（平成12～16年度）","15","社会保障・衛生","01","社会保障","社会保障給付費","平成16年度社会保障給付費","統計表","社会保障財源の項目別推移（平成12～16年度）","","","",""
"0003126884","社会保障給付費 平成16年度社会保障給付費","年度次","200404-200503","2016-03-31","0","該当なし","42","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","3","統計表 社会保障給付費と国民所得の対前年度伸び率の推移 1964年以前","15","社会保障・衛生","01","社会保障","社会保障給付費","平成16年度社会保障給付費","統計表","社会保障給付費と国民所得の対前年度伸び率の推移","1964年以前","","",""
"0003126885","社会保障給付費 平成16年度社会保障給付費","年度次","200404-200503","2016-03-31","0","該当なし","160","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","3","統計表 社会保障給付費と国民所得の対前年度伸び率の推移 1965年以降","15","社会保障・衛生","01","社会保障","社会保障給付費","平成16年度社会保障給付費","統計表","社会保障給付費と国民所得の対前年度伸び率の推移","1965年以降","","",""
"0003126886","社会保障給付費 平成16年度社会保障給付費","年度次","200404-200503","2016-03-31","0","該当なし","108","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","4","統計表 1人当たり社会保障給付費と1人当たり国民所得の推移 １人当たり社会保障給付費","15","社会保障・衛生","01","社会保障","社会保障給付費","平成16年度社会保障給付費","統計表","1人当たり社会保障給付費と1人当たり国民所得の推移","１人当たり社会保障給付費","","",""
"0003126887","社会保障給付費 平成16年度社会保障給付費","年度次","200404-200503","2016-03-31","0","該当なし","288","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","5","統計表 高齢者関係給付費の推移","15","社会保障・衛生","01","社会保障","社会保障給付費","平成16年度社会保障給付費","統計表","高齢者関係給付費の推移","","","",""
"0003126888","社会保障給付費 平成16年度社会保障給付費","年度次","200404-200503","2016-03-31","0","該当なし","300","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","6","統計表 児童・家族関係給付費の推移","15","社会保障・衛生","01","社会保障","社会保障給付費","平成16年度社会保障給付費","統計表","児童・家族関係給付費の推移","","","",""
"0003126889","社会保障給付費 平成16年度社会保障給付費","年度次","200404-200503","2016-03-31","0","該当なし","260","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","7","統計表 制度別社会保障給付費の推移","15","社会保障・衛生","01","社会保障","社会保障給付費","平成16年度社会保障給付費","統計表","制度別社会保障給付費の推移","","","",""
"0003126890","社会保障給付費 平成16年度社会保障給付費","年度次","200404-200503","2016-03-31","0","該当なし","340","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","8","統計表 機能別社会保障給付費の推移（平成12～16年度）","15","社会保障・衛生","01","社会保障","社会保障給付費","平成16年度社会保障給付費","統計表","機能別社会保障給付費の推移（平成12～16年度）","","","",""
"0003126891","社会保障給付費 平成16年度社会保障給付費","年度次","200404-200503","2016-03-31","0","該当なし","930","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","9","統計表 平成16年度社会保障費用","15","社会保障・衛生","01","社会保障","社会保障給付費","平成16年度社会保障給付費","統計表","平成16年度社会保障費用","","","",""
"0003126906","社会保障給付費 平成20年度社会保障給付費","年度次","200804-200903","2016-03-31","0","該当なし","109","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","1","統計表 社会保障給付費の部門別推移 1963年以前 社会保障給付額・給付構成割合・対国民所得比","15","社会保障・衛生","01","社会保障","社会保障給付費","平成20年度社会保障給付費","統計表","社会保障給付費の部門別推移","1963年以前","社会保障給付額・給付構成割合・対国民所得比","",""
"0003126907","社会保障給付費 平成20年度社会保障給付費","年度次","200804-200903","2016-03-31","0","該当なし","495","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","1","統計表 社会保障給付費の部門別推移 1964年以降 社会保障給付額・給付構成割合・対国民所得比","15","社会保障・衛生","01","社会保障","社会保障給付費","平成20年度社会保障給付費","統計表","社会保障給付費の部門別推移","1964年以降","社会保障給付額・給付構成割合・対国民所得比","",""
"0003126785","社会保障給付費 平成20年度社会保障給付費","年度次","200804-200903","2016-03-31","0","該当なし","780","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","10","統計表 社会保障財源の項目別推移","15","社会保障・衛生","01","社会保障","社会保障給付費","平成20年度社会保障給付費","統計表","社会保障財源の項目別推移","","","",""
"0003126815","社会保障給付費 平成20年度社会保障給付費","年度次","200804-200903","2016-03-31","0","該当なし","190","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","11","統計表 社会保障財源の項目別推移（平成16～20年度）","15","社会保障・衛生","01","社会保障","社会保障給付費","平成20年度社会保障給付費","統計表","社会保障財源の項目別推移（平成16～20年度）","","","",""
"0003126722","社会保障給付費 平成20年度社会保障給付費","年度次","200804-200903","2016-03-31","0","該当なし","42","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","3","統計表 社会保障給付費と国民所得の対前年度伸び率の推移 1964年以前","15","社会保障・衛生","01","社会保障","社会保障給付費","平成20年度社会保障給付費","統計表","社会保障給付費と国民所得の対前年度伸び率の推移","1964年以前","","",""
"0003126835","社会保障給付費 平成20年度社会保障給付費","年度次","200804-200903","2016-03-31","0","該当なし","176","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","3","統計表 社会保障給付費と国民所得の対前年度伸び率の推移 1965年以降","15","社会保障・衛生","01","社会保障","社会保障給付費","平成20年度社会保障給付費","統計表","社会保障給付費と国民所得の対前年度伸び率の推移","1965年以降","","",""
"0003126833","社会保障給付費 平成20年度社会保障給付費","年度次","200804-200903","2016-03-31","0","該当なし","116","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","4","統計表 1人当たり社会保障給付費と1人当たり国民所得の推移 １人当たり社会保障給付費","15","社会保障・衛生","01","社会保障","社会保障給付費","平成20年度社会保障給付費","統計表","1人当たり社会保障給付費と1人当たり国民所得の推移","１人当たり社会保障給付費","","",""
"0003126824","社会保障給付費 平成20年度社会保障給付費","年度次","200804-200903","2016-03-31","0","該当なし","324","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","5","統計表 高齢者関係給付費の推移","15","社会保障・衛生","01","社会保障","社会保障給付費","平成20年度社会保障給付費","統計表","高齢者関係給付費の推移","","","",""
"0003126806","社会保障給付費 平成20年度社会保障給付費","年度次","200804-200903","2016-03-31","0","該当なし","340","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","6","統計表 児童・家族関係給付費の推移","15","社会保障・衛生","01","社会保障","社会保障給付費","平成20年度社会保障給付費","統計表","児童・家族関係給付費の推移","","","",""
"0003126721","社会保障給付費 平成20年度社会保障給付費","年度次","200804-200903","2016-03-31","0","該当なし","260","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","7","統計表 制度別社会保障給付費の推移","15","社会保障・衛生","01","社会保障","社会保障給付費","平成20年度社会保障給付費","統計表","制度別社会保障給付費の推移","","","",""
"0003126790","社会保障給付費 平成20年度社会保障給付費","年度次","200804-200903","2016-03-31","0","該当なし","340","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","8","統計表 機能別社会保障給付費の推移（平成16～20年度）","15","社会保障・衛生","01","社会保障","社会保障給付費","平成20年度社会保障給付費","統計表","機能別社会保障給付費の推移（平成16～20年度）","","","",""
"0003126821","社会保障給付費 平成20年度社会保障給付費","年度次","200804-200903","2016-03-31","0","該当なし","961","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","9","統計表 平成20年度社会保障費用","15","社会保障・衛生","01","社会保障","社会保障給付費","平成20年度社会保障給付費","統計表","平成20年度社会保障費用","","","",""
"0003126777","社会保障給付費 平成21年度社会保障給付費","年度次","200904-201003","2016-03-31","0","該当なし","795","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","10","統計表 社会保障財源の項目別推移","15","社会保障・衛生","01","社会保障","社会保障給付費","平成21年度社会保障給付費","統計表","社会保障財源の項目別推移","","","",""
"0003126773","社会保障給付費 平成21年度社会保障給付費","年度次","200904-201003","2016-03-31","0","該当なし","190","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","11","統計表 社会保障財源の項目別推移（平成17～21年度）","15","社会保障・衛生","01","社会保障","社会保障給付費","平成21年度社会保障給付費","統計表","社会保障財源の項目別推移（平成17～21年度）","","","",""
"0003126781","社会保障給付費 平成21年度社会保障給付費","年度次","200904-201003","2016-03-31","0","該当なし","42","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","3","統計表 社会保障給付費と国民所得の対前年度伸び率の推移 1964年以前","15","社会保障・衛生","01","社会保障","社会保障給付費","平成21年度社会保障給付費","統計表","社会保障給付費と国民所得の対前年度伸び率の推移","1964年以前","","",""
"0003126800","社会保障給付費 平成21年度社会保障給付費","年度次","200904-201003","2016-03-31","0","該当なし","180","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","3","統計表 社会保障給付費と国民所得の対前年度伸び率の推移 1965年以降","15","社会保障・衛生","01","社会保障","社会保障給付費","平成21年度社会保障給付費","統計表","社会保障給付費と国民所得の対前年度伸び率の推移","1965年以降","","",""
"0003126780","社会保障給付費 平成21年度社会保障給付費","年度次","200904-201003","2016-03-31","0","該当なし","118","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","4","統計表 1人当たり社会保障給付費と1人当たり国民所得の推移 １人当たり社会保障給付費","15","社会保障・衛生","01","社会保障","社会保障給付費","平成21年度社会保障給付費","統計表","1人当たり社会保障給付費と1人当たり国民所得の推移","１人当たり社会保障給付費","","",""
"0003126672","社会保障給付費 平成21年度社会保障給付費","年度次","200904-201003","2016-03-31","0","該当なし","333","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","5","統計表 高齢者関係給付費の推移","15","社会保障・衛生","01","社会保障","社会保障給付費","平成21年度社会保障給付費","統計表","高齢者関係給付費の推移","","","",""
"0003126798","社会保障給付費 平成21年度社会保障給付費","年度次","200904-201003","2016-03-31","0","該当なし","350","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","6","統計表 児童・家族関係給付費の推移","15","社会保障・衛生","01","社会保障","社会保障給付費","平成21年度社会保障給付費","統計表","児童・家族関係給付費の推移","","","",""
"0003126671","社会保障給付費 平成21年度社会保障給付費","年度次","200904-201003","2016-03-31","0","該当なし","260","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","7","統計表 制度別社会保障給付費の推移","15","社会保障・衛生","01","社会保障","社会保障給付費","平成21年度社会保障給付費","統計表","制度別社会保障給付費の推移","","","",""
"0003126797","社会保障給付費 平成21年度社会保障給付費","年度次","200904-201003","2016-03-31","0","該当なし","340","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","8","統計表 機能別社会保障給付費の推移（平成17～21年度）","15","社会保障・衛生","01","社会保障","社会保障給付費","平成21年度社会保障給付費","統計表","機能別社会保障給付費の推移（平成17～21年度）","","","",""
"0003126717","社会保障給付費 平成21年度社会保障給付費","年度次","200904-201003","2016-03-31","0","該当なし","930","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","9","統計表 平成21年度社会保障費用","15","社会保障・衛生","01","社会保障","社会保障給付費","平成21年度社会保障給付費","統計表","平成21年度社会保障費用","","","",""
"0003126719","社会保障給付費 平成21年度社会保障給付費","年度次","200904-201003","2016-03-31","0","該当なし","506","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","","","15","社会保障・衛生","01","社会保障","社会保障給付費","平成21年度社会保障給付費","統計表","社会保障給付費の部門別推移","1964年以降","社会保障給付額・給付構成割合・対国民所得比","統計表 社会保障給付費の部門別推移 1964年以降 社会保障給付額・給付構成割合・対国民所得比",""
"0003126813","社会保障給付費 平成21年度社会保障給付費","年度次","200904-201003","2016-03-31","0","該当なし","109","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","","","15","社会保障・衛生","01","社会保障","社会保障給付費","平成21年度社会保障給付費","統計表","社会保障給付費の部門別推移","1963年以前","社会保障給付額・給付構成割合・対国民所得比","統計表 社会保障給付費の部門別推移 1963年以前 社会保障給付額・給付構成割合・対国民所得比",""
"0003126044","社会保障費用統計 平成22年度社会保障費用統計","年度次","201004-201103","2016-03-31","0","該当なし","42","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","11","時系列表 社会保障給付費・国内総生産・国民所得の対前年度伸び率の推移 1964年以前","15","社会保障・衛生","01","社会保障","社会保障費用統計","平成22年度社会保障費用統計","時系列表","社会保障給付費・国内総生産・国民所得の対前年度伸び率の推移","1964年以前","","",""
"0003126045","社会保障費用統計 平成22年度社会保障費用統計","年度次","201004-201103","2016-03-31","0","該当なし","184","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","11","時系列表 社会保障給付費・国内総生産・国民所得の対前年度伸び率の推移 1965年以降","15","社会保障・衛生","01","社会保障","社会保障費用統計","平成22年度社会保障費用統計","時系列表","社会保障給付費・国内総生産・国民所得の対前年度伸び率の推移","1965年以降","","",""
"0003126055","社会保障費用統計 平成22年度社会保障費用統計","年度次","201004-201103","2016-03-31","0","該当なし","120","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","12","時系列表 １人当たり社会保障給付費と１人当たり国内総生産及び１人当たり国民所得の推移 １人当たり社会保障給付費","15","社会保障・衛生","01","社会保障","社会保障費用統計","平成22年度社会保障費用統計","時系列表","１人当たり社会保障給付費と１人当たり国内総生産及び１人当たり国民所得の推移","１人当たり社会保障給付費","","",""
"0003126046","社会保障費用統計 平成22年度社会保障費用統計","年度次","201004-201103","2016-03-31","0","該当なし","340","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","13","時系列表 機能別社会保障給付費の推移","15","社会保障・衛生","01","社会保障","社会保障費用統計","平成22年度社会保障費用統計","時系列表","機能別社会保障給付費の推移","","","",""
"0003125986","社会保障費用統計 平成22年度社会保障費用統計","年度次","201004-201103","2016-03-31","0","該当なし","810","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","14","時系列表 社会保障財源の項目別推移 金額・割合","15","社会保障・衛生","01","社会保障","社会保障費用統計","平成22年度社会保障費用統計","時系列表","社会保障財源の項目別推移","金額・割合","","",""
"0003125982","社会保障費用統計 平成22年度社会保障費用統計","年度次","201004-201103","2016-03-31","0","該当なし","300","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","3","時系列表 社会支出・国内総生産の対前年度伸び率の推移","15","社会保障・衛生","01","社会保障","社会保障費用統計","平成22年度社会保障費用統計","時系列表","社会支出・国内総生産の対前年度伸び率の推移","","","",""
"0003125984","社会保障費用統計 平成22年度社会保障費用統計","年度次","201004-201103","2016-03-31","0","該当なし","62","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","4","時系列表 １人当たり社会支出と１人当たり国内総生産の推移 １人当たり社会支出","15","社会保障・衛生","01","社会保障","社会保障費用統計","平成22年度社会保障費用統計","時系列表","１人当たり社会支出と１人当たり国内総生産の推移","１人当たり社会支出","","",""
"0003125985","社会保障費用統計 平成22年度社会保障費用統計","年度次","201004-201103","2016-03-31","0","該当なし","148","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","8","時系列表 社会保障給付費の部門別推移 社会保障給付額・給付構成割合 1963年以前","15","社会保障・衛生","01","社会保障","社会保障費用統計","平成22年度社会保障費用統計","時系列表","社会保障給付費の部門別推移","社会保障給付額・給付構成割合","1963年以前","",""
"0003126023","社会保障費用統計 平成22年度社会保障費用統計","年度次","201004-201103","2016-03-31","0","該当なし","705","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","8","時系列表 社会保障給付費の部門別推移 社会保障給付額・給付構成割合 1964年以降","15","社会保障・衛生","01","社会保障","社会保障費用統計","平成22年度社会保障費用統計","時系列表","社会保障給付費の部門別推移","社会保障給付額・給付構成割合","1964年以降","",""
"0003126022","社会保障費用統計 平成22年度社会保障費用統計","年度次","201004-201103","2016-03-31","0","該当なし","900","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","","","15","社会保障・衛生","01","社会保障","社会保障費用統計","平成22年度社会保障費用統計","時系列表","政策分野別社会支出の国際比較","金額・構成割合・対国内総生産比","","時系列表 政策分野別社会支出の国際比較 金額・構成割合・対国内総生産比",""
"0003126042","社会保障費用統計 平成22年度社会保障費用統計","年度次","201004-201103","2016-03-31","0","該当なし","620","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","","","15","社会保障・衛生","01","社会保障","社会保障費用統計","平成22年度社会保障費用統計","時系列表","政策分野別社会支出の推移","金額・対国内総生産比","","時系列表 政策分野別社会支出の推移 金額・対国内総生産比",""
"0003125789","社会保障費用統計 平成23年度社会保障費用統計","年度次","201104-201203","2016-03-31","0","該当なし","188","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","11","時系列表 社会保障給付費・国内総生産・国民所得の対前年度伸び率の推移 1965年以降","15","社会保障・衛生","01","社会保障","社会保障費用統計","平成23年度社会保障費用統計","時系列表","社会保障給付費・国内総生産・国民所得の対前年度伸び率の推移","1965年以降","","",""
"0003125847","社会保障費用統計 平成23年度社会保障費用統計","年度次","201104-201203","2016-03-31","0","該当なし","42","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","11","時系列表 社会保障給付費・国内総生産・国民所得の対前年度伸び率の推移 1964年以前","15","社会保障・衛生","01","社会保障","社会保障費用統計","平成23年度社会保障費用統計","時系列表","社会保障給付費・国内総生産・国民所得の対前年度伸び率の推移","1964年以前","","",""
"0003125849","社会保障費用統計 平成23年度社会保障費用統計","年度次","201104-201203","2016-03-31","0","該当なし","122","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","12","時系列表 １人当たり社会保障給付費と１人当たり国内総生産及び１人当たり国民所得の推移 １人当たり社会保障給付費","15","社会保障・衛生","01","社会保障","社会保障費用統計","平成23年度社会保障費用統計","時系列表","１人当たり社会保障給付費と１人当たり国内総生産及び１人当たり国民所得の推移","１人当たり社会保障給付費","","",""
"0003125851","社会保障費用統計 平成23年度社会保障費用統計","年度次","201104-201203","2016-03-31","0","該当なし","340","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","13","時系列表 機能別社会保障給付費の推移","15","社会保障・衛生","01","社会保障","社会保障費用統計","平成23年度社会保障費用統計","時系列表","機能別社会保障給付費の推移","","","",""
"0003125790","社会保障費用統計 平成23年度社会保障費用統計","年度次","201104-201203","2016-03-31","0","該当なし","825","2024-07-18","","00450437","社会保障費用統計","00450","厚生労働省","14","時系列表 社会保障財源の項目別推移金額 金額・割合","15","社会保障・衛生","01","社会保障","社会保障費用統計","平成23年度社会保障費用統計","時系列表","社会保障財源の項目別推移金額","金額・割合","","",""
