"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_EXPLANATION","TITLE","TITLE_SPEC.TABLE_SUB_CATEGORY1","TITLE_SPEC.TABLE_SUB_CATEGORY2"
"0003408523","森林組合一斉調査 確報 森林組合統計","年度次","0","2020-03-03","0","都道府県","1152","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","6","都道府県別内訳表　　生産森林組合 森林の現況　林種別森林面積","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","森林組合統計","都道府県別内訳表　　生産森林組合","森林の現況　林種別森林面積","","","",""
"0003408524","森林組合一斉調査 確報 森林組合統計","年度次","0","2020-03-03","0","全国","720","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","6","都道府県別内訳表　　生産森林組合 森林の現況　森林保健機能増進事業","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","森林組合統計","都道府県別内訳表　　生産森林組合","森林の現況　森林保健機能増進事業","","","",""
"0003408524","森林組合一斉調査 確報 森林組合統計","年度次","0","2020-03-03","0","都道府県","720","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","6","都道府県別内訳表　　生産森林組合 森林の現況　森林保健機能増進事業","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","森林組合統計","都道府県別内訳表　　生産森林組合","森林の現況　森林保健機能増進事業","","","",""
"0003412229","森林組合一斉調査 確報 森林組合統計","年度次","0","2020-03-03","0","全国","192","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","7","総括表　　生産森林組合 貸借対照表","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","森林組合統計","総括表　　生産森林組合","貸借対照表","","","",""
"0003412231","森林組合一斉調査 確報 森林組合統計","年度次","0","2020-03-03","0","全国","6912","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","7","都道府県別内訳表　　生産森林組合 貸借対照表","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","森林組合統計","都道府県別内訳表　　生産森林組合","貸借対照表","","","",""
"0003412231","森林組合一斉調査 確報 森林組合統計","年度次","0","2020-03-03","0","都道府県","6912","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","7","都道府県別内訳表　　生産森林組合 貸借対照表","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","森林組合統計","都道府県別内訳表　　生産森林組合","貸借対照表","","","",""
"0003408451","森林組合一斉調査 確報 森林組合統計","年度次","0","2020-03-03","0","全国","112","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","8","総括表　　生産森林組合 借入金の借入先別内訳","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","森林組合統計","総括表　　生産森林組合","借入金の借入先別内訳","","","",""
"0003408526","森林組合一斉調査 確報 森林組合統計","年度次","0","2020-03-03","0","全国","4032","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","8","都道府県別内訳表　　生産森林組合 借入金の借入先別内訳　借入金先別内訳","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","森林組合統計","都道府県別内訳表　　生産森林組合","借入金の借入先別内訳　借入金先別内訳","","","",""
"0003408526","森林組合一斉調査 確報 森林組合統計","年度次","0","2020-03-03","0","都道府県","4032","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","8","都道府県別内訳表　　生産森林組合 借入金の借入先別内訳　借入金先別内訳","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","森林組合統計","都道府県別内訳表　　生産森林組合","借入金の借入先別内訳　借入金先別内訳","","","",""
"0003408528","森林組合一斉調査 確報 森林組合統計","年度次","0","2020-03-03","0","全国","864","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","9","都道府県別内訳表　　生産森林組合 損益計算書　組合員の出役に対する賃金の支払の有無等","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","森林組合統計","都道府県別内訳表　　生産森林組合","損益計算書　組合員の出役に対する賃金の支払の有無等","","","",""
"0003408528","森林組合一斉調査 確報 森林組合統計","年度次","0","2020-03-03","0","都道府県","864","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","9","都道府県別内訳表　　生産森林組合 損益計算書　組合員の出役に対する賃金の支払の有無等","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","森林組合統計","都道府県別内訳表　　生産森林組合","損益計算書　組合員の出役に対する賃金の支払の有無等","","","",""
"0003412254","森林組合一斉調査 確報 森林組合統計","年度次","0","2020-03-03","0","全国","176","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","9","総括表　　生産森林組合 損益計算書","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","森林組合統計","総括表　　生産森林組合","損益計算書","","","",""
"0003412255","森林組合一斉調査 確報 森林組合統計","年度次","0","2020-03-03","0","全国","6336","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","9","都道府県別内訳表　　生産森林組合 損益計算書","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","森林組合統計","都道府県別内訳表　　生産森林組合","損益計算書","","","",""
"0003412255","森林組合一斉調査 確報 森林組合統計","年度次","0","2020-03-03","0","都道府県","6336","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","9","都道府県別内訳表　　生産森林組合 損益計算書","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","森林組合統計","都道府県別内訳表　　生産森林組合","損益計算書","","","",""
"0003408391","森林組合一斉調査 確報 森林組合統計","年度次","0","2020-03-03","0","全国","864","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","","","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","森林組合統計","都道府県別組合数及び調査票提出組合数","都道府県別組合数及び調査票提出組合数","","都道府県別組合数及び調査票提出組合数 都道府県別組合数及び調査票提出組合数","",""
"0003408391","森林組合一斉調査 確報 森林組合統計","年度次","0","2020-03-03","0","都道府県","864","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","","","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","森林組合統計","都道府県別組合数及び調査票提出組合数","都道府県別組合数及び調査票提出組合数","","都道府県別組合数及び調査票提出組合数 都道府県別組合数及び調査票提出組合数","",""
"0001873113","森林組合一斉調査 確報 平成30年度森林組合統計","年度次","201804-201903","2021-09-30","0","該当なし","18","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","1","総括表（平成29年度及び30年度）　　生産森林組合 設立動機別組合数 （その１）","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","平成30年度森林組合統計","総括表（平成29年度及び30年度）　　生産森林組合","設立動機別組合数","","","（その１）",""
"0001873114","森林組合一斉調査 確報 平成30年度森林組合統計","年度次","201804-201903","2021-09-30","0","該当なし","6","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","1","総括表（平成29年度及び30年度）　　生産森林組合 設立動機別組合数 （その２）","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","平成30年度森林組合統計","総括表（平成29年度及び30年度）　　生産森林組合","設立動機別組合数","","","（その２）",""
"0001873189","森林組合一斉調査 確報 平成30年度森林組合統計","年度次","201804-201903","2021-09-30","0","該当なし","576","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","1","都道府県別内訳表　　生産森林組合 設立動機別組合数","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","平成30年度森林組合統計","都道府県別内訳表　　生産森林組合","設立動機別組合数","","","",""
"0001873061","森林組合一斉調査 確報 平成30年度森林組合統計","年度次","201804-201903","2021-09-30","0","該当なし","8","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","1-1","総括表（平成29年度及び30年度）　　森林組合　　組織・執行体制 森林組合数及び調査票提出組合数","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","平成30年度森林組合統計","総括表（平成29年度及び30年度）　　森林組合　　組織・執行体制","森林組合数及び調査票提出組合数","","","",""
"0001873130","森林組合一斉調査 確報 平成30年度森林組合統計","年度次","201804-201903","2021-09-30","0","該当なし","960","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","1-1","都道府県別内訳表　　森林組合　　組織・執行体制 地区内森林面積 地区内森林面積の内訳","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","平成30年度森林組合統計","都道府県別内訳表　　森林組合　　組織・執行体制","地区内森林面積","","","地区内森林面積の内訳",""
"0001873131","森林組合一斉調査 確報 平成30年度森林組合統計","年度次","201804-201903","2021-09-30","0","該当なし","384","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","1-1","都道府県別内訳表　　森林組合　　組織・執行体制 地区内森林面積 うち組合員所有面積","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","平成30年度森林組合統計","都道府県別内訳表　　森林組合　　組織・執行体制","地区内森林面積","","","うち組合員所有面積",""
"0001873074","森林組合一斉調査 確報 平成30年度森林組合統計","年度次","201804-201903","2021-09-30","0","該当なし","12","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","1-10","総括表（平成29年度及び30年度）　　森林組合　　組織・執行体制 専従職員数","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","平成30年度森林組合統計","総括表（平成29年度及び30年度）　　森林組合　　組織・執行体制","専従職員数","","","",""
"0001873143","森林組合一斉調査 確報 平成30年度森林組合統計","年度次","201804-201903","2021-09-30","0","該当なし","720","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","1-10","都道府県別内訳表　　森林組合　　組織・執行体制 専従職員の内訳","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","平成30年度森林組合統計","都道府県別内訳表　　森林組合　　組織・執行体制","専従職員の内訳","","","",""
"0001873075","森林組合一斉調査 確報 平成30年度森林組合統計","年度次","201804-201903","2021-09-30","0","該当なし","18","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","1-11","総括表（平成29年度及び30年度）　　森林組合　　組織・執行体制 払込済出資金別組合数","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","平成30年度森林組合統計","総括表（平成29年度及び30年度）　　森林組合　　組織・執行体制","払込済出資金別組合数","","","",""
"0001873145","森林組合一斉調査 確報 平成30年度森林組合統計","年度次","201804-201903","2021-09-30","0","該当なし","240","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","1-12","都道府県別内訳表　　森林組合　　組織・執行体制 市売市場の内訳","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","平成30年度森林組合統計","都道府県別内訳表　　森林組合　　組織・執行体制","市売市場の内訳","","","",""
"0001873062","森林組合一斉調査 確報 平成30年度森林組合統計","年度次","201804-201903","2021-09-30","0","該当なし","46","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","1-2","総括表（平成29年度及び30年度）　　森林組合　　組織・執行体制 地区内森林面積及び組合員所有森林面積 地区内森林面積の内訳","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","平成30年度森林組合統計","総括表（平成29年度及び30年度）　　森林組合　　組織・執行体制","地区内森林面積及び組合員所有森林面積","","","地区内森林面積の内訳",""
"0001873063","森林組合一斉調査 確報 平成30年度森林組合統計","年度次","201804-201903","2021-09-30","0","該当なし","12","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","1-2","総括表（平成29年度及び30年度）　　森林組合　　組織・執行体制 地区内森林面積及び組合員所有森林面積 「組合員所有森林面積」のうち「私有林」の地区内居住者所有と地区外居住者所有の内訳","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","平成30年度森林組合統計","総括表（平成29年度及び30年度）　　森林組合　　組織・執行体制","地区内森林面積及び組合員所有森林面積","","","「組合員所有森林面積」のうち「私有林」の地区内居住者所有と地区外居住者所有の内訳",""
"0001873132","森林組合一斉調査 確報 平成30年度森林組合統計","年度次","201804-201903","2021-09-30","0","該当なし","288","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","1-2","都道府県別内訳表　　森林組合　　組織・執行体制 組合員所有森林（私有林）の内訳","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","平成30年度森林組合統計","都道府県別内訳表　　森林組合　　組織・執行体制","組合員所有森林（私有林）の内訳","","","",""
"0001873064","森林組合一斉調査 確報 平成30年度森林組合統計","年度次","201804-201903","2021-09-30","0","該当なし","12","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","1-3","総括表（平成29年度及び30年度）　　森林組合　　組織・執行体制 組合員所有森林面積別組合数","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","平成30年度森林組合統計","総括表（平成29年度及び30年度）　　森林組合　　組織・執行体制","組合員所有森林面積別組合数","","","",""
"0001873133","森林組合一斉調査 確報 平成30年度森林組合統計","年度次","201804-201903","2021-09-30","0","該当なし","288","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","1-3","都道府県別内訳表　　森林組合　　組織・執行体制 組合員所有森林面積別組合数","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","平成30年度森林組合統計","都道府県別内訳表　　森林組合　　組織・執行体制","組合員所有森林面積別組合数","","","",""
"0001873065","森林組合一斉調査 確報 平成30年度森林組合統計","年度次","201804-201903","2021-09-30","0","該当なし","18","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","1-4","総括表（平成29年度及び30年度）　　森林組合　　組織・執行体制 組合員数","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","平成30年度森林組合統計","総括表（平成29年度及び30年度）　　森林組合　　組織・執行体制","組合員数","","","",""
"0001873134","森林組合一斉調査 確報 平成30年度森林組合統計","年度次","201804-201903","2021-09-30","0","該当なし","576","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","1-4","都道府県別内訳表　　森林組合　　組織・執行体制 組合員数","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","平成30年度森林組合統計","都道府県別内訳表　　森林組合　　組織・執行体制","組合員数","","","",""
"0001873066","森林組合一斉調査 確報 平成30年度森林組合統計","年度次","201804-201903","2021-09-30","0","該当なし","10","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","1-5","総括表（平成29年度及び30年度）　　森林組合　　組織・執行体制 総代会制の有無及び役員選出の方法","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","平成30年度森林組合統計","総括表（平成29年度及び30年度）　　森林組合　　組織・執行体制","総代会制の有無及び役員選出の方法","","","",""
"0001873135","森林組合一斉調査 確報 平成30年度森林組合統計","年度次","201804-201903","2021-09-30","0","該当なし","288","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","1-5","都道府県別内訳表　　森林組合　　組織・執行体制 総代会制の有無及び役員選出の方法","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","平成30年度森林組合統計","都道府県別内訳表　　森林組合　　組織・執行体制","総代会制の有無及び役員選出の方法","","","",""
"0001873067","森林組合一斉調査 確報 平成30年度森林組合統計","年度次","201804-201903","2021-09-30","0","該当なし","6","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","1-6","総括表（平成29年度及び30年度）　　森林組合　　組織・執行体制 林業労働力確保法における認定事業体か否か","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","平成30年度森林組合統計","総括表（平成29年度及び30年度）　　森林組合　　組織・執行体制","林業労働力確保法における認定事業体か否か","","","",""
"0001873136","森林組合一斉調査 確報 平成30年度森林組合統計","年度次","201804-201903","2021-09-30","0","該当なし","144","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","1-6","都道府県別内訳表　　森林組合　　組織・執行体制 林業労働力確保法における認定事業体か否か","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","平成30年度森林組合統計","都道府県別内訳表　　森林組合　　組織・執行体制","林業労働力確保法における認定事業体か否か","","","",""
"0001873068","森林組合一斉調査 確報 平成30年度森林組合統計","年度次","201804-201903","2021-09-30","0","該当なし","24","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","1-7","総括表（平成29年度及び30年度）　　森林組合　　組織・執行体制 許可等","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","平成30年度森林組合統計","総括表（平成29年度及び30年度）　　森林組合　　組織・執行体制","許可等","","","",""
"0001873137","森林組合一斉調査 確報 平成30年度森林組合統計","年度次","201804-201903","2021-09-30","0","該当なし","768","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","1-7","都道府県別内訳表　　森林組合　　組織・執行体制 許可等","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","平成30年度森林組合統計","都道府県別内訳表　　森林組合　　組織・執行体制","許可等","","","",""
"0001873069","森林組合一斉調査 確報 平成30年度森林組合統計","年度次","201804-201903","2021-09-30","0","該当なし","26","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","1-8","総括表（平成29年度及び30年度）　　森林組合　　組織・執行体制 役員等構成 役員等数","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","平成30年度森林組合統計","総括表（平成29年度及び30年度）　　森林組合　　組織・執行体制","役員等構成","","","役員等数",""
"0001873070","森林組合一斉調査 確報 平成30年度森林組合統計","年度次","201804-201903","2021-09-30","0","該当なし","26","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","1-8","総括表（平成29年度及び30年度）　　森林組合　　組織・執行体制 役員等構成 男性役員等数","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","平成30年度森林組合統計","総括表（平成29年度及び30年度）　　森林組合　　組織・執行体制","役員等構成","","","男性役員等数",""
"0001873071","森林組合一斉調査 確報 平成30年度森林組合統計","年度次","201804-201903","2021-09-30","0","該当なし","26","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","1-8","総括表（平成29年度及び30年度）　　森林組合　　組織・執行体制 役員等構成 女性役員等数","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","平成30年度森林組合統計","総括表（平成29年度及び30年度）　　森林組合　　組織・執行体制","役員等構成","","","女性役員等数",""
"0001873072","森林組合一斉調査 確報 平成30年度森林組合統計","年度次","201804-201903","2021-09-30","0","該当なし","50","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","1-8","総括表（平成29年度及び30年度）　　森林組合　　組織・執行体制 役員等構成 年齢階層別役員数","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","平成30年度森林組合統計","総括表（平成29年度及び30年度）　　森林組合　　組織・執行体制","役員等構成","","","年齢階層別役員数",""
"0001873138","森林組合一斉調査 確報 平成30年度森林組合統計","年度次","201804-201903","2021-09-30","0","該当なし","768","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","1-8","都道府県別内訳表　　森林組合　　組織・執行体制 役員等構成 役員等数","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","平成30年度森林組合統計","都道府県別内訳表　　森林組合　　組織・執行体制","役員等構成","","","役員等数",""
"0001873139","森林組合一斉調査 確報 平成30年度森林組合統計","年度次","201804-201903","2021-09-30","0","該当なし","768","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","1-8","都道府県別内訳表　　森林組合　　組織・執行体制 役員等構成 役員等数（男性）","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","平成30年度森林組合統計","都道府県別内訳表　　森林組合　　組織・執行体制","役員等構成","","","役員等数（男性）",""
"0001873140","森林組合一斉調査 確報 平成30年度森林組合統計","年度次","201804-201903","2021-09-30","0","該当なし","768","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","1-8","都道府県別内訳表　　森林組合　　組織・執行体制 役員等構成 役員等数（女性）","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","平成30年度森林組合統計","都道府県別内訳表　　森林組合　　組織・執行体制","役員等構成","","","役員等数（女性）",""
"0001873141","森林組合一斉調査 確報 平成30年度森林組合統計","年度次","201804-201903","2021-09-30","0","該当なし","2880","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","1-8","都道府県別内訳表　　森林組合　　組織・執行体制 役員等構成 年齢階層別役員数","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","平成30年度森林組合統計","都道府県別内訳表　　森林組合　　組織・執行体制","役員等構成","","","年齢階層別役員数",""
"0001873073","森林組合一斉調査 確報 平成30年度森林組合統計","年度次","201804-201903","2021-09-30","0","該当なし","20","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","1-9","総括表（平成29年度及び30年度）　　森林組合　　組織・執行体制 常勤役員・専従職員数別組合数","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","平成30年度森林組合統計","総括表（平成29年度及び30年度）　　森林組合　　組織・執行体制","常勤役員・専従職員数別組合数","","","",""
"0001873142","森林組合一斉調査 確報 平成30年度森林組合統計","年度次","201804-201903","2021-09-30","0","該当なし","480","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","1-9","都道府県別内訳表　　森林組合　　組織・執行体制 常勤役員・専従職員数別組合数","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","平成30年度森林組合統計","都道府県別内訳表　　森林組合　　組織・執行体制","常勤役員・専従職員数別組合数","","","",""
"0001873125","森林組合一斉調査 確報 平成30年度森林組合統計","年度次","201804-201903","2021-09-30","0","該当なし","44","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","10","総括表（平成29年度及び30年度）　　生産森林組合 販売実績等","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","平成30年度森林組合統計","総括表（平成29年度及び30年度）　　生産森林組合","販売実績等","","","",""
"0001873202","森林組合一斉調査 確報 平成30年度森林組合統計","年度次","201804-201903","2021-09-30","0","該当なし","1056","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","10","都道府県別内訳表　　生産森林組合 販売実績等 販売実績","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","平成30年度森林組合統計","都道府県別内訳表　　生産森林組合","販売実績等","","","販売実績",""
"0001873126","森林組合一斉調査 確報 平成30年度森林組合統計","年度次","201804-201903","2021-09-30","0","該当なし","28","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","11","総括表（平成29年度及び30年度）　　生産森林組合 新植・保育及び主伐・間伐実績","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","平成30年度森林組合統計","総括表（平成29年度及び30年度）　　生産森林組合","新植・保育及び主伐・間伐実績","","","",""
"0001873203","森林組合一斉調査 確報 平成30年度森林組合統計","年度次","201804-201903","2021-09-30","0","該当なし","384","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","11","都道府県別内訳表　　生産森林組合 新植・保育実績 新植・保育","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","平成30年度森林組合統計","都道府県別内訳表　　生産森林組合","新植・保育実績","","","新植・保育",""
"0001873127","森林組合一斉調査 確報 平成30年度森林組合統計","年度次","201804-201903","2021-09-30","0","該当なし","6","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","12","総括表（平成29年度及び30年度）　　生産森林組合 税金関係 青色申告の有無","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","平成30年度森林組合統計","総括表（平成29年度及び30年度）　　生産森林組合","税金関係","","","青色申告の有無",""
"0001873128","森林組合一斉調査 確報 平成30年度森林組合統計","年度次","201804-201903","2021-09-30","0","該当なし","6","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","12","総括表（平成29年度及び30年度）　　生産森林組合 税金関係 青色申告をしている組合のうち法人税法第６０条の２の「協同組合等の事業分量配当等の損金算入」の有無","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","平成30年度森林組合統計","総括表（平成29年度及び30年度）　　生産森林組合","税金関係","","","青色申告をしている組合のうち法人税法第６０条の２の「協同組合等の事業分量配当等の損金算入」の有無",""
"0001873129","森林組合一斉調査 確報 平成30年度森林組合統計","年度次","201804-201903","2021-09-30","0","該当なし","24","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","12","総括表（平成29年度及び30年度）　　生産森林組合 税金関係 当期中に納付した税金額","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","平成30年度森林組合統計","総括表（平成29年度及び30年度）　　生産森林組合","税金関係","","","当期中に納付した税金額",""
"0001873204","森林組合一斉調査 確報 平成30年度森林組合統計","年度次","201804-201903","2021-09-30","0","該当なし","432","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","12","都道府県別内訳表　　生産森林組合 林産事業の伐採方法別内訳 主間伐実績","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","平成30年度森林組合統計","都道府県別内訳表　　生産森林組合","林産事業の伐採方法別内訳","","","主間伐実績",""
"0001873205","森林組合一斉調査 確報 平成30年度森林組合統計","年度次","201804-201903","2021-09-30","0","該当なし","144","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","13","都道府県別内訳表　　生産森林組合 税金関係 青色申告の有無","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","平成30年度森林組合統計","都道府県別内訳表　　生産森林組合","税金関係","","","青色申告の有無",""
"0001873206","森林組合一斉調査 確報 平成30年度森林組合統計","年度次","201804-201903","2021-09-30","0","該当なし","144","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","13","都道府県別内訳表　　生産森林組合 税金関係 法人税法60条の２の「協同組合等の事業分量配当等の損金算入」の有無","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","平成30年度森林組合統計","都道府県別内訳表　　生産森林組合","税金関係","","","法人税法60条の２の「協同組合等の事業分量配当等の損金算入」の有無",""
"0001873207","森林組合一斉調査 確報 平成30年度森林組合統計","年度次","201804-201903","2021-09-30","0","該当なし","576","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","13","都道府県別内訳表　　生産森林組合 税金関係 期中に納付した税金額","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","平成30年度森林組合統計","都道府県別内訳表　　生産森林組合","税金関係","","","期中に納付した税金額",""
"0001873115","森林組合一斉調査 確報 平成30年度森林組合統計","年度次","201804-201903","2021-09-30","0","該当なし","10","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","2","総括表（平成29年度及び30年度）　　生産森林組合 森林組合及び森林組合連合会への加入の有無","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","平成30年度森林組合統計","総括表（平成29年度及び30年度）　　生産森林組合","森林組合及び森林組合連合会への加入の有無","","","",""
"0001873190","森林組合一斉調査 確報 平成30年度森林組合統計","年度次","201804-201903","2021-09-30","0","該当なし","288","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","2","都道府県別内訳表　　生産森林組合 森林組合及び森林組合連合会への加入の有無","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","平成30年度森林組合統計","都道府県別内訳表　　生産森林組合","森林組合及び森林組合連合会への加入の有無","","","",""
"0001873077","森林組合一斉調査 確報 平成30年度森林組合統計","年度次","201804-201903","2021-09-30","0","該当なし","66","2024-01-15","","00501001","森林組合一斉調査","00501","林野庁","2-1","総括表（平成29年度及び30年度）　　森林組合　　財務 貸借対照表 貸借対照表（平成30年度）","07","企業・家計・経済","01","企業活動","森林組合一斉調査","確報","平成30年度森林組合統計","総括表（平成29年度及び30年度）　　森林組合　　財務","貸借対照表","","","貸借対照表（平成30年度）",""
