"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","TITLE_SPEC.TABLE_NAME"
"0003302070","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-20","0","該当なし","528","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q5","他組織との連携の有無 業種別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","他組織との連携の有無 業種別"
"0003302071","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-20","0","該当なし","36","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q5","他組織との連携の有無 資本金階級別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","他組織との連携の有無 資本金階級別"
"0003302072","民間企業の研究活動に関する調査報告","年度次","201404-201503","2019-03-20","0","該当なし","264","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q5-1","大学・公的研究機関からの知識の導入有無 業種別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","大学・公的研究機関からの知識の導入有無 業種別"
"0003302073","民間企業の研究活動に関する調査報告","年度次","201404-201503","2019-03-20","0","該当なし","18","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q5-1","大学・公的研究機関からの知識の導入有無 資本金階級別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","大学・公的研究機関からの知識の導入有無 資本金階級別"
"0003302074","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-20","0","該当なし","1848","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q5-1","重視する情報源 業種別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","重視する情報源 業種別"
"0003302075","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-20","0","該当なし","126","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q5-1","重視する情報源 資本金階級別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","重視する情報源 資本金階級別"
"0003302076","民間企業の研究活動に関する調査報告","年度次","201404-201503","2019-03-20","0","該当なし","2112","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q5-2","役に立った導入した知識 業種別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","役に立った導入した知識 業種別"
"0003302077","民間企業の研究活動に関する調査報告","年度次","201404-201503","2019-03-20","0","該当なし","144","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q5-2","役に立った導入した知識 資本金階級別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","役に立った導入した知識 資本金階級別"
"0003302078","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-20","0","該当なし","5280","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q5-2","連携の種類 業種別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","連携の種類 業種別"
"0003302079","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-20","0","該当なし","360","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q5-2","連携の種類 資本金階級別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","連携の種類 資本金階級別"
"0003302080","民間企業の研究活動に関する調査報告","年度次","201404-201503","2019-03-20","0","該当なし","1584","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q5-3","導入した技術的知識が役立った段階 業種別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","導入した技術的知識が役立った段階 業種別"
"0003302081","民間企業の研究活動に関する調査報告","年度次","201404-201503","2019-03-20","0","該当なし","108","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q5-3","導入した技術的知識が役立った段階 資本金階級別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","導入した技術的知識が役立った段階 資本金階級別"
"0003302082","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-20","0","該当なし","7920","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q5-3","連携で問題と考えること 業種別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","連携で問題と考えること 業種別"
"0003302083","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-20","0","該当なし","540","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q5-3","連携で問題と考えること 資本金階級別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","連携で問題と考えること 資本金階級別"
"0003302084","民間企業の研究活動に関する調査報告","年度次","201404-201503","2019-03-20","0","該当なし","3344","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q5-4","大学・公的研究機関の側で問題と考えること 業種別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","大学・公的研究機関の側で問題と考えること 業種別"
"0003302085","民間企業の研究活動に関する調査報告","年度次","201404-201503","2019-03-20","0","該当なし","228","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q5-4","大学・公的研究機関の側で問題と考えること 資本金階級別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","大学・公的研究機関の側で問題と考えること 資本金階級別"
"0003302086","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-20","0","該当なし","3168","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q5-4","研究開発する技術 業種別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","研究開発する技術 業種別"
"0003302087","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-20","0","該当なし","216","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q5-4","研究開発する技術 資本金階級別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","研究開発する技術 資本金階級別"
"0003302088","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-20","0","該当なし","3432","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q5-5","知識の導入が必須であった相手先 業種別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","知識の導入が必須であった相手先 業種別"
"0003302089","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-20","0","該当なし","234","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q5-5","知識の導入が必須であった相手先 資本金階級別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","知識の導入が必須であった相手先 資本金階級別"
"0003287934","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-20","0","該当なし","1584","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q6-1","施策・制度の利用額 業種別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","施策・制度の利用額 業種別"
"0003287935","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-20","0","該当なし","108","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q6-1","施策・制度の利用額 資本金階級別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","施策・制度の利用額 資本金階級別"
"0003302090","民間企業の研究活動に関する調査報告","年度次","201404-201503","2019-03-20","0","該当なし","352","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q6-1","社外の先端研究施設・設備の活用の有無 業種別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","社外の先端研究施設・設備の活用の有無 業種別"
"0003302091","民間企業の研究活動に関する調査報告","年度次","201404-201503","2019-03-20","0","該当なし","24","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q6-1","社外の先端研究施設・設備の活用の有無 資本金階級別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","社外の先端研究施設・設備の活用の有無 資本金階級別"
"0003302096","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-20","0","該当なし","880","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q6-1","施策・制度の利用状況 業種別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","施策・制度の利用状況 業種別"
"0003302097","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-20","0","該当なし","60","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q6-1","施策・制度の利用状況 資本金階級別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","施策・制度の利用状況 資本金階級別"
"0003314940","民間企業の研究活動に関する調査報告","年度次","201404-201503","2019-03-20","0","該当なし","616","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q6-1","活用した施設 業種別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","活用した施設 業種別"
"0003314941","民間企業の研究活動に関する調査報告","年度次","201404-201503","2019-03-20","0","該当なし","42","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q6-1","活用した施設 資本金階級別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","活用した施設 資本金階級別"
"0003314942","民間企業の研究活動に関する調査報告","年度次","201404-201503","2019-03-20","0","該当なし","792","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q6-1","利用できなかった理由 業種別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","利用できなかった理由 業種別"
"0003314943","民間企業の研究活動に関する調査報告","年度次","201404-201503","2019-03-20","0","該当なし","54","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q6-1","利用できなかった理由 資本金階級別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","利用できなかった理由 資本金階級別"
"0003302098","民間企業の研究活動に関する調査報告","年度次","201404-201503","2019-03-20","0","該当なし","528","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q6-2","活用に至った経緯 業種別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","活用に至った経緯 業種別"
"0003302099","民間企業の研究活動に関する調査報告","年度次","201404-201503","2019-03-20","0","該当なし","36","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q6-2","活用に至った経緯 資本金階級別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","活用に至った経緯 資本金階級別"
"0003302100","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-20","0","該当なし","10560","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q6-2","競争的資金の獲得・応募状況 業種別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","競争的資金の獲得・応募状況 業種別"
"0003302101","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-20","0","該当なし","720","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q6-2","競争的資金の獲得・応募状況 資本金階級別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","競争的資金の獲得・応募状況 資本金階級別"
"0003302102","民間企業の研究活動に関する調査報告","年度次","201404-201503","2019-03-20","0","該当なし","616","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q6-3","施設・設備を選択した際に重視した点 業種別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","施設・設備を選択した際に重視した点 業種別"
"0003302103","民間企業の研究活動に関する調査報告","年度次","201404-201503","2019-03-20","0","該当なし","42","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q6-3","施設・設備を選択した際に重視した点 資本金階級別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","施設・設備を選択した際に重視した点 資本金階級別"
"0003303382","民間企業の研究活動に関する調査報告","年度次","201404-201503","2019-03-20","0","該当なし","528","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q6-4","社外の先端研究施設・設備を活用したことによる効果 業種別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","社外の先端研究施設・設備を活用したことによる効果 業種別"
"0003303383","民間企業の研究活動に関する調査報告","年度次","201404-201503","2019-03-20","0","該当なし","36","2019-03-29","","00400501","民間企業の研究活動に関する調査","00400","文部科学省","Q6-4","社外の先端研究施設・設備を活用したことによる効果 資本金階級別","11","情報通信・科学技術","02","科学技術","民間企業の研究活動に関する調査報告","社外の先端研究施設・設備を活用したことによる効果 資本金階級別"
