"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY3","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_SUB_CATEGORY1","TITLE_SPEC.TABLE_SUB_CATEGORY2","TITLE_SPEC.TABLE_SUB_CATEGORY3","TITLE_SPEC.TABLE_EXPLANATION","TITLE"
"0003114689","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス　総括編","-","200801-200812","2016-07-14","0","該当なし","342","2026-01-27","","00500210","漁業センサス","00500","農林水産省","1","海面漁業に関する全国統計 漁業経営体 経営体階層別統計 - 主な出荷先別経営体数 経営体階層","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス　総括編","海面漁業に関する全国統計","漁業経営体","経営体階層別統計 - 主な出荷先別経営体数","経営体階層","","",""
"0003114706","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス　総括編","-","200801-200812","2016-07-14","0","該当なし","40","2026-01-27","","00500210","漁業センサス","00500","農林水産省","1","海面漁業に関する全国統計 漁業経営体 経営体階層別統計 - 営んだ漁業種類数別経営体数 漁業層","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス　総括編","海面漁業に関する全国統計","漁業経営体","経営体階層別統計 - 営んだ漁業種類数別経営体数","漁業層","","",""
"0003114707","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス　総括編","-","200801-200812","2016-07-14","0","該当なし","40","2026-01-27","","00500210","漁業センサス","00500","農林水産省","1","海面漁業に関する全国統計 漁業経営体 経営体階層別統計 - 動力漁船保有隻数別経営体数 漁業層","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス　総括編","海面漁業に関する全国統計","漁業経営体","経営体階層別統計 - 動力漁船保有隻数別経営体数","漁業層","","",""
"0003114708","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス　総括編","-","200801-200812","2016-07-14","0","該当なし","75","2026-01-27","","00500210","漁業センサス","00500","農林水産省","1","海面漁業に関する全国統計 漁業経営体 経営体階層別統計 - 海面養殖の販売金額別経営体数 漁業層","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス　総括編","海面漁業に関する全国統計","漁業経営体","経営体階層別統計 - 海面養殖の販売金額別経営体数","漁業層","","",""
"0003114709","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス　総括編","-","200801-200812","2016-07-14","0","該当なし","45","2026-01-27","","00500210","漁業センサス","00500","農林水産省","1","海面漁業に関する全国統計 漁業経営体 経営体階層別統計 - 主な出荷先別経営体数 漁業層","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス　総括編","海面漁業に関する全国統計","漁業経営体","経営体階層別統計 - 主な出荷先別経営体数","漁業層","","",""
"0003114738","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス　総括編","-","200801-200812","2016-07-14","0","該当なし","2470","2026-01-27","","00500210","漁業センサス","00500","農林水産省","1","海面漁業に関する都道府県・大海区別統計 漁業経営体 経営体階層別経営体数 経営体階層","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス　総括編","海面漁業に関する都道府県・大海区別統計","漁業経営体","経営体階層別経営体数","経営体階層","","",""
"0003114752","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス　総括編","-","200801-200812","2016-07-14","0","該当なし","325","2026-01-27","","00500210","漁業センサス","00500","農林水産省","1","海面漁業に関する都道府県・大海区別統計 漁業経営体 経営体階層別経営体数 漁業層","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス　総括編","海面漁業に関する都道府県・大海区別統計","漁業経営体","経営体階層別経営体数","漁業層","","",""
"0003114763","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス　総括編","-","200801-200812","2016-07-14","0","該当なし","260","2026-01-27","","00500210","漁業センサス","00500","農林水産省","1","内水面漁業に関する全国統計 養殖業経営体（主とする養殖種類別統計） 過去１年間の収獲物の販売金額別経営体数","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス　総括編","内水面漁業に関する全国統計","養殖業経営体（主とする養殖種類別統計）","過去１年間の収獲物の販売金額別経営体数","","","",""
"0003114770","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス　総括編","-","200801-200812","2016-07-14","0","該当なし","325","2026-01-27","","00500210","漁業センサス","00500","農林水産省","1","海面漁業に関する都道府県・大海区別統計 漁業経営体 漁業経営体に関する基本的項目 漁業経営体数・漁船","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス　総括編","海面漁業に関する都道府県・大海区別統計","漁業経営体","漁業経営体に関する基本的項目","漁業経営体数・漁船","","",""
"0003114782","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス　総括編","-","200801-200812","2016-07-14","0","該当なし","100","2026-01-27","","00500210","漁業センサス","00500","農林水産省","1","内水面漁業に関する全国統計 養殖業経営体（主とする養殖種類別統計） 養殖業の基本構成 - 養殖業従事者数","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス　総括編","内水面漁業に関する全国統計","養殖業経営体（主とする養殖種類別統計）","養殖業の基本構成 - 養殖業従事者数","","","",""
"0003114791","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス　総括編","-","200801-200812","2016-07-14","0","該当なし","455","2026-01-27","","00500210","漁業センサス","00500","農林水産省","1","海面漁業に関する都道府県・大海区別統計 漁業経営体 経営組織別経営体数","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス　総括編","海面漁業に関する都道府県・大海区別統計","漁業経営体","経営組織別経営体数","","","",""
"0003114802","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス　総括編","-","200801-200812","2016-07-14","0","該当なし","120","2026-01-27","","00500210","漁業センサス","00500","農林水産省","1","内水面漁業に関する全国統計 養殖業経営体（主とする養殖種類別統計） 養殖施設の稼働割合別経営体数","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス　総括編","内水面漁業に関する全国統計","養殖業経営体（主とする養殖種類別統計）","養殖施設の稼働割合別経営体数","","","",""
"0003114809","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス　総括編","-","200801-200812","2016-07-14","0","該当なし","140","2026-01-27","","00500210","漁業センサス","00500","農林水産省","1","内水面漁業に関する全国統計 養殖業経営体（主とする養殖種類別統計） 経営組織別経営体数","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス　総括編","内水面漁業に関する全国統計","養殖業経営体（主とする養殖種類別統計）","経営組織別経営体数","","","",""
"0003114822","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス　総括編","-","200801-200812","2016-07-14","0","該当なし","33","2026-01-27","","00500210","漁業センサス","00500","農林水産省","1","流通加工業に関する全国統計 魚市場（年間取扱金額規模別統計） 年間取扱高 金額","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス　総括編","流通加工業に関する全国統計","魚市場（年間取扱金額規模別統計）","年間取扱高","金額","","",""
"0003114829","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス　総括編","-","200801-200812","2016-07-14","0","該当なし","240","2026-01-27","","00500210","漁業センサス","00500","農林水産省","1","内水面漁業に関する都道府県別（湖沼・道県別）統計 養殖業経営体 養殖業の基本構成 - 養殖業従事者数","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス　総括編","内水面漁業に関する都道府県別（湖沼・道県別）統計","養殖業経営体","養殖業の基本構成 - 養殖業従事者数","","","",""
"0003114834","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス　総括編","-","200801-200812","2016-07-14","0","該当なし","44","2026-01-27","","00500210","漁業センサス","00500","農林水産省","1","流通加工業に関する全国統計 魚市場（年間取扱金額規模別統計） 市場の種類別魚市場数","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス　総括編","流通加工業に関する全国統計","魚市場（年間取扱金額規模別統計）","市場の種類別魚市場数","","","",""
"0003114835","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス　総括編","-","200801-200812","2016-07-14","0","該当なし","66","2026-01-27","","00500210","漁業センサス","00500","農林水産省","1","流通加工業に関する全国統計 魚市場（年間取扱金額規模別統計） 水産物卸売業者数別魚市場数","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス　総括編","流通加工業に関する全国統計","魚市場（年間取扱金額規模別統計）","水産物卸売業者数別魚市場数","","","",""
"0003114836","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス　総括編","-","200801-200812","2016-07-14","0","該当なし","132","2026-01-27","","00500210","漁業センサス","00500","農林水産省","1","流通加工業に関する全国統計 魚市場（年間取扱金額規模別統計） 年間取扱数量規模別魚市場数","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス　総括編","流通加工業に関する全国統計","魚市場（年間取扱金額規模別統計）","年間取扱数量規模別魚市場数","","","",""
"0003114849","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス　総括編","-","200801-200812","2016-07-14","0","該当なし","960","2026-01-27","","00500210","漁業センサス","00500","農林水産省","1","内水面漁業に関する都道府県別（湖沼・道県別）統計 養殖業経営体 主とする養殖種類別経営体数","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス　総括編","内水面漁業に関する都道府県別（湖沼・道県別）統計","養殖業経営体","主とする養殖種類別経営体数","","","",""
"0003114854","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス　総括編","-","200801-200812","2016-07-14","0","該当なし","110","2026-01-27","","00500210","漁業センサス","00500","農林水産省","1","流通加工業に関する全国統計 魚市場（年間取扱金額規模別統計） 市場の売場面積規模別魚市場数及び総売場面積 市場の売場面積規模","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス　総括編","流通加工業に関する全国統計","魚市場（年間取扱金額規模別統計）","市場の売場面積規模別魚市場数及び総売場面積","市場の売場面積規模","","",""
"0003114855","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス　総括編","-","200801-200812","2016-07-14","0","該当なし","55","2026-01-27","","00500210","漁業センサス","00500","農林水産省","1","流通加工業に関する全国統計 魚市場（年間取扱金額規模別統計） 年間取扱高 数量","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス　総括編","流通加工業に関する全国統計","魚市場（年間取扱金額規模別統計）","年間取扱高","数量","","",""
"0003114863","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス　総括編","-","200801-200812","2016-07-14","0","該当なし","232","2026-01-27","","00500210","漁業センサス","00500","農林水産省","1","流通加工業に関する都道府県・大海区別統計 魚市場 市場の種類別魚市場数","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス　総括編","流通加工業に関する都道府県・大海区別統計","魚市場","市場の種類別魚市場数","","","",""
"0003114868","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス　総括編","-","200801-200812","2016-07-14","0","該当なし","336","2026-01-27","","00500210","漁業センサス","00500","農林水産省","1","内水面漁業に関する都道府県別（湖沼・道県別）統計 養殖業経営体 経営組織別経営体数","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス　総括編","内水面漁業に関する都道府県別（湖沼・道県別）統計","養殖業経営体","経営組織別経営体数","","","",""
"0003114873","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス　総括編","-","200801-200812","2016-07-14","0","該当なし","66","2026-01-27","","00500210","漁業センサス","00500","農林水産省","1","流通加工業に関する全国統計 魚市場（年間取扱金額規模別統計） 開設者の種類別魚市場数","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス　総括編","流通加工業に関する全国統計","魚市場（年間取扱金額規模別統計）","開設者の種類別魚市場数","","","",""
"0003114874","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス　総括編","-","200801-200812","2016-07-14","0","該当なし","66","2026-01-27","","00500210","漁業センサス","00500","農林水産省","1","流通加工業に関する全国統計 魚市場（年間取扱金額規模別統計） 水産物買受人数別魚市場数","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス　総括編","流通加工業に関する全国統計","魚市場（年間取扱金額規模別統計）","水産物買受人数別魚市場数","","","",""
"0003114875","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス　総括編","-","200801-200812","2016-07-14","0","該当なし","66","2026-01-27","","00500210","漁業センサス","00500","農林水産省","1","流通加工業に関する全国統計 魚市場（年間取扱金額規模別統計） 水産物の品質・衛生管理機器種類別延べ魚市場数","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス　総括編","流通加工業に関する全国統計","魚市場（年間取扱金額規模別統計）","水産物の品質・衛生管理機器種類別延べ魚市場数","","","",""
"0003114890","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス　総括編","-","200801-200812","2016-07-14","0","該当なし","696","2026-01-27","","00500210","漁業センサス","00500","農林水産省","1","流通加工業に関する都道府県・大海区別統計 魚市場 年間取扱数量規模別魚市場数","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス　総括編","流通加工業に関する都道府県・大海区別統計","魚市場","年間取扱数量規模別魚市場数","","","",""
"0003121736","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス　総括編","-","200801-200812","2016-07-14","0","該当なし","377","2026-01-27","","00500210","漁業センサス","00500","農林水産省","1","累年統計 海面漁業 男女別・年齢階層別漁業就業者数 男女計","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス　総括編","累年統計","海面漁業","男女別・年齢階層別漁業就業者数","男女計","","",""
"0003121740","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス　総括編","-","200801-200812","2016-07-14","0","該当なし","646","2026-01-27","","00500210","漁業センサス","00500","農林水産省","1","海面漁業に関する全国統計 漁業経営体 漁業経営体に関する基本的項目 - 経営体階層別統計 海上作業従事者・陸上作業従事者・新規就業者 経営体階層","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス　総括編","海面漁業に関する全国統計","漁業経営体","漁業経営体に関する基本的項目 - 経営体階層別統計","海上作業従事者・陸上作業従事者・新規就業者","経営体階層","",""
"0003121741","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス　総括編","-","200801-200812","2016-07-14","0","該当なし","85","2026-01-27","","00500210","漁業センサス","00500","農林水産省","1","海面漁業に関する全国統計 漁業経営体 漁業経営体に関する基本的項目 - 経営体階層別統計 海上作業従事者・陸上作業従事者・新規就業者 漁業層","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス　総括編","海面漁業に関する全国統計","漁業経営体","漁業経営体に関する基本的項目 - 経営体階層別統計","海上作業従事者・陸上作業従事者・新規就業者","漁業層","",""
"0003121742","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス　総括編","-","200801-200812","2016-07-14","0","該当なし","119","2026-01-27","","00500210","漁業センサス","00500","農林水産省","1","海面漁業に関する全国統計 漁業経営体 漁業経営体に関する基本的項目 - 経営組織別統計 海上作業従事者・陸上作業従事者・新規就業者","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス　総括編","海面漁業に関する全国統計","漁業経営体","漁業経営体に関する基本的項目 - 経営組織別統計","海上作業従事者・陸上作業従事者・新規就業者","","",""
"0003121744","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス　総括編","-","200801-200812","2016-07-14","0","該当なし","760","2026-01-27","","00500210","漁業センサス","00500","農林水産省","1","海面漁業に関する全国統計 漁業経営体 経営体階層別統計 - 11月１日現在の海上作業従事者構成別雇用者の生活本拠地別経営体数 経営体階層","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス　総括編","海面漁業に関する全国統計","漁業経営体","経営体階層別統計 - 11月１日現在の海上作業従事者構成別雇用者の生活本拠地別経営体数","経営体階層","","",""
"0003121745","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス　総括編","-","200801-200812","2016-07-14","0","該当なし","100","2026-01-27","","00500210","漁業センサス","00500","農林水産省","1","海面漁業に関する全国統計 漁業経営体 経営体階層別統計 - 11月１日現在の海上作業従事者構成別雇用者の生活本拠地別経営体数 漁業層","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス　総括編","海面漁業に関する全国統計","漁業経営体","経営体階層別統計 - 11月１日現在の海上作業従事者構成別雇用者の生活本拠地別経営体数","漁業層","","",""
"0003121802","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス　総括編","-","200801-200812","2016-07-14","0","該当なし","1105","2026-01-27","","00500210","漁業センサス","00500","農林水産省","1","海面漁業に関する都道府県・大海区別統計 漁業経営体 漁業経営体に関する基本的項目 海上作業従事者・陸上作業従事者・新規就業者","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス　総括編","海面漁業に関する都道府県・大海区別統計","漁業経営体","漁業経営体に関する基本的項目","海上作業従事者・陸上作業従事者・新規就業者","","",""
"0003121814","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス　総括編","-","200801-200812","2016-07-14","0","該当なし","20","2026-01-27","","00500210","漁業センサス","00500","農林水産省","1","内水面漁業に関する全国統計 養殖業経営体（主とする養殖種類別統計） 養殖業の基本構成 - 経営体数","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス　総括編","内水面漁業に関する全国統計","養殖業経営体（主とする養殖種類別統計）","養殖業の基本構成 - 経営体数","","","",""
"0003121817","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス　総括編","-","200801-200812","2016-07-14","0","該当なし","48","2026-01-27","","00500210","漁業センサス","00500","農林水産省","1","内水面漁業に関する都道府県別（湖沼・道県別）統計 養殖業経営体 養殖業の基本構成 - 経営体数","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス　総括編","内水面漁業に関する都道府県別（湖沼・道県別）統計","養殖業経営体","養殖業の基本構成 - 経営体数","","","",""
"0003121823","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス　総括編","-","200801-200812","2016-07-14","0","該当なし","11","2026-01-27","","00500210","漁業センサス","00500","農林水産省","1","流通加工業に関する全国統計 魚市場（年間取扱金額規模別統計） 市場の売場面積規模別魚市場数及び総売場面積 総売場面積","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス　総括編","流通加工業に関する全国統計","魚市場（年間取扱金額規模別統計）","市場の売場面積規模別魚市場数及び総売場面積","総売場面積","","",""
"0003122133","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス　総括編","-","200801-200812","2016-07-14","0","該当なし","160","2026-01-27","","00500210","漁業センサス","00500","農林水産省","1","内水面漁業に関する全国統計 養殖業経営体（主とする養殖種類別統計） 主とする養殖方法別経営体数","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス　総括編","内水面漁業に関する全国統計","養殖業経営体（主とする養殖種類別統計）","主とする養殖方法別経営体数","","","",""
"0003123155","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス　総括編","-","200801-200812","2016-07-14","0","該当なし","270","2026-01-27","","00500210","漁業センサス","00500","農林水産省","1","海面漁業に関する全国統計 漁業経営体 漁業経営体に関する基本的項目 - 主とする漁業種類別統計 漁業経営体数・漁船","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス　総括編","海面漁業に関する全国統計","漁業経営体","漁業経営体に関する基本的項目 - 主とする漁業種類別統計","漁業経営体数・漁船","","",""
"0003123156","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス　総括編","-","200801-200812","2016-07-14","0","該当なし","918","2026-01-27","","00500210","漁業センサス","00500","農林水産省","1","海面漁業に関する全国統計 漁業経営体 漁業経営体に関する基本的項目 - 主とする漁業種類別統計 海上作業従事者・陸上作業従事者・新規就業者","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス　総括編","海面漁業に関する全国統計","漁業経営体","漁業経営体に関する基本的項目 - 主とする漁業種類別統計","海上作業従事者・陸上作業従事者・新規就業者","","",""
"0003123249","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス　総括編","-","200801-200812","2016-07-14","0","該当なし","2052","2026-01-27","","00500210","漁業センサス","00500","農林水産省","1","海面漁業に関する全国統計 漁業経営体 経営体階層別統計 - 主とする漁業種類別経営体数 経営体階層","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス　総括編","海面漁業に関する全国統計","漁業経営体","経営体階層別統計 - 主とする漁業種類別経営体数","経営体階層","","",""
"0003123250","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス　総括編","-","200801-200812","2016-07-14","0","該当なし","270","2026-01-27","","00500210","漁業センサス","00500","農林水産省","1","海面漁業に関する全国統計 漁業経営体 経営体階層別統計 - 主とする漁業種類別経営体数 漁業層","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス　総括編","海面漁業に関する全国統計","漁業経営体","経営体階層別統計 - 主とする漁業種類別経営体数","漁業層","","",""
"0003123257","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス　総括編","-","200801-200812","2016-07-14","0","該当なし","3510","2026-01-27","","00500210","漁業センサス","00500","農林水産省","1","海面漁業に関する都道府県・大海区別統計 漁業経営体 主とする漁業種類別経営体数","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス　総括編","海面漁業に関する都道府県・大海区別統計","漁業経営体","主とする漁業種類別経営体数","","","",""
"0003138663","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス　総括編","-","200801-200812","2016-07-14","0","該当なし","20","2026-01-27","","00500210","漁業センサス","00500","農林水産省","1","内水面漁業に関する全国統計 養殖業経営体（主とする養殖種類別統計） 養殖業の基本構成 - 1経営体平均従事者数","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス　総括編","内水面漁業に関する全国統計","養殖業経営体（主とする養殖種類別統計）","養殖業の基本構成 - 1経営体平均従事者数","","","",""
"0003138717","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス　総括編","-","200801-200812","2016-07-14","0","該当なし","48","2026-01-27","","00500210","漁業センサス","00500","農林水産省","1","内水面漁業に関する都道府県別（湖沼・道県別）統計 養殖業経営体 養殖業の基本構成 - 1経営体平均従事者数","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス　総括編","内水面漁業に関する都道府県別（湖沼・道県別）統計","養殖業経営体","養殖業の基本構成 - 1経営体平均従事者数","","","",""
"0003138772","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス　総括編","-","200801-200812","2016-07-14","0","該当なし","40","2026-01-27","","00500210","漁業センサス","00500","農林水産省","1","内水面漁業に関する全国統計 養殖業経営体（主とする養殖種類別統計） 養殖業の基本構成 - 養殖池数","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス　総括編","内水面漁業に関する全国統計","養殖業経営体（主とする養殖種類別統計）","養殖業の基本構成 - 養殖池数","","","",""
"0003138792","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス　総括編","-","200801-200812","2016-07-14","0","該当なし","96","2026-01-27","","00500210","漁業センサス","00500","農林水産省","1","内水面漁業に関する都道府県別（湖沼・道県別）統計 養殖業経営体 養殖業の基本構成 - 養殖面積","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス　総括編","内水面漁業に関する都道府県別（湖沼・道県別）統計","養殖業経営体","養殖業の基本構成 - 養殖面積","","","",""
"0003138853","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス　総括編","-","200801-200812","2016-07-14","0","該当なし","96","2026-01-27","","00500210","漁業センサス","00500","農林水産省","1","内水面漁業に関する都道府県別（湖沼・道県別）統計 養殖業経営体 養殖業の基本構成 - 養殖池数","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス　総括編","内水面漁業に関する都道府県別（湖沼・道県別）統計","養殖業経営体","養殖業の基本構成 - 養殖池数","","","",""
"0003138895","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス　総括編","-","200801-200812","2016-07-14","0","該当なし","40","2026-01-27","","00500210","漁業センサス","00500","農林水産省","1","内水面漁業に関する全国統計 養殖業経営体（主とする養殖種類別統計） 養殖業の基本構成 - 養殖面積","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス　総括編","内水面漁業に関する全国統計","養殖業経営体（主とする養殖種類別統計）","養殖業の基本構成 - 養殖面積","","","",""
"0003114584","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス　総括編","-","200801-200812","2016-07-14","0","該当なし","140","2026-01-27","","00500210","漁業センサス","00500","農林水産省","2","累年統計 内水面漁業 養殖業経営体 - 主とする養殖種類別養殖業経営体数","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス　総括編","累年統計","内水面漁業","養殖業経営体 - 主とする養殖種類別養殖業経営体数","","","",""
"0003114597","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス　総括編","-","200801-200812","2016-07-14","0","該当なし","432","2026-01-27","","00500210","漁業センサス","00500","農林水産省","2","累年統計 内水面漁業 都道府県別養殖業経営体数","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス　総括編","累年統計","内水面漁業","都道府県別養殖業経営体数","","","",""
"0003114616","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス　総括編","-","200801-200812","2016-07-14","0","該当なし","70","2026-01-27","","00500210","漁業センサス","00500","農林水産省","2","累年統計 内水面漁業 養殖業経営体 - 経営組織別経営体数","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス　総括編","累年統計","内水面漁業","養殖業経営体 - 経営組織別経営体数","","","",""
"0003114617","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス　総括編","-","200801-200812","2016-07-14","0","該当なし","432","2026-01-27","","00500210","漁業センサス","00500","農林水産省","2","累年統計 内水面漁業 都道府県別養殖面積","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス　総括編","累年統計","内水面漁業","都道府県別養殖面積","","","",""
"0003114659","漁業センサス 2008年漁業センサス 確報 2008年漁業センサス　総括編","-","200801-200812","2016-07-14","0","該当なし","38","2026-01-27","","00500210","漁業センサス","00500","農林水産省","2","海面漁業に関する全国統計 個人経営体 経営体階層別統計 - 自営漁業の専兼業別経営体数 計 経営体階層","04","農林水産業","04","水産業","漁業センサス","2008年漁業センサス","確報","2008年漁業センサス　総括編","海面漁業に関する全国統計","個人経営体","経営体階層別統計 - 自営漁業の専兼業別経営体数","計","経営体階層","",""
