"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_EXPLANATION","TITLE_SPEC.TABLE_SUB_CATEGORY1"
"0003275209","知的財産活動調査","年度次","0","2022-01-11","0","該当なし","17100","2022-01-12","","00552010","知的財産活動調査","00552","特許庁","1-7","【更新終了】業種別出願件数階級別（平成28年度［2016年度］まで） 業種別出願件数階級別の産業財産権制度の利用状況について 意匠登録出願－外国出願件数","11","情報通信・科学技術","03","知的財産","知的財産活動調査","【更新終了】業種別出願件数階級別（平成28年度［2016年度］まで）","業種別出願件数階級別の産業財産権制度の利用状況について","","意匠登録出願－外国出願件数"
"0003275212","知的財産活動調査","年度次","0","2022-01-11","0","該当なし","1824","2022-01-12","","00552010","知的財産活動調査","00552","特許庁","1-7","【更新終了】業種別出願件数階級別（平成19年度［2007年度］まで） 業種別出願件数階級別の産業財産権制度の利用状況について 意匠登録出願","11","情報通信・科学技術","03","知的財産","知的財産活動調査","【更新終了】業種別出願件数階級別（平成19年度［2007年度］まで）","業種別出願件数階級別の産業財産権制度の利用状況について","","意匠登録出願"
"0003275213","知的財産活動調査","年度次","0","2022-01-11","0","該当なし","4332","2022-01-12","","00552010","知的財産活動調査","00552","特許庁","1-7","【更新終了】業種別出願件数階級別（平成19年度［2007年度］まで） 業種別出願件数階級別の産業財産権制度の利用状況について 意匠登録出願－外国出願件数","11","情報通信・科学技術","03","知的財産","知的財産活動調査","【更新終了】業種別出願件数階級別（平成19年度［2007年度］まで）","業種別出願件数階級別の産業財産権制度の利用状況について","","意匠登録出願－外国出願件数"
"0003255101","知的財産活動調査","年度次","0","2022-01-11","0","該当なし","1385","2022-01-12","","00552010","知的財産活動調査","00552","特許庁","1-8","業種別出願件数階級別 業種別出願件数階級別の産業財産権制度の利用状況について 特許出願又は審査請求－標本数","11","情報通信・科学技術","03","知的財産","知的財産活動調査","業種別出願件数階級別","業種別出願件数階級別の産業財産権制度の利用状況について","","特許出願又は審査請求－標本数"
"0003255279","知的財産活動調査","年度次","0","2022-01-11","0","該当なし","12465","2022-01-12","","00552010","知的財産活動調査","00552","特許庁","1-8","業種別出願件数階級別 業種別出願件数階級別の産業財産権制度の利用状況について 特許出願又は審査請求－国内出願","11","情報通信・科学技術","03","知的財産","知的財産活動調査","業種別出願件数階級別","業種別出願件数階級別の産業財産権制度の利用状況について","","特許出願又は審査請求－国内出願"
"0003255280","知的財産活動調査","年度次","0","2022-01-11","0","該当なし","12465","2022-01-12","","00552010","知的財産活動調査","00552","特許庁","1-8","業種別出願件数階級別 業種別出願件数階級別の産業財産権制度の利用状況について 特許出願又は審査請求－国際出願","11","情報通信・科学技術","03","知的財産","知的財産活動調査","業種別出願件数階級別","業種別出願件数階級別の産業財産権制度の利用状況について","","特許出願又は審査請求－国際出願"
"0003258535","知的財産活動調査","年度次","0","2022-01-11","0","該当なし","17100","2022-01-12","","00552010","知的財産活動調査","00552","特許庁","1-8","【更新終了】業種別出願件数階級別（平成28年度［2016年度］まで） 業種別出願件数階級別の産業財産権制度の利用状況について 商標登録出願又は更新申請－外国出願件数","11","情報通信・科学技術","03","知的財産","知的財産活動調査","【更新終了】業種別出願件数階級別（平成28年度［2016年度］まで）","業種別出願件数階級別の産業財産権制度の利用状況について","","商標登録出願又は更新申請－外国出願件数"
"0003269934","知的財産活動調査","年度次","0","2022-01-11","0","該当なし","304","2022-01-12","","00552010","知的財産活動調査","00552","特許庁","1-8","【更新終了】業種別出願件数階級別（平成19年度［2007年度］まで） 業種別出願件数階級別の産業財産権制度の利用状況について 商標登録出願又は更新申請－標本数","11","情報通信・科学技術","03","知的財産","知的財産活動調査","【更新終了】業種別出願件数階級別（平成19年度［2007年度］まで）","業種別出願件数階級別の産業財産権制度の利用状況について","","商標登録出願又は更新申請－標本数"
"0003269935","知的財産活動調査","年度次","0","2022-01-11","0","該当なし","3648","2022-01-12","","00552010","知的財産活動調査","00552","特許庁","1-8","【更新終了】業種別出願件数階級別（平成19年度［2007年度］まで） 業種別出願件数階級別の産業財産権制度の利用状況について 商標登録出願又は更新申請","11","情報通信・科学技術","03","知的財産","知的財産活動調査","【更新終了】業種別出願件数階級別（平成19年度［2007年度］まで）","業種別出願件数階級別の産業財産権制度の利用状況について","","商標登録出願又は更新申請"
"0003270221","知的財産活動調査","年度次","0","2022-01-11","0","該当なし","4332","2022-01-12","","00552010","知的財産活動調査","00552","特許庁","1-8","【更新終了】業種別出願件数階級別（平成19年度［2007年度］まで） 業種別出願件数階級別の産業財産権制度の利用状況について 商標登録出願又は更新申請－外国出願件数","11","情報通信・科学技術","03","知的財産","知的財産活動調査","【更新終了】業種別出願件数階級別（平成19年度［2007年度］まで）","業種別出願件数階級別の産業財産権制度の利用状況について","","商標登録出願又は更新申請－外国出願件数"
"0003258280","知的財産活動調査","年度次","0","2022-01-11","0","該当なし","1385","2022-01-12","","00552010","知的財産活動調査","00552","特許庁","1-9","業種別出願件数階級別 業種別出願件数階級別の産業財産権制度の利用状況について 実用新案登録出願－標本数","11","情報通信・科学技術","03","知的財産","知的財産活動調査","業種別出願件数階級別","業種別出願件数階級別の産業財産権制度の利用状況について","","実用新案登録出願－標本数"
"0003258282","知的財産活動調査","年度次","0","2022-01-11","0","該当なし","8652","2022-01-12","","00552010","知的財産活動調査","00552","特許庁","1-9","業種別出願件数階級別 業種別出願件数階級別の産業財産権制度の利用状況について 実用新案登録出願","11","情報通信・科学技術","03","知的財産","知的財産活動調査","業種別出願件数階級別","業種別出願件数階級別の産業財産権制度の利用状況について","","実用新案登録出願"
"0003269936","知的財産活動調査","年度次","0","2022-01-11","0","該当なし","304","2022-01-12","","00552010","知的財産活動調査","00552","特許庁","1-9","【更新終了】業種別出願件数階級別（平成19年度［2007年度］まで） 業種別出願件数階級別の産業財産権制度の利用状況について 利用件数と実施件数－標本数","11","情報通信・科学技術","03","知的財産","知的財産活動調査","【更新終了】業種別出願件数階級別（平成19年度［2007年度］まで）","業種別出願件数階級別の産業財産権制度の利用状況について","","利用件数と実施件数－標本数"
"0003269937","知的財産活動調査","年度次","0","2022-01-11","0","該当なし","11362","2022-01-12","","00552010","知的財産活動調査","00552","特許庁","1-9","【更新終了】業種別出願件数階級別（平成19年度［2007年度］まで） 業種別出願件数階級別の産業財産権制度の利用状況について 利用件数と実施件数－権利所有件数、利用件数","11","情報通信・科学技術","03","知的財産","知的財産活動調査","【更新終了】業種別出願件数階級別（平成19年度［2007年度］まで）","業種別出願件数階級別の産業財産権制度の利用状況について","","利用件数と実施件数－権利所有件数、利用件数"
"0003269938","知的財産活動調査","年度次","0","2022-01-11","0","該当なし","1710","2022-01-12","","00552010","知的財産活動調査","00552","特許庁","1-9","【更新終了】業種別出願件数階級別（平成19年度［2007年度］まで） 業種別出願件数階級別の産業財産権制度の利用状況について 利用件数と実施件数－未利用件数","11","情報通信・科学技術","03","知的財産","知的財産活動調査","【更新終了】業種別出願件数階級別（平成19年度［2007年度］まで）","業種別出願件数階級別の産業財産権制度の利用状況について","","利用件数と実施件数－未利用件数"
"0003254647","知的財産活動調査","年度次","0","2022-01-11","0","該当なし","20540","2022-01-12","","00552010","知的財産活動調査","00552","特許庁","2-1","業種別資本金階級別 売上高、営業利益高、経常利益高、従業者数、研究関係従業者数及び研究費","11","情報通信・科学技術","03","知的財産","知的財産活動調査","業種別資本金階級別","売上高、営業利益高、経常利益高、従業者数、研究関係従業者数及び研究費","（注1）各設問項目によって標本数が異なるため、例えば研究関係従業者数の集計結果が従業者数の集計結果を上回るなど、大小関係の逆転が生じ得る点に留意する必要がある。（注2）業種「個人」において売上高等の記載される場合があるが、これは事業を営む個人事業主が調査票の業種を「個人」として回答したことによる。",""
"0003259398","知的財産活動調査","年度次","0","2022-01-11","0","該当なし","4788","2022-01-12","","00552010","知的財産活動調査","00552","特許庁","2-1","【更新終了】業種別資本金階級別（平成19年度［2007年度］まで） 売上高、営業利益高、経常利益高、従業者数、研究関係従業者数及び研究費","11","情報通信・科学技術","03","知的財産","知的財産活動調査","【更新終了】業種別資本金階級別（平成19年度［2007年度］まで）","売上高、営業利益高、経常利益高、従業者数、研究関係従業者数及び研究費","（注1）各設問項目によって標本数が異なるため、例えば研究関係従業者数の集計結果が従業者数の集計結果を上回るなど、大小関係の逆転が生じ得る点に留意する必要がある。（注2）業種「個人」において売上高等の記載される場合があるが、これは事業を営む個人事業主が調査票の業種を「個人」として回答したことによる。",""
"0003269062","知的財産活動調査","年度次","0","2022-01-11","0","該当なし","1722","2022-01-12","","00552010","知的財産活動調査","00552","特許庁","2-10","業種別資本金階級別 業種別資本金階級別の産業財産権制度の利用状況について 意匠登録出願－標本数","11","情報通信・科学技術","03","知的財産","知的財産活動調査","業種別資本金階級別","業種別資本金階級別の産業財産権制度の利用状況について","","意匠登録出願－標本数"
"0003270601","知的財産活動調査","年度次","0","2022-01-11","0","該当なし","133","2022-01-12","","00552010","知的財産活動調査","00552","特許庁","2-10","【更新終了】業種別資本金階級別（平成19年度［2007年度］まで） 業種別資本金階級別の産業財産権制度の実施状況について 国内有償実施許諾契約－標本数","11","情報通信・科学技術","03","知的財産","知的財産活動調査","【更新終了】業種別資本金階級別（平成19年度［2007年度］まで）","業種別資本金階級別の産業財産権制度の実施状況について","","国内有償実施許諾契約－標本数"
"0003270602","知的財産活動調査","年度次","0","2022-01-11","0","該当なし","9576","2022-01-12","","00552010","知的財産活動調査","00552","特許庁","2-10","【更新終了】業種別資本金階級別（平成19年度［2007年度］まで） 業種別資本金階級別の産業財産権制度の実施状況について 国内有償実施許諾契約","11","情報通信・科学技術","03","知的財産","知的財産活動調査","【更新終了】業種別資本金階級別（平成19年度［2007年度］まで）","業種別資本金階級別の産業財産権制度の実施状況について","","国内有償実施許諾契約"
"0003271142","知的財産活動調査","年度次","0","2022-01-11","0","該当なし","266","2022-01-12","","00552010","知的財産活動調査","00552","特許庁","2-10","【更新終了】業種別資本金階級別（平成18年度［2006年度］まで） 業種別資本金階級別の知的財産部門の活動状況について 有償実施許諾契約－標本数","11","情報通信・科学技術","03","知的財産","知的財産活動調査","【更新終了】業種別資本金階級別（平成18年度［2006年度］まで）","業種別資本金階級別の知的財産部門の活動状況について","","有償実施許諾契約－標本数"
"0003275504","知的財産活動調査","年度次","0","2022-01-11","0","該当なし","10731","2022-01-12","","00552010","知的財産活動調査","00552","特許庁","2-10","業種別資本金階級別 業種別資本金階級別の産業財産権制度の利用状況について 意匠登録出願","11","情報通信・科学技術","03","知的財産","知的財産活動調査","業種別資本金階級別","業種別資本金階級別の産業財産権制度の利用状況について","","意匠登録出願"
"0003269131","知的財産活動調査","年度次","0","2022-01-11","0","該当なし","1722","2022-01-12","","00552010","知的財産活動調査","00552","特許庁","2-11","業種別資本金階級別 業種別資本金階級別の産業財産権制度の利用状況について 商標登録出願又は更新申請－標本数","11","情報通信・科学技術","03","知的財産","知的財産活動調査","業種別資本金階級別","業種別資本金階級別の産業財産権制度の利用状況について","","商標登録出願又は更新申請－標本数"
"0003269132","知的財産活動調査","年度次","0","2022-01-11","0","該当なし","19089","2022-01-12","","00552010","知的財産活動調査","00552","特許庁","2-11","業種別資本金階級別 業種別資本金階級別の産業財産権制度の利用状況について 商標登録出願又は更新申請","11","情報通信・科学技術","03","知的財産","知的財産活動調査","業種別資本金階級別","業種別資本金階級別の産業財産権制度の利用状況について","","商標登録出願又は更新申請"
"0003270603","知的財産活動調査","年度次","0","2022-01-11","0","該当なし","133","2022-01-12","","00552010","知的財産活動調査","00552","特許庁","2-11","【更新終了】業種別資本金階級別（平成19年度［2007年度］まで） 業種別資本金階級別の産業財産権制度の実施状況について 外国有償実施許諾契約－標本数","11","情報通信・科学技術","03","知的財産","知的財産活動調査","【更新終了】業種別資本金階級別（平成19年度［2007年度］まで）","業種別資本金階級別の産業財産権制度の実施状況について","","外国有償実施許諾契約－標本数"
"0003270604","知的財産活動調査","年度次","0","2022-01-11","0","該当なし","33516","2022-01-12","","00552010","知的財産活動調査","00552","特許庁","2-11","【更新終了】業種別資本金階級別（平成19年度［2007年度］まで） 業種別資本金階級別の産業財産権制度の実施状況について 外国有償実施許諾契約","11","情報通信・科学技術","03","知的財産","知的財産活動調査","【更新終了】業種別資本金階級別（平成19年度［2007年度］まで）","業種別資本金階級別の産業財産権制度の実施状況について","","外国有償実施許諾契約"
"0003269133","知的財産活動調査","年度次","0","2022-01-11","0","該当なし","1722","2022-01-12","","00552010","知的財産活動調査","00552","特許庁","2-12","業種別資本金階級別 業種別資本金階級別の産業財産権制度の利用状況について 利用件数と実施件数－標本数","11","情報通信・科学技術","03","知的財産","知的財産活動調査","業種別資本金階級別","業種別資本金階級別の産業財産権制度の利用状況について","","利用件数と実施件数－標本数"
"0003269134","知的財産活動調査","年度次","0","2022-01-11","0","該当なし","70182","2022-01-12","","00552010","知的財産活動調査","00552","特許庁","2-12","業種別資本金階級別 業種別資本金階級別の産業財産権制度の利用状況について 利用件数と実施件数－権利所有件数、うち利用件数","11","情報通信・科学技術","03","知的財産","知的財産活動調査","業種別資本金階級別","業種別資本金階級別の産業財産権制度の利用状況について","","利用件数と実施件数－権利所有件数、うち利用件数"
"0003269135","知的財産活動調査","年度次","0","2022-01-11","0","該当なし","28203","2022-01-12","","00552010","知的財産活動調査","00552","特許庁","2-12","業種別資本金階級別 業種別資本金階級別の産業財産権制度の利用状況について 利用件数と実施件数－うち未利用件数","11","情報通信・科学技術","03","知的財産","知的財産活動調査","業種別資本金階級別","業種別資本金階級別の産業財産権制度の利用状況について","","利用件数と実施件数－うち未利用件数"
"0003269226","知的財産活動調査","年度次","0","2022-01-11","0","該当なし","1197","2022-01-12","","00552010","知的財産活動調査","00552","特許庁","2-12","【更新終了】業種別資本金階級別（平成28年度［2016年度］まで） 業種別資本金階級別の産業財産権制度の実施状況について 産業財産権の売買－標本数","11","情報通信・科学技術","03","知的財産","知的財産活動調査","【更新終了】業種別資本金階級別（平成28年度［2016年度］まで）","業種別資本金階級別の産業財産権制度の実施状況について","","産業財産権の売買－標本数"
"0003269227","知的財産活動調査","年度次","0","2022-01-11","0","該当なし","19152","2022-01-12","","00552010","知的財産活動調査","00552","特許庁","2-12","【更新終了】業種別資本金階級別（平成28年度［2016年度］まで） 業種別資本金階級別の産業財産権制度の実施状況について 産業財産権の売買","11","情報通信・科学技術","03","知的財産","知的財産活動調査","【更新終了】業種別資本金階級別（平成28年度［2016年度］まで）","業種別資本金階級別の産業財産権制度の実施状況について","","産業財産権の売買"
"0003270607","知的財産活動調査","年度次","0","2022-01-11","0","該当なし","399","2022-01-12","","00552010","知的財産活動調査","00552","特許庁","2-12","【更新終了】業種別資本金階級別（平成19年度［2007年度］まで） 業種別資本金階級別の産業財産権制度の実施状況について 産業財産権の売買－標本数","11","情報通信・科学技術","03","知的財産","知的財産活動調査","【更新終了】業種別資本金階級別（平成19年度［2007年度］まで）","業種別資本金階級別の産業財産権制度の実施状況について","","産業財産権の売買－標本数"
"0003270608","知的財産活動調査","年度次","0","2022-01-11","0","該当なし","6384","2022-01-12","","00552010","知的財産活動調査","00552","特許庁","2-12","【更新終了】業種別資本金階級別（平成19年度［2007年度］まで） 業種別資本金階級別の産業財産権制度の実施状況について 産業財産権の売買","11","情報通信・科学技術","03","知的財産","知的財産活動調査","【更新終了】業種別資本金階級別（平成19年度［2007年度］まで）","業種別資本金階級別の産業財産権制度の実施状況について","","産業財産権の売買"
"0003268585","知的財産活動調査","年度次","0","2022-01-11","0","該当なし","399","2022-01-12","","00552010","知的財産活動調査","00552","特許庁","2-13","【更新終了】業種別資本金階級別（平成28年度［2016年度］まで） 業種別資本金階級別の産業財産権侵害に関する訴訟について 産業財産権侵害に関する訴訟について－標本数","11","情報通信・科学技術","03","知的財産","知的財産活動調査","【更新終了】業種別資本金階級別（平成28年度［2016年度］まで）","業種別資本金階級別の産業財産権侵害に関する訴訟について","","産業財産権侵害に関する訴訟について－標本数"
"0003268680","知的財産活動調査","年度次","0","2022-01-11","0","該当なし","18354","2022-01-12","","00552010","知的財産活動調査","00552","特許庁","2-13","【更新終了】業種別資本金階級別（平成28年度［2016年度］まで） 業種別資本金階級別の産業財産権侵害に関する訴訟について 産業財産権侵害に関する訴訟について－訴えられた件数","11","情報通信・科学技術","03","知的財産","知的財産活動調査","【更新終了】業種別資本金階級別（平成28年度［2016年度］まで）","業種別資本金階級別の産業財産権侵害に関する訴訟について","","産業財産権侵害に関する訴訟について－訴えられた件数"
"0003268681","知的財産活動調査","年度次","0","2022-01-11","0","該当なし","18354","2022-01-12","","00552010","知的財産活動調査","00552","特許庁","2-13","【更新終了】業種別資本金階級別（平成28年度［2016年度］まで） 業種別資本金階級別の産業財産権侵害に関する訴訟について 産業財産権侵害に関する訴訟について－訴えた件数","11","情報通信・科学技術","03","知的財産","知的財産活動調査","【更新終了】業種別資本金階級別（平成28年度［2016年度］まで）","業種別資本金階級別の産業財産権侵害に関する訴訟について","","産業財産権侵害に関する訴訟について－訴えた件数"
"0003269240","知的財産活動調査","年度次","0","2022-01-11","0","該当なし","30820","2022-01-12","","00552010","知的財産活動調査","00552","特許庁","2-13","業種別資本金階級別 業種別資本金階級別の産業財産権制度の実施状況について 国内有償実施許諾契約","11","情報通信・科学技術","03","知的財産","知的財産活動調査","業種別資本金階級別","業種別資本金階級別の産業財産権制度の実施状況について","","国内有償実施許諾契約"
"0003269600","知的財産活動調査","年度次","0","2022-01-11","0","該当なし","1720","2022-01-12","","00552010","知的財産活動調査","00552","特許庁","2-13","業種別資本金階級別 業種別資本金階級別の産業財産権制度の実施状況について 国内有償実施許諾契約－標本数","11","情報通信・科学技術","03","知的財産","知的財産活動調査","業種別資本金階級別","業種別資本金階級別の産業財産権制度の実施状況について","","国内有償実施許諾契約－標本数"
"0003269601","知的財産活動調査","年度次","0","2022-01-11","0","該当なし","6118","2022-01-12","","00552010","知的財産活動調査","00552","特許庁","2-13","【更新終了】業種別資本金階級別（平成19年度［2007年度］まで） 業種別資本金階級別の産業財産権侵害に関する訴訟について 産業財産権侵害に関する訴訟について－訴えられた件数","11","情報通信・科学技術","03","知的財産","知的財産活動調査","【更新終了】業種別資本金階級別（平成19年度［2007年度］まで）","業種別資本金階級別の産業財産権侵害に関する訴訟について","","産業財産権侵害に関する訴訟について－訴えられた件数"
"0003269602","知的財産活動調査","年度次","0","2022-01-11","0","該当なし","6118","2022-01-12","","00552010","知的財産活動調査","00552","特許庁","2-13","【更新終了】業種別資本金階級別（平成19年度［2007年度］まで） 業種別資本金階級別の産業財産権侵害に関する訴訟について 産業財産権侵害に関する訴訟について－訴えた件数","11","情報通信・科学技術","03","知的財産","知的財産活動調査","【更新終了】業種別資本金階級別（平成19年度［2007年度］まで）","業種別資本金階級別の産業財産権侵害に関する訴訟について","","産業財産権侵害に関する訴訟について－訴えた件数"
"0003269603","知的財産活動調査","年度次","0","2022-01-11","0","該当なし","133","2022-01-12","","00552010","知的財産活動調査","00552","特許庁","2-13","【更新終了】業種別資本金階級別（平成19年度［2007年度］まで） 業種別資本金階級別の産業財産権侵害に関する訴訟について 産業財産権侵害に関する訴訟について－標本数","11","情報通信・科学技術","03","知的財産","知的財産活動調査","【更新終了】業種別資本金階級別（平成19年度［2007年度］まで）","業種別資本金階級別の産業財産権侵害に関する訴訟について","","産業財産権侵害に関する訴訟について－標本数"
"0003269223","知的財産活動調査","年度次","0","2022-01-11","0","該当なし","1720","2022-01-12","","00552010","知的財産活動調査","00552","特許庁","2-14","業種別資本金階級別 業種別資本金階級別の産業財産権制度の実施状況について 外国有償実施許諾契約－標本数","11","情報通信・科学技術","03","知的財産","知的財産活動調査","業種別資本金階級別","業種別資本金階級別の産業財産権制度の実施状況について","","外国有償実施許諾契約－標本数"
"0003269225","知的財産活動調査","年度次","0","2022-01-11","0","該当なし","111008","2022-01-12","","00552010","知的財産活動調査","00552","特許庁","2-14","業種別資本金階級別 業種別資本金階級別の産業財産権制度の実施状況について 外国有償実施許諾契約","11","情報通信・科学技術","03","知的財産","知的財産活動調査","業種別資本金階級別","業種別資本金階級別の産業財産権制度の実施状況について","","外国有償実施許諾契約"
"0003254649","知的財産活動調査","年度次","0","2022-01-11","0","該当なし","5160","2022-01-12","","00552010","知的財産活動調査","00552","特許庁","2-2","業種別資本金階級別 業種別資本金階級別の知的財産部門の活動状況について 知的財産担当者数","11","情報通信・科学技術","03","知的財産","知的財産活動調査","業種別資本金階級別","業種別資本金階級別の知的財産部門の活動状況について","","知的財産担当者数"
"0003254651","知的財産活動調査","年度次","0","2022-01-11","0","該当なし","1720","2022-01-12","","00552010","知的財産活動調査","00552","特許庁","2-2","業種別資本金階級別 業種別資本金階級別の知的財産部門の活動状況について 知的財産担当者数－標本数","11","情報通信・科学技術","03","知的財産","知的財産活動調査","業種別資本金階級別","業種別資本金階級別の知的財産部門の活動状況について","","知的財産担当者数－標本数"
"0003259399","知的財産活動調査","年度次","0","2022-01-11","0","該当なし","798","2022-01-12","","00552010","知的財産活動調査","00552","特許庁","2-2","【更新終了】業種別資本金階級別（平成19年度［2007年度］まで） 業種別資本金階級別の知的財産部門の活動状況について 知的財産担当者数","11","情報通信・科学技術","03","知的財産","知的財産活動調査","【更新終了】業種別資本金階級別（平成19年度［2007年度］まで）","業種別資本金階級別の知的財産部門の活動状況について","","知的財産担当者数"
"0003260180","知的財産活動調査","年度次","0","2022-01-11","0","該当なし","399","2022-01-12","","00552010","知的財産活動調査","00552","特許庁","2-2","【更新終了】業種別資本金階級別（平成19年度［2007年度］まで） 業種別資本金階級別の知的財産部門の活動状況について 知的財産担当者数－標本数","11","情報通信・科学技術","03","知的財産","知的財産活動調査","【更新終了】業種別資本金階級別（平成19年度［2007年度］まで）","業種別資本金階級別の知的財産部門の活動状況について","","知的財産担当者数－標本数"
"0003269841","知的財産活動調査","年度次","0","2022-01-11","0","該当なし","798","2022-01-12","","00552010","知的財産活動調査","00552","特許庁","2-3","【更新終了】業種別資本金階級別（平成19年度［2007年度］まで） 業種別資本金階級別の知的財産部門の活動状況について 知的財産活動費－標本数","11","情報通信・科学技術","03","知的財産","知的財産活動調査","【更新終了】業種別資本金階級別（平成19年度［2007年度］まで）","業種別資本金階級別の知的財産部門の活動状況について","","知的財産活動費－標本数"
"0003269842","知的財産活動調査","年度次","0","2022-01-11","0","該当なし","1995","2022-01-12","","00552010","知的財産活動調査","00552","特許庁","2-3","【更新終了】業種別資本金階級別（平成19年度［2007年度］まで） 業種別資本金階級別の知的財産部門の活動状況について 知的財産活動費","11","情報通信・科学技術","03","知的財産","知的財産活動調査","【更新終了】業種別資本金階級別（平成19年度［2007年度］まで）","業種別資本金階級別の知的財産部門の活動状況について","","知的財産活動費"
"0003269843","知的財産活動調査","年度次","0","2022-01-11","0","該当なし","5586","2022-01-12","","00552010","知的財産活動調査","00552","特許庁","2-3","【更新終了】業種別資本金階級別（平成19年度［2007年度］まで） 業種別資本金階級別の知的財産部門の活動状況について 知的財産活動費－出願系費用","11","情報通信・科学技術","03","知的財産","知的財産活動調査","【更新終了】業種別資本金階級別（平成19年度［2007年度］まで）","業種別資本金階級別の知的財産部門の活動状況について","","知的財産活動費－出願系費用"
"0003440378","知的財産活動調査","年度次","0","2022-01-11","0","該当なし","390","2022-01-12","","00552010","知的財産活動調査","00552","特許庁","2-3","業種別資本金階級別 業種別資本金階級別の知的財産部門の活動状況について 知的財産総括責任者の役職等ー標本数","11","情報通信・科学技術","03","知的財産","知的財産活動調査","業種別資本金階級別","業種別資本金階級別の知的財産部門の活動状況について","","知的財産総括責任者の役職等ー標本数"
"0003440458","知的財産活動調査","年度次","0","2022-01-11","0","該当なし","3120","2022-01-12","","00552010","知的財産活動調査","00552","特許庁","2-3","業種別資本金階級別 業種別資本金階級別の知的財産部門の活動状況について 知的財産総括責任者の役職等","11","情報通信・科学技術","03","知的財産","知的財産活動調査","業種別資本金階級別","業種別資本金階級別の知的財産部門の活動状況について","","知的財産総括責任者の役職等"
"0003270441","知的財産活動調査","年度次","0","2022-01-11","0","該当なし","133","2022-01-12","","00552010","知的財産活動調査","00552","特許庁","2-4","【更新終了】業種別資本金階級別（平成19年度［2007年度］まで） 業種別資本金階級別の産業財産権制度の利用状況について 発明、考案及び創作の届出数－標本数","11","情報通信・科学技術","03","知的財産","知的財産活動調査","【更新終了】業種別資本金階級別（平成19年度［2007年度］まで）","業種別資本金階級別の産業財産権制度の利用状況について","","発明、考案及び創作の届出数－標本数"
"0003270442","知的財産活動調査","年度次","0","2022-01-11","0","該当なし","1064","2022-01-12","","00552010","知的財産活動調査","00552","特許庁","2-4","【更新終了】業種別資本金階級別（平成19年度［2007年度］まで） 業種別資本金階級別の産業財産権制度の利用状況について 発明、考案及び創作の届出数","11","情報通信・科学技術","03","知的財産","知的財産活動調査","【更新終了】業種別資本金階級別（平成19年度［2007年度］まで）","業種別資本金階級別の産業財産権制度の利用状況について","","発明、考案及び創作の届出数"
"0003440459","知的財産活動調査","年度次","0","2022-01-11","0","該当なし","380","2022-01-12","","00552010","知的財産活動調査","00552","特許庁","2-4","業種別資本金階級別 業種別資本金階級別の知的財産部門の活動状況について 知的財産担当役員が兼任している主な役員業務－標本数","11","情報通信・科学技術","03","知的財産","知的財産活動調査","業種別資本金階級別","業種別資本金階級別の知的財産部門の活動状況について","","知的財産担当役員が兼任している主な役員業務－標本数"
"0003440460","知的財産活動調査","年度次","0","2022-01-11","0","該当なし","5700","2022-01-12","","00552010","知的財産活動調査","00552","特許庁","2-4","業種別資本金階級別 業種別資本金階級別の知的財産部門の活動状況について 知的財産担当役員が兼任している主な役員業務","11","情報通信・科学技術","03","知的財産","知的財産活動調査","業種別資本金階級別","業種別資本金階級別の知的財産部門の活動状況について","","知的財産担当役員が兼任している主な役員業務"
"0003268644","知的財産活動調査","年度次","0","2022-01-11","0","該当なし","21546","2022-01-12","","00552010","知的財産活動調査","00552","特許庁","2-5","【更新終了】業種別資本金階級別（平成28年度［2016年度］まで） 業種別資本金階級別の産業財産権制度の利用状況について 特許出願又は審査請求－外国出願","11","情報通信・科学技術","03","知的財産","知的財産活動調査","【更新終了】業種別資本金階級別（平成28年度［2016年度］まで）","業種別資本金階級別の産業財産権制度の利用状況について","","特許出願又は審査請求－外国出願"
"0003270444","知的財産活動調査","年度次","0","2022-01-11","0","該当なし","399","2022-01-12","","00552010","知的財産活動調査","00552","特許庁","2-5","【更新終了】業種別資本金階級別（平成19年度［2007年度］まで） 業種別資本金階級別の産業財産権制度の利用状況について 特許出願又は審査請求－標本数","11","情報通信・科学技術","03","知的財産","知的財産活動調査","【更新終了】業種別資本金階級別（平成19年度［2007年度］まで）","業種別資本金階級別の産業財産権制度の利用状況について","","特許出願又は審査請求－標本数"
"0003270445","知的財産活動調査","年度次","0","2022-01-11","0","該当なし","1197","2022-01-12","","00552010","知的財産活動調査","00552","特許庁","2-5","【更新終了】業種別資本金階級別（平成19年度［2007年度］まで） 業種別資本金階級別の産業財産権制度の利用状況について 特許出願又は審査請求－国内出願","11","情報通信・科学技術","03","知的財産","知的財産活動調査","【更新終了】業種別資本金階級別（平成19年度［2007年度］まで）","業種別資本金階級別の産業財産権制度の利用状況について","","特許出願又は審査請求－国内出願"
