"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_SUB_CATEGORY1","TITLE_SPEC.TABLE_EXPLANATION","TITLE"
"0003225715","企業行動に関するアンケート調査 上場企業","年度次","0","2022-12-01","0","該当なし","10076","2024-07-24","","00100402","企業行動に関するアンケート調査","00100","内閣府","4-2","４　設備投資の伸び率 設備投資の増減率（今後３年間） 業種別（平成15年度以降）","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","４　設備投資の伸び率","設備投資の増減率（今後３年間）","業種別（平成15年度以降）","",""
"0003225716","企業行動に関するアンケート調査 上場企業","年度次","0","2018-10-31","0","該当なし","900","2023-03-27","","00100402","企業行動に関するアンケート調査","00100","内閣府","4-2","４　設備投資の伸び率 設備投資の増減率（今後３年間） 業種別（平成14年度、平成13年度）","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","４　設備投資の伸び率","設備投資の増減率（今後３年間）","業種別（平成14年度、平成13年度）","",""
"0003225717","企業行動に関するアンケート調査 上場企業","年度次","0","2022-12-01","0","該当なし","1328","2024-07-24","","00100402","企業行動に関するアンケート調査","00100","内閣府","4-2","４　設備投資の伸び率 設備投資の増減率（今後３年間） 資本金規模別","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","４　設備投資の伸び率","設備投資の増減率（今後３年間）","資本金規模別","",""
"0003225718","企業行動に関するアンケート調査 上場企業","年度次","0","2022-12-01","0","該当なし","1320","2023-03-27","","00100402","企業行動に関するアンケート調査","00100","内閣府","5-1","５　雇用者数の動向 雇用者数の増減率（過去３年間） 産業別","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","５　雇用者数の動向","雇用者数の増減率（過去３年間）","産業別","注) 平成15年度調査のみ「正社員」の値である（平成15年度は、「正社員」と「パート、派遣社員」を調査）。",""
"0003225719","企業行動に関するアンケート調査 上場企業","年度次","0","2022-12-01","0","該当なし","6611","2023-03-27","","00100402","企業行動に関するアンケート調査","00100","内閣府","5-1","５　雇用者数の動向 雇用者数の増減率（過去３年間） 業種別（平成15年度以降）","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","５　雇用者数の動向","雇用者数の増減率（過去３年間）","業種別（平成15年度以降）","注) 平成15年度調査のみ「正社員」の値である（平成15年度は、「正社員」と「パート、派遣社員」を調査）。",""
"0003225720","企業行動に関するアンケート調査 上場企業","年度次","0","2018-10-31","0","該当なし","660","2023-03-27","","00100402","企業行動に関するアンケート調査","00100","内閣府","5-1","５　雇用者数の動向 雇用者数の増減率（過去３年間） 業種別（平成14年度、平成13年度）","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","５　雇用者数の動向","雇用者数の増減率（過去３年間）","業種別（平成14年度、平成13年度）","",""
"0003225721","企業行動に関するアンケート調査 上場企業","年度次","0","2022-12-01","0","該当なし","880","2023-03-27","","00100402","企業行動に関するアンケート調査","00100","内閣府","5-1","５　雇用者数の動向 雇用者数の増減率（過去３年間） 資本金規模別","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","５　雇用者数の動向","雇用者数の増減率（過去３年間）","資本金規模別","注) 平成15年度調査のみ「正社員」の値である（平成15年度は、「正社員」と「パート、派遣社員」を調査）。",""
"0003225722","企業行動に関するアンケート調査 上場企業","年度次","0","2023-03-01","0","該当なし","1386","2024-07-24","","00100402","企業行動に関するアンケート調査","00100","内閣府","5-2","５　雇用者数の動向 雇用者数の増減率（今後３年間） 産業別","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","５　雇用者数の動向","雇用者数の増減率（今後３年間）","産業別","注) 平成15年度調査のみ「正社員」の値である（平成15年度は、「正社員」と「パート、派遣社員」を調査）。",""
"0003225723","企業行動に関するアンケート調査 上場企業","年度次","0","2022-12-01","0","該当なし","6974","2024-07-24","","00100402","企業行動に関するアンケート調査","00100","内閣府","5-2","５　雇用者数の動向 雇用者数の増減率（今後３年間） 業種別（平成15年度以降）","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","５　雇用者数の動向","雇用者数の増減率（今後３年間）","業種別（平成15年度以降）","注) 平成15年度調査のみ「正社員」の値である（平成15年度は、「正社員」と「パート、派遣社員」を調査）。",""
"0003225724","企業行動に関するアンケート調査 上場企業","年度次","0","2018-10-31","0","該当なし","660","2023-03-27","","00100402","企業行動に関するアンケート調査","00100","内閣府","5-2","５　雇用者数の動向 雇用者数の増減率（今後３年間） 業種別（平成14年度、平成13年度）","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","５　雇用者数の動向","雇用者数の増減率（今後３年間）","業種別（平成14年度、平成13年度）","",""
"0003225725","企業行動に関するアンケート調査 上場企業","年度次","0","2022-12-01","0","該当なし","924","2024-07-24","","00100402","企業行動に関するアンケート調査","00100","内閣府","5-2","５　雇用者数の動向 雇用者数の増減率（今後３年間） 資本金規模別","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","５　雇用者数の動向","雇用者数の増減率（今後３年間）","資本金規模別","注) 平成15年度調査のみ「正社員」の値である（平成15年度は、「正社員」と「パート、派遣社員」を調査）。",""
"0003225726","企業行動に関するアンケート調査 上場企業","年度次","0","2022-12-01","0","該当なし","1056","2023-03-27","","00100402","企業行動に関するアンケート調査","00100","内閣府","5-3","５　雇用者数の動向 雇用者数のうち正社員・正職員としている人の増減率（過去３年間） 産業別","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","５　雇用者数の動向","雇用者数のうち正社員・正職員としている人の増減率（過去３年間）","産業別","",""
"0003225727","企業行動に関するアンケート調査 上場企業","年度次","0","2022-12-01","0","該当なし","5863","2023-03-27","","00100402","企業行動に関するアンケート調査","00100","内閣府","5-3","５　雇用者数の動向 雇用者数のうち正社員・正職員としている人の増減率（過去３年間） 業種別","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","５　雇用者数の動向","雇用者数のうち正社員・正職員としている人の増減率（過去３年間）","業種別","",""
"0003225728","企業行動に関するアンケート調査 上場企業","年度次","0","2022-12-01","0","該当なし","704","2023-03-27","","00100402","企業行動に関するアンケート調査","00100","内閣府","5-3","５　雇用者数の動向 雇用者数のうち正社員・正職員としている人の増減率（過去３年間） 資本金規模別","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","５　雇用者数の動向","雇用者数のうち正社員・正職員としている人の増減率（過去３年間）","資本金規模別","",""
"0003225729","企業行動に関するアンケート調査 上場企業","年度次","0","2022-12-01","0","該当なし","1056","2023-03-27","","00100402","企業行動に関するアンケート調査","00100","内閣府","5-4","５　雇用者数の動向 雇用者数のうち正社員・正職員としている人の増減率（今後３年間） 産業別","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","５　雇用者数の動向","雇用者数のうち正社員・正職員としている人の増減率（今後３年間）","産業別","",""
"0003225730","企業行動に関するアンケート調査 上場企業","年度次","0","2022-12-01","0","該当なし","5863","2023-03-27","","00100402","企業行動に関するアンケート調査","00100","内閣府","5-4","５　雇用者数の動向 雇用者数のうち正社員・正職員としている人の増減率（今後３年間） 業種別","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","５　雇用者数の動向","雇用者数のうち正社員・正職員としている人の増減率（今後３年間）","業種別","",""
"0003225731","企業行動に関するアンケート調査 上場企業","年度次","0","2022-12-01","0","該当なし","704","2023-03-27","","00100402","企業行動に関するアンケート調査","00100","内閣府","5-4","５　雇用者数の動向 雇用者数のうち正社員・正職員としている人の増減率（今後３年間） 資本金規模別","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","５　雇用者数の動向","雇用者数のうち正社員・正職員としている人の増減率（今後３年間）","資本金規模別","",""
"0003225732","企業行動に関するアンケート調査 上場企業","年度次","0","2022-12-01","0","該当なし","1920","2023-03-27","","00100402","企業行動に関するアンケート調査","00100","内閣府","6-1","６　海外現地生産比率と逆輸入比率（製造業のみ） 海外現地生産比率（前年度実績） 産業別（令和２年度以前）","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","６　海外現地生産比率と逆輸入比率（製造業のみ）","海外現地生産比率（前年度実績）","産業別（令和２年度以前）","",""
"0003225733","企業行動に関するアンケート調査 上場企業","年度次","0","2022-12-01","0","該当なし","9616","2023-03-27","","00100402","企業行動に関するアンケート調査","00100","内閣府","6-1","６　海外現地生産比率と逆輸入比率（製造業のみ） 海外現地生産比率（前年度実績） 業種別（平成15年度以降令和２年度以前）","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","６　海外現地生産比率と逆輸入比率（製造業のみ）","海外現地生産比率（前年度実績）","業種別（平成15年度以降令和２年度以前）","",""
"0003225734","企業行動に関するアンケート調査 上場企業","年度次","0","2018-10-31","0","該当なし","960","2023-03-27","","00100402","企業行動に関するアンケート調査","00100","内閣府","6-1","６　海外現地生産比率と逆輸入比率（製造業のみ） 海外現地生産比率（前年度実績） 業種別（平成14年度、平成13年度）","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","６　海外現地生産比率と逆輸入比率（製造業のみ）","海外現地生産比率（前年度実績）","業種別（平成14年度、平成13年度）","",""
"0003225735","企業行動に関するアンケート調査 上場企業","年度次","0","2022-12-01","0","該当なし","1280","2023-03-27","","00100402","企業行動に関するアンケート調査","00100","内閣府","6-1","６　海外現地生産比率と逆輸入比率（製造業のみ） 海外現地生産比率（前年度実績） 資本金規模別（令和２年度以前）","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","６　海外現地生産比率と逆輸入比率（製造業のみ）","海外現地生産比率（前年度実績）","資本金規模別（令和２年度以前）","",""
"0004001460","企業行動に関するアンケート調査 上場企業","年度次","0","2023-03-01","0","該当なし","96","2024-07-24","","00100402","企業行動に関するアンケート調査","00100","内閣府","6-1","６　海外現地生産比率と逆輸入比率（製造業のみ） 海外現地生産比率（前年度実績） 産業別（令和３年度以降）","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","６　海外現地生産比率と逆輸入比率（製造業のみ）","海外現地生産比率（前年度実績）","産業別（令和３年度以降）","",""
"0004001461","企業行動に関するアンケート調査 上場企業","年度次","0","2022-12-01","0","該当なし","528","2024-07-24","","00100402","企業行動に関するアンケート調査","00100","内閣府","6-1","６　海外現地生産比率と逆輸入比率（製造業のみ） 海外現地生産比率（前年度実績） 業種別（令和３年度以降）","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","６　海外現地生産比率と逆輸入比率（製造業のみ）","海外現地生産比率（前年度実績）","業種別（令和３年度以降）","",""
"0004001462","企業行動に関するアンケート調査 上場企業","年度次","0","2022-12-01","0","該当なし","64","2024-07-24","","00100402","企業行動に関するアンケート調査","00100","内閣府","6-1","６　海外現地生産比率と逆輸入比率（製造業のみ） 海外現地生産比率（前年度実績） 資本金規模別（令和３年度以降）","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","６　海外現地生産比率と逆輸入比率（製造業のみ）","海外現地生産比率（前年度実績）","資本金規模別（令和３年度以降）","",""
"0003225766","企業行動に関するアンケート調査 上場企業","年度次","0","2023-03-01","0","該当なし","528","2024-07-24","","00100402","企業行動に関するアンケート調査","00100","内閣府","6-10","６　海外現地生産比率と逆輸入比率（製造業のみ） 海外に生産拠点を置く理由　その他該当理由（構成比） 産業別","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","６　海外現地生産比率と逆輸入比率（製造業のみ）","海外に生産拠点を置く理由　その他該当理由（構成比）","産業別","",""
"0003225767","企業行動に関するアンケート調査 上場企業","年度次","0","2022-12-01","0","該当なし","2904","2024-07-24","","00100402","企業行動に関するアンケート調査","00100","内閣府","6-10","６　海外現地生産比率と逆輸入比率（製造業のみ） 海外に生産拠点を置く理由　その他該当理由（構成比） 業種別","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","６　海外現地生産比率と逆輸入比率（製造業のみ）","海外に生産拠点を置く理由　その他該当理由（構成比）","業種別","",""
"0003225768","企業行動に関するアンケート調査 上場企業","年度次","0","2022-12-01","0","該当なし","352","2024-07-24","","00100402","企業行動に関するアンケート調査","00100","内閣府","6-10","６　海外現地生産比率と逆輸入比率（製造業のみ） 海外に生産拠点を置く理由　その他該当理由（構成比） 資本金規模別","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","６　海外現地生産比率と逆輸入比率（製造業のみ）","海外に生産拠点を置く理由　その他該当理由（構成比）","資本金規模別","",""
"0003225736","企業行動に関するアンケート調査 上場企業","年度次","0","2022-12-01","0","該当なし","1920","2023-03-27","","00100402","企業行動に関するアンケート調査","00100","内閣府","6-2","６　海外現地生産比率と逆輸入比率（製造業のみ） 海外現地生産比率（当該年度実績見込み） 産業別（令和２年度以前）","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","６　海外現地生産比率と逆輸入比率（製造業のみ）","海外現地生産比率（当該年度実績見込み）","産業別（令和２年度以前）","",""
"0003225737","企業行動に関するアンケート調査 上場企業","年度次","0","2022-12-01","0","該当なし","9616","2023-03-27","","00100402","企業行動に関するアンケート調査","00100","内閣府","6-2","６　海外現地生産比率と逆輸入比率（製造業のみ） 海外現地生産比率（当該年度実績見込み） 業種別（平成15年度以降令和２年度以前）","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","６　海外現地生産比率と逆輸入比率（製造業のみ）","海外現地生産比率（当該年度実績見込み）","業種別（平成15年度以降令和２年度以前）","",""
"0003225738","企業行動に関するアンケート調査 上場企業","年度次","0","2018-10-31","0","該当なし","960","2023-03-27","","00100402","企業行動に関するアンケート調査","00100","内閣府","6-2","６　海外現地生産比率と逆輸入比率（製造業のみ） 海外現地生産比率（当該年度実績見込み） 業種別（平成14年度、平成13年度）","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","６　海外現地生産比率と逆輸入比率（製造業のみ）","海外現地生産比率（当該年度実績見込み）","業種別（平成14年度、平成13年度）","",""
"0003225739","企業行動に関するアンケート調査 上場企業","年度次","0","2022-12-01","0","該当なし","1280","2023-03-27","","00100402","企業行動に関するアンケート調査","00100","内閣府","6-2","６　海外現地生産比率と逆輸入比率（製造業のみ） 海外現地生産比率（当該年度実績見込み） 資本金規模別（令和２年度以前）","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","６　海外現地生産比率と逆輸入比率（製造業のみ）","海外現地生産比率（当該年度実績見込み）","資本金規模別（令和２年度以前）","",""
"0004001463","企業行動に関するアンケート調査 上場企業","年度次","0","2023-03-01","0","該当なし","96","2024-07-24","","00100402","企業行動に関するアンケート調査","00100","内閣府","6-2","６　海外現地生産比率と逆輸入比率（製造業のみ） 海外現地生産比率（当該年度実績見込み） 産業別（令和３年度以降）","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","６　海外現地生産比率と逆輸入比率（製造業のみ）","海外現地生産比率（当該年度実績見込み）","産業別（令和３年度以降）","",""
"0004001464","企業行動に関するアンケート調査 上場企業","年度次","0","2022-12-01","0","該当なし","528","2024-07-24","","00100402","企業行動に関するアンケート調査","00100","内閣府","6-2","６　海外現地生産比率と逆輸入比率（製造業のみ） 海外現地生産比率（当該年度実績見込み） 業種別（令和３年度以降）","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","６　海外現地生産比率と逆輸入比率（製造業のみ）","海外現地生産比率（当該年度実績見込み）","業種別（令和３年度以降）","",""
"0004001465","企業行動に関するアンケート調査 上場企業","年度次","0","2022-12-01","0","該当なし","64","2024-07-24","","00100402","企業行動に関するアンケート調査","00100","内閣府","6-2","６　海外現地生産比率と逆輸入比率（製造業のみ） 海外現地生産比率（当該年度実績見込み） 資本金規模別（令和３年度以降）","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","６　海外現地生産比率と逆輸入比率（製造業のみ）","海外現地生産比率（当該年度実績見込み）","資本金規模別（令和３年度以降）","",""
"0003225740","企業行動に関するアンケート調査 上場企業","年度次","0","2022-12-01","0","該当なし","1920","2023-03-27","","00100402","企業行動に関するアンケート調査","00100","内閣府","6-3","６　海外現地生産比率と逆輸入比率（製造業のみ） 海外現地生産比率（５年後の見通し） 産業別（令和２年度以前）","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","６　海外現地生産比率と逆輸入比率（製造業のみ）","海外現地生産比率（５年後の見通し）","産業別（令和２年度以前）","",""
"0003225741","企業行動に関するアンケート調査 上場企業","年度次","0","2022-12-01","0","該当なし","9616","2023-03-27","","00100402","企業行動に関するアンケート調査","00100","内閣府","6-3","６　海外現地生産比率と逆輸入比率（製造業のみ） 海外現地生産比率（５年後の見通し） 業種別（平成15年度以降令和２年度以前）","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","６　海外現地生産比率と逆輸入比率（製造業のみ）","海外現地生産比率（５年後の見通し）","業種別（平成15年度以降令和２年度以前）","",""
"0003225742","企業行動に関するアンケート調査 上場企業","年度次","0","2018-10-31","0","該当なし","960","2023-03-27","","00100402","企業行動に関するアンケート調査","00100","内閣府","6-3","６　海外現地生産比率と逆輸入比率（製造業のみ） 海外現地生産比率（５年後の見通し） 業種別（平成14年度、平成13年度）","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","６　海外現地生産比率と逆輸入比率（製造業のみ）","海外現地生産比率（５年後の見通し）","業種別（平成14年度、平成13年度）","",""
"0003225743","企業行動に関するアンケート調査 上場企業","年度次","0","2022-12-01","0","該当なし","1280","2023-03-27","","00100402","企業行動に関するアンケート調査","00100","内閣府","6-3","６　海外現地生産比率と逆輸入比率（製造業のみ） 海外現地生産比率（５年後の見通し） 資本金規模別（令和２年度以前）","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","６　海外現地生産比率と逆輸入比率（製造業のみ）","海外現地生産比率（５年後の見通し）","資本金規模別（令和２年度以前）","",""
"0004001466","企業行動に関するアンケート調査 上場企業","年度次","0","2023-03-01","0","該当なし","96","2024-07-24","","00100402","企業行動に関するアンケート調査","00100","内閣府","6-3","６　海外現地生産比率と逆輸入比率（製造業のみ） 海外現地生産比率（５年後の見通し） 産業別（令和３年度以降）","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","６　海外現地生産比率と逆輸入比率（製造業のみ）","海外現地生産比率（５年後の見通し）","産業別（令和３年度以降）","",""
"0004001467","企業行動に関するアンケート調査 上場企業","年度次","0","2022-12-01","0","該当なし","528","2024-07-24","","00100402","企業行動に関するアンケート調査","00100","内閣府","6-3","６　海外現地生産比率と逆輸入比率（製造業のみ） 海外現地生産比率（５年後の見通し） 業種別（令和３年度以降）","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","６　海外現地生産比率と逆輸入比率（製造業のみ）","海外現地生産比率（５年後の見通し）","業種別（令和３年度以降）","",""
"0004001468","企業行動に関するアンケート調査 上場企業","年度次","0","2022-12-01","0","該当なし","64","2024-07-24","","00100402","企業行動に関するアンケート調査","00100","内閣府","6-3","６　海外現地生産比率と逆輸入比率（製造業のみ） 海外現地生産比率（５年後の見通し） 資本金規模別（令和３年度以降）","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","６　海外現地生産比率と逆輸入比率（製造業のみ）","海外現地生産比率（５年後の見通し）","資本金規模別（令和３年度以降）","",""
"0003225744","企業行動に関するアンケート調査 上場企業","年度次","0","2023-03-01","0","該当なし","1638","2024-07-24","","00100402","企業行動に関するアンケート調査","00100","内閣府","6-4","６　海外現地生産比率と逆輸入比率（製造業のみ） 海外現地生産比率（当該年度実績見込みと５年後の見通しとの差） 産業別","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","６　海外現地生産比率と逆輸入比率（製造業のみ）","海外現地生産比率（当該年度実績見込みと５年後の見通しとの差）","産業別","",""
"0003225745","企業行動に関するアンケート調査 上場企業","年度次","0","2022-12-01","0","該当なし","8242","2024-07-24","","00100402","企業行動に関するアンケート調査","00100","内閣府","6-4","６　海外現地生産比率と逆輸入比率（製造業のみ） 海外現地生産比率（当該年度実績見込みと５年後の見通しとの差） 業種別（平成15年度以降）","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","６　海外現地生産比率と逆輸入比率（製造業のみ）","海外現地生産比率（当該年度実績見込みと５年後の見通しとの差）","業種別（平成15年度以降）","",""
"0003225746","企業行動に関するアンケート調査 上場企業","年度次","0","2018-10-31","0","該当なし","780","2023-03-27","","00100402","企業行動に関するアンケート調査","00100","内閣府","6-4","６　海外現地生産比率と逆輸入比率（製造業のみ） 海外現地生産比率（当該年度実績見込みと５年後の見通しとの差） 業種別（平成14年度、平成13年度）","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","６　海外現地生産比率と逆輸入比率（製造業のみ）","海外現地生産比率（当該年度実績見込みと５年後の見通しとの差）","業種別（平成14年度、平成13年度）","",""
"0003225747","企業行動に関するアンケート調査 上場企業","年度次","0","2022-12-01","0","該当なし","1092","2024-07-24","","00100402","企業行動に関するアンケート調査","00100","内閣府","6-4","６　海外現地生産比率と逆輸入比率（製造業のみ） 海外現地生産比率（当該年度実績見込みと５年後の見通しとの差） 資本金規模別","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","６　海外現地生産比率と逆輸入比率（製造業のみ）","海外現地生産比率（当該年度実績見込みと５年後の見通しとの差）","資本金規模別","",""
"0003225748","企業行動に関するアンケート調査 上場企業","年度次","0","2022-12-01","0","該当なし","1920","2023-03-27","","00100402","企業行動に関するアンケート調査","00100","内閣府","6-5","６　海外現地生産比率と逆輸入比率（製造業のみ） 逆輸入比率（前年度実績） 産業別","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","６　海外現地生産比率と逆輸入比率（製造業のみ）","逆輸入比率（前年度実績）","産業別","",""
"0003225749","企業行動に関するアンケート調査 上場企業","年度次","0","2022-12-01","0","該当なし","9616","2024-07-24","","00100402","企業行動に関するアンケート調査","00100","内閣府","6-5","６　海外現地生産比率と逆輸入比率（製造業のみ） 逆輸入比率（前年度実績） 業種別（平成15年度以降）","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","６　海外現地生産比率と逆輸入比率（製造業のみ）","逆輸入比率（前年度実績）","業種別（平成15年度以降）","",""
"0003225750","企業行動に関するアンケート調査 上場企業","年度次","0","2018-10-31","0","該当なし","960","2023-03-27","","00100402","企業行動に関するアンケート調査","00100","内閣府","6-5","６　海外現地生産比率と逆輸入比率（製造業のみ） 逆輸入比率（前年度実績） 業種別（平成14年度、平成13年度）","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","６　海外現地生産比率と逆輸入比率（製造業のみ）","逆輸入比率（前年度実績）","業種別（平成14年度、平成13年度）","",""
"0003225751","企業行動に関するアンケート調査 上場企業","年度次","0","2022-12-01","0","該当なし","1280","2023-03-27","","00100402","企業行動に関するアンケート調査","00100","内閣府","6-5","６　海外現地生産比率と逆輸入比率（製造業のみ） 逆輸入比率（前年度実績） 資本金規模別","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","６　海外現地生産比率と逆輸入比率（製造業のみ）","逆輸入比率（前年度実績）","資本金規模別","",""
"0003225752","企業行動に関するアンケート調査 上場企業","年度次","0","2022-12-01","0","該当なし","1920","2023-03-27","","00100402","企業行動に関するアンケート調査","00100","内閣府","6-6","６　海外現地生産比率と逆輸入比率（製造業のみ） 逆輸入比率（当該年度実績見込み） 産業別","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","６　海外現地生産比率と逆輸入比率（製造業のみ）","逆輸入比率（当該年度実績見込み）","産業別","",""
"0003225753","企業行動に関するアンケート調査 上場企業","年度次","0","2022-12-01","0","該当なし","9616","2023-03-27","","00100402","企業行動に関するアンケート調査","00100","内閣府","6-6","６　海外現地生産比率と逆輸入比率（製造業のみ） 逆輸入比率（当該年度実績見込み） 業種別（平成15年度以降）","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","６　海外現地生産比率と逆輸入比率（製造業のみ）","逆輸入比率（当該年度実績見込み）","業種別（平成15年度以降）","",""
"0003225754","企業行動に関するアンケート調査 上場企業","年度次","0","2018-10-31","0","該当なし","960","2023-03-27","","00100402","企業行動に関するアンケート調査","00100","内閣府","6-6","６　海外現地生産比率と逆輸入比率（製造業のみ） 逆輸入比率（当該年度実績見込み） 業種別（平成14年度、平成13年度）","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","６　海外現地生産比率と逆輸入比率（製造業のみ）","逆輸入比率（当該年度実績見込み）","業種別（平成14年度、平成13年度）","",""
"0003225755","企業行動に関するアンケート調査 上場企業","年度次","0","2022-12-01","0","該当なし","1280","2023-03-27","","00100402","企業行動に関するアンケート調査","00100","内閣府","6-6","６　海外現地生産比率と逆輸入比率（製造業のみ） 逆輸入比率（当該年度実績見込み） 資本金規模別","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","６　海外現地生産比率と逆輸入比率（製造業のみ）","逆輸入比率（当該年度実績見込み）","資本金規模別","",""
"0003225756","企業行動に関するアンケート調査 上場企業","年度次","0","2022-12-01","0","該当なし","1920","2023-03-27","","00100402","企業行動に関するアンケート調査","00100","内閣府","6-7","６　海外現地生産比率と逆輸入比率（製造業のみ） 逆輸入比率（５年後の見通し） 産業別","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","６　海外現地生産比率と逆輸入比率（製造業のみ）","逆輸入比率（５年後の見通し）","産業別","",""
"0003225757","企業行動に関するアンケート調査 上場企業","年度次","0","2022-12-01","0","該当なし","9616","2023-03-27","","00100402","企業行動に関するアンケート調査","00100","内閣府","6-7","６　海外現地生産比率と逆輸入比率（製造業のみ） 逆輸入比率（５年後の見通し） 業種別（平成15年度以降）","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","６　海外現地生産比率と逆輸入比率（製造業のみ）","逆輸入比率（５年後の見通し）","業種別（平成15年度以降）","",""
"0003225758","企業行動に関するアンケート調査 上場企業","年度次","0","2018-10-31","0","該当なし","960","2023-03-27","","00100402","企業行動に関するアンケート調査","00100","内閣府","6-7","６　海外現地生産比率と逆輸入比率（製造業のみ） 逆輸入比率（５年後の見通し） 業種別（平成14年度、平成13年度）","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","６　海外現地生産比率と逆輸入比率（製造業のみ）","逆輸入比率（５年後の見通し）","業種別（平成14年度、平成13年度）","",""
"0003225759","企業行動に関するアンケート調査 上場企業","年度次","0","2022-12-01","0","該当なし","1280","2023-03-27","","00100402","企業行動に関するアンケート調査","00100","内閣府","6-7","６　海外現地生産比率と逆輸入比率（製造業のみ） 逆輸入比率（５年後の見通し） 資本金規模別","07","企業・家計・経済","01","企業活動","企業行動に関するアンケート調査","上場企業","６　海外現地生産比率と逆輸入比率（製造業のみ）","逆輸入比率（５年後の見通し）","資本金規模別","",""
