"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_SUB_CATEGORY1","TITLE_SPEC.TABLE_SUB_CATEGORY2"
"0003128079","（概要）薬事工業生産動態統計調査","年次","201501-201512","2017-12-11","0","該当なし","216","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","17","概要 腫瘍用薬の生産金額","05","鉱工業","02","製造業","（概要）薬事工業生産動態統計調査","","腫瘍用薬の生産金額","概要","",""
"0003128085","（概要）薬事工業生産動態統計調査","年次","200401-200412","2017-12-11","0","該当なし","154","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","17","概要 体外診断用医薬品の生産金額 平成16年以前","05","鉱工業","02","製造業","（概要）薬事工業生産動態統計調査","","体外診断用医薬品の生産金額","概要","平成16年以前",""
"0003128117","（概要）薬事工業生産動態統計調査","年次","201501-201512","2017-12-11","0","該当なし","160","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","17","概要 ホルモン剤の生産金額","05","鉱工業","02","製造業","（概要）薬事工業生産動態統計調査","","ホルモン剤の生産金額","概要","",""
"0003128136","（概要）薬事工業生産動態統計調査","年次","200901-200912","2017-12-11","0","該当なし","144","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","18","概要 呼吸器官用薬の生産金額","05","鉱工業","02","製造業","（概要）薬事工業生産動態統計調査","","呼吸器官用薬の生産金額","概要","",""
"0003128177","（概要）薬事工業生産動態統計調査","年次","200401-200412","2017-12-11","0","該当なし","144","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","18","概要 呼吸器官用薬の生産金額 平成16年以前","05","鉱工業","02","製造業","（概要）薬事工業生産動態統計調査","","呼吸器官用薬の生産金額","概要","平成16年以前",""
"0003195800","（概要）薬事工業生産動態統計調査","年次","201501-201512","2017-12-11","0","該当なし","12","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","18","概要 漢方製剤の生産金額","05","鉱工業","02","製造業","（概要）薬事工業生産動態統計調査","","漢方製剤の生産金額","概要","",""
"0003128098","（概要）薬事工業生産動態統計調査","年次","201501-201512","2017-12-11","0","該当なし","588","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","19","概要 医薬品剤型分類別生産金額","05","鉱工業","02","製造業","（概要）薬事工業生産動態統計調査","","医薬品剤型分類別生産金額","概要","",""
"0003128140","（概要）薬事工業生産動態統計調査","年次","200401-200412","2017-12-11","0","該当なし","198","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","19","概要 滋養強壮薬の生産金額 平成16年以前","05","鉱工業","02","製造業","（概要）薬事工業生産動態統計調査","","滋養強壮薬の生産金額","概要","平成16年以前",""
"0003128178","（概要）薬事工業生産動態統計調査","年次","200201-200212","2017-12-11","0","該当なし","36","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","19","概要 腫瘍用薬の生産金額 平成14年（概要）","05","鉱工業","02","製造業","（概要）薬事工業生産動態統計調査","","腫瘍用薬の生産金額","概要","平成14年（概要）",""
"0003128113","（概要）薬事工業生産動態統計調査","年次","201501-201512","2017-12-11","0","該当なし","1134","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","2","概要 医薬品薬効大分類別生産金額","05","鉱工業","02","製造業","（概要）薬事工業生産動態統計調査","","医薬品薬効大分類別生産金額","概要","",""
"0003128243","（概要）薬事工業生産動態統計調査","年次","200401-200412","2017-12-11","0","該当なし","594","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","2","概要 医薬品薬効大分類別生産金額 平成16年以前","05","鉱工業","02","製造業","（概要）薬事工業生産動態統計調査","","医薬品薬効大分類別生産金額","概要","平成16年以前",""
"0003128263","（概要）薬事工業生産動態統計調査","年次","200401-200412","2017-12-11","0","該当なし","308","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","20","概要 医薬品剤型分類別生産金額 平成16年以前","05","鉱工業","02","製造業","（概要）薬事工業生産動態統計調査","","医薬品剤型分類別生産金額","概要","平成16年以前",""
"0003139163","（概要）薬事工業生産動態統計調査","年次","201501-201512","2017-12-11","0","該当なし","294","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","20","概要 医薬品用途区分別生産金額","05","鉱工業","02","製造業","（概要）薬事工業生産動態統計調査","","医薬品用途区分別生産金額","概要","",""
"0003139094","（概要）薬事工業生産動態統計調査","年次","200401-200412","2017-12-11","0","該当なし","154","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","21","概要 医薬品用途区分別生産金額 平成16年以前","05","鉱工業","02","製造業","（概要）薬事工業生産動態統計調査","","医薬品用途区分別生産金額","概要","平成16年以前",""
"0003139105","（概要）薬事工業生産動態統計調査","年次","201501-201512","2017-12-11","0","該当なし","4158","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","21","概要 医薬品薬効大分類別用途区分別生産金額","05","鉱工業","02","製造業","（概要）薬事工業生産動態統計調査","","医薬品薬効大分類別用途区分別生産金額","概要","",""
"0003128265","（概要）薬事工業生産動態統計調査","年次","200401-200412","2017-12-11","0","該当なし","528","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","22","概要 薬効分類別医療用医薬品生産金額 平成16年以前","05","鉱工業","02","製造業","（概要）薬事工業生産動態統計調査","","薬効分類別医療用医薬品生産金額","概要","平成16年以前",""
"0003139126","（概要）薬事工業生産動態統計調査","年次","201501-201512","2017-12-11","0","該当なし","2016","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","22","概要 都道府県別医薬品生産金額","05","鉱工業","02","製造業","（概要）薬事工業生産動態統計調査","","都道府県別医薬品生産金額","概要","",""
"0003128099","（概要）薬事工業生産動態統計調査","年次","201501-201512","2017-12-11","0","該当なし","176","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","23","概要 従業者規模別製造所数（月平均）","05","鉱工業","02","製造業","（概要）薬事工業生産動態統計調査","","従業者規模別製造所数（月平均）","概要","",""
"0003128150","（概要）薬事工業生産動態統計調査","年次","200401-200412","2017-12-11","0","該当なし","374","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","23","概要 薬効分類別その他の医薬品生産金額 平成16年以前","05","鉱工業","02","製造業","（概要）薬事工業生産動態統計調査","","薬効分類別その他の医薬品生産金額","概要","平成16年以前",""
"0003128119","（概要）薬事工業生産動態統計調査","年次","201501-201512","2017-12-11","0","該当なし","176","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","24","概要 従業者規模別生産金額（月平均）","05","鉱工業","02","製造業","（概要）薬事工業生産動態統計調査","","従業者規模別生産金額（月平均）","概要","",""
"0003128223","（概要）薬事工業生産動態統計調査","年次","200401-200412","2017-12-11","0","該当なし","374","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","24","概要 薬効分類別一般用医薬品生産金額 平成16年以前","05","鉱工業","02","製造業","（概要）薬事工業生産動態統計調査","","薬効分類別一般用医薬品生産金額","概要","平成16年以前",""
"0003128081","（概要）薬事工業生産動態統計調査","年次","201501-201512","2017-12-11","0","該当なし","198","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","25","概要 生産規模別製造所数及び生産金額 製造所数（月平均）","05","鉱工業","02","製造業","（概要）薬事工業生産動態統計調査","","生産規模別製造所数及び生産金額","概要","製造所数（月平均）",""
"0003128138","（概要）薬事工業生産動態統計調査","年次","201501-201512","2017-12-11","0","該当なし","198","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","25","概要 生産規模別製造所数及び生産金額 生産金額","05","鉱工業","02","製造業","（概要）薬事工業生産動態統計調査","","生産規模別製造所数及び生産金額","概要","生産金額",""
"0003128266","（概要）薬事工業生産動態統計調査","年次","200401-200412","2017-12-11","0","該当なし","286","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","25","概要 薬効分類別配置用家庭薬生産金額 平成16年以前","05","鉱工業","02","製造業","（概要）薬事工業生産動態統計調査","","薬効分類別配置用家庭薬生産金額","概要","平成16年以前",""
"0003128910","（概要）薬事工業生産動態統計調査","年次","200801-200812","2017-12-11","0","該当なし","5","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","26","概要 医薬品輸出金額の推移 平成20年 指数(平成16年=100)","05","鉱工業","02","製造業","（概要）薬事工業生産動態統計調査","","医薬品輸出金額の推移","概要","平成20年","指数(平成16年=100)"
"0003128939","（概要）薬事工業生産動態統計調査","年次","200601-200612","2017-12-11","0","該当なし","5","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","26","概要 医薬品輸出金額の推移 平成18年 指数(平成14年=100)","05","鉱工業","02","製造業","（概要）薬事工業生産動態統計調査","","医薬品輸出金額の推移","概要","平成18年","指数(平成14年=100)"
"0003128940","（概要）薬事工業生産動態統計調査","年次","200501-200512","2017-12-11","0","該当なし","5","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","26","概要 医薬品輸出金額の推移 平成17年 指数(平成13年=100)","05","鉱工業","02","製造業","（概要）薬事工業生産動態統計調査","","医薬品輸出金額の推移","概要","平成17年","指数(平成13年=100)"
"0003128973","（概要）薬事工業生産動態統計調査","年次","201501-201512","2017-12-11","0","該当なし","45","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","26","概要 医薬品輸出金額の推移 輸出金額・対前年増減額・対前年増減比率","05","鉱工業","02","製造業","（概要）薬事工業生産動態統計調査","","医薬品輸出金額の推移","概要","輸出金額・対前年増減額・対前年増減比率",""
"0003128974","（概要）薬事工業生産動態統計調査","年次","201301-201312","2017-12-11","0","該当なし","5","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","26","概要 医薬品輸出金額の推移 平成25年 指数(平成21年=100)","05","鉱工業","02","製造業","（概要）薬事工業生産動態統計調査","","医薬品輸出金額の推移","概要","平成25年","指数(平成21年=100)"
"0003128975","（概要）薬事工業生産動態統計調査","年次","201201-201212","2017-12-11","0","該当なし","5","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","26","概要 医薬品輸出金額の推移 平成24年 指数(平成20年=100)","05","鉱工業","02","製造業","（概要）薬事工業生産動態統計調査","","医薬品輸出金額の推移","概要","平成24年","指数(平成20年=100)"
"0003128976","（概要）薬事工業生産動態統計調査","年次","201001-201012","2017-12-11","0","該当なし","5","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","26","概要 医薬品輸出金額の推移 平成22年 指数(平成18年=100)","05","鉱工業","02","製造業","（概要）薬事工業生産動態統計調査","","医薬品輸出金額の推移","概要","平成22年","指数(平成18年=100)"
"0003128977","（概要）薬事工業生産動態統計調査","年次","200701-200712","2017-12-11","0","該当なし","5","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","26","概要 医薬品輸出金額の推移 平成19年 指数(平成15年=100)","05","鉱工業","02","製造業","（概要）薬事工業生産動態統計調査","","医薬品輸出金額の推移","概要","平成19年","指数(平成15年=100)"
"0003128993","（概要）薬事工業生産動態統計調査","年次","201101-201112","2017-12-11","0","該当なし","5","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","26","概要 医薬品輸出金額の推移 平成23年 指数(平成19年=100)","05","鉱工業","02","製造業","（概要）薬事工業生産動態統計調査","","医薬品輸出金額の推移","概要","平成23年","指数(平成19年=100)"
"0003129013","（概要）薬事工業生産動態統計調査","年次","200901-200912","2017-12-11","0","該当なし","5","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","26","概要 医薬品輸出金額の推移 平成21年 指数(平成17年=100)","05","鉱工業","02","製造業","（概要）薬事工業生産動態統計調査","","医薬品輸出金額の推移","概要","平成21年","指数(平成17年=100)"
"0003139115","（概要）薬事工業生産動態統計調査","年次","200401-200412","2017-12-11","0","該当なし","1890","2019-02-18","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","26","概要 医薬品薬効大分類別用途区分別生産金額 平成16年以前","05","鉱工業","02","製造業","（概要）薬事工業生産動態統計調査","","医薬品薬効大分類別用途区分別生産金額","概要","平成16年以前",""
"0003176580","（概要）薬事工業生産動態統計調査","年次","201401-201412","2017-12-11","0","該当なし","5","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","26","概要 医薬品輸出金額の推移 平成26年 指数(平成22年=100)","05","鉱工業","02","製造業","（概要）薬事工業生産動態統計調査","","医薬品輸出金額の推移","概要","平成26年","指数(平成22年=100)"
"0003195742","（概要）薬事工業生産動態統計調査","年次","201501-201512","2017-12-11","0","該当なし","5","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","26","概要 医薬品輸出金額の推移 平成27年 指数(平成23年=100)","05","鉱工業","02","製造業","（概要）薬事工業生産動態統計調査","","医薬品輸出金額の推移","概要","平成27年","指数(平成23年=100)"
"0003128267","（概要）薬事工業生産動態統計調査","年次","200401-200412","2017-12-11","0","該当なし","154","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","27","概要 医薬品製造区分別生産金額 平成16年以前","05","鉱工業","02","製造業","（概要）薬事工業生産動態統計調査","","医薬品製造区分別生産金額","概要","平成16年以前",""
"0003139106","（概要）薬事工業生産動態統計調査","年次","201201-201212","2017-12-11","0","該当なし","45","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","27","概要 医薬品州別輸出金額の推移 平成24年 指数(平成20年=100)","05","鉱工業","02","製造業","（概要）薬事工業生産動態統計調査","","医薬品州別輸出金額の推移","概要","平成24年","指数(平成20年=100)"
"0003139107","（概要）薬事工業生産動態統計調査","年次","200801-200812","2017-12-11","0","該当なし","45","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","27","概要 医薬品州別輸出金額の推移 平成20年 指数(平成16年=100)","05","鉱工業","02","製造業","（概要）薬事工業生産動態統計調査","","医薬品州別輸出金額の推移","概要","平成20年","指数(平成16年=100)"
"0003139127","（概要）薬事工業生産動態統計調査","年次","201101-201112","2017-12-11","0","該当なし","45","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","27","概要 医薬品州別輸出金額の推移 平成23年 指数(平成19年=100)","05","鉱工業","02","製造業","（概要）薬事工業生産動態統計調査","","医薬品州別輸出金額の推移","概要","平成23年","指数(平成19年=100)"
"0003139128","（概要）薬事工業生産動態統計調査","年次","200701-200712","2017-12-11","0","該当なし","45","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","27","概要 医薬品州別輸出金額の推移 平成19年 指数(平成15年=100)","05","鉱工業","02","製造業","（概要）薬事工業生産動態統計調査","","医薬品州別輸出金額の推移","概要","平成19年","指数(平成15年=100)"
"0003139145","（概要）薬事工業生産動態統計調査","年次","201501-201512","2017-12-11","0","該当なし","135","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","27","概要 医薬品州別輸出金額の推移 輸出金額","05","鉱工業","02","製造業","（概要）薬事工業生産動態統計調査","","医薬品州別輸出金額の推移","概要","輸出金額",""
"0003139146","（概要）薬事工業生産動態統計調査","年次","201001-201012","2017-12-11","0","該当なし","45","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","27","概要 医薬品州別輸出金額の推移 平成22年 指数(平成18年=100)","05","鉱工業","02","製造業","（概要）薬事工業生産動態統計調査","","医薬品州別輸出金額の推移","概要","平成22年","指数(平成18年=100)"
"0003139147","（概要）薬事工業生産動態統計調査","年次","200601-200612","2017-12-11","0","該当なし","45","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","27","概要 医薬品州別輸出金額の推移 平成18年 指数(平成14年=100)","05","鉱工業","02","製造業","（概要）薬事工業生産動態統計調査","","医薬品州別輸出金額の推移","概要","平成18年","指数(平成14年=100)"
"0003139164","（概要）薬事工業生産動態統計調査","年次","201301-201312","2017-12-11","0","該当なし","45","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","27","概要 医薬品州別輸出金額の推移 平成25年 指数(平成21年=100)","05","鉱工業","02","製造業","（概要）薬事工業生産動態統計調査","","医薬品州別輸出金額の推移","概要","平成25年","指数(平成21年=100)"
"0003139165","（概要）薬事工業生産動態統計調査","年次","200901-200912","2017-12-11","0","該当なし","45","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","27","概要 医薬品州別輸出金額の推移 平成21年 指数(平成17年=100)","05","鉱工業","02","製造業","（概要）薬事工業生産動態統計調査","","医薬品州別輸出金額の推移","概要","平成21年","指数(平成17年=100)"
"0003139166","（概要）薬事工業生産動態統計調査","年次","200501-200512","2017-12-11","0","該当なし","45","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","27","概要 医薬品州別輸出金額の推移 平成17年 指数(平成13年=100)","05","鉱工業","02","製造業","（概要）薬事工業生産動態統計調査","","医薬品州別輸出金額の推移","概要","平成17年","指数(平成13年=100)"
"0003176600","（概要）薬事工業生産動態統計調査","年次","201401-201412","2017-12-11","0","該当なし","45","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","27","概要 医薬品州別輸出金額の推移 平成26年 指数(平成22年=100)","05","鉱工業","02","製造業","（概要）薬事工業生産動態統計調査","","医薬品州別輸出金額の推移","概要","平成26年","指数(平成22年=100)"
"0003195820","（概要）薬事工業生産動態統計調査","年次","201501-201512","2017-12-11","0","該当なし","45","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","27","概要 医薬品州別輸出金額の推移 平成27年 指数(平成23年=100)","05","鉱工業","02","製造業","（概要）薬事工業生産動態統計調査","","医薬品州別輸出金額の推移","概要","平成27年","指数(平成23年=100)"
"0003139108","（概要）薬事工業生産動態統計調査","年次","201501-201512","2017-12-11","0","該当なし","264","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","28","概要 医薬品主要国別輸出金額","05","鉱工業","02","製造業","（概要）薬事工業生産動態統計調査","","医薬品主要国別輸出金額","概要","",""
"0003139134","（概要）薬事工業生産動態統計調査","年次","200401-200412","2017-12-11","0","該当なし","1056","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","28","概要 都道府県別医薬品生産金額 平成16年以前","05","鉱工業","02","製造業","（概要）薬事工業生産動態統計調査","","都道府県別医薬品生産金額","概要","平成16年以前",""
"0003128387","（概要）薬事工業生産動態統計調査","年次","201501-201512","2017-12-11","0","該当なし","484","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","29","概要 医療用医薬品薬効中分類別主要国別輸出金額","05","鉱工業","02","製造業","（概要）薬事工業生産動態統計調査","","医療用医薬品薬効中分類別主要国別輸出金額","概要","",""
"0003139153","（概要）薬事工業生産動態統計調査","年次","200401-200412","2017-12-11","0","該当なし","2400","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","29","概要 都道府県別用途区分別医薬品生産金額 平成16年以前","05","鉱工業","02","製造業","（概要）薬事工業生産動態統計調査","","都道府県別用途区分別医薬品生産金額","概要","平成16年以前",""
"0003128031","（概要）薬事工業生産動態統計調査","年次","200401-200412","2017-12-11","0","該当なし","1278","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","3","概要 医薬品薬効中分類別生産金額 平成16年以前","05","鉱工業","02","製造業","（概要）薬事工業生産動態統計調査","","医薬品薬効中分類別生産金額","概要","平成16年以前",""
"0003128075","（概要）薬事工業生産動態統計調査","年次","201501-201512","2017-12-11","0","該当なし","2254","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","3","概要 医薬品薬効中分類別生産金額","05","鉱工業","02","製造業","（概要）薬事工業生産動態統計調査","","医薬品薬効中分類別生産金額","概要","",""
"0003128370","（概要）薬事工業生産動態統計調査","年次","201201-201212","2017-12-11","0","該当なし","5","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","30","概要 医薬品輸入金額の推移 平成24年 指数(平成20年=100)","05","鉱工業","02","製造業","（概要）薬事工業生産動態統計調査","","医薬品輸入金額の推移","概要","平成24年","指数(平成20年=100)"
"0003128371","（概要）薬事工業生産動態統計調査","年次","200801-200812","2017-12-11","0","該当なし","5","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","30","概要 医薬品輸入金額の推移 平成20年 指数(平成16年=100)","05","鉱工業","02","製造業","（概要）薬事工業生産動態統計調査","","医薬品輸入金額の推移","概要","平成20年","指数(平成16年=100)"
"0003128388","（概要）薬事工業生産動態統計調査","年次","201101-201112","2017-12-11","0","該当なし","5","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","30","概要 医薬品輸入金額の推移 平成23年 指数(平成19年=100)","05","鉱工業","02","製造業","（概要）薬事工業生産動態統計調査","","医薬品輸入金額の推移","概要","平成23年","指数(平成19年=100)"
"0003128389","（概要）薬事工業生産動態統計調査","年次","200701-200712","2017-12-11","0","該当なし","5","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","30","概要 医薬品輸入金額の推移 平成19年 指数(平成15年=100)","05","鉱工業","02","製造業","（概要）薬事工業生産動態統計調査","","医薬品輸入金額の推移","概要","平成19年","指数(平成15年=100)"
"0003128408","（概要）薬事工業生産動態統計調査","年次","201301-201312","2017-12-11","0","該当なし","5","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","30","概要 医薬品輸入金額の推移 平成25年 指数(平成21年=100)","05","鉱工業","02","製造業","（概要）薬事工業生産動態統計調査","","医薬品輸入金額の推移","概要","平成25年","指数(平成21年=100)"
"0003128409","（概要）薬事工業生産動態統計調査","年次","200901-200912","2017-12-11","0","該当なし","5","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","30","概要 医薬品輸入金額の推移 平成21年 指数(平成17年=100)","05","鉱工業","02","製造業","（概要）薬事工業生産動態統計調査","","医薬品輸入金額の推移","概要","平成21年","指数(平成17年=100)"
"0003128410","（概要）薬事工業生産動態統計調査","年次","200501-200512","2017-12-11","0","該当なし","5","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","30","概要 医薬品輸入金額の推移 平成17年 指数(平成13年=100","05","鉱工業","02","製造業","（概要）薬事工業生産動態統計調査","","医薬品輸入金額の推移","概要","平成17年","指数(平成13年=100"
"0003128421","（概要）薬事工業生産動態統計調査","年次","201501-201512","2017-12-11","0","該当なし","45","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","30","概要 医薬品輸入金額の推移 輸入金額・対前年増減額・対前年増減比率","05","鉱工業","02","製造業","（概要）薬事工業生産動態統計調査","","医薬品輸入金額の推移","概要","輸入金額・対前年増減額・対前年増減比率",""
"0003128422","（概要）薬事工業生産動態統計調査","年次","201001-201012","2017-12-11","0","該当なし","5","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","30","概要 医薬品輸入金額の推移 平成22年 指数(平成18年=100)","05","鉱工業","02","製造業","（概要）薬事工業生産動態統計調査","","医薬品輸入金額の推移","概要","平成22年","指数(平成18年=100)"
"0003128423","（概要）薬事工業生産動態統計調査","年次","200601-200612","2017-12-11","0","該当なし","5","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","30","概要 医薬品輸入金額の推移 平成18年 指数(平成14年=100)","05","鉱工業","02","製造業","（概要）薬事工業生産動態統計調査","","医薬品輸入金額の推移","概要","平成18年","指数(平成14年=100)"
"0003139095","（概要）薬事工業生産動態統計調査","年次","200401-200412","2017-12-11","0","該当なし","108","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","30","概要 主要都道府県別医薬品生産金額の推移 平成16年以前 生産金額","05","鉱工業","02","製造業","（概要）薬事工業生産動態統計調査","","主要都道府県別医薬品生産金額の推移","概要","平成16年以前","生産金額"
"0003139096","（概要）薬事工業生産動態統計調査","年次","200101-200112","2017-12-11","0","該当なし","60","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","30","概要 主要都道府県別医薬品生産金額の推移 平成13年（概要） 指数(平成9年=100)","05","鉱工業","02","製造業","（概要）薬事工業生産動態統計調査","","主要都道府県別医薬品生産金額の推移","概要","平成13年（概要）","指数(平成9年=100)"
"0003139116","（概要）薬事工業生産動態統計調査","年次","200401-200412","2017-12-11","0","該当なし","60","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","30","概要 主要都道府県別医薬品生産金額の推移 平成16年 指数(平成12年=100)","05","鉱工業","02","製造業","（概要）薬事工業生産動態統計調査","","主要都道府県別医薬品生産金額の推移","概要","平成16年","指数(平成12年=100)"
"0003139117","（概要）薬事工業生産動態統計調査","年次","200001-200012","2017-12-11","0","該当なし","60","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","30","概要 主要都道府県別医薬品生産金額の推移 平成12年（概要） 指数(平成8年=100)","05","鉱工業","02","製造業","（概要）薬事工業生産動態統計調査","","主要都道府県別医薬品生産金額の推移","概要","平成12年（概要）","指数(平成8年=100)"
"0003139135","（概要）薬事工業生産動態統計調査","年次","200301-200312","2017-12-11","0","該当なし","60","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","30","概要 主要都道府県別医薬品生産金額の推移 平成15年 指数(平成11年=100)","05","鉱工業","02","製造業","（概要）薬事工業生産動態統計調査","","主要都道府県別医薬品生産金額の推移","概要","平成15年","指数(平成11年=100)"
"0003139154","（概要）薬事工業生産動態統計調査","年次","200201-200212","2017-12-11","0","該当なし","60","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","30","概要 主要都道府県別医薬品生産金額の推移 平成14年（概要） 指数(平成10年=100)","05","鉱工業","02","製造業","（概要）薬事工業生産動態統計調査","","主要都道府県別医薬品生産金額の推移","概要","平成14年（概要）","指数(平成10年=100)"
"0003176640","（概要）薬事工業生産動態統計調査","年次","201401-201412","2017-12-11","0","該当なし","5","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","30","概要 医薬品輸入金額の推移 平成26年 指数(平成22年=100)","05","鉱工業","02","製造業","（概要）薬事工業生産動態統計調査","","医薬品輸入金額の推移","概要","平成26年","指数(平成22年=100)"
"0003195840","（概要）薬事工業生産動態統計調査","年次","201501-201512","2017-12-11","0","該当なし","5","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","30","概要 医薬品輸入金額の推移 平成27年 指数(平成23年=100)","05","鉱工業","02","製造業","（概要）薬事工業生産動態統計調査","","医薬品輸入金額の推移","概要","平成27年","指数(平成23年=100)"
"0003129146","（概要）薬事工業生産動態統計調査","年次","200401-200412","2017-12-11","0","該当なし","36","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","31","概要 性別従業者数（月平均） 平成16年以前","05","鉱工業","02","製造業","（概要）薬事工業生産動態統計調査","","性別従業者数（月平均）","概要","平成16年以前",""
"0003139129","（概要）薬事工業生産動態統計調査","年次","201501-201512","2017-12-11","0","該当なし","198","2019-02-19","","00450151","薬事工業生産動態統計調査","00450","厚生労働省","31","概要 医薬品州別輸入金額の推移","05","鉱工業","02","製造業","（概要）薬事工業生産動態統計調査","","医薬品州別輸入金額の推移","概要","",""
