"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_EXPLANATION","TITLE_SPEC.TABLE_SUB_CATEGORY1","TITLE_SPEC.TABLE_SUB_CATEGORY2","TITLE"
"0001876643","野生鳥獣資源利用実態調査 確報 平成30年度野生鳥獣資源利用実態調査","年度次","201904-202003","2021-08-31","0","該当なし","32","2025-03-04","","00500248","野生鳥獣資源利用実態調査","00500","農林水産省","1-2","野生鳥獣資源利用実態調査 食肉処理施設の解体実績等（全国） 鳥獣種別の捕獲方法別解体頭・羽数","04","農林水産業","02","畜産業","野生鳥獣資源利用実態調査","確報","平成30年度野生鳥獣資源利用実態調査","野生鳥獣資源利用実態調査","食肉処理施設の解体実績等（全国）","","鳥獣種別の捕獲方法別解体頭・羽数","",""
"0001876644","野生鳥獣資源利用実態調査 確報 平成30年度野生鳥獣資源利用実態調査","年度次","201904-202003","2021-08-31","0","該当なし","8","2025-03-04","","00500248","野生鳥獣資源利用実態調査","00500","農林水産省","1-2","野生鳥獣資源利用実態調査 食肉処理施設の解体実績等（全国） 鳥獣種別の仕入価格及び解体処理の請負価格","04","農林水産業","02","畜産業","野生鳥獣資源利用実態調査","確報","平成30年度野生鳥獣資源利用実態調査","野生鳥獣資源利用実態調査","食肉処理施設の解体実績等（全国）","","鳥獣種別の仕入価格及び解体処理の請負価格","",""
"0003439218","野生鳥獣資源利用実態調査 確報 平成30年度野生鳥獣資源利用実態調査","年度次","201904-202003","2021-08-31","0","該当なし","16","2025-03-04","","00500248","野生鳥獣資源利用実態調査","00500","農林水産省","1-2","野生鳥獣資源利用実態調査 食肉処理施設の解体実績等（全国） 鳥獣種別の解体頭・羽数","04","農林水産業","02","畜産業","野生鳥獣資源利用実態調査","確報","平成30年度野生鳥獣資源利用実態調査","野生鳥獣資源利用実態調査","食肉処理施設の解体実績等（全国）","","鳥獣種別の解体頭・羽数","",""
"0003439220","野生鳥獣資源利用実態調査 確報 平成30年度野生鳥獣資源利用実態調査","年度次","201904-202003","2021-08-31","0","該当なし","36","2025-03-04","","00500248","野生鳥獣資源利用実態調査","00500","農林水産省","1-2","野生鳥獣資源利用実態調査 食肉処理施設の解体実績等（全国） 鳥獣種別の食肉処理施設数 イノシシ及びシカの解体頭数規模別施設数","04","農林水産業","02","畜産業","野生鳥獣資源利用実態調査","確報","平成30年度野生鳥獣資源利用実態調査","野生鳥獣資源利用実態調査","食肉処理施設の解体実績等（全国）","","鳥獣種別の食肉処理施設数","イノシシ及びシカの解体頭数規模別施設数",""
"0003439221","野生鳥獣資源利用実態調査 確報 平成30年度野生鳥獣資源利用実態調査","年度次","201904-202003","2021-08-31","0","該当なし","12","2025-03-04","","00500248","野生鳥獣資源利用実態調査","00500","農林水産省","1-2","野生鳥獣資源利用実態調査 食肉処理施設の解体実績等（全国） 鳥獣種別の食肉処理施設数 解体したその他鳥獣の種類別施設数","04","農林水産業","02","畜産業","野生鳥獣資源利用実態調査","確報","平成30年度野生鳥獣資源利用実態調査","野生鳥獣資源利用実態調査","食肉処理施設の解体実績等（全国）","","鳥獣種別の食肉処理施設数","解体したその他鳥獣の種類別施設数",""
"0001876645","野生鳥獣資源利用実態調査 確報 平成30年度野生鳥獣資源利用実態調査","年度次","201904-202003","2021-08-31","0","該当なし","48","2025-03-04","","00500248","野生鳥獣資源利用実態調査","00500","農林水産省","1-3","野生鳥獣資源利用実態調査 食肉処理施設の販売実績等（全国） 食肉処理施設で処理して得た金額","04","農林水産業","02","畜産業","野生鳥獣資源利用実態調査","確報","平成30年度野生鳥獣資源利用実態調査","野生鳥獣資源利用実態調査","食肉処理施設の販売実績等（全国）","","食肉処理施設で処理して得た金額","",""
"0001876648","野生鳥獣資源利用実態調査 確報 平成30年度野生鳥獣資源利用実態調査","年度次","201904-202003","2021-08-31","0","該当なし","26","2025-03-04","","00500248","野生鳥獣資源利用実態調査","00500","農林水産省","1-3","野生鳥獣資源利用実態調査 食肉処理施設の販売実績等（全国） イノシシ、シカの部位別等販売数量、販売金額及び販売価格 販売価格","04","農林水産業","02","畜産業","野生鳥獣資源利用実態調査","確報","平成30年度野生鳥獣資源利用実態調査","野生鳥獣資源利用実態調査","食肉処理施設の販売実績等（全国）","","イノシシ、シカの部位別等販売数量、販売金額及び販売価格","販売価格",""
"0001876649","野生鳥獣資源利用実態調査 確報 平成30年度野生鳥獣資源利用実態調査","年度次","201904-202003","2021-08-31","0","該当なし","40","2025-03-04","","00500248","野生鳥獣資源利用実態調査","00500","農林水産省","1-3","野生鳥獣資源利用実態調査 食肉処理施設の販売実績等（全国） その他鳥獣の種類別販売数量、販売金額及び販売価格","04","農林水産業","02","畜産業","野生鳥獣資源利用実態調査","確報","平成30年度野生鳥獣資源利用実態調査","野生鳥獣資源利用実態調査","食肉処理施設の販売実績等（全国）","","その他鳥獣の種類別販売数量、販売金額及び販売価格","",""
"0003439202","野生鳥獣資源利用実態調査 確報 平成30年度野生鳥獣資源利用実態調査","年度次","201904-202003","2021-08-31","0","該当なし","40","2025-03-04","","00500248","野生鳥獣資源利用実態調査","00500","農林水産省","1-3","野生鳥獣資源利用実態調査 食肉処理施設の販売実績等（全国） 食肉、食肉以外の販売がある食肉処理施設数","04","農林水産業","02","畜産業","野生鳥獣資源利用実態調査","確報","平成30年度野生鳥獣資源利用実態調査","野生鳥獣資源利用実態調査","食肉処理施設の販売実績等（全国）","","食肉、食肉以外の販売がある食肉処理施設数","",""
"0003439222","野生鳥獣資源利用実態調査 確報 平成30年度野生鳥獣資源利用実態調査","年度次","201904-202003","2021-08-31","0","該当なし","52","2025-03-04","","00500248","野生鳥獣資源利用実態調査","00500","農林水産省","1-3","野生鳥獣資源利用実態調査 食肉処理施設の販売実績等（全国） イノシシ、シカの部位別等販売数量、販売金額及び販売価格 販売数量","04","農林水産業","02","畜産業","野生鳥獣資源利用実態調査","確報","平成30年度野生鳥獣資源利用実態調査","野生鳥獣資源利用実態調査","食肉処理施設の販売実績等（全国）","","イノシシ、シカの部位別等販売数量、販売金額及び販売価格","販売数量",""
"0003439223","野生鳥獣資源利用実態調査 確報 平成30年度野生鳥獣資源利用実態調査","年度次","201904-202003","2021-08-31","0","該当なし","52","2025-03-04","","00500248","野生鳥獣資源利用実態調査","00500","農林水産省","1-3","野生鳥獣資源利用実態調査 食肉処理施設の販売実績等（全国） イノシシ、シカの部位別等販売数量、販売金額及び販売価格 販売金額","04","農林水産業","02","畜産業","野生鳥獣資源利用実態調査","確報","平成30年度野生鳥獣資源利用実態調査","野生鳥獣資源利用実態調査","食肉処理施設の販売実績等（全国）","","イノシシ、シカの部位別等販売数量、販売金額及び販売価格","販売金額",""
"0003439224","野生鳥獣資源利用実態調査 確報 平成30年度野生鳥獣資源利用実態調査","年度次","201904-202003","2021-08-31","0","該当なし","64","2025-03-04","","00500248","野生鳥獣資源利用実態調査","00500","農林水産省","1-3","野生鳥獣資源利用実態調査 食肉処理施設の販売実績等（全国） 食肉処理施設が卸売・小売に販売した食肉の鳥獣種別販売先別の販売数量","04","農林水産業","02","畜産業","野生鳥獣資源利用実態調査","確報","平成30年度野生鳥獣資源利用実態調査","野生鳥獣資源利用実態調査","食肉処理施設の販売実績等（全国）","","食肉処理施設が卸売・小売に販売した食肉の鳥獣種別販売先別の販売数量","",""
"0001876652","野生鳥獣資源利用実態調査 確報 平成30年度野生鳥獣資源利用実態調査","年度次","201904-202003","2021-08-31","0","該当なし","5","2025-03-04","","00500248","野生鳥獣資源利用実態調査","00500","農林水産省","1-4","野生鳥獣資源利用実態調査 廃棄物処理量、廃棄物処理経費（全国）","04","農林水産業","02","畜産業","野生鳥獣資源利用実態調査","確報","平成30年度野生鳥獣資源利用実態調査","野生鳥獣資源利用実態調査","廃棄物処理量、廃棄物処理経費（全国）","","","",""
"0001876653","野生鳥獣資源利用実態調査 確報 平成30年度野生鳥獣資源利用実態調査","年度次","201904-202003","2021-08-31","0","該当なし","462","2025-03-04","","00500248","野生鳥獣資源利用実態調査","00500","農林水産省","2","野生鳥獣資源利用実態調査 食肉処理施設の稼働状況（解体頭・羽数規模別、全国農業地域別、都道府県別） 年間施設稼働日数規模別施設数等","04","農林水産業","02","畜産業","野生鳥獣資源利用実態調査","確報","平成30年度野生鳥獣資源利用実態調査","野生鳥獣資源利用実態調査","食肉処理施設の稼働状況（解体頭・羽数規模別、全国農業地域別、都道府県別）","","年間施設稼働日数規模別施設数等","",""
"0001876654","野生鳥獣資源利用実態調査 確報 平成30年度野生鳥獣資源利用実態調査","年度次","201904-202003","2021-08-31","0","該当なし","858","2025-03-04","","00500248","野生鳥獣資源利用実態調査","00500","農林水産省","2","野生鳥獣資源利用実態調査 食肉処理施設の稼働状況（解体頭・羽数規模別、全国農業地域別、都道府県別） 年間作業従事者数及び専従者数規模別施設数","04","農林水産業","02","畜産業","野生鳥獣資源利用実態調査","確報","平成30年度野生鳥獣資源利用実態調査","野生鳥獣資源利用実態調査","食肉処理施設の稼働状況（解体頭・羽数規模別、全国農業地域別、都道府県別）","","年間作業従事者数及び専従者数規模別施設数","",""
"0001876655","野生鳥獣資源利用実態調査 確報 平成30年度野生鳥獣資源利用実態調査","年度次","201904-202003","2021-08-31","0","該当なし","528","2025-03-04","","00500248","野生鳥獣資源利用実態調査","00500","農林水産省","3","野生鳥獣資源利用実態調査 食肉処理施設の解体実績等（解体頭・羽数規模別、全国農業地域別、都道府県別） 鳥獣種別の解体頭・羽数","04","農林水産業","02","畜産業","野生鳥獣資源利用実態調査","確報","平成30年度野生鳥獣資源利用実態調査","野生鳥獣資源利用実態調査","食肉処理施設の解体実績等（解体頭・羽数規模別、全国農業地域別、都道府県別）","","鳥獣種別の解体頭・羽数","",""
"0001876656","野生鳥獣資源利用実態調査 確報 平成30年度野生鳥獣資源利用実態調査","年度次","201904-202003","2021-08-31","0","該当なし","594","2025-03-04","","00500248","野生鳥獣資源利用実態調査","00500","農林水産省","3","野生鳥獣資源利用実態調査 食肉処理施設の解体実績等（解体頭・羽数規模別、全国農業地域別、都道府県別） ジビエ利用量","04","農林水産業","02","畜産業","野生鳥獣資源利用実態調査","確報","平成30年度野生鳥獣資源利用実態調査","野生鳥獣資源利用実態調査","食肉処理施設の解体実績等（解体頭・羽数規模別、全国農業地域別、都道府県別）","","ジビエ利用量","",""
"0001876657","野生鳥獣資源利用実態調査 確報 平成30年度野生鳥獣資源利用実態調査","年度次","201904-202003","2021-08-31","0","該当なし","594","2025-03-04","","00500248","野生鳥獣資源利用実態調査","00500","農林水産省","3","野生鳥獣資源利用実態調査 食肉処理施設の解体実績等（解体頭・羽数規模別、全国農業地域別、都道府県別） ジビエ利用量（１施設当たり）","04","農林水産業","02","畜産業","野生鳥獣資源利用実態調査","確報","平成30年度野生鳥獣資源利用実態調査","野生鳥獣資源利用実態調査","食肉処理施設の解体実績等（解体頭・羽数規模別、全国農業地域別、都道府県別）","","ジビエ利用量（１施設当たり）","",""
"0001876658","野生鳥獣資源利用実態調査 確報 平成30年度野生鳥獣資源利用実態調査","年度次","201904-202003","2021-08-31","0","該当なし","528","2025-03-04","","00500248","野生鳥獣資源利用実態調査","00500","農林水産省","3","野生鳥獣資源利用実態調査 食肉処理施設の解体実績等（解体頭・羽数規模別、全国農業地域別、都道府県別） 鳥獣種別の解体処理のみの請負及び自家消費向け別ジビエ利用量","04","農林水産業","02","畜産業","野生鳥獣資源利用実態調査","確報","平成30年度野生鳥獣資源利用実態調査","野生鳥獣資源利用実態調査","食肉処理施設の解体実績等（解体頭・羽数規模別、全国農業地域別、都道府県別）","","鳥獣種別の解体処理のみの請負及び自家消費向け別ジビエ利用量","",""
"0001876659","野生鳥獣資源利用実態調査 確報 平成30年度野生鳥獣資源利用実態調査","年度次","201904-202003","2021-08-31","0","該当なし","531","2025-03-04","","00500248","野生鳥獣資源利用実態調査","00500","農林水産省","3","野生鳥獣資源利用実態調査 食肉処理施設の解体実績等（解体頭・羽数規模別、全国農業地域別、都道府県別） 鳥獣種別の食肉処理施設数 イノシシの解体頭数規模別施設数","04","農林水産業","02","畜産業","野生鳥獣資源利用実態調査","確報","平成30年度野生鳥獣資源利用実態調査","野生鳥獣資源利用実態調査","食肉処理施設の解体実績等（解体頭・羽数規模別、全国農業地域別、都道府県別）","","鳥獣種別の食肉処理施設数","イノシシの解体頭数規模別施設数",""
"0001876660","野生鳥獣資源利用実態調査 確報 平成30年度野生鳥獣資源利用実態調査","年度次","201904-202003","2021-08-31","0","該当なし","531","2025-03-04","","00500248","野生鳥獣資源利用実態調査","00500","農林水産省","3","野生鳥獣資源利用実態調査 食肉処理施設の解体実績等（解体頭・羽数規模別、全国農業地域別、都道府県別） 鳥獣種別の食肉処理施設数 シカの解体頭数規模別施設数","04","農林水産業","02","畜産業","野生鳥獣資源利用実態調査","確報","平成30年度野生鳥獣資源利用実態調査","野生鳥獣資源利用実態調査","食肉処理施設の解体実績等（解体頭・羽数規模別、全国農業地域別、都道府県別）","","鳥獣種別の食肉処理施設数","シカの解体頭数規模別施設数",""
"0001876661","野生鳥獣資源利用実態調査 確報 平成30年度野生鳥獣資源利用実態調査","年度次","201904-202003","2021-08-31","0","該当なし","354","2025-03-04","","00500248","野生鳥獣資源利用実態調査","00500","農林水産省","3","野生鳥獣資源利用実態調査 食肉処理施設の解体実績等（解体頭・羽数規模別、全国農業地域別、都道府県別） 鳥獣種別の食肉処理施設数 解体したその他鳥獣の種類別施設数","04","農林水産業","02","畜産業","野生鳥獣資源利用実態調査","確報","平成30年度野生鳥獣資源利用実態調査","野生鳥獣資源利用実態調査","食肉処理施設の解体実績等（解体頭・羽数規模別、全国農業地域別、都道府県別）","","鳥獣種別の食肉処理施設数","解体したその他鳥獣の種類別施設数",""
"0001876662","野生鳥獣資源利用実態調査 確報 平成30年度野生鳥獣資源利用実態調査","年度次","201904-202003","2021-08-31","0","該当なし","528","2025-03-04","","00500248","野生鳥獣資源利用実態調査","00500","農林水産省","3","野生鳥獣資源利用実態調査 食肉処理施設の解体実績等（解体頭・羽数規模別、全国農業地域別、都道府県別） 鳥獣種別の搬入時の体重","04","農林水産業","02","畜産業","野生鳥獣資源利用実態調査","確報","平成30年度野生鳥獣資源利用実態調査","野生鳥獣資源利用実態調査","食肉処理施設の解体実績等（解体頭・羽数規模別、全国農業地域別、都道府県別）","","鳥獣種別の搬入時の体重","",""
"0001876663","野生鳥獣資源利用実態調査 確報 平成30年度野生鳥獣資源利用実態調査","年度次","201904-202003","2021-08-31","0","該当なし","528","2025-03-04","","00500248","野生鳥獣資源利用実態調査","00500","農林水産省","3","野生鳥獣資源利用実態調査 食肉処理施設の解体実績等（解体頭・羽数規模別、全国農業地域別、都道府県別） 鳥獣種別の搬入時の体重（１頭･羽当たり）","04","農林水産業","02","畜産業","野生鳥獣資源利用実態調査","確報","平成30年度野生鳥獣資源利用実態調査","野生鳥獣資源利用実態調査","食肉処理施設の解体実績等（解体頭・羽数規模別、全国農業地域別、都道府県別）","","鳥獣種別の搬入時の体重（１頭･羽当たり）","",""
"0001876664","野生鳥獣資源利用実態調査 確報 平成30年度野生鳥獣資源利用実態調査","年度次","201904-202003","2021-08-31","0","該当なし","1056","2025-03-04","","00500248","野生鳥獣資源利用実態調査","00500","農林水産省","3","野生鳥獣資源利用実態調査 食肉処理施設の解体実績等（解体頭・羽数規模別、全国農業地域別、都道府県別） 鳥獣種別の捕獲方法別解体頭・羽数","04","農林水産業","02","畜産業","野生鳥獣資源利用実態調査","確報","平成30年度野生鳥獣資源利用実態調査","野生鳥獣資源利用実態調査","食肉処理施設の解体実績等（解体頭・羽数規模別、全国農業地域別、都道府県別）","","鳥獣種別の捕獲方法別解体頭・羽数","",""
"0001876665","野生鳥獣資源利用実態調査 確報 平成30年度野生鳥獣資源利用実態調査","年度次","201904-202003","2021-08-31","0","該当なし","1056","2025-03-04","","00500248","野生鳥獣資源利用実態調査","00500","農林水産省","3","野生鳥獣資源利用実態調査 食肉処理施設の解体実績等（解体頭・羽数規模別、全国農業地域別、都道府県別） 鳥獣種別の捕獲方法別解体頭・羽数割合","04","農林水産業","02","畜産業","野生鳥獣資源利用実態調査","確報","平成30年度野生鳥獣資源利用実態調査","野生鳥獣資源利用実態調査","食肉処理施設の解体実績等（解体頭・羽数規模別、全国農業地域別、都道府県別）","","鳥獣種別の捕獲方法別解体頭・羽数割合","",""
"0001876666","野生鳥獣資源利用実態調査 確報 平成30年度野生鳥獣資源利用実態調査","年度次","201904-202003","2021-08-31","0","該当なし","528","2025-03-04","","00500248","野生鳥獣資源利用実態調査","00500","農林水産省","3","野生鳥獣資源利用実態調査 食肉処理施設の解体実績等（解体頭・羽数規模別、全国農業地域別、都道府県別） 鳥獣種別の仕入価格及び解体処理の請負価格","04","農林水産業","02","畜産業","野生鳥獣資源利用実態調査","確報","平成30年度野生鳥獣資源利用実態調査","野生鳥獣資源利用実態調査","食肉処理施設の解体実績等（解体頭・羽数規模別、全国農業地域別、都道府県別）","","鳥獣種別の仕入価格及び解体処理の請負価格","",""
"0001876667","野生鳥獣資源利用実態調査 確報 平成30年度野生鳥獣資源利用実態調査","年度次","201904-202003","2021-08-31","0","該当なし","792","2025-03-04","","00500248","野生鳥獣資源利用実態調査","00500","農林水産省","4","野生鳥獣資源利用実態調査 食肉処理施設の販売実績等（解体頭･羽数規模別、全国農業地域別、都道府県別） 食肉処理施設で処理して得た金額","04","農林水産業","02","畜産業","野生鳥獣資源利用実態調査","確報","平成30年度野生鳥獣資源利用実態調査","野生鳥獣資源利用実態調査","食肉処理施設の販売実績等（解体頭･羽数規模別、全国農業地域別、都道府県別）","","食肉処理施設で処理して得た金額","",""
"0001876668","野生鳥獣資源利用実態調査 確報 平成30年度野生鳥獣資源利用実態調査","年度次","201904-202003","2021-08-31","0","該当なし","792","2025-03-04","","00500248","野生鳥獣資源利用実態調査","00500","農林水産省","4","野生鳥獣資源利用実態調査 食肉処理施設の販売実績等（解体頭･羽数規模別、全国農業地域別、都道府県別） 食肉処理施設で処理して得た金額（１施設当たり）","04","農林水産業","02","畜産業","野生鳥獣資源利用実態調査","確報","平成30年度野生鳥獣資源利用実態調査","野生鳥獣資源利用実態調査","食肉処理施設の販売実績等（解体頭･羽数規模別、全国農業地域別、都道府県別）","","食肉処理施設で処理して得た金額（１施設当たり）","",""
"0001876669","野生鳥獣資源利用実態調査 確報 平成30年度野生鳥獣資源利用実態調査","年度次","201904-202003","2021-08-31","0","該当なし","858","2025-03-04","","00500248","野生鳥獣資源利用実態調査","00500","農林水産省","4","野生鳥獣資源利用実態調査 食肉処理施設の販売実績等（解体頭･羽数規模別、全国農業地域別、都道府県別） イノシシの部位別等販売数量、販売金額及び販売価格 販売数量","04","農林水産業","02","畜産業","野生鳥獣資源利用実態調査","確報","平成30年度野生鳥獣資源利用実態調査","野生鳥獣資源利用実態調査","食肉処理施設の販売実績等（解体頭･羽数規模別、全国農業地域別、都道府県別）","","イノシシの部位別等販売数量、販売金額及び販売価格","販売数量",""
"0001876670","野生鳥獣資源利用実態調査 確報 平成30年度野生鳥獣資源利用実態調査","年度次","201904-202003","2021-08-31","0","該当なし","858","2025-03-04","","00500248","野生鳥獣資源利用実態調査","00500","農林水産省","4","野生鳥獣資源利用実態調査 食肉処理施設の販売実績等（解体頭･羽数規模別、全国農業地域別、都道府県別） イノシシの部位別等販売数量、販売金額及び販売価格 販売金額","04","農林水産業","02","畜産業","野生鳥獣資源利用実態調査","確報","平成30年度野生鳥獣資源利用実態調査","野生鳥獣資源利用実態調査","食肉処理施設の販売実績等（解体頭･羽数規模別、全国農業地域別、都道府県別）","","イノシシの部位別等販売数量、販売金額及び販売価格","販売金額",""
"0001876671","野生鳥獣資源利用実態調査 確報 平成30年度野生鳥獣資源利用実態調査","年度次","201904-202003","2021-08-31","0","該当なし","858","2025-03-04","","00500248","野生鳥獣資源利用実態調査","00500","農林水産省","4","野生鳥獣資源利用実態調査 食肉処理施設の販売実績等（解体頭･羽数規模別、全国農業地域別、都道府県別） イノシシの部位別等販売数量、販売金額及び販売価格 販売価格","04","農林水産業","02","畜産業","野生鳥獣資源利用実態調査","確報","平成30年度野生鳥獣資源利用実態調査","野生鳥獣資源利用実態調査","食肉処理施設の販売実績等（解体頭･羽数規模別、全国農業地域別、都道府県別）","","イノシシの部位別等販売数量、販売金額及び販売価格","販売価格",""
"0001876672","野生鳥獣資源利用実態調査 確報 平成30年度野生鳥獣資源利用実態調査","年度次","201904-202003","2021-08-31","0","該当なし","858","2025-03-04","","00500248","野生鳥獣資源利用実態調査","00500","農林水産省","4","野生鳥獣資源利用実態調査 食肉処理施設の販売実績等（解体頭･羽数規模別、全国農業地域別、都道府県別） シカの部位別等販売数量、販売金額及び販売価格 販売数量","04","農林水産業","02","畜産業","野生鳥獣資源利用実態調査","確報","平成30年度野生鳥獣資源利用実態調査","野生鳥獣資源利用実態調査","食肉処理施設の販売実績等（解体頭･羽数規模別、全国農業地域別、都道府県別）","","シカの部位別等販売数量、販売金額及び販売価格","販売数量",""
"0001876673","野生鳥獣資源利用実態調査 確報 平成30年度野生鳥獣資源利用実態調査","年度次","201904-202003","2021-08-31","0","該当なし","858","2025-03-04","","00500248","野生鳥獣資源利用実態調査","00500","農林水産省","4","野生鳥獣資源利用実態調査 食肉処理施設の販売実績等（解体頭･羽数規模別、全国農業地域別、都道府県別） シカの部位別等販売数量、販売金額及び販売価格 販売金額","04","農林水産業","02","畜産業","野生鳥獣資源利用実態調査","確報","平成30年度野生鳥獣資源利用実態調査","野生鳥獣資源利用実態調査","食肉処理施設の販売実績等（解体頭･羽数規模別、全国農業地域別、都道府県別）","","シカの部位別等販売数量、販売金額及び販売価格","販売金額",""
"0001876674","野生鳥獣資源利用実態調査 確報 平成30年度野生鳥獣資源利用実態調査","年度次","201904-202003","2021-08-31","0","該当なし","858","2025-03-04","","00500248","野生鳥獣資源利用実態調査","00500","農林水産省","4","野生鳥獣資源利用実態調査 食肉処理施設の販売実績等（解体頭･羽数規模別、全国農業地域別、都道府県別） シカの部位別等販売数量、販売金額及び販売価格 販売価格","04","農林水産業","02","畜産業","野生鳥獣資源利用実態調査","確報","平成30年度野生鳥獣資源利用実態調査","野生鳥獣資源利用実態調査","食肉処理施設の販売実績等（解体頭･羽数規模別、全国農業地域別、都道府県別）","","シカの部位別等販売数量、販売金額及び販売価格","販売価格",""
"0001876675","野生鳥獣資源利用実態調査 確報 平成30年度野生鳥獣資源利用実態調査","年度次","201904-202003","2021-08-31","0","該当なし","528","2025-03-04","","00500248","野生鳥獣資源利用実態調査","00500","農林水産省","4","野生鳥獣資源利用実態調査 食肉処理施設の販売実績等（解体頭･羽数規模別、全国農業地域別、都道府県別） その他鳥獣の種類別等販売数量、販売金額及び販売価格 販売数量","04","農林水産業","02","畜産業","野生鳥獣資源利用実態調査","確報","平成30年度野生鳥獣資源利用実態調査","野生鳥獣資源利用実態調査","食肉処理施設の販売実績等（解体頭･羽数規模別、全国農業地域別、都道府県別）","","その他鳥獣の種類別等販売数量、販売金額及び販売価格","販売数量",""
"0001876676","野生鳥獣資源利用実態調査 確報 平成30年度野生鳥獣資源利用実態調査","年度次","201904-202003","2021-08-31","0","該当なし","528","2025-03-04","","00500248","野生鳥獣資源利用実態調査","00500","農林水産省","4","野生鳥獣資源利用実態調査 食肉処理施設の販売実績等（解体頭･羽数規模別、全国農業地域別、都道府県別） その他鳥獣の種類別等販売数量、販売金額及び販売価格 販売金額","04","農林水産業","02","畜産業","野生鳥獣資源利用実態調査","確報","平成30年度野生鳥獣資源利用実態調査","野生鳥獣資源利用実態調査","食肉処理施設の販売実績等（解体頭･羽数規模別、全国農業地域別、都道府県別）","","その他鳥獣の種類別等販売数量、販売金額及び販売価格","販売金額",""
"0001876677","野生鳥獣資源利用実態調査 確報 平成30年度野生鳥獣資源利用実態調査","年度次","201904-202003","2021-08-31","0","該当なし","528","2025-03-04","","00500248","野生鳥獣資源利用実態調査","00500","農林水産省","4","野生鳥獣資源利用実態調査 食肉処理施設の販売実績等（解体頭･羽数規模別、全国農業地域別、都道府県別） その他鳥獣の種類別等販売数量、販売金額及び販売価格 販売価格","04","農林水産業","02","畜産業","野生鳥獣資源利用実態調査","確報","平成30年度野生鳥獣資源利用実態調査","野生鳥獣資源利用実態調査","食肉処理施設の販売実績等（解体頭･羽数規模別、全国農業地域別、都道府県別）","","その他鳥獣の種類別等販売数量、販売金額及び販売価格","販売価格",""
"0001876678","野生鳥獣資源利用実態調査 確報 平成30年度野生鳥獣資源利用実態調査","年度次","201904-202003","2021-08-31","0","該当なし","528","2025-03-04","","00500248","野生鳥獣資源利用実態調査","00500","農林水産省","4","野生鳥獣資源利用実態調査 食肉処理施設の販売実績等（解体頭･羽数規模別、全国農業地域別、都道府県別） 食肉処理施設が卸売・小売に販売した食肉の鳥獣種別販売先別の販売数量及び割合 全鳥獣の販売数量","04","農林水産業","02","畜産業","野生鳥獣資源利用実態調査","確報","平成30年度野生鳥獣資源利用実態調査","野生鳥獣資源利用実態調査","食肉処理施設の販売実績等（解体頭･羽数規模別、全国農業地域別、都道府県別）","","食肉処理施設が卸売・小売に販売した食肉の鳥獣種別販売先別の販売数量及び割合","全鳥獣の販売数量",""
"0001876679","野生鳥獣資源利用実態調査 確報 平成30年度野生鳥獣資源利用実態調査","年度次","201904-202003","2021-08-31","0","該当なし","528","2025-03-04","","00500248","野生鳥獣資源利用実態調査","00500","農林水産省","4","野生鳥獣資源利用実態調査 食肉処理施設の販売実績等（解体頭･羽数規模別、全国農業地域別、都道府県別） 食肉処理施設が卸売・小売に販売した食肉の鳥獣種別販売先別の販売数量及び割合 全鳥獣の販売数量割合","04","農林水産業","02","畜産業","野生鳥獣資源利用実態調査","確報","平成30年度野生鳥獣資源利用実態調査","野生鳥獣資源利用実態調査","食肉処理施設の販売実績等（解体頭･羽数規模別、全国農業地域別、都道府県別）","","食肉処理施設が卸売・小売に販売した食肉の鳥獣種別販売先別の販売数量及び割合","全鳥獣の販売数量割合",""
"0001876680","野生鳥獣資源利用実態調査 確報 平成30年度野生鳥獣資源利用実態調査","年度次","201904-202003","2021-08-31","0","該当なし","528","2025-03-04","","00500248","野生鳥獣資源利用実態調査","00500","農林水産省","4","野生鳥獣資源利用実態調査 食肉処理施設の販売実績等（解体頭･羽数規模別、全国農業地域別、都道府県別） 食肉処理施設が卸売・小売に販売した食肉の鳥獣種別販売先別の販売数量及び割合 イノシシの販売数量","04","農林水産業","02","畜産業","野生鳥獣資源利用実態調査","確報","平成30年度野生鳥獣資源利用実態調査","野生鳥獣資源利用実態調査","食肉処理施設の販売実績等（解体頭･羽数規模別、全国農業地域別、都道府県別）","","食肉処理施設が卸売・小売に販売した食肉の鳥獣種別販売先別の販売数量及び割合","イノシシの販売数量",""
