"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_EXPLANATION","TITLE"
"0001916865","農業経営改善計画の認定状況 確報 農業経営改善計画の営農類型別等の認定状況（令和2年3月末現在）","年度次","202004-202103","2022-01-29","0","該当なし","1540","2022-02-10","","00500600","農業経営改善計画の営農類型別認定状況","00500","農林水産省","1-5","農業経営改善計画の営農類型別等認定状況（令和2年3月末現在） 都道府県別農業経営改善計画の認定状況（年齢階層別）","04","農林水産業","01","農業","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別等の認定状況（令和2年3月末現在）","農業経営改善計画の営農類型別等認定状況（令和2年3月末現在）","都道府県別農業経営改善計画の認定状況（年齢階層別）","",""
"0001916866","農業経営改善計画の認定状況 確報 農業経営改善計画の営農類型別等の認定状況（令和2年3月末現在）","年度次","202004-202103","2022-01-29","0","該当なし","660","2022-02-10","","00500600","農業経営改善計画の営農類型別認定状況","00500","農林水産省","1-6","農業経営改善計画の営農類型別等認定状況（令和2年3月末現在） 都道府県別農業経営改善計画の認定状況及び構成比（法人形態別）","04","農林水産業","01","農業","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別等の認定状況（令和2年3月末現在）","農業経営改善計画の営農類型別等認定状況（令和2年3月末現在）","都道府県別農業経営改善計画の認定状況及び構成比（法人形態別）","",""
"0001916867","農業経営改善計画の認定状況 確報 農業経営改善計画の営農類型別等の認定状況（令和2年3月末現在）","年度次","202004-202103","2022-01-29","0","該当なし","935","2022-02-10","","00500600","農業経営改善計画の営農類型別認定状況","00500","農林水産省","1-7","農業経営改善計画の営農類型別等認定状況（令和2年3月末現在） 都道府県別農業経営改善計画の営農類型別認定状況","04","農林水産業","01","農業","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別等の認定状況（令和2年3月末現在）","農業経営改善計画の営農類型別等認定状況（令和2年3月末現在）","都道府県別農業経営改善計画の営農類型別認定状況","",""
"0001916868","農業経営改善計画の認定状況 確報 農業経営改善計画の営農類型別等の認定状況（令和2年3月末現在）","年度次","202004-202103","2022-01-29","0","該当なし","935","2022-02-10","","00500600","農業経営改善計画の営農類型別認定状況","00500","農林水産省","1-8","農業経営改善計画の営農類型別等認定状況（令和2年3月末現在） 都道府県別農業経営改善計画の営農類型別構成比","04","農林水産業","01","農業","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別等の認定状況（令和2年3月末現在）","農業経営改善計画の営農類型別等認定状況（令和2年3月末現在）","都道府県別農業経営改善計画の営農類型別構成比","",""
"0001916869","農業経営改善計画の認定状況 確報 農業経営改善計画の営農類型別等の認定状況（令和2年3月末現在）","年度次","202004-202103","2022-01-29","0","該当なし","330","2022-02-10","","00500600","農業経営改善計画の営農類型別認定状況","00500","農林水産省","","","04","農林水産業","01","農業","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別等の認定状況（令和2年3月末現在）","認定農業者の認定状況（令和2年3月末現在）","基本構想の策定状況及び認定農業者数","","認定農業者の認定状況（令和2年3月末現在） 基本構想の策定状況及び認定農業者数"
"0002011900","農業経営改善計画の認定状況 確報 農業経営改善計画の営農類型別等の認定状況（令和3年3月末現在）","年度次","202104-202203","2023-02-28","0","該当なし","72","2023-02-28","","00500600","農業経営改善計画の営農類型別認定状況","00500","農林水産省","1-1","農業経営改善計画の営農類型別等認定状況（令和3年3月末現在） 農業経営改善計画の営農類型別認定状況（総数及び法人）","04","農林水産業","01","農業","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別等の認定状況（令和3年3月末現在）","農業経営改善計画の営農類型別等認定状況（令和3年3月末現在）","農業経営改善計画の営農類型別認定状況（総数及び法人）","",""
"0002011901","農業経営改善計画の認定状況 確報 農業経営改善計画の営農類型別等の認定状況（令和3年3月末現在）","年度次","202104-202203","2023-02-28","0","該当なし","504","2023-02-28","","00500600","農業経営改善計画の営農類型別認定状況","00500","農林水産省","1-2","農業経営改善計画の営農類型別等認定状況（令和3年3月末現在） 農業経営改善計画の営農類型別認定状況（年齢階層別）","04","農林水産業","01","農業","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別等の認定状況（令和3年3月末現在）","農業経営改善計画の営農類型別等認定状況（令和3年3月末現在）","農業経営改善計画の営農類型別認定状況（年齢階層別）","",""
"0002011902","農業経営改善計画の認定状況 確報 農業経営改善計画の営農類型別等の認定状況（令和3年3月末現在）","年度次","202104-202203","2023-02-28","0","該当なし","216","2023-02-28","","00500600","農業経営改善計画の営農類型別認定状況","00500","農林水産省","1-3","農業経営改善計画の営農類型別等認定状況（令和3年3月末現在） 農業経営改善計画の営農類型別認定状況（法人形態別）","04","農林水産業","01","農業","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別等の認定状況（令和3年3月末現在）","農業経営改善計画の営農類型別等認定状況（令和3年3月末現在）","農業経営改善計画の営農類型別認定状況（法人形態別）","",""
"0002011904","農業経営改善計画の認定状況 確報 農業経営改善計画の営農類型別等の認定状況（令和3年3月末現在）","年度次","202104-202203","2023-02-28","0","該当なし","1820","2023-02-28","","00500600","農業経営改善計画の営農類型別認定状況","00500","農林水産省","1-5","農業経営改善計画の営農類型別等認定状況（令和3年3月末現在） 都道府県別農業経営改善計画の認定状況（年齢階層別）","04","農林水産業","01","農業","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別等の認定状況（令和3年3月末現在）","農業経営改善計画の営農類型別等認定状況（令和3年3月末現在）","都道府県別農業経営改善計画の認定状況（年齢階層別）","",""
"0002011905","農業経営改善計画の認定状況 確報 農業経営改善計画の営農類型別等の認定状況（令和3年3月末現在）","年度次","202104-202203","2023-02-28","0","該当なし","780","2023-02-28","","00500600","農業経営改善計画の営農類型別認定状況","00500","農林水産省","1-6","農業経営改善計画の営農類型別等認定状況（令和3年3月末現在） 都道府県別農業経営改善計画の認定状況及び構成比（法人形態別）","04","農林水産業","01","農業","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別等の認定状況（令和3年3月末現在）","農業経営改善計画の営農類型別等認定状況（令和3年3月末現在）","都道府県別農業経営改善計画の認定状況及び構成比（法人形態別）","",""
"0002011906","農業経営改善計画の認定状況 確報 農業経営改善計画の営農類型別等の認定状況（令和3年3月末現在）","年度次","202104-202203","2023-02-28","0","該当なし","990","2023-02-28","","00500600","農業経営改善計画の営農類型別認定状況","00500","農林水産省","1-7","農業経営改善計画の営農類型別等認定状況（令和3年3月末現在） 都道府県別農業経営改善計画の営農類型別認定状況（市町村認定）","04","農林水産業","01","農業","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別等の認定状況（令和3年3月末現在）","農業経営改善計画の営農類型別等認定状況（令和3年3月末現在）","都道府県別農業経営改善計画の営農類型別認定状況（市町村認定）","",""
"0002011908","農業経営改善計画の認定状況 確報 農業経営改善計画の営農類型別等の認定状況（令和3年3月末現在）","年度次","202104-202203","2023-02-28","0","該当なし","990","2023-02-28","","00500600","農業経営改善計画の営農類型別認定状況","00500","農林水産省","1-9","農業経営改善計画の営農類型別等認定状況（令和3年3月末現在） 都道府県別農業経営改善計画の営農類型別構成比（市町村認定）","04","農林水産業","01","農業","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別等の認定状況（令和3年3月末現在）","農業経営改善計画の営農類型別等認定状況（令和3年3月末現在）","都道府県別農業経営改善計画の営農類型別構成比（市町村認定）","",""
"0002011910","農業経営改善計画の認定状況 確報 農業経営改善計画の営農類型別等の認定状況（令和3年3月末現在）","年度次","202104-202203","2023-02-28","0","該当なし","390","2023-02-28","","00500600","農業経営改善計画の営農類型別認定状況","00500","農林水産省","","","04","農林水産業","01","農業","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別等の認定状況（令和3年3月末現在）","認定農業者の認定状況（令和3年3月末現在）","基本構想の策定状況及び認定農業者数","","認定農業者の認定状況（令和3年3月末現在） 基本構想の策定状況及び認定農業者数"
"0002074541","農業経営改善計画の認定状況 確報 農業経営改善計画の営農類型別等の認定状況（令和4年3月末現在）","年度次","202204-202303","2024-03-29","0","該当なし","72","2024-03-29","","00500600","農業経営改善計画の営農類型別認定状況","00500","農林水産省","1-1","農業経営改善計画の営農類型別等認定状況（令和4年3月末現在） 農業経営改善計画の営農類型別認定状況（総数及び法人）","04","農林水産業","01","農業","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別等の認定状況（令和4年3月末現在）","農業経営改善計画の営農類型別等認定状況（令和4年3月末現在）","農業経営改善計画の営農類型別認定状況（総数及び法人）","",""
"0002074550","農業経営改善計画の認定状況 確報 農業経営改善計画の営農類型別等の認定状況（令和4年3月末現在）","年度次","202204-202303","2024-03-29","0","該当なし","1170","2024-03-29","","00500600","農業経営改善計画の営農類型別認定状況","00500","農林水産省","1-10","農業経営改善計画の営農類型別等認定状況（令和4年3月末現在） 都道府県別農業経営改善計画の営農類型別構成比（都道府県認定、国認定）","04","農林水産業","01","農業","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別等の認定状況（令和4年3月末現在）","農業経営改善計画の営農類型別等認定状況（令和4年3月末現在）","都道府県別農業経営改善計画の営農類型別構成比（都道府県認定、国認定）","",""
"0002074542","農業経営改善計画の認定状況 確報 農業経営改善計画の営農類型別等の認定状況（令和4年3月末現在）","年度次","202204-202303","2024-03-29","0","該当なし","504","2024-03-29","","00500600","農業経営改善計画の営農類型別認定状況","00500","農林水産省","1-2","農業経営改善計画の営農類型別等認定状況（令和4年3月末現在） 農業経営改善計画の営農類型別認定状況（年齢階層別）","04","農林水産業","01","農業","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別等の認定状況（令和4年3月末現在）","農業経営改善計画の営農類型別等認定状況（令和4年3月末現在）","農業経営改善計画の営農類型別認定状況（年齢階層別）","",""
"0002074543","農業経営改善計画の認定状況 確報 農業経営改善計画の営農類型別等の認定状況（令和4年3月末現在）","年度次","202204-202303","2024-03-29","0","該当なし","216","2024-03-29","","00500600","農業経営改善計画の営農類型別認定状況","00500","農林水産省","1-3","農業経営改善計画の営農類型別等認定状況（令和4年3月末現在） 農業経営改善計画の営農類型別認定状況（法人形態別）","04","農林水産業","01","農業","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別等の認定状況（令和4年3月末現在）","農業経営改善計画の営農類型別等認定状況（令和4年3月末現在）","農業経営改善計画の営農類型別認定状況（法人形態別）","",""
"0002074544","農業経営改善計画の認定状況 確報 農業経営改善計画の営農類型別等の認定状況（令和4年3月末現在）","年度次","202204-202303","2024-03-29","0","該当なし","650","2024-03-29","","00500600","農業経営改善計画の営農類型別認定状況","00500","農林水産省","1-4","農業経営改善計画の営農類型別等認定状況（令和4年3月末現在） 都道府県別農業経営改善計画の認定状況（総数及び法人・女性・共同申請別）","04","農林水産業","01","農業","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別等の認定状況（令和4年3月末現在）","農業経営改善計画の営農類型別等認定状況（令和4年3月末現在）","都道府県別農業経営改善計画の認定状況（総数及び法人・女性・共同申請別）","",""
"0002074545","農業経営改善計画の認定状況 確報 農業経営改善計画の営農類型別等の認定状況（令和4年3月末現在）","年度次","202204-202303","2024-03-29","0","該当なし","1820","2024-03-29","","00500600","農業経営改善計画の営農類型別認定状況","00500","農林水産省","1-5","農業経営改善計画の営農類型別等認定状況（令和4年3月末現在） 都道府県別農業経営改善計画の認定状況（年齢階層別）","04","農林水産業","01","農業","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別等の認定状況（令和4年3月末現在）","農業経営改善計画の営農類型別等認定状況（令和4年3月末現在）","都道府県別農業経営改善計画の認定状況（年齢階層別）","",""
"0002074546","農業経営改善計画の認定状況 確報 農業経営改善計画の営農類型別等の認定状況（令和4年3月末現在）","年度次","202204-202303","2024-03-29","0","該当なし","780","2024-03-29","","00500600","農業経営改善計画の営農類型別認定状況","00500","農林水産省","1-6","農業経営改善計画の営農類型別等認定状況（令和4年3月末現在） 都道府県別農業経営改善計画の認定状況及び構成比（法人形態別）","04","農林水産業","01","農業","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別等の認定状況（令和4年3月末現在）","農業経営改善計画の営農類型別等認定状況（令和4年3月末現在）","都道府県別農業経営改善計画の認定状況及び構成比（法人形態別）","",""
"0002074547","農業経営改善計画の認定状況 確報 農業経営改善計画の営農類型別等の認定状況（令和4年3月末現在）","年度次","202204-202303","2024-03-29","0","該当なし","990","2024-03-29","","00500600","農業経営改善計画の営農類型別認定状況","00500","農林水産省","1-7","農業経営改善計画の営農類型別等認定状況（令和4年3月末現在） 都道府県別農業経営改善計画の営農類型別認定状況（市町村認定）","04","農林水産業","01","農業","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別等の認定状況（令和4年3月末現在）","農業経営改善計画の営農類型別等認定状況（令和4年3月末現在）","都道府県別農業経営改善計画の営農類型別認定状況（市町村認定）","",""
"0002074548","農業経営改善計画の認定状況 確報 農業経営改善計画の営農類型別等の認定状況（令和4年3月末現在）","年度次","202204-202303","2024-03-29","0","該当なし","1170","2024-03-29","","00500600","農業経営改善計画の営農類型別認定状況","00500","農林水産省","1-8","農業経営改善計画の営農類型別等認定状況（令和4年3月末現在） 都道府県別農業経営改善計画の営農類型別認定状況（都道府県認定、国認定）","04","農林水産業","01","農業","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別等の認定状況（令和4年3月末現在）","農業経営改善計画の営農類型別等認定状況（令和4年3月末現在）","都道府県別農業経営改善計画の営農類型別認定状況（都道府県認定、国認定）","",""
"0002074549","農業経営改善計画の認定状況 確報 農業経営改善計画の営農類型別等の認定状況（令和4年3月末現在）","年度次","202204-202303","2024-03-29","0","該当なし","990","2024-03-29","","00500600","農業経営改善計画の営農類型別認定状況","00500","農林水産省","1-9","農業経営改善計画の営農類型別等認定状況（令和4年3月末現在） 都道府県別農業経営改善計画の営農類型別構成比（市町村認定）","04","農林水産業","01","農業","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別等の認定状況（令和4年3月末現在）","農業経営改善計画の営農類型別等認定状況（令和4年3月末現在）","都道府県別農業経営改善計画の営農類型別構成比（市町村認定）","",""
"0002074551","農業経営改善計画の認定状況 確報 農業経営改善計画の営農類型別等の認定状況（令和4年3月末現在）","年度次","202204-202303","2024-03-29","0","該当なし","372","2024-03-29","","00500600","農業経営改善計画の営農類型別認定状況","00500","農林水産省","","","04","農林水産業","01","農業","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別等の認定状況（令和4年3月末現在）","認定農業者の認定状況（令和4年3月末現在）","基本構想の策定状況及び認定農業者数","","認定農業者の認定状況（令和4年3月末現在） 基本構想の策定状況及び認定農業者数"
