"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","TITLE_SPEC.TABLE_CATEGORY","TITLE_SPEC.TABLE_NAME","TITLE_SPEC.TABLE_EXPLANATION","TITLE"
"0003281161","学術情報基盤実態調査 コンピュータ及びネットワーク編","-","201704-201803","2019-06-28","0","該当なし","1728","2020-12-04","","00400601","学術情報基盤実態調査","00400","文部科学省","1","個別事項 組織・運営体制　コンピュータやネットワーク管理・運用の実務を行う主たる組織　組織の区分（調査年度5月1日時点）","11","情報通信・科学技術","02","科学技術","学術情報基盤実態調査","コンピュータ及びネットワーク編","個別事項","組織・運営体制　コンピュータやネットワーク管理・運用の実務を行う主たる組織　組織の区分（調査年度5月1日時点）","",""
"0003281162","学術情報基盤実態調査 コンピュータ及びネットワーク編","-","201704-201803","2019-06-28","0","該当なし","1840","2020-12-04","","00400601","学術情報基盤実態調査","00400","文部科学省","1","個別事項 組織・運営体制　コンピュータやネットワーク管理・運用の実務を行う主たる組織　職種・職務別1（調査年度5月1日時点）","11","情報通信・科学技術","02","科学技術","学術情報基盤実態調査","コンピュータ及びネットワーク編","個別事項","組織・運営体制　コンピュータやネットワーク管理・運用の実務を行う主たる組織　職種・職務別1（調査年度5月1日時点）","※　ここでは、コンピュータやネットワークの管理・運用の実務を行う主たる組織を設置している大学について集計しています。",""
"0003281163","学術情報基盤実態調査 コンピュータ及びネットワーク編","-","201704-201803","2019-06-28","0","該当なし","2400","2020-12-04","","00400601","学術情報基盤実態調査","00400","文部科学省","1","個別事項 組織・運営体制　コンピュータやネットワーク管理・運用の実務を行う主たる組織　職種・職務別2（調査年度5月1日時点）","11","情報通信・科学技術","02","科学技術","学術情報基盤実態調査","コンピュータ及びネットワーク編","個別事項","組織・運営体制　コンピュータやネットワーク管理・運用の実務を行う主たる組織　職種・職務別2（調査年度5月1日時点）","",""
"0003281164","学術情報基盤実態調査 コンピュータ及びネットワーク編","-","201704-201803","2019-06-28","0","該当なし","576","2020-12-04","","00400601","学術情報基盤実態調査","00400","文部科学省","1","個別事項 業務の外部委託の状況（調査前年度実績）","11","情報通信・科学技術","02","科学技術","学術情報基盤実態調査","コンピュータ及びネットワーク編","個別事項","業務の外部委託の状況（調査前年度実績）","",""
"0003281165","学術情報基盤実態調査 コンピュータ及びネットワーク編","-","201704-201803","2019-06-28","0","該当なし","1160","2020-12-04","","00400601","学術情報基盤実態調査","00400","文部科学省","1","個別事項 学内LAN(学内ネットワーク)の整備状況　学内LAN（調査年度5月1日時点）","11","情報通信・科学技術","02","科学技術","学術情報基盤実態調査","コンピュータ及びネットワーク編","個別事項","学内LAN(学内ネットワーク)の整備状況　学内LAN（調査年度5月1日時点）","※　ここでは、各大学において最も通信速度の高い回線について、通信速度、整備年度及び規格を集計しています。※　学内LANにおける構成比は、学内LANを有する大学数を基に算定しています。",""
"0003281166","学術情報基盤実態調査 コンピュータ及びネットワーク編","-","201704-201803","2019-06-28","0","該当なし","1400","2020-12-04","","00400601","学術情報基盤実態調査","00400","文部科学省","1","個別事項 学内LAN(学内ネットワーク)の整備状況　対外接続（調査年度5月1日時点）","11","情報通信・科学技術","02","科学技術","学術情報基盤実態調査","コンピュータ及びネットワーク編","個別事項","学内LAN(学内ネットワーク)の整備状況　対外接続（調査年度5月1日時点）","※　ここでは、各大学において最も通信速度の高い対外接続回線について、通信速度、自営/借上げ、整備年度及び接続先ネットワークを集計しています。※　対外接続における構成比は、対外接続回線を有する大学数を基に算定しています。",""
"0003281167","学術情報基盤実態調査 コンピュータ及びネットワーク編","-","201704-201803","2019-06-28","0","該当なし","912","2020-12-04","","00400601","学術情報基盤実態調査","00400","文部科学省","1","個別事項 学内LAN(学内ネットワーク)の整備状況　無線LAN　ネットワーク関連業務を担当する常勤の教員数（調査年度5月1日時点）","11","情報通信・科学技術","02","科学技術","学術情報基盤実態調査","コンピュータ及びネットワーク編","個別事項","学内LAN(学内ネットワーク)の整備状況　無線LAN　ネットワーク関連業務を担当する常勤の教員数（調査年度5月1日時点）","※　ここでは、各大学において最も通信速度の高い無線LAN回線について、通信速度及び整備年度を集計しています。※　無線LANにおける構成比は、無線LANを導入している大学数を基に算定しています。",""
"0003281168","学術情報基盤実態調査 コンピュータ及びネットワーク編","-","201704-201803","2019-06-28","0","該当なし","960","2020-12-04","","00400601","学術情報基盤実態調査","00400","文部科学省","1","個別事項 ネットワーク装置等整備状況　ネットワーク装備等の整備状況　パソコンの整備状況（調査年度5月1日時点）","11","情報通信・科学技術","02","科学技術","学術情報基盤実態調査","コンピュータ及びネットワーク編","個別事項","ネットワーク装置等整備状況　ネットワーク装備等の整備状況　パソコンの整備状況（調査年度5月1日時点）","※　ここでは、学内LANを整備している大学について集計しています。",""
"0003281169","学術情報基盤実態調査 コンピュータ及びネットワーク編","-","201704-201803","2019-06-28","0","該当なし","896","2020-12-04","","00400601","学術情報基盤実態調査","00400","文部科学省","1","個別事項 教育への活用　情報リテラシー教育　実施内容（調査前年度実績）","11","情報通信・科学技術","02","科学技術","学術情報基盤実態調査","コンピュータ及びネットワーク編","個別事項","教育への活用　情報リテラシー教育　実施内容（調査前年度実績）","",""
"0003281170","学術情報基盤実態調査 コンピュータ及びネットワーク編","-","201704-201803","2019-06-28","0","該当なし","544","2020-12-04","","00400601","学術情報基盤実態調査","00400","文部科学省","1","個別事項 教育への活用　情報リテラシー教育　情報リテラシー教育を実施した組織の区分，情報リテラシー教育を担当する常勤の教員数（調査前年度実績）","11","情報通信・科学技術","02","科学技術","学術情報基盤実態調査","コンピュータ及びネットワーク編","個別事項","教育への活用　情報リテラシー教育　情報リテラシー教育を実施した組織の区分，情報リテラシー教育を担当する常勤の教員数（調査前年度実績）","",""
"0003281171","学術情報基盤実態調査 コンピュータ及びネットワーク編","-","201704-201803","2019-06-28","0","該当なし","704","2020-12-04","","00400601","学術情報基盤実態調査","00400","文部科学省","1","個別事項 教育への活用　ネットワークを介した遠隔教育　遠隔教育の内容（調査前年度実績）","11","情報通信・科学技術","02","科学技術","学術情報基盤実態調査","コンピュータ及びネットワーク編","個別事項","教育への活用　ネットワークを介した遠隔教育　遠隔教育の内容（調査前年度実績）","",""
"0003281172","学術情報基盤実態調査 コンピュータ及びネットワーク編","-","201704-201803","2019-06-28","0","該当なし","640","2020-12-04","","00400601","学術情報基盤実態調査","00400","文部科学省","1","個別事項 教育への活用　ネットワークを介した遠隔教育　利用媒体，受講者の満足度調査（調査前年度実績）","11","情報通信・科学技術","02","科学技術","学術情報基盤実態調査","コンピュータ及びネットワーク編","個別事項","教育への活用　ネットワークを介した遠隔教育　利用媒体，受講者の満足度調査（調査前年度実績）","",""
"0003281173","学術情報基盤実態調査 コンピュータ及びネットワーク編","-","201704-201803","2019-06-28","0","該当なし","1216","2020-12-04","","00400601","学術情報基盤実態調査","00400","文部科学省","1","個別事項 教育への活用　講義のデジタルアーカイブ化（調査前年度実績）","11","情報通信・科学技術","02","科学技術","学術情報基盤実態調査","コンピュータ及びネットワーク編","個別事項","教育への活用　講義のデジタルアーカイブ化（調査前年度実績）","※　利用ソフトウェアについては平成29年度調査から複数回答に変更しています。",""
"0003281174","学術情報基盤実態調査 コンピュータ及びネットワーク編","-","201704-201803","2019-06-28","0","該当なし","192","2020-12-04","","00400601","学術情報基盤実態調査","00400","文部科学省","1","個別事項 セキュリティ　セキュリティ対策の実施状況　セキュリティポリシーの策定状況，セキュリティポリシーの見直しの必要性の有無（調査年度5月1日時点）","11","情報通信・科学技術","02","科学技術","学術情報基盤実態調査","コンピュータ及びネットワーク編","個別事項","セキュリティ　セキュリティ対策の実施状況　セキュリティポリシーの策定状況，セキュリティポリシーの見直しの必要性の有無（調査年度5月1日時点）","",""
"0003281175","学術情報基盤実態調査 コンピュータ及びネットワーク編","-","201704-201803","2019-06-28","0","該当なし","288","2020-12-04","","00400601","学術情報基盤実態調査","00400","文部科学省","1","個別事項 セキュリティ　セキュリティ対策の実施状況　コンピュータ、ネットワークに対するセキュリティ対策の実施状況（調査年度5月1日時点）","11","情報通信・科学技術","02","科学技術","学術情報基盤実態調査","コンピュータ及びネットワーク編","個別事項","セキュリティ　セキュリティ対策の実施状況　コンピュータ、ネットワークに対するセキュリティ対策の実施状況（調査年度5月1日時点）","",""
"0003281176","学術情報基盤実態調査 コンピュータ及びネットワーク編","-","201704-201803","2019-06-28","0","該当なし","1416","2020-12-04","","00400601","学術情報基盤実態調査","00400","文部科学省","1","個別事項 セキュリティ　セキュリティ対策の実施状況　セキュリティ対策に要する経費　認証基盤の構築（調査年度5月1日時点）","11","情報通信・科学技術","02","科学技術","学術情報基盤実態調査","コンピュータ及びネットワーク編","個別事項","セキュリティ　セキュリティ対策の実施状況　セキュリティ対策に要する経費　認証基盤の構築（調査年度5月1日時点）","※　セキュリティ対するに要する経費の構成比は、セキュリティ対策実施済み大学数を基に算定しています。※　セキュリティ対策に係る経費の総額については、各大学内で計数可能な項目を積算した金額です。セキュリティ機能を他システムに含めた形で調達した場合等は、一部経費が総額に反映されていない場合があります。",""
"0003281178","学術情報基盤実態調査 コンピュータ及びネットワーク編","-","201704-201803","2019-03-28","0","該当なし","128","2020-12-04","","00400601","学術情報基盤実態調査","00400","文部科学省","1","個別事項 セキュリティ　危機管理対策（調査年度5月1日時点）","11","情報通信・科学技術","02","科学技術","学術情報基盤実態調査","コンピュータ及びネットワーク編","個別事項","セキュリティ　危機管理対策（調査年度5月1日時点）","",""
"0003281179","学術情報基盤実態調査 コンピュータ及びネットワーク編","-","201704-201803","2019-06-28","0","該当なし","192","2020-12-04","","00400601","学術情報基盤実態調査","00400","文部科学省","1","個別事項 高速計算機　高速計算機保有及び利用状況　保有状況（調査年度5月1日時点）","11","情報通信・科学技術","02","科学技術","学術情報基盤実態調査","コンピュータ及びネットワーク編","個別事項","高速計算機　高速計算機保有及び利用状況　保有状況（調査年度5月1日時点）","※　高速計算機とは、科学技術計算用の高速計算機（最大理論性能が10TFLOPS以上）を指します。　　（平成27年度までは、基準となる最大理論性能を1.5TFLOPS以上としていましたが、平成28年度より10TFLOPSとしています。）",""
"0003281180","学術情報基盤実態調査 コンピュータ及びネットワーク編","-","201704-201803","2019-06-28","0","該当なし","576","2020-12-04","","00400601","学術情報基盤実態調査","00400","文部科学省","1","個別事項 高速計算機　高速計算機保有及び利用状況　計算機の利用者数（調査前年度実績）","11","情報通信・科学技術","02","科学技術","学術情報基盤実態調査","コンピュータ及びネットワーク編","個別事項","高速計算機　高速計算機保有及び利用状況　計算機の利用者数（調査前年度実績）","",""
"0003281181","学術情報基盤実態調査 コンピュータ及びネットワーク編","-","201704-201803","2019-06-28","0","該当なし","3296","2020-12-04","","00400601","学術情報基盤実態調査","00400","文部科学省","1","個別事項 高速計算機　高速計算機設置状況（調査年度5月1日時点）","11","情報通信・科学技術","02","科学技術","学術情報基盤実態調査","コンピュータ及びネットワーク編","個別事項","高速計算機　高速計算機設置状況（調査年度5月1日時点）","※　利用研究分野は、対象研究分野で「特定の研究分野において利用」と回答された高速計算機について集計しています。",""
"0003281182","学術情報基盤実態調査 コンピュータ及びネットワーク編","-","201704-201803","2019-06-28","0","該当なし","1664","2020-12-04","","00400601","学術情報基盤実態調査","00400","文部科学省","1","個別事項 クラウドの運用　クラウド運用状況（調査年度5月1日時点）","11","情報通信・科学技術","02","科学技術","学術情報基盤実態調査","コンピュータ及びネットワーク編","個別事項","クラウドの運用　クラウド運用状況（調査年度5月1日時点）","※　クラウドの運用とは、大学における電子メールシステム、ファイルサーバ、ホームページサーバ等の情報システムの一部　　 または全部を、学内の情報センター等または学外の施設に集約して運用していることを指します。",""
"0003281184","学術情報基盤実態調査 コンピュータ及びネットワーク編","-","201704-201803","2019-06-28","0","該当なし","620","2020-12-04","","00400601","学術情報基盤実態調査","00400","文部科学省","1","個別事項 課題　組織・人員面（調査年度5月1日時点）","11","情報通信・科学技術","02","科学技術","学術情報基盤実態調査","コンピュータ及びネットワーク編","個別事項","課題　組織・人員面（調査年度5月1日時点）","※　調査年度が平成29年度のデータについて、組織・人員面の構成比は、調査対象の国立86、公立89、私立608、合計783大学で算定しています。※　調査年度が平成27年度のデータについて、組織・運営面の構成比は、調査対象の国立86、公立86、私立607、合計779大学で算定しています。",""
"0003281185","学術情報基盤実態調査 コンピュータ及びネットワーク編","-","201704-201803","2019-06-28","0","該当なし","700","2020-12-04","","00400601","学術情報基盤実態調査","00400","文部科学省","1","個別事項 課題　経費面（調査年度5月1日時点）","11","情報通信・科学技術","02","科学技術","学術情報基盤実態調査","コンピュータ及びネットワーク編","個別事項","課題　経費面（調査年度5月1日時点）","※　調査年度が平成29年度のデータについて、経費面の構成比は、調査対象の国立86、公立89、私立608、合計783大学で算定しています。※　調査年度が平成27年度のデータについて、経費面の構成比は、調査対象の国立86、公立86、私立607、合計779大学で算定しています。",""
"0003281186","学術情報基盤実態調査 コンピュータ及びネットワーク編","-","201704-201803","2019-06-28","0","該当なし","620","2020-12-04","","00400601","学術情報基盤実態調査","00400","文部科学省","1","個別事項 課題　施設・設備面（調査年度5月1日時点）","11","情報通信・科学技術","02","科学技術","学術情報基盤実態調査","コンピュータ及びネットワーク編","個別事項","課題　施設・設備面（調査年度5月1日時点）","※　調査年度が平成29年度のデータについて、施設・設備面の構成比は、調査対象の国立86、公立89、私立608、合計783大学で算定しています。※　調査年度が平成27年度のデータについて、施設・設備面の構成比は、調査対象の国立86、公立86、私立607、合計779大学で算定しています",""
"0003281140","学術情報基盤実態調査 コンピュータ及びネットワーク編","-","201704-201803","2019-06-28","0","該当なし","448","2020-12-04","","00400601","学術情報基盤実態調査","00400","文部科学省","","","11","情報通信・科学技術","02","科学技術","学術情報基盤実態調査","コンピュータ及びネットワーク編","","総括事項（調査年度5月1日時点）","※1　教員数、職員数、学生数は学校基本調査（調査年5月1日現在）を特別集計したものです。※2　学内LANに接続され、全学的な利用を目的としたパソコン台数は、コンピュータやネットワークの管理・運用の実務を行う主たる組織が、学内で共同利用するために設置しているパソコンについて集計しています。※3　ここでいう「高速計算機」とは、科学技術計算用の高速計算機（最大理論性能が10TFLOPS以上）を指します。（平成27年度までは、基準となる最大理論性能を1.5TFLOPS以上としていましたが、平成28年度より10TFLOPSとしています。）","総括事項（調査年度5月1日時点）"
