"year","statcode"
"1977","00400304"
"1978","00400304"
"1979","00400304"
"1980","00400304"
"1981","00400304"
"1982","00400304"
"1983","00400304"
"1984","00400304"
"1985","00400304"
"1986","00400304"
"1987","00400304"
"1988","00400304"
"1989","00400304"
"1990","00400304"
"1991","00400304"
"1992","00400304"
"1993","00400304"
"1994","00400304"
"1995","00400304"
"1996","00400304"
"1997","00400304"
"1998","00400304"
"1999","00400304"
"2000","00400304"
"2001","00400304"
"2002","00400304"
"2003","00400304"
"2004","00400304"
"2005","00400304"
"2006","00400304"
"2007","00400304"
"2008","00400304"
"2009","00400304"
"2010","00400304"
"2011","00400304"
"2012","00400304"
"2013","00400304"
"2014","00400304"
"2015","00400304"
"2016","00400304"
"2017","00400304"
"1993","00500602"
"1994","00500602"
"1995","00500602"
"1996","00500602"
"1997","00500602"
"1998","00500602"
"1999","00500602"
"2000","00500602"
"2001","00500602"
"2002","00500602"
"2003","00500602"
"2004","00500602"
"2005","00500602"
"2006","00500602"
"2007","00500602"
"2008","00500602"
"2009","00500602"
"2010","00500602"
"2011","00500602"
"2012","00500602"
"2013","00500602"
"2014","00500602"
"2015","00500602"
"2016","00500602"
"2017","00500602"
"2018","00500602"
"2019","00500602"
"2020","00500602"
"2021","00500602"
"2016","00450100"
"2017","00450100"
"2015","00450100"
"1985","00500225"
"1986","00500225"
"1987","00500225"
"1988","00500225"
"1989","00500225"
"1990","00500225"
"1991","00500225"
"1992","00500225"
"1993","00500225"
"1994","00500225"
"1995","00500225"
"1996","00500225"
"1997","00500225"
"1998","00500225"
"1999","00500225"
"2000","00500225"
"2001","00500225"
"2002","00500225"
"2003","00500225"
"2004","00500225"
"2005","00500225"
"2006","00500225"
"2007","00500225"
"2008","00500225"
"2009","00500225"
"2010","00500225"
"2011","00500225"
"2012","00500225"
"2013","00500225"
"2014","00500225"
"2015","00500225"
"2016","00500225"
"2017","00500225"
"2018","00500225"
"2019","00500225"
"2020","00500225"
"2021","00500225"
"1994","00600340"
"1995","00600340"
"1996","00600340"
"1997","00600340"
"1998","00600340"
"1999","00600340"
"2000","00600340"
"2001","00600340"
"2002","00600340"
"2003","00600340"
"2004","00600340"
"2005","00600340"
"2006","00600340"
"2007","00600340"
"2008","00600340"
"2009","00600340"
"2010","00600340"
"2011","00600340"
"2012","00600340"
"2013","00600340"
"2014","00600340"
"2015","00600340"
"2016","00600340"
"2017","00600340"
"2018","00600340"
"2019","00600340"
"2020","00600340"
"2021","00600340"
"2022","00600340"
"2023","00600340"
"2024","00600340"
"1878","00500215"
"1879","00500215"
"1880","00500215"
"1881","00500215"
"1882","00500215"
"1883","00500215"
"1884","00500215"
"1885","00500215"
"1886","00500215"
"1887","00500215"
"1888","00500215"
"1889","00500215"
"1890","00500215"
"1891","00500215"
"1892","00500215"
"1893","00500215"
"1894","00500215"
"1895","00500215"
"1896","00500215"
"1897","00500215"
"1898","00500215"
"1899","00500215"
"1900","00500215"
"1901","00500215"
"1902","00500215"
"1903","00500215"
"1904","00500215"
"1905","00500215"
"1906","00500215"
"1907","00500215"
"1908","00500215"
"1909","00500215"
"1910","00500215"
"1911","00500215"
"1912","00500215"
"1913","00500215"
"1914","00500215"
"1915","00500215"
"1916","00500215"
"1917","00500215"
"1918","00500215"
"1919","00500215"
"1920","00500215"
"1921","00500215"
"1922","00500215"
"1923","00500215"
"1924","00500215"
"1925","00500215"
"1926","00500215"
"1927","00500215"
"1928","00500215"
"1929","00500215"
"1930","00500215"
"1931","00500215"
"1932","00500215"
"1933","00500215"
"1934","00500215"
"1935","00500215"
"1936","00500215"
"1937","00500215"
"1938","00500215"
"1939","00500215"
"1940","00500215"
"1941","00500215"
"1942","00500215"
"1943","00500215"
"1944","00500215"
"1945","00500215"
"1946","00500215"
"1947","00500215"
"1948","00500215"
"1949","00500215"
"1950","00500215"
"1951","00500215"
"1952","00500215"
"1953","00500215"
"1954","00500215"
"1955","00500215"
"1956","00500215"
"1957","00500215"
"1958","00500215"
"1959","00500215"
"1960","00500215"
"1961","00500215"
"1962","00500215"
"1963","00500215"
"1964","00500215"
"1965","00500215"
"1966","00500215"
"1967","00500215"
"1968","00500215"
"1969","00500215"
"1970","00500215"
"1971","00500215"
"1972","00500215"
"1973","00500215"
"1974","00500215"
"1975","00500215"
"1976","00500215"
"1977","00500215"
"1978","00500215"
"1979","00500215"
"1980","00500215"
"1981","00500215"
"1982","00500215"
"1983","00500215"
"1984","00500215"
"1985","00500215"
"1986","00500215"
"1987","00500215"
"1988","00500215"
"1989","00500215"
"1990","00500215"
"1991","00500215"
"1992","00500215"
"1993","00500215"
"1994","00500215"
"1995","00500215"
"1996","00500215"
"1997","00500215"
"1998","00500215"
"1999","00500215"
"2000","00500215"
"2001","00500215"
"2002","00500215"
"2003","00500215"
"2004","00500215"
"2005","00500215"
"2006","00500215"
"2007","00500215"
"2008","00500215"
"2009","00500215"
"2010","00500215"
"2011","00500215"
"2012","00500215"
"2013","00500215"
"2014","00500215"
"2015","00500215"
"2016","00500215"
"2017","00500215"
"2018","00500215"
"2019","00500215"
"2020","00500215"
"2021","00500215"
"1994","00200545"
"2004","00200545"
"1989","00200545"
"1999","00200545"
"2016","00551120"
"2013","00551120"
"2014","00551120"
"2015","00551120"
"1960","00500217"
"1961","00500217"
"1962","00500217"
"1963","00500217"
"1964","00500217"
"1965","00500217"
"1966","00500217"
"1967","00500217"
"1968","00500217"
"1969","00500217"
"1970","00500217"
"1971","00500217"
"1972","00500217"
"1973","00500217"
"1974","00500217"
"1975","00500217"
"1976","00500217"
"1977","00500217"
"1978","00500217"
"1979","00500217"
"1980","00500217"
"1981","00500217"
"1982","00500217"
"1983","00500217"
"1984","00500217"
"1985","00500217"
"1986","00500217"
"1987","00500217"
"1988","00500217"
"1989","00500217"
"1990","00500217"
"1991","00500217"
"1992","00500217"
"1993","00500217"
"1994","00500217"
"1995","00500217"
"1996","00500217"
"1997","00500217"
"1998","00500217"
"1999","00500217"
"2000","00500217"
"2001","00500217"
"2002","00500217"
"2003","00500217"
"2004","00500217"
"2005","00500217"
"2006","00500217"
"2007","00500217"
"2008","00500217"
"2009","00500217"
"2010","00500217"
"2011","00500217"
"2012","00500217"
"2013","00500217"
"2014","00500217"
"2015","00500217"
"2016","00500217"
"2017","00500217"
"2018","00500217"
"2019","00500217"
"2020","00500217"
"2021","00500217"
"2022","00500217"
"2017","00450433"
"2012","00450433"
"2022","00450433"
"2007","00450433"
"2016","00500301"
"2017","00500301"
"2018","00500301"
"2019","00500301"
"2020","00500301"
"2021","00500301"
"2022","00500301"
"2016","00100109"
"2008","00020112"
"2017","00020112"
"2011","00020112"
"2014","00020112"
"2008","00600500"
"2006","00600500"
"2007","00600500"
"2019","00350430"
"1970","00200573"
"1971","00200573"
"1972","00200573"
"1973","00200573"
"1974","00200573"
"1975","00200573"
"1976","00200573"
"1977","00200573"
"1978","00200573"
"1979","00200573"
"1980","00200573"
"1981","00200573"
"1982","00200573"
"1983","00200573"
"1984","00200573"
"1985","00200573"
"1986","00200573"
"1987","00200573"
"1988","00200573"
"1989","00200573"
"1990","00200573"
"1991","00200573"
"1992","00200573"
"1993","00200573"
"1994","00200573"
"1995","00200573"
"1996","00200573"
"1997","00200573"
"1998","00200573"
"1999","00200573"
"2000","00200573"
"2001","00200573"
"2002","00200573"
"2003","00200573"
"2004","00200573"
"2005","00200573"
"2006","00200573"
"2007","00200573"
"2008","00200573"
"2009","00200573"
"2010","00200573"
"2011","00200573"
"2012","00200573"
"2013","00200573"
"2014","00200573"
"2015","00200573"
"2016","00200573"
"2017","00200573"
"2018","00200573"
"2019","00200573"
"2020","00200573"
"2021","00200573"
"2022","00200573"
"2023","00200573"
"2024","00200573"
"1953","00450061"
"1954","00450061"
"1955","00450061"
"1956","00450061"
"1957","00450061"
"1958","00450061"
"1959","00450061"
"1960","00450061"
"1961","00450061"
"1962","00450061"
"1963","00450061"
"1964","00450061"
"1965","00450061"
"1966","00450061"
"1967","00450061"
"1968","00450061"
"1969","00450061"
"1970","00450061"
"1971","00450061"
"1972","00450061"
"1973","00450061"
"1974","00450061"
"1975","00450061"
"1976","00450061"
"1977","00450061"
"1978","00450061"
"1979","00450061"
"1980","00450061"
"1981","00450061"
"1982","00450061"
"1983","00450061"
"1984","00450061"
"1985","00450061"
"1986","00450061"
"1987","00450061"
"1988","00450061"
"1989","00450061"
"1990","00450061"
"1991","00450061"
"1992","00450061"
"1993","00450061"
"1994","00450061"
"1995","00450061"
"1996","00450061"
"1997","00450061"
"1998","00450061"
"1999","00450061"
"2000","00450061"
"2001","00450061"
"2002","00450061"
"2003","00450061"
"2004","00450061"
"2005","00450061"
"2006","00450061"
"2007","00450061"
"2008","00450061"
"2009","00450061"
"2010","00450061"
"2011","00450061"
"2012","00450061"
"2013","00450061"
"2014","00450061"
"2015","00450061"
"2016","00450061"
"2017","00450061"
"2018","00450061"
"2019","00450061"
"2021","00450061"
"2022","00450061"
"2009","00400503"
"2012","00400503"
"2015","00400503"
"2016","00400501"
"2013","00400501"
"2014","00400501"
"2015","00400501"
"1877","00500227"
"1878","00500227"
"1879","00500227"
"1880","00500227"
"1881","00500227"
"1882","00500227"
"1883","00500227"
"1884","00500227"
"1885","00500227"
"1886","00500227"
"1887","00500227"
"1888","00500227"
"1889","00500227"
"1890","00500227"
"1891","00500227"
"1892","00500227"
"1893","00500227"
"1894","00500227"
"1895","00500227"
"1896","00500227"
"1897","00500227"
"1898","00500227"
"1899","00500227"
"1900","00500227"
"1901","00500227"
"1902","00500227"
"1903","00500227"
"1904","00500227"
"1905","00500227"
"1906","00500227"
"1907","00500227"
"1908","00500227"
"1909","00500227"
"1910","00500227"
"1911","00500227"
"1912","00500227"
"1913","00500227"
"1914","00500227"
"1915","00500227"
"1916","00500227"
"1917","00500227"
"1918","00500227"
"1919","00500227"
"1920","00500227"
"1921","00500227"
"1922","00500227"
"1923","00500227"
"1924","00500227"
"1925","00500227"
"1926","00500227"
"1927","00500227"
"1928","00500227"
"1929","00500227"
"1930","00500227"
"1931","00500227"
"1932","00500227"
"1933","00500227"
"1934","00500227"
"1935","00500227"
"1936","00500227"
"1937","00500227"
"1938","00500227"
"1939","00500227"
"1940","00500227"
"1941","00500227"
"1942","00500227"
"1943","00500227"
"1944","00500227"
"1945","00500227"
"1946","00500227"
"1947","00500227"
"1948","00500227"
"1949","00500227"
"1950","00500227"
"1951","00500227"
"1952","00500227"
"1953","00500227"
"1954","00500227"
"1955","00500227"
"1956","00500227"
"1957","00500227"
"1958","00500227"
"1959","00500227"
"1960","00500227"
"1961","00500227"
"1962","00500227"
"1963","00500227"
"1964","00500227"
"1965","00500227"
"1966","00500227"
"1967","00500227"
"1968","00500227"
"1969","00500227"
"1970","00500227"
"1971","00500227"
"1972","00500227"
"1973","00500227"
"1974","00500227"
"1975","00500227"
"1976","00500227"
"1977","00500227"
"1978","00500227"
"1979","00500227"
"1980","00500227"
"1981","00500227"
"1982","00500227"
"1983","00500227"
"1984","00500227"
"1985","00500227"
"1986","00500227"
"1987","00500227"
"1988","00500227"
"1989","00500227"
"1990","00500227"
"1991","00500227"
"1992","00500227"
"1993","00500227"
"1994","00500227"
"1995","00500227"
"1996","00500227"
"1997","00500227"
"1998","00500227"
"1999","00500227"
"2000","00500227"
"2001","00500227"
"2002","00500227"
"2003","00500227"
"2004","00500227"
"2005","00500227"
"2006","00500227"
"2007","00500227"
"2008","00500227"
"2009","00500227"
"2010","00500227"
"2011","00500227"
"2012","00500227"
"2013","00500227"
"2014","00500227"
"2015","00500227"
"2016","00500227"
"2017","00500227"
"2018","00500227"
"2019","00500227"
"2020","00500227"
"2021","00500227"
"2022","00500227"
"2016","00500238"
"2017","00500238"
"2018","00500238"
"2019","00500238"
"2020","00500238"
"2021","00500238"
"2022","00500238"
"2005","00500238"
"2006","00500238"
"2007","00500238"
"2008","00500238"
"2009","00500238"
"2010","00500238"
"2011","00500238"
"2012","00500238"
"2013","00500238"
"2014","00500238"
"2015","00500238"
"1984","00200564"
"2019","00200564"
"1989","00200564"
"1994","00200564"
"1999","00200564"
"2004","00200564"
"2009","00200564"
"2014","00200564"
"1949","00500201"
"1950","00500201"
"1951","00500201"
"1952","00500201"
"1953","00500201"
"1954","00500201"
"1955","00500201"
"1956","00500201"
"1957","00500201"
"1958","00500201"
"1959","00500201"
"1960","00500201"
"1961","00500201"
"1962","00500201"
"1963","00500201"
"1964","00500201"
"1965","00500201"
"1966","00500201"
"1967","00500201"
"1968","00500201"
"1969","00500201"
"1970","00500201"
"1971","00500201"
"1972","00500201"
"1973","00500201"
"1974","00500201"
"1975","00500201"
"1976","00500201"
"1977","00500201"
"1978","00500201"
"1979","00500201"
"1980","00500201"
"1981","00500201"
"1982","00500201"
"1983","00500201"
"1984","00500201"
"1985","00500201"
"1986","00500201"
"1987","00500201"
"1988","00500201"
"1989","00500201"
"1990","00500201"
"1991","00500201"
"1992","00500201"
"1993","00500201"
"1994","00500201"
"1995","00500201"
"1996","00500201"
"1997","00500201"
"1998","00500201"
"1999","00500201"
"2000","00500201"
"2001","00500201"
"2002","00500201"
"2003","00500201"
"2004","00500201"
"2005","00500201"
"2006","00500201"
"2007","00500201"
"2008","00500201"
"2009","00500201"
"2010","00500201"
"2011","00500201"
"2012","00500201"
"2013","00500201"
"2014","00500201"
"2015","00500201"
"2016","00500201"
"2017","00500201"
"2018","00500201"
"2019","00500201"
"2020","00500201"
"2021","00500201"
"2001","00100101"
"2017","00500232"
"2011","00500232"
"2012","00500232"
"2013","00500232"
"2014","00500232"
"2016","00351030"
"2017","00351030"
"2018","00351030"
"2019","00351030"
"2020","00351030"
"2021","00351030"
"2022","00351030"
"2010","00351030"
"2011","00351030"
"2012","00351030"
"2013","00351030"
"2014","00351030"
"2015","00351030"
"1999","00450091"
"2000","00450091"
"2001","00450091"
"2002","00450091"
"2003","00450091"
"2004","00450091"
"2005","00450091"
"2006","00450091"
"2007","00450091"
"2008","00450091"
"2009","00450091"
"2010","00450091"
"2011","00450091"
"2012","00450091"
"2013","00450091"
"2014","00450091"
"2015","00450091"
"2016","00450091"
"2017","00450091"
"2018","00450091"
"2019","00450091"
"2020","00450091"
"2021","00450091"
"2022","00450091"
"1956","00500203"
"1957","00500203"
"1958","00500203"
"1959","00500203"
"1960","00500203"
"1961","00500203"
"1962","00500203"
"1963","00500203"
"1964","00500203"
"1965","00500203"
"1966","00500203"
"1967","00500203"
"1968","00500203"
"1969","00500203"
"1970","00500203"
"1971","00500203"
"1972","00500203"
"1973","00500203"
"1974","00500203"
"1975","00500203"
"1976","00500203"
"1977","00500203"
"1978","00500203"
"1979","00500203"
"1980","00500203"
"1981","00500203"
"1982","00500203"
"1983","00500203"
"1984","00500203"
"1985","00500203"
"1986","00500203"
"1987","00500203"
"1988","00500203"
"1989","00500203"
"1990","00500203"
"1991","00500203"
"1992","00500203"
"1993","00500203"
"1994","00500203"
"1995","00500203"
"1996","00500203"
"1997","00500203"
"1998","00500203"
"1999","00500203"
"2000","00500203"
"2001","00500203"
"2002","00500203"
"2003","00500203"
"2004","00500203"
"2005","00500203"
"2006","00500203"
"2007","00500203"
"2008","00500203"
"2009","00500203"
"2010","00500203"
"2011","00500203"
"2012","00500203"
"2013","00500203"
"2014","00500203"
"2015","00500203"
"2016","00500203"
"2017","00500203"
"2019","00500203"
"2020","00500203"
"2021","00500203"
"2016","00500600"
"2017","00500600"
"2019","00500600"
"2020","00500600"
"2021","00500600"
"2022","00500600"
"2016","00300500"
"2017","00300500"
"2006","00300500"
"2007","00300500"
"2008","00300500"
"2009","00300500"
"2010","00300500"
"2011","00300500"
"2012","00300500"
"2013","00300500"
"2014","00300500"
"2015","00300500"
"1976","00500211"
"1977","00500211"
"1978","00500211"
"1979","00500211"
"1981","00500211"
"1982","00500211"
"1983","00500211"
"1984","00500211"
"1986","00500211"
"1987","00500211"
"1988","00500211"
"1989","00500211"
"1991","00500211"
"1992","00500211"
"1993","00500211"
"1994","00500211"
"1996","00500211"
"1997","00500211"
"1998","00500211"
"1999","00500211"
"2000","00500211"
"2001","00500211"
"2002","00500211"
"2003","00500211"
"2004","00500211"
"2006","00500211"
"2007","00500211"
"2008","00500211"
"2009","00500211"
"2011","00500211"
"2012","00500211"
"2013","00500211"
"2014","00500211"
"2016","00500211"
"2017","00500211"
"2018","00500211"
"2021","00500211"
"2022","00500211"
"2016","00551020"
"2017","00551020"
"2018","00551020"
"2019","00551020"
"2020","00551020"
"2021","00551020"
"2022","00551020"
"2023","00551020"
"2006","00551020"
"2007","00551020"
"2008","00551020"
"2009","00551020"
"2010","00551020"
"2011","00551020"
"2012","00551020"
"2013","00551020"
"2014","00551020"
"2015","00551020"
"1950","00450437"
"1951","00450437"
"1952","00450437"
"1953","00450437"
"1954","00450437"
"1955","00450437"
"1956","00450437"
"1957","00450437"
"1958","00450437"
"1959","00450437"
"1960","00450437"
"1961","00450437"
"1962","00450437"
"1963","00450437"
"1964","00450437"
"1965","00450437"
"1966","00450437"
"1967","00450437"
"1968","00450437"
"1969","00450437"
"1970","00450437"
"1971","00450437"
"1972","00450437"
"1973","00450437"
"1974","00450437"
"1975","00450437"
"1976","00450437"
"1977","00450437"
"1978","00450437"
"1979","00450437"
"1980","00450437"
"1981","00450437"
"1982","00450437"
"1983","00450437"
"1984","00450437"
"1985","00450437"
"1986","00450437"
"1987","00450437"
"1988","00450437"
"1989","00450437"
"1990","00450437"
"1991","00450437"
"1992","00450437"
"1993","00450437"
"1994","00450437"
"1995","00450437"
"1996","00450437"
"1997","00450437"
"1998","00450437"
"1999","00450437"
"2000","00450437"
"2001","00450437"
"2002","00450437"
"2003","00450437"
"2004","00450437"
"2005","00450437"
"2006","00450437"
"2007","00450437"
"2008","00450437"
"2009","00450437"
"2010","00450437"
"2011","00450437"
"2012","00450437"
"2013","00450437"
"2014","00450437"
"2015","00450437"
"2016","00450437"
"2017","00450437"
"2018","00450437"
"2019","00450437"
"2020","00450437"
"2021","00450437"
"1951","00500204"
"1952","00500204"
"1953","00500204"
"1954","00500204"
"1955","00500204"
"1956","00500204"
"1957","00500204"
"1958","00500204"
"1959","00500204"
"1960","00500204"
"1961","00500204"
"1962","00500204"
"1963","00500204"
"1964","00500204"
"1965","00500204"
"1966","00500204"
"1967","00500204"
"1968","00500204"
"1969","00500204"
"1970","00500204"
"1971","00500204"
"1972","00500204"
"1973","00500204"
"1974","00500204"
"1975","00500204"
"1976","00500204"
"1977","00500204"
"1978","00500204"
"1979","00500204"
"1980","00500204"
"1981","00500204"
"1982","00500204"
"1983","00500204"
"1984","00500204"
"1985","00500204"
"1986","00500204"
"1987","00500204"
"1988","00500204"
"1989","00500204"
"1990","00500204"
"1991","00500204"
"1992","00500204"
"1993","00500204"
"1994","00500204"
"1995","00500204"
"1996","00500204"
"1997","00500204"
"1998","00500204"
"1999","00500204"
"2000","00500204"
"2001","00500204"
"2002","00500204"
"2003","00500204"
"2004","00500204"
"2005","00500204"
"2006","00500204"
"2007","00500204"
"2008","00500204"
"2009","00500204"
"2010","00500204"
"2011","00500204"
"2012","00500204"
"2013","00500204"
"2014","00500204"
"2015","00500204"
"2016","00500204"
"2017","00500204"
"2018","00500204"
"2019","00500204"
"2020","00500204"
"2021","00500204"
"2022","00500204"
"1875","00600590"
"1876","00600590"
"1877","00600590"
"1878","00600590"
"1879","00600590"
"1880","00600590"
"1881","00600590"
"1882","00600590"
"1883","00600590"
"1884","00600590"
"1885","00600590"
"1886","00600590"
"1887","00600590"
"1888","00600590"
"1889","00600590"
"1890","00600590"
"1891","00600590"
"1892","00600590"
"1893","00600590"
"1894","00600590"
"1895","00600590"
"1896","00600590"
"1897","00600590"
"1898","00600590"
"1899","00600590"
"1900","00600590"
"1901","00600590"
"1902","00600590"
"1903","00600590"
"1904","00600590"
"1905","00600590"
"1906","00600590"
"1907","00600590"
"1908","00600590"
"1909","00600590"
"1910","00600590"
"1911","00600590"
"1912","00600590"
"1913","00600590"
"1914","00600590"
"1915","00600590"
"1916","00600590"
"1917","00600590"
"1918","00600590"
"1919","00600590"
"1920","00600590"
"1921","00600590"
"1922","00600590"
"1923","00600590"
"1924","00600590"
"1925","00600590"
"1926","00600590"
"1927","00600590"
"1928","00600590"
"1929","00600590"
"1930","00600590"
"1931","00600590"
"1932","00600590"
"1933","00600590"
"1934","00600590"
"1935","00600590"
"1936","00600590"
"1937","00600590"
"1938","00600590"
"1939","00600590"
"1940","00600590"
"1941","00600590"
"1942","00600590"
"1943","00600590"
"1944","00600590"
"1945","00600590"
"1946","00600590"
"1947","00600590"
"1948","00600590"
"1949","00600590"
"1950","00600590"
"1951","00600590"
"1952","00600590"
"1953","00600590"
"1954","00600590"
"1955","00600590"
"1956","00600590"
"1957","00600590"
"1958","00600590"
"1959","00600590"
"1960","00600590"
"1961","00600590"
"1962","00600590"
"1963","00600590"
"1964","00600590"
"1965","00600590"
"1966","00600590"
"1967","00600590"
"1968","00600590"
"1969","00600590"
"1970","00600590"
"1971","00600590"
"1972","00600590"
"1973","00600590"
"1974","00600590"
"1975","00600590"
"1976","00600590"
"1977","00600590"
"1978","00600590"
"1979","00600590"
"1980","00600590"
"1981","00600590"
"1982","00600590"
"1983","00600590"
"1984","00600590"
"1985","00600590"
"1986","00600590"
"1987","00600590"
"1988","00600590"
"1989","00600590"
"1990","00600590"
"1991","00600590"
"1992","00600590"
"1993","00600590"
"1994","00600590"
"1995","00600590"
"1996","00600590"
"1997","00600590"
"1998","00600590"
"1999","00600590"
"2000","00600590"
"2001","00600590"
"2002","00600590"
"2003","00600590"
"2004","00600590"
"2005","00600590"
"2006","00600590"
"2007","00600590"
"2008","00600590"
"2009","00600590"
"2010","00600590"
"2011","00600590"
"2012","00600590"
"2013","00600590"
"2014","00600590"
"2015","00600590"
"2016","00600590"
"2016","00551130"
"2017","00551130"
"2018","00551130"
"2004","00551130"
"2005","00551130"
"2006","00551130"
"2007","00551130"
"2008","00551130"
"2009","00551130"
"2010","00551130"
"2011","00551130"
"2012","00551130"
"2013","00551130"
"2014","00551130"
"2015","00551130"
"1954","00450032"
"1955","00450032"
"1956","00450032"
"1957","00450032"
"1958","00450032"
"1959","00450032"
"1960","00450032"
"1961","00450032"
"1962","00450032"
"1963","00450032"
"1964","00450032"
"1965","00450032"
"1966","00450032"
"1967","00450032"
"1968","00450032"
"1969","00450032"
"1970","00450032"
"1971","00450032"
"1972","00450032"
"1973","00450032"
"1974","00450032"
"1975","00450032"
"1976","00450032"
"1977","00450032"
"1978","00450032"
"1979","00450032"
"1980","00450032"
"1981","00450032"
"1982","00450032"
"1983","00450032"
"1984","00450032"
"1985","00450032"
"1986","00450032"
"1987","00450032"
"1988","00450032"
"1989","00450032"
"1990","00450032"
"1991","00450032"
"1992","00450032"
"1993","00450032"
"1994","00450032"
"1995","00450032"
"1996","00450032"
"1997","00450032"
"1998","00450032"
"1999","00450032"
"2000","00450032"
"2001","00450032"
"2002","00450032"
"2003","00450032"
"2004","00450032"
"2005","00450032"
"2006","00450032"
"2007","00450032"
"2008","00450032"
"2009","00450032"
"2010","00450032"
"2011","00450032"
"2012","00450032"
"2013","00450032"
"2014","00450032"
"2015","00450032"
"2016","00450032"
"2017","00450032"
"2018","00450032"
"2019","00450032"
"2020","00450032"
"2021","00450032"
"2008","00400502"
"2013","00400502"
"2016","00200533"
"1986","00200533"
"2021","00200533"
"1991","00200533"
"1996","00200533"
"2001","00200533"
"2006","00200533"
"2011","00200533"
"2016","00400802"
"2018","00400802"
"2013","00400802"
"2014","00400802"
"2015","00400802"
"2016","00601020"
"2014","00601020"
"2015","00601020"
"2016","00200544"
"2017","00200544"
"2018","00200544"
"2019","00200544"
"2020","00200544"
"2021","00200544"
"2022","00200544"
"2023","00200544"
"2024","00200544"
"2008","00200544"
"2009","00200544"
"2010","00200544"
"2011","00200544"
"2012","00200544"
"2013","00200544"
"2014","00200544"
"2015","00200544"
"2011","00600080"
"2013","00600080"
"2015","00600080"
"2017","00550300"
"2023","00550300"
"2019","00350650"
"2020","00350650"
"2021","00350650"
"2022","00350650"
"2021","00501009"
"2022","00501009"
"2013","00600475"
"2016","00400305"
"2012","00400305"
"2014","00400305"
"2002","00250005"
"2003","00250005"
"2004","00250005"
"2005","00250005"
"2006","00250005"
"2007","00250005"
"2008","00250005"
"2009","00250005"
"2010","00250005"
"2011","00250005"
"2012","00250005"
"2013","00250005"
"2014","00250005"
"2015","00250005"
"2016","00250005"
"2017","00250005"
"2018","00250005"
"2019","00250005"
"2020","00250005"
"2021","00250005"
"2022","00250005"
"2023","00250005"
"2024","00250005"
"2016","00601030"
"2017","00601030"
"2014","00601030"
"2015","00601030"
"2016","00600330"
"2017","00600330"
"2018","00600330"
"2019","00600330"
"2020","00600330"
"2021","00600330"
"2022","00600330"
"2023","00600330"
"2024","00600330"
"2010","00600330"
"2011","00600330"
"2012","00600330"
"2013","00600330"
"2014","00600330"
"2015","00600330"
"2016","00500302"
"2011","00500302"
"2012","00500302"
"2013","00500302"
"2014","00500302"
"2015","00500302"
"2016","00450192"
"2017","00450192"
"2015","00450192"
"2016","00250012"
"2017","00250012"
"2006","00250012"
"2007","00250012"
"2008","00250012"
"2009","00250012"
"2010","00250012"
"2011","00250012"
"2012","00250012"
"2013","00250012"
"2014","00250012"
"2015","00250012"
"2016","00501008"
"2017","00501008"
"2018","00501008"
"2020","00501008"
"2021","00501008"
"2015","00501008"
"2016","00350100"
"2017","00350100"
"2015","00350100"
"2000","00600310"
"2001","00600310"
"2002","00600310"
"2003","00600310"
"2004","00600310"
"2005","00600310"
"2006","00600310"
"2007","00600310"
"2008","00600310"
"2009","00600310"
"2010","00600310"
"2011","00600310"
"2012","00600310"
"2013","00600310"
"2014","00600310"
"2015","00600310"
"2016","00600310"
"2017","00600310"
"2018","00600310"
"2019","00600310"
"2020","00600310"
"2021","00600310"
"2022","00600310"
"2023","00600310"
"2024","00600310"
"2016","00351000"
"2017","00351000"
"2018","00351000"
"2019","00351000"
"2020","00351000"
"2021","00351000"
"2022","00351000"
"2007","00351000"
"2008","00351000"
"2009","00351000"
"2010","00351000"
"2011","00351000"
"2012","00351000"
"2013","00351000"
"2014","00351000"
"2015","00351000"
"2013","00100202"
